index, AverageDriveForce (lbs), Cadence (stokes/min), DragFactor, DriveLength (meters), DriveTime (ms), ElapsedTime (sec), HRCur (bpm), Horizontal (meters), PeakDriveForce (lbs), Power (watts), Stroke500mPace (sec/500m), StrokeDistance (meters), StrokeRecoveryTime (ms), lapIdx, latitude, longitude,TimeStamp (sec)
80,0.0,18,0.0,0.0,0.0,14525.0,123,191.054370175,0.0,0.0,242.180554802,9.4177562516,0.0,0.0,42.356268,-71.117177,1445082479.0
81,0.0,18,0.0,0.0,0.0,14526.0,123,193.083323146,0.0,0.0,228.590435078,10.862857887,0.0,0.0,42.35625,-71.117181,1445082480.0
82,0.0,7,0.0,0.0,0.0,14527.0,122,195.381976656,0.0,0.0,216.824129229,15.0992950687,0.0,0.0,42.356231,-71.11717,1445082481.0
83,0.0,7,0.0,0.0,0.0,14528.0,123,197.961303281,0.0,0.0,205.9502644,16.0906996745,0.0,0.0,42.356208,-71.117174,1445082482.0
84,0.0,7,0.0,0.0,0.0,14529.0,123,200.772255116,0.0,0.0,198.720965542,14.321535532,0.0,0.0,42.356183,-71.117179,1445082483.0
85,0.0,17,0.0,0.0,0.0,14530.0,123,202.816137578,0.0,0.0,209.308496682,11.5120440648,0.0,0.0,42.356165,-71.117184,1445082484.0
86,0.0,17,0.0,0.0,0.0,14531.0,123,205.054359065,0.0,0.0,201.67225471,11.3585090767,0.0,0.0,42.356145,-71.117187,1445082485.0
87,0.0,17,0.0,0.0,0.0,14532.0,123,208.05868917,0.0,0.0,184.829795808,10.8147499247,0.0,0.0,42.356118,-71.117186,1445082486.0
88,0.0,17,0.0,0.0,0.0,14533.0,123,210.951832681,0.0,0.0,182.812640024,10.3716020004,0.0,0.0,42.356092,-71.117187,1445082487.0
89,0.0,18,0.0,0.0,0.0,14534.0,123,213.733793053,0.0,0.0,182.579049329,9.93893983064,0.0,0.0,42.356067,-71.117188,1445082488.0
90,0.0,18,0.0,0.0,0.0,14535.0,123,216.414673684,0.0,0.0,182.716069961,9.88200146929,0.0,0.0,42.356043,-71.117185,1445082489.0
91,0.0,18,0.0,0.0,0.0,14536.0,122,219.206331385,0.0,0.0,179.920214666,9.68037030641,0.0,0.0,42.356018,-71.117182,1445082490.0
92,0.0,17,0.0,0.0,0.0,14537.0,123,221.675376374,0.0,0.0,182.003936439,10.3625512899,0.0,0.0,42.355996,-71.117186,1445082491.0
93,0.0,17,0.0,0.0,0.0,14538.0,123,224.794147296,0.0,0.0,171.010821704,10.6773108662,0.0,0.0,42.355968,-71.117188,1445082492.0
94,0.0,17,0.0,0.0,0.0,14539.0,123,228.257911651,0.0,0.0,165.721802911,10.0743084207,0.0,0.0,42.355937,-71.117192,1445082493.0
95,0.0,17,0.0,0.0,0.0,14540.0,123,230.945000275,0.0,0.0,175.498371278,10.0428207826,0.0,0.0,42.355914,-71.117202,1445082494.0
96,0.0,17,0.0,0.0,0.0,14541.0,123,233.659689581,0.0,0.0,175.933046024,10.1115960712,0.0,0.0,42.35589,-71.117208,1445082495.0
97,0.0,17,0.0,0.0,0.0,14542.0,123,236.441649961,0.0,0.0,174.655420204,10.7128802321,0.0,0.0,42.355865,-71.117209,1445082496.0
98,0.0,17,0.0,0.0,0.0,14543.0,124,240.113154658,0.0,0.0,164.7943452,9.39523295393,0.0,0.0,42.355832,-71.117208,1445082497.0
99,0.0,17,0.0,0.0,0.0,14544.0,123,242.048208855,0.0,0.0,187.864892534,9.7759251828,0.0,0.0,42.355815,-71.117213,1445082498.0
100,0.0,17,0.0,0.0,0.0,14545.0,124,244.407061244,0.0,0.0,180.505203682,10.7267847285,0.0,0.0,42.355794,-71.117217,1445082499.0
101,0.0,17,0.0,0.0,0.0,14546.0,124,247.748003183,0.0,0.0,164.468651171,10.7949761971,0.0,0.0,42.355764,-71.117219,1445082500.0
102,0.0,17,0.0,0.0,0.0,14547.0,124,250.872185206,0.0,0.0,163.386247446,10.6964966446,0.0,0.0,42.355736,-71.117216,1445082501.0
103,0.0,17,0.0,0.0,0.0,14548.0,125,253.56187201,0.0,0.0,164.830142067,11.5055032674,0.0,0.0,42.355712,-71.11722,1445082502.0
104,0.0,17,0.0,0.0,0.0,14549.0,125,257.01880285,0.0,0.0,153.176975467,11.7444088712,0.0,0.0,42.355681,-71.117217,1445082503.0
105,0.0,17,0.0,0.0,0.0,14550.0,125,260.47084424,0.0,0.0,149.962831466,12.3267961856,0.0,0.0,42.35565,-71.117219,1445082504.0
106,0.0,17,0.0,0.0,0.0,14551.0,125,264.626373964,0.0,0.0,142.753673205,11.3730951191,0.0,0.0,42.355613,-71.117212,1445082505.0
107,0.0,17,0.0,0.0,0.0,14552.0,126,267.536979246,0.0,0.0,154.447473797,11.6148222364,0.0,0.0,42.355587,-71.117216,1445082506.0
108,0.0,17,0.0,0.0,0.0,14553.0,126,270.923116332,0.0,0.0,150.904405207,11.29552925,0.0,0.0,42.355557,-71.117223,1445082507.0
109,0.0,17,0.0,0.0,0.0,14554.0,126,273.926321829,0.0,0.0,154.599754942,11.5161553935,0.0,0.0,42.35553,-71.117223,1445082508.0
110,0.0,18,0.0,0.0,0.0,14555.0,126,277.267263801,0.0,0.0,150.894970594,11.6594840158,0.0,0.0,42.3555,-71.117221,1445082509.0
111,0.0,18,0.0,0.0,0.0,14556.0,126,281.105820913,0.0,0.0,146.410670968,11.3712625852,0.0,0.0,42.355466,-71.117213,1445082510.0
112,0.0,18,0.0,0.0,0.0,14557.0,126,284.809388979,0.0,0.0,149.677209843,10.6289646069,0.0,0.0,42.355433,-71.117207,1445082511.0
113,0.0,17,0.0,0.0,0.0,14558.0,126,287.852819504,0.0,0.0,160.361273805,10.0308747406,0.0,0.0,42.355406,-71.117201,1445082512.0
114,0.0,17,0.0,0.0,0.0,14559.0,127,290.211672191,0.0,0.0,172.191382659,10.2862123969,0.0,0.0,42.355385,-71.117197,1445082513.0
115,0.0,17,0.0,0.0,0.0,14560.0,127,293.022624814,0.0,0.0,168.361868995,10.3886720154,0.0,0.0,42.35536,-71.117192,1445082514.0
116,0.0,17,0.0,0.0,0.0,14561.0,128,295.922310483,0.0,0.0,166.569292509,10.6340693812,0.0,0.0,42.355335,-71.117182,1445082515.0
117,0.0,18,0.0,0.0,0.0,14562.0,128,299.109951968,0.0,0.0,162.130836653,10.6134469276,0.0,0.0,42.355308,-71.117169,1445082516.0
118,0.0,18,0.0,0.0,0.0,14563.0,128,302.496089489,0.0,0.0,159.545155372,10.3641651044,0.0,0.0,42.355278,-71.117162,1445082517.0
119,0.0,18,0.0,0.0,0.0,14564.0,129,305.683731298,0.0,0.0,162.565381769,10.2310174263,0.0,0.0,42.355251,-71.117149,1445082518.0
120,0.0,18,0.0,0.0,0.0,14565.0,129,308.960311135,0.0,0.0,164.111537861,9.81177756943,0.0,0.0,42.355222,-71.117142,1445082519.0
121,0.0,18,0.0,0.0,0.0,14566.0,129,312.018137688,0.0,0.0,170.75701322,8.92941801244,0.0,0.0,42.355195,-71.117135,1445082520.0
122,0.0,18,0.0,0.0,0.0,14567.0,129,314.137888779,0.0,0.0,187.401762206,9.20170619337,0.0,0.0,42.355176,-71.117133,1445082521.0
123,0.0,18,0.0,0.0,0.0,14568.0,130,316.838856023,0.0,0.0,181.646935285,8.74303848646,0.0,0.0,42.355152,-71.117128,1445082522.0
124,0.0,18,0.0,0.0,0.0,14569.0,130,318.745774208,0.0,0.0,191.093960437,10.0563452301,0.0,0.0,42.355135,-71.117125,1445082523.0
125,0.0,18,0.0,0.0,0.0,14570.0,130,322.332203984,0.0,0.0,166.059923926,9.81763079051,0.0,0.0,42.355104,-71.117113,1445082524.0
126,0.0,18,0.0,0.0,0.0,14571.0,130,325.374033429,0.0,0.0,170.136780496,9.79631913115,0.0,0.0,42.355079,-71.117098,1445082525.0
127,0.0,18,0.0,0.0,0.0,14572.0,131,328.359127754,0.0,0.0,170.601658391,9.82000801557,0.0,0.0,42.355053,-71.117089,1445082526.0
128,0.0,18,0.0,0.0,0.0,14573.0,131,331.414686525,0.0,0.0,170.360808972,9.8179826783,0.0,0.0,42.355027,-71.117077,1445082527.0
129,0.0,18,0.0,0.0,0.0,14574.0,131,334.603980507,0.0,0.0,170.675609355,9.20540030224,0.0,0.0,42.355002,-71.117058,1445082528.0
130,0.0,17,0.0,0.0,0.0,14575.0,131,337.07190621,0.0,0.0,182.594367756,9.04122266259,0.0,0.0,42.354982,-71.117045,1445082529.0
131,0.0,17,0.0,0.0,0.0,14576.0,131,339.206342684,0.0,0.0,188.196555836,9.83325141288,0.0,0.0,42.354964,-71.117036,1445082530.0
132,0.0,17,0.0,0.0,0.0,14577.0,131,342.342704496,0.0,0.0,173.315477498,9.51666075169,0.0,0.0,42.354937,-71.117025,1445082531.0
133,0.0,19,0.0,0.0,0.0,14578.0,132,344.946612558,0.0,0.0,177.595268012,9.57019565378,0.0,0.0,42.354916,-71.117011,1445082532.0
134,0.0,19,0.0,0.0,0.0,14579.0,132,347.861646897,0.0,0.0,171.132553131,9.68201671878,0.0,0.0,42.354893,-71.116994,1445082533.0
135,0.0,19,0.0,0.0,0.0,14580.0,132,350.77668148,0.0,0.0,167.937852967,9.90531047607,0.0,0.0,42.35487,-71.116977,1445082534.0
136,0.0,19,0.0,0.0,0.0,14581.0,132,353.752577043,0.0,0.0,163.752336084,10.4486586316,0.0,0.0,42.354846,-71.116961,1445082535.0
137,0.0,18,0.0,0.0,0.0,14582.0,132,357.236650854,0.0,0.0,155.426234111,10.7461062629,0.0,0.0,42.354818,-71.116942,1445082536.0
138,0.0,18,0.0,0.0,0.0,14583.0,131,360.742267358,0.0,0.0,153.614368368,10.9341497398,0.0,0.0,42.354791,-71.11692,1445082537.0
139,0.0,18,0.0,0.0,0.0,14584.0,131,364.537656006,0.0,0.0,151.70975194,10.164545338,0.0,0.0,42.354761,-71.116898,1445082538.0
140,0.0,18,0.0,0.0,0.0,14585.0,132,367.414194345,0.0,0.0,163.831138574,9.88762127278,0.0,0.0,42.354738,-71.116882,1445082539.0
141,0.0,18,0.0,0.0,0.0,14586.0,133,370.085881715,0.0,0.0,169.129796095,10.2298599284,0.0,0.0,42.354718,-71.116864,1445082540.0
142,0.0,18,0.0,0.0,0.0,14587.0,133,373.372612005,0.0,0.0,164.215378253,9.97386732912,0.0,0.0,42.354692,-71.116845,1445082541.0
