TimeStamp (sec), activityIdx, lapIdx, pointIdx, ElapsedTime (sec), Horizontal (meters), Stroke500mPace (sec/500m), Cadence (stokes/min), HRCur (bpm), Power (watts), Calories (kCal), Speed (m/sec), StrokeCount, StrokeDistance (meters), DriveLength (meters), DriveTime (ms), StrokeRecoveryTime (ms), WorkPerStroke (joules), AverageDriveForce (lbs), PeakDriveForce (lbs), DragFactor
1457612937.68613, 0, 1, 32, 69.84, 330.5, 153.94, 30, 161, 354, 25, 3.258, 34, 8.24, 0.97, 690, 1640, 703.4, 36.8, 54.3, 119
1457612940.32373, 0, 1, 33, 72.48, 338.4, 166.59, 30, 162, 354, 25, 3.01, 35, 7.92, 1.03, 780, 1680, 703.4, 37.8, 52.7, 119
1457612945.63651, 0, 1, 34, 77.79, 353.5, 178.99, 30, 161, 354, 26, 2.801, 37, 7.42, 1.06, 850, 1610, 703.4, 38.5, 50.2, 120
1457612951.00517, 0, 1, 35, 83.15, 368.9, 171.71, 30, 159, 354, 26, 2.92, 39, 7.8, 1.12, 860, 1630, 703.4, 41.5, 58.2, 119
1457612958.95414, 0, 1, 36, 91.11, 392.8, 159.48, 30, 157, 354, 27, 3.144, 42, 7.78, 1.36, 840, 1450, 703.4, 97.5, 139.2, 119
1457612961.44703, 0, 2, 0, 0.81, 4.7, 107.99, 0, 157, 282, 0, 4.651, 1, 3.16, 0.37, 670, 0, 6553.5, 169.2, 273.9, 119
1457612963.40085, 0, 2, 1, 2.76, 14.3, 102.01, 31, 156, 335, 1, 4.925, 2, 9.62, 1.45, 590, 1140, 653.9, 144.1, 239, 119
1457612965.40796, 0, 2, 2, 4.76, 24.4, 99.06, 30, 156, 366, 2, 5.073, 3, 10.05, 1.39, 560, 1210, 724.8, 136, 225.3, 118
1457612967.40983, 0, 2, 3, 6.77, 34.5, 99.89, 30, 156, 356, 2, 5.03, 4, 10.18, 1.42, 580, 1240, 721.5, 129.7, 218.3, 119
1457612969.39701, 0, 2, 4, 8.76, 44.5, 100.36, 30, 156, 351, 3, 5.006, 5, 9.9, 1.42, 580, 1180, 695.2, 131.5, 209.3, 119
1457612971.37446, 0, 2, 5, 10.73, 54.4, 100.09, 30, 156, 354, 4, 5.02, 6, 9.9, 1.42, 580, 1180, 699.1, 130.4, 206.5, 118
1457612973.35798, 0, 2, 6, 12.73, 64.4, 100.4, 30, 156, 351, 5, 5.004, 7, 10.03, 1.42, 580, 1210, 703.8, 131.3, 242.2, 118
1457612975.3666, 0, 2, 7, 14.74, 74.5, 100.32, 30, 156, 352, 6, 5.008, 8, 10.03, 1.42, 580, 1220, 705, 135.1, 216.1, 118
1457612977.37016, 0, 2, 8, 16.73, 84.5, 100.14, 30, 157, 354, 7, 5.017, 9, 9.97, 1.39, 570, 1210, 702.8, 133.7, 227.5, 119
1457612979.35011, 0, 2, 9, 18.7, 94.4, 99.9, 30, 159, 356, 7, 5.029, 10, 9.91, 1.42, 580, 1180, 701.9, 132.8, 245.5, 119
1457612981.33495, 0, 2, 10, 20.69, 104.3, 100.06, 30, 162, 355, 8, 5.021, 11, 10.04, 1.42, 580, 1210, 709.4, 133.6, 240.9, 119
1457612983.37026, 0, 2, 11, 22.73, 114.5, 100.3, 29, 163, 352, 9, 5.009, 12, 10.2, 1.42, 580, 1240, 717.1, 131.8, 238.3, 120
1457612985.44456, 0, 2, 12, 24.8, 124.9, 100.47, 29, 163, 350, 10, 5.001, 13, 10.29, 1.45, 600, 1250, 720.7, 130.8, 209.4, 119
1457612987.45868, 0, 2, 13, 26.83, 135, 100.85, 29, 164, 346, 11, 4.982, 14, 10.19, 1.42, 580, 1250, 708.5, 129.1, 242, 119
1457612989.43728, 0, 2, 14, 28.8, 144.9, 100.82, 30, 166, 347, 12, 4.983, 15, 9.83, 1.42, 580, 1180, 683.7, 132.8, 234.3, 119
1457612991.44709, 0, 2, 15, 30.81, 154.9, 100.28, 30, 166, 352, 12, 5.01, 16, 10.06, 1.42, 580, 1220, 707.2, 129.8, 216.7, 119
1457612993.42795, 0, 2, 16, 32.78, 164.8, 100.67, 30, 166, 348, 13, 4.991, 17, 9.82, 1.39, 570, 1190, 685.6, 132.8, 231, 119
1457612995.40486, 0, 2, 17, 34.76, 174.7, 100.4, 31, 166, 351, 14, 5.004, 18, 9.83, 1.42, 580, 1170, 689.5, 128.4, 224, 119
1457612997.38378, 0, 2, 18, 36.72, 184.4, 100.81, 30, 166, 347, 15, 4.984, 19, 9.83, 1.39, 570, 1190, 684.1, 131.1, 212.8, 119
1457612999.33777, 0, 2, 19, 38.71, 194.3, 100.85, 30, 166, 346, 16, 4.982, 20, 9.92, 1.42, 590, 1190, 689.7, 125.3, 211.2, 120
1457613001.34415, 0, 2, 20, 40.71, 204.3, 101.11, 30, 166, 344, 17, 4.969, 21, 9.86, 1.42, 580, 1190, 682.3, 131.3, 238.3, 120
1457613003.32256, 0, 2, 21, 42.7, 214.2, 100.83, 30, 166, 346, 17, 4.983, 22, 9.92, 1.39, 570, 1210, 690, 129.8, 220.2, 119
1457613005.36518, 0, 2, 22, 44.72, 224.2, 101.4, 30, 167, 341, 18, 4.955, 23, 9.98, 1.39, 570, 1230, 686.3, 128.9, 212, 120
1457613007.37068, 0, 2, 23, 46.73, 234.2, 101.46, 30, 167, 340, 19, 4.952, 24, 9.99, 1.42, 580, 1220, 686.6, 136.1, 218.7, 119
1457613009.35811, 0, 2, 24, 48.72, 244.1, 100.42, 30, 168, 351, 20, 5.003, 25, 9.99, 1.42, 580, 1200, 700.9, 128.3, 232.8, 120
1457613011.42451, 0, 2, 25, 50.78, 254.3, 101.35, 29, 168, 341, 21, 4.957, 26, 10.15, 1.42, 590, 1240, 698.8, 124.2, 230.6, 119
1457613013.43494, 0, 2, 26, 52.78, 264.2, 101.98, 30, 168, 335, 22, 4.926, 27, 9.84, 1.42, 590, 1190, 668.9, 129.7, 229.8, 119
1457613015.38617, 0, 2, 27, 54.75, 274, 101.25, 30, 168, 342, 22, 4.962, 28, 9.77, 1.42, 590, 1170, 673.7, 127.3, 228.9, 119
1457613017.335, 0, 2, 28, 56.71, 283.7, 101.03, 30, 168, 344, 23, 4.973, 29, 9.83, 1.39, 570, 1200, 681.3, 131.5, 243, 119
1457613019.35046, 0, 2, 29, 58.73, 293.8, 100.87, 30, 168, 346, 24, 4.981, 30, 9.98, 1.45, 600, 1190, 693.6, 130.5, 232.2, 119
1457613021.41669, 0, 2, 30, 62.19, 303.6, 103.09, 30, 168, 346, 24, 4.873, 31, 9.84, 1.33, 590, 1220, 693.6, 88.1, 142.4, 119
1457613025.64471, 0, 2, 31, 66.41, 320.3, 139.03, 30, 168, 346, 25, 3.609, 33, 6.8, 0.2, 90, 1620, 693.6, 18.8, 21.9, 119
1457613028.73934, 0, 2, 32, 69.51, 330.2, 159.03, 30, 169, 346, 25, 3.153, 35, 7.99, 1, 730, 1640, 693.6, 36.2, 53.2, 119
1457613033.87002, 0, 2, 33, 74.63, 344.9, 177.8, 30, 169, 346, 25, 2.82, 37, 7.33, 1, 800, 1610, 693.6, 33.3, 45.3, 119
1457613039.05913, 0, 2, 34, 79.78, 358.7, 190.71, 30, 168, 346, 26, 2.628, 39, 6.77, 0.91, 800, 1600, 693.6, 30.8, 42.1, 119
1457613047.04038, 0, 2, 35, 87.8, 379.9, 186.73, 30, 165, 346, 26, 2.684, 42, 7.35, 1.15, 940, 1630, 693.6, 44.7, 58.7, 120
1457613049.67998, 0, 2, 36, 90.46, 388.1, 166.55, 30, 164, 346, 26, 3.01, 43, 8.02, 1.33, 900, 1580, 693.6, 83.7, 124.1, 119
1457613052.13985, 0, 3, 0, 0.79, 4.4, 107.97, 0, 163, 282, 0, 4.652, 1, 3.08, 0.31, 660, 0, 6553.5, 183.4, 270.2, 119
1457613054.02989, 0, 3, 1, 2.67, 13.8, 100.34, 32, 162, 352, 1, 5.007, 2, 9.41, 1.45, 580, 1080, 661.1, 151.6, 268.7, 121
1457613056.00593, 0, 3, 2, 4.66, 24.1, 96.9, 30, 162, 391, 2, 5.186, 3, 10.26, 1.42, 570, 1210, 772.7, 136.6, 227.9, 121
1457613058.04289, 0, 3, 3, 6.68, 34.4, 98.8, 30, 162, 368, 2, 5.085, 4, 10.32, 1.39, 560, 1260, 747.9, 136.3, 224.3, 121
1457613060.09013, 0, 3, 4, 8.74, 44.7, 100.06, 29, 162, 355, 3, 5.021, 5, 10.32, 1.42, 580, 1260, 729.1, 131.1, 230, 121
1457613062.09465, 0, 3, 5, 10.76, 54.8, 100.55, 30, 162, 349, 4, 4.997, 6, 10.1, 1.42, 580, 1220, 706.7, 131.3, 210.2, 119
1457613064.13741, 0, 3, 6, 12.8, 64.9, 101.19, 29, 163, 343, 5, 4.965, 7, 10.12, 1.39, 570, 1250, 698.8, 131.1, 207.2, 118
1457613066.20999, 0, 3, 7, 14.85, 75.1, 101.58, 29, 164, 339, 6, 4.946, 8, 10.1, 1.42, 590, 1240, 692.3, 131.5, 213.6, 118
1457613068.25016, 0, 3, 8, 16.89, 85.2, 101.29, 29, 165, 342, 7, 4.96, 9, 10.18, 1.42, 580, 1260, 701.8, 133.4, 211.7, 119
1457613070.32099, 0, 3, 9, 18.94, 95.4, 100.7, 30, 166, 348, 7, 4.989, 10, 10.12, 1.42, 580, 1240, 706, 134.8, 219.1, 119
1457613072.33077, 0, 3, 10, 20.97, 105.5, 100.57, 29, 166, 349, 8, 4.996, 11, 10.2, 1.42, 580, 1250, 713.5, 132.2, 240.7, 120
1457613074.40037, 0, 3, 11, 23.04, 115.8, 100.96, 29, 167, 345, 9, 4.976, 12, 10.22, 1.42, 590, 1250, 708.8, 130.5, 212.5, 120
1457613076.46218, 0, 3, 12, 25.07, 125.9, 101.22, 29, 168, 342, 10, 4.963, 13, 10.15, 1.42, 590, 1240, 700.3, 130.7, 216.8, 119
1457613078.47687, 0, 3, 13, 27.11, 136.1, 101.28, 29, 168, 342, 11, 4.961, 14, 10.14, 1.42, 580, 1250, 698.9, 135.2, 217.9, 119
1457613080.5209, 0, 3, 14, 29.17, 146.3, 100.68, 29, 168, 348, 12, 4.99, 15, 10.21, 1.42, 580, 1250, 712.2, 132.9, 221.7, 119
1457613082.52791, 0, 3, 15, 31.16, 156.3, 100.74, 30, 169, 347, 13, 4.987, 16, 9.98, 1.39, 570, 1220, 695.7, 133.6, 216.3, 119
1457613084.54147, 0, 3, 16, 33.19, 166.4, 100.59, 30, 169, 349, 13, 4.995, 17, 10.06, 1.42, 580, 1220, 703, 132.6, 224.7, 119
1457613086.52145, 0, 3, 17, 35.17, 176.3, 100.5, 30, 170, 350, 14, 4.999, 18, 9.97, 1.39, 570, 1220, 698.4, 135.5, 229.7, 119
1457613088.5571, 0, 3, 18, 37.21, 186.5, 100.45, 30, 170, 350, 15, 5.002, 19, 10.13, 1.39, 570, 1250, 710.3, 134.9, 237.8, 120
1457613090.60074, 0, 3, 19, 39.25, 196.7, 100.76, 29, 171, 347, 16, 4.986, 20, 10.22, 1.39, 570, 1270, 711.9, 135.3, 218.9, 119
1457613092.6413, 0, 3, 20, 41.27, 206.7, 100.8, 30, 172, 347, 17, 4.984, 21, 10.06, 1.39, 570, 1240, 700.4, 132.5, 234.3, 119
1457613094.68162, 0, 3, 21, 43.33, 216.9, 101.29, 29, 172, 342, 18, 4.96, 22, 10.13, 1.42, 590, 1240, 698.3, 126.2, 236.5, 119
1457613096.71382, 0, 3, 22, 45.35, 226.9, 101.8, 30, 171, 337, 18, 4.935, 23, 9.98, 1.42, 590, 1220, 681.1, 128.9, 215.2, 119
1457613098.72683, 0, 3, 23, 47.37, 236.9, 101.55, 30, 172, 339, 19, 4.947, 24, 10.05, 1.45, 600, 1220, 688.9, 127.8, 240.1, 118
1457613100.76693, 0, 3, 24, 49.42, 247.1, 101.46, 29, 172, 340, 20, 4.952, 25, 10.11, 1.42, 580, 1240, 694.5, 130.2, 236.9, 119
1457613102.8368, 0, 3, 25, 51.44, 257.1, 101.55, 30, 172, 339, 21, 4.947, 26, 10.04, 1.42, 590, 1230, 688.7, 127.5, 225.7, 119
1457613104.84744, 0, 3, 26, 53.48, 267.1, 101.91, 29, 172, 336, 22, 4.93, 27, 10.04, 1.39, 570, 1250, 683.9, 133.7, 225.5, 119
1457613106.89109, 0, 3, 27, 55.53, 277.3, 101.23, 29, 171, 342, 23, 4.963, 28, 10.21, 1.45, 600, 1240, 704.6, 128, 212.4, 120
1457613108.96228, 0, 3, 28, 57.6, 287.6, 101.66, 29, 171, 338, 23, 4.942, 29, 10.14, 1.42, 590, 1250, 694.1, 128, 236.7, 119
1457613111.03199, 0, 3, 29, 59.66, 297.8, 101.56, 29, 171, 339, 24, 4.947, 30, 10.28, 1.45, 590, 1270, 704.9, 141, 257.8, 119
1457613118.25765, 0, 3, 30, 67.43, 324.2, 166.29, 29, 172, 339, 25, 3.015, 33, 7.39, 0.91, 690, 1590, 704.9, 31.5, 51, 119
1457613120.77945, 0, 3, 31, 69.95, 331.3, 177.08, 29, 172, 339, 25, 2.831, 34, 7.11, 0.97, 770, 1560, 704.9, 36.5, 52.3, 118
1457613128.7019, 0, 3, 32, 77.83, 352.3, 195.08, 29, 171, 339, 25, 2.569, 37, 6.88, 0.94, 850, 1650, 704.9, 27, 38, 119
1457613131.40214, 0, 3, 33, 80.56, 359.1, 200.36, 29, 170, 339, 25, 2.501, 38, 6.81, 0.94, 870, 1700, 704.9, 26.2, 38.3, 116
1457613136.76717, 0, 3, 34, 85.94, 372.8, 193.29, 29, 167, 339, 25, 2.593, 40, 7.12, 1.12, 990, 1580, 704.9, 35, 45, 120
1457613139.53533, 0, 3, 35, 88.67, 380.4, 181.09, 29, 166, 339, 26, 2.768, 41, 7.57, 1.24, 970, 1600, 704.9, 54.1, 72.9, 119
1457613142.26288, 0, 4, 0, 0.74, 3.8, 108.97, 0, 165, 274, 0, 4.609, 1, 2.86, 1.48, 620, 0, 6553.5, 178.6, 278.5, 120
1457613144.12009, 0, 4, 1, 2.59, 12.9, 102.6, 33, 164, 329, 0, 4.897, 2, 8.97, 1.45, 590, 1030, 602.9, 151, 243.9, 121
1457613146.1288, 0, 4, 2, 4.56, 23, 97.84, 30, 164, 379, 1, 5.136, 3, 10.17, 1.42, 570, 1210, 751.9, 141.3, 232.6, 121
1457613148.10865, 0, 4, 3, 6.58, 33.3, 98.22, 30, 163, 375, 2, 5.116, 4, 10.33, 1.42, 570, 1240, 757.7, 135.7, 224.1, 121
1457613150.17582, 0, 4, 4, 8.64, 43.8, 99.29, 29, 164, 363, 3, 5.06, 5, 10.33, 1.42, 580, 1250, 741.3, 136.3, 250.7, 121
1457613152.21598, 0, 4, 5, 10.68, 54, 99.82, 29, 164, 357, 4, 5.034, 6, 10.32, 1.45, 590, 1240, 732.4, 132.5, 210, 121
1457613154.23021, 0, 4, 6, 12.72, 64.3, 100.3, 30, 165, 352, 5, 5.009, 7, 10.17, 1.42, 590, 1230, 715.2, 131.3, 223.3, 120
1457613156.33059, 0, 4, 7, 14.78, 74.5, 100.89, 29, 165, 346, 6, 4.98, 8, 10.31, 1.45, 600, 1260, 716.4, 127.9, 213.7, 120
1457613158.34065, 0, 4, 8, 16.82, 84.6, 101.23, 30, 166, 342, 7, 4.963, 9, 10.09, 1.42, 590, 1230, 696, 131.9, 229.7, 119
1457613160.40644, 0, 4, 9, 18.85, 94.7, 100.97, 29, 166, 345, 7, 4.976, 10, 10.14, 1.45, 600, 1230, 703.1, 130.5, 240.6, 119
1457613162.45439, 0, 4, 10, 20.9, 104.9, 100.78, 30, 168, 347, 8, 4.985, 11, 10.14, 1.42, 580, 1240, 705.8, 131.7, 239.8, 119
1457613164.49186, 0, 4, 11, 22.96, 115.2, 101.26, 29, 168, 342, 9, 4.961, 12, 10.28, 1.42, 590, 1270, 709, 130.5, 241.5, 119
1457613166.55666, 0, 4, 12, 25.02, 125.4, 101.41, 29, 168, 341, 10, 4.954, 13, 10.2, 1.45, 600, 1250, 701.7, 128.7, 245.2, 119
1457613168.62885, 0, 4, 13, 27.06, 135.5, 101.36, 29, 168, 341, 11, 4.957, 14, 10.12, 1.45, 600, 1230, 696.8, 128.2, 237.3, 119
1457613170.64373, 0, 4, 14, 29.12, 145.7, 101.3, 29, 170, 342, 12, 4.96, 15, 10.19, 1.45, 600, 1240, 702.5, 130.3, 233.3, 119
1457613172.67643, 0, 4, 15, 31.14, 155.7, 100.84, 30, 171, 346, 12, 4.982, 16, 10.05, 1.42, 580, 1220, 699.2, 132.7, 242.3, 119
1457613174.69487, 0, 4, 16, 33.17, 165.9, 100.83, 30, 170, 347, 13, 4.983, 17, 10.13, 1.39, 570, 1250, 704.7, 131.3, 231.8, 118
1457613176.76441, 0, 4, 17, 35.25, 176.1, 101.61, 29, 170, 339, 14, 4.945, 18, 10.18, 1.42, 590, 1260, 697.6, 131.8, 220.8, 119
1457613178.80467, 0, 4, 18, 37.27, 186.2, 101.26, 29, 171, 342, 15, 4.962, 19, 10.12, 1.42, 580, 1240, 698.1, 131.4, 222.7, 119
1457613180.84438, 0, 4, 19, 39.31, 196.3, 101.2, 29, 171, 343, 16, 4.964, 20, 10.13, 1.42, 580, 1240, 699.2, 133.1, 221.7, 119
1457613182.90645, 0, 4, 20, 41.36, 206.5, 100.76, 29, 172, 347, 17, 4.986, 21, 10.14, 1.42, 580, 1240, 706.1, 132, 220.2, 120
1457613184.9207, 0, 4, 21, 43.4, 216.7, 100.84, 29, 172, 346, 18, 4.982, 22, 10.15, 1.42, 580, 1240, 705.9, 130.8, 215.2, 120
1457613186.93557, 0, 4, 22, 45.42, 226.7, 101.23, 30, 172, 342, 18, 4.963, 23, 10.07, 1.39, 570, 1240, 695.1, 131.8, 220.8, 120
1457613189.00211, 0, 4, 23, 47.45, 236.8, 101.42, 30, 172, 340, 19, 4.954, 24, 10.07, 1.42, 590, 1230, 692.4, 127.4, 229.7, 120
1457613191.04444, 0, 4, 24, 49.51, 246.9, 102.01, 29, 173, 335, 20, 4.925, 25, 10.07, 1.42, 590, 1240, 684.3, 129.9, 216.6, 120
1457613193.08535, 0, 4, 25, 51.55, 257, 101.83, 29, 173, 336, 21, 4.934, 26, 10.07, 1.39, 580, 1250, 686.7, 129.5, 216.2, 119
1457613195.15224, 0, 4, 26, 53.62, 267.1, 102.31, 29, 174, 332, 22, 4.91, 27, 10.13, 1.42, 590, 1260, 684.4, 130.5, 244.9, 120
1457613197.19045, 0, 4, 27, 55.65, 277.2, 101.54, 29, 174, 339, 22, 4.948, 28, 10.07, 1.45, 600, 1220, 690.7, 128.1, 209.5, 119
1457613199.23513, 0, 4, 28, 57.69, 287.3, 101.58, 29, 174, 339, 23, 4.946, 29, 10.13, 1.45, 600, 1230, 694.3, 128.7, 211.2, 119
1457613201.3025, 0, 4, 29, 59.75, 297.6, 101.12, 29, 174, 344, 24, 4.969, 30, 10.2, 1.45, 590, 1240, 705.3, 134.5, 237, 119
1457613205.80519, 0, 4, 30, 64.85, 315.7, 121.6, 29, 173, 344, 25, 4.128, 31, 18.48, 0.56, 390, 3930, 705.3, 29.4, 44.7, 111
1457613208.2654, 0, 4, 31, 67.34, 323.1, 169.07, 29, 174, 344, 25, 2.966, 32, 7.34, 0.91, 690, 1610, 705.3, 30.8, 49.2, 118
1457613213.39545, 0, 4, 32, 72.47, 337.1, 187.36, 29, 173, 344, 25, 2.675, 34, 6.96, 0.94, 810, 1620, 705.3, 32.4, 48, 119
1457613230.04686, 0, 4, 33, 89.1, 382.3, 174.39, 29, 170, 344, 26, 2.875, 40, 9.16, 1.45, 1010, 1980, 705.3, 77.1, 110.9, 119
1457613232.55867, 0, 5, 0, 0.72, 3.6, 104.92, 0, 169, 307, 0, 4.788, 1, 2.79, 1.48, 580, 0, 6553.5, 175.8, 266.8, 119
1457613234.39617, 0, 5, 1, 2.57, 12.9, 101.22, 32, 168, 342, 1, 4.963, 2, 9.19, 1.42, 570, 1060, 634.3, 149.7, 247.5, 121
1457613236.37858, 0, 5, 2, 4.54, 23, 97.73, 31, 168, 381, 1, 5.142, 3, 10.1, 1.42, 570, 1190, 747.7, 137.1, 250, 120
1457613238.35622, 0, 5, 3, 6.53, 33.2, 98.53, 30, 168, 371, 2, 5.1, 4, 10.16, 1.42, 570, 1210, 740.3, 133.8, 245.7, 120
1457613240.39602, 0, 5, 4, 8.57, 43.4, 99.8, 29, 168, 357, 3, 5.034, 5, 10.3, 1.42, 580, 1260, 731.4, 131.7, 229.3, 120
1457613242.43101, 0, 5, 5, 10.62, 53.6, 100.48, 29, 168, 350, 4, 5, 6, 10.24, 1.45, 600, 1240, 717.2, 132.8, 247.9, 120
1457613244.50653, 0, 5, 6, 12.67, 63.9, 100.24, 29, 169, 353, 5, 5.012, 7, 10.29, 1.45, 590, 1250, 724.3, 133.1, 219.6, 118
1457613246.5478, 0, 5, 7, 14.72, 74.2, 100.45, 29, 169, 350, 6, 5.002, 8, 10.18, 1.42, 580, 1240, 713.3, 134.6, 242.4, 118
1457613248.58641, 0, 5, 8, 16.75, 84.4, 100.31, 29, 168, 352, 7, 5.009, 9, 10.24, 1.42, 580, 1260, 720, 132.7, 210.6, 118
1457613250.65672, 0, 5, 9, 18.84, 94.7, 100.94, 29, 170, 345, 7, 4.978, 10, 10.31, 1.45, 600, 1260, 715.9, 127.4, 201.6, 118
1457613252.69685, 0, 5, 10, 20.87, 104.8, 101.24, 29, 170, 342, 8, 4.963, 11, 10.17, 1.45, 600, 1240, 701.5, 131.8, 245.7, 118
1457613254.76778, 0, 5, 11, 22.94, 115.2, 100.87, 29, 171, 346, 9, 4.981, 12, 10.25, 1.42, 580, 1270, 712.2, 135.2, 213.9, 119
1457613256.80676, 0, 5, 12, 24.98, 125.4, 100.36, 29, 172, 351, 10, 5.006, 13, 10.2, 1.45, 590, 1230, 716, 131.8, 236.2, 119
