TimeStamp (sec), activityIdx, lapIdx, pointIdx, ElapsedTime (sec), Horizontal (meters), Stroke500mPace (sec/500m), Cadence (strokes/min), HRCur (bpm), Power (watts), Calories (kCal), Speed (m/sec), StrokeCount, StrokeDistance (meters), DriveLength (meters), DriveTime (ms), StrokeRecoveryTime (ms), WorkPerStroke (joules), AverageDriveForce (lbs), PeakDriveForce (lbs), DragFactor, ElapsedTimeAtDrive (sec), HorizontalAtDrive (meters), WorkoutType, IntervalType, WorkoutState, RowingState, WorkoutDurationType, WorkoutIntervalCount
1571472974.6866734, 0, 5, 393, 1675.17, 6442.6, 122.76, 23, 166, 196, 394, 4.089, 585, 11.13, 1.3, 680, 1840, 0, 99.6, 154.7, 121, 1672.15, 6430, 1, 1, 1, 1, 128, 5
1571472977.6567633, 0, 5, 394, 1678.18, 6454.8, 121.87, 22, 166, 188, 394, 4.119, 586, 11.2, 1.3, 690, 1880, 0, 95.9, 156.8, 121, 1675.17, 6442.6, 1, 1, 1, 1, 128, 5
1571472982.522263, 0, 5, 395, 1683.08, 6474.4, 124.83, 22, 166, 183, 396, 4.021, 588, 11.06, 1.33, 700, 1860, 0, 100.5, 167.9, 121, 1678.18, 6454.8, 1, 1, 1, 1, 128, 5
1571472985.666523, 0, 5, 396, 1686.17, 6487.1, 124.72, 22, 166, 189, 396, 4.024, 589, 10.91, 1.3, 680, 1810, 0, 101.9, 164.9, 120, 1683.08, 6474.4, 1, 1, 1, 1, 128, 5
1571472990.624613, 0, 5, 397, 1691.18, 6507.6, 121.91, 22, 166, 196, 399, 4.118, 591, 11.14, 1.36, 710, 1810, 0, 97.5, 160.9, 121, 1686.17, 6487.1, 1, 1, 1, 1, 128, 5
1571472993.676473, 0, 5, 398, 1694.17, 6520, 121.91, 22, 166, 196, 399, 4.118, 592, 10.84, 1.33, 690, 1760, 0, 100.5, 177.8, 121, 1691.18, 6507.6, 1, 1, 1, 1, 128, 5
1571472998.6268432, 0, 5, 399, 1699.14, 6540.4, 121.68, 23, 166, 199, 400, 4.125, 594, 11.11, 1.33, 690, 1810, 0, 98.9, 167.5, 120, 1694.17, 6520, 1, 1, 1, 1, 128, 5
1571473001.6860032, 0, 5, 400, 1702.17, 6553, 121.12, 22, 167, 194, 401, 4.144, 595, 11.04, 1.33, 690, 1810, 0, 98, 174.3, 121, 1699.14, 6540.4, 1, 1, 1, 1, 128, 5
1571473006.551623, 0, 5, 401, 1707.09, 6573, 122.82, 22, 167, 194, 402, 4.087, 597, 10.54, 1.27, 660, 1720, 0, 96.4, 157.4, 121, 1702.17, 6553, 1, 1, 1, 1, 128, 5
1571473009.6068633, 0, 5, 402, 1710.16, 6585.6, 122.29, 23, 167, 187, 403, 4.105, 598, 10.83, 1.3, 680, 1800, 0, 96.4, 158.6, 121, 1707.09, 6573, 1, 1, 1, 1, 128, 5
1571473014.6466734, 0, 5, 403, 1715.13, 6605.8, 123.9, 22, 168, 193, 404, 4.051, 600, 11.06, 1.33, 700, 1820, 0, 99, 172.2, 121, 1710.16, 6585.6, 1, 1, 1, 1, 128, 5
1571473017.6160333, 0, 5, 404, 1718.18, 6618.4, 122.46, 22, 168, 193, 405, 4.099, 601, 10.62, 1.27, 660, 1740, 0, 99, 162.5, 121, 1715.13, 6605.8, 1, 1, 1, 1, 128, 5
1571473022.4789333, 0, 5, 405, 1723.02, 6638, 123, 22, 168, 190, 406, 4.081, 603, 10.54, 1.33, 700, 1700, 0, 100, 160.1, 121, 1718.18, 6618.4, 1, 1, 1, 1, 128, 5
1571473027.7008333, 0, 5, 406, 1728.17, 6659.2, 122.11, 23, 168, 195, 408, 4.111, 605, 10.68, 1.3, 680, 1740, 0, 99.4, 173, 121, 1723.02, 6638, 1, 1, 1, 1, 128, 5
1571473030.6655138, 0, 5, 407, 1731.16, 6671.6, 122.11, 23, 168, 194, 408, 4.111, 606, 10.84, 1.3, 680, 1780, 0, 96, 155.6, 121, 1728.17, 6659.2, 1, 1, 1, 1, 128, 5
1571473036.606464, 0, 5, 408, 1737.16, 6696.2, 122.59, 23, 168, 192, 410, 4.095, 608, 10.91, 1.33, 690, 1790, 0, 99.3, 156.5, 120, 1731.16, 6671.6, 1, 1, 1, 1, 128, 5
1571473038.6754339, 0, 5, 409, 1739.16, 6704.4, 122.59, 23, 168, 194, 410, 4.095, 609, 10.97, 1.36, 710, 1780, 0, 98.5, 162, 121, 1737.16, 6696.2, 1, 1, 1, 1, 128, 5
1571473043.633684, 0, 5, 410, 1744.17, 6724.8, 122.51, 23, 168, 193, 413, 4.097, 611, 10.69, 1.33, 690, 1730, 0, 97.4, 161.6, 120, 1739.16, 6704.4, 1, 1, 1, 1, 128, 5
1571473046.6850939, 0, 5, 411, 1747.17, 6737.2, 122.51, 23, 168, 191, 413, 4.097, 612, 10.89, 1.33, 700, 1790, 0, 97.2, 166.5, 120, 1744.17, 6724.8, 1, 1, 1, 1, 128, 5
1571473051.6434343, 0, 5, 412, 1752.17, 6757.4, 123.94, 23, 168, 186, 415, 4.05, 614, 10.77, 1.33, 710, 1770, 0, 93.1, 155.2, 121, 1747.17, 6737.2, 1, 1, 1, 1, 128, 5
1571473054.6060343, 0, 5, 413, 1755.16, 6769.6, 123.94, 23, 168, 186, 415, 4.05, 615, 10.76, 1.36, 720, 1750, 0, 94.7, 164.9, 121, 1752.17, 6757.4, 1, 1, 1, 1, 128, 5
1571473060.634724, 0, 5, 414, 1761.16, 6794.1, 123.06, 22, 168, 190, 417, 4.079, 617, 10.89, 1.33, 700, 1790, 0, 94.9, 164.7, 120, 1755.16, 6769.6, 1, 1, 1, 1, 128, 5
1571473062.6148841, 0, 5, 415, 1763.17, 6802.3, 123.06, 22, 168, 193, 417, 4.079, 618, 10.52, 1.36, 710, 1680, 0, 98.1, 164, 120, 1761.16, 6794.1, 1, 1, 1, 1, 128, 5
1571473067.4779038, 0, 5, 416, 1767.97, 6821.4, 121.93, 24, 168, 172, 418, 4.117, 620, 10.46, 1.15, 670, 1790, 0, 52.4, 75.9, 121, 1763.17, 6802.3, 1, 1, 1, 1, 128, 5
1571473070.624584, 0, 5, 417, 1771.16, 6833.3, 127.27, 23, 168, 133, 419, 3.943, 621, 9.65, 1.36, 790, 1690, 0, 88.2, 153.9, 121, 1767.97, 6821.4, 1, 1, 1, 1, 128, 5
1571473075.580464, 0, 5, 418, 1776.07, 6852.5, 129.83, 22, 168, 178, 420, 3.866, 623, 10.97, 1.33, 710, 1850, 0, 95.9, 170.1, 120, 1771.16, 6833.3, 1, 1, 1, 1, 128, 5
1571473078.634364, 0, 5, 419, 1779.16, 6864.9, 125.83, 22, 168, 177, 421, 3.989, 624, 11.27, 1.33, 720, 1930, 0, 90.1, 146.6, 120, 1776.07, 6852.5, 1, 1, 1, 1, 128, 5
1571473081.605244, 0, 5, 420, 1782.16, 6876.6, 126.1, 21, 168, 167, 421, 3.98, 625, 11.27, 1.33, 730, 1960, 0, 89.9, 154.8, 121, 1779.16, 6864.9, 1, 1, 1, 1, 128, 5
1571473084.664364, 0, 5, 421, 1785.17, 6888.1, 128.41, 21, 168, 161, 422, 3.908, 626, 11.07, 1.3, 740, 1940, 0, 74.3, 124.7, 121, 1782.16, 6876.6, 1, 1, 1, 1, 128, 5
1571473087.6336944, 0, 5, 422, 1788.15, 6899.1, 129.96, 21, 167, 141, 423, 3.861, 627, 10.84, 1.27, 760, 1980, 0, 78, 134.5, 121, 1785.17, 6888.1, 1, 1, 1, 1, 128, 5
1571473092.5905147, 0, 5, 423, 1793.13, 6917.5, 135.93, 22, 166, 145, 424, 3.691, 629, 10.24, 1.33, 760, 1790, 0, 80.3, 128.3, 121, 1788.15, 6899.1, 1, 1, 1, 1, 128, 5
1571473095.6440947, 0, 5, 424, 1796.16, 6929, 134.73, 22, 166, 151, 425, 3.724, 630, 10.02, 1.3, 740, 1720, 0, 78.9, 136.6, 121, 1793.13, 6917.5, 1, 1, 1, 1, 128, 5
1571473103.4799252, 0, 6, 425, 1804, 6958.2, 134.05, 22, 165, 144, 426, 3.743, 633, 10.45, 1.21, 730, 1880, 0, 63.5, 101, 120, 1796.16, 6929, 1, 1, 1, 1, 128, 6
1571473106.623785, 0, 6, 426, 1807.14, 6969.3, 134.9, 21, 164, 122, 427, 3.72, 634, 9.49, 1.18, 750, 1750, 0, 52.6, 79.1, 120, 1804, 6958.2, 1, 1, 1, 1, 128, 6
1571473109.683735, 0, 6, 427, 1810.16, 6979.1, 142.49, 22, 164, 102, 428, 3.521, 635, 9.26, 1.21, 840, 1770, 0, 43.5, 62.2, 120, 1807.14, 6969.3, 1, 1, 1, 1, 128, 6
1571473112.6536946, 0, 6, 428, 1813.16, 6988.2, 151.24, 21, 163, 83, 428, 3.316, 636, 9.19, 1.15, 870, 1940, 0, 34.1, 46.2, 120, 1810.16, 6979.1, 1, 1, 1, 1, 128, 6
1571473121.6535447, 0, 6, 429, 1821.37, 7007.8, 176.64, 20, 161, 64, 429, 2.838, 637, 8.54, 1.06, 900, 1930, 0, 25, 32.1, 121, 1813.16, 6988.2, 1, 1, 1, 0, 128, 6
