Session Information:,,,,Device Information:

Name:,7x2000M/1:30,,,Name:,Nick's Speedcoach
Start Time:,06/02/15 06:29am,,,Model:,SpeedCoach GPS Pro
Type:,Interval,,,Serial:,2045277
System of Units:,Meters/Split500,,,Firmware Version:,2.04
Speed Input:,GPS,,,Profile Version:,0.02
,,,,Hardware Version:,07D
,,,,LiNK Version:,1.22.07

Session Summary:

Total Intervals,Total Elapsed Time,Total Distance,Avg Split,Avg Speed,Avg Stroke Rate,Avg Heart Rate,Total Strokes
(Interval),(HH:MM:SS.tenths),(Meters),(/500),(M/S),(SPM),(BPM),(Strokes)
7,00:59:40.3,14002.0,00:02:07.8,3.91,21.5,146,1301

Summary for Session Intervals:

Interval,Elapsed Time,Total Distance,Avg Split,Avg Speed,Avg Stroke Rate,Avg Heart Rate,Total Strokes
(Interval),(HH:MM:SS.tenths),(Meters),(/500),(M/S),(SPM),(BPM),(Strokes)
1,00:10:01.6,2000.3,00:02:30.6,3.32,20,134,199
2,00:07:38.9,2000.2,00:01:54.9,4.35,20.5,140,158
3,00:09:31.9,2000.1,00:02:23.2,3.49,22.5,148,216
4,00:07:21.5,2000.6,00:01:50.3,4.53,24.5,153,180
5,00:09:35.4,2000.2,00:02:23.6,3.48,23,151,219
6,00:07:29.4,2000.3,00:01:52.6,4.44,21.5,152,162
7,00:08:01.6,2000.3,00:02:00.4,4.15,21,146,167

Session Detail Data:

Interval,Elapsed Time,GPS Distance,GPS Split,GPS Speed,Stroke Rate,Heart Rate,Stroke Count
(Interval),(HH:MM:SS.tenths),(Meters),(/500),(M/S),(SPM),(BPM),(Strokes)
1,00:00:02.9,3.6,00:00:01.9,253.97,21,86,1
1,00:00:05.4,11.6,00:04:15.1,1.96,22.5,91,2
1,00:00:08.2,20.7,00:02:53.6,2.88,21.5,97,3
1,00:00:11.0,30.1,00:02:37.2,3.18,21.5,105,4
1,00:00:13.8,39.3,00:02:32.4,3.28,21.5,109,5
1,00:00:16.6,48.8,00:02:32.4,3.28,21,112,6
1,00:00:19.4,58.0,00:02:32.9,3.27,20.5,114,7
1,00:00:22.4,67.4,00:02:35.7,3.21,21,115,8
1,00:00:25.2,76.3,00:02:39.2,3.14,20,117,9
1,00:00:28.2,85.4,00:02:39.2,3.14,20,117,10
1,00:00:31.0,93.6,00:02:41.2,3.10,21.5,116,11
1,00:00:33.8,102.4,00:02:42.8,3.07,21.5,117,12
1,00:00:36.8,111.9,00:02:39.2,3.14,20.5,117,13
1,00:00:39.8,121.9,00:02:33.3,3.26,20.5,119,14
1,00:00:42.6,131.2,00:02:30.6,3.32,20,120,15
1,00:00:45.8,141.4,00:02:31.9,3.29,20,122,16
1,00:00:49.0,151.6,00:02:34.3,3.24,18.5,123,17
1,00:00:52.0,161.5,00:02:33.3,3.26,20,124,18
1,00:00:55.0,171.4,00:02:31.5,3.30,19.5,125,19
1,00:00:58.0,181.2,00:02:31.9,3.29,20,127,20
1,00:01:01.0,191.3,00:02:30.6,3.32,20,129,21
1,00:01:04.0,201.6,00:02:27.4,3.39,20,130,22
1,00:01:07.0,212.0,00:02:26.1,3.42,19.5,131,23
1,00:01:09.8,221.5,00:02:27.0,3.40,22,131,24
1,00:01:12.4,230.6,00:02:27.0,3.40,22.5,131,25
1,00:01:15.4,240.8,00:02:25.3,3.44,19.5,132,26
1,00:01:18.4,251.3,00:02:24.9,3.45,20.5,133,27
1,00:01:21.5,261.7,00:02:25.3,3.44,20.5,134,28
1,00:01:24.4,271.7,00:02:27.4,3.39,20,133,29
1,00:01:27.6,282.1,00:02:30.6,3.32,19,133,30
1,00:01:30.6,292.2,00:02:32.9,3.27,19.5,133,31
1,00:01:33.7,302.2,00:02:31.5,3.30,20,133,32
1,00:01:36.6,312.2,00:02:30.6,3.32,19.5,133,33
1,00:01:39.6,322.1,00:02:31.9,3.29,20,133,34
1,00:01:42.6,332.5,00:02:30.6,3.32,20,134,35
1,00:01:45.6,342.5,00:02:29.2,3.35,19.5,134,36
1,00:01:48.8,353.0,00:02:29.7,3.34,19.5,135,37
1,00:01:51.8,363.0,00:02:31.0,3.31,20,135,38
1,00:01:54.8,373.2,00:02:30.6,3.32,19.5,135,39
1,00:01:57.8,383.2,00:02:30.1,3.33,20,135,40
1,00:02:00.8,393.4,00:02:28.8,3.36,20,135,41
1,00:02:03.6,402.9,00:02:27.9,3.38,21,134,42
1,00:02:06.6,412.9,00:02:27.9,3.38,20.5,133,43
1,00:02:09.6,423.0,00:02:28.3,3.37,20,133,44
1,00:02:12.7,432.9,00:02:29.7,3.34,19.5,132,45
1,00:02:15.6,442.8,00:02:30.6,3.32,20.5,132,46
1,00:02:18.4,452.2,00:02:30.6,3.32,20.5,132,47
1,00:02:21.4,462.2,00:02:29.7,3.34,20,132,48
1,00:02:24.4,472.2,00:02:28.8,3.36,20,133,49
1,00:02:27.6,482.6,00:02:30.1,3.33,19.5,134,50
1,00:02:30.6,492.7,00:02:30.6,3.32,19.5,134,51
1,00:02:33.7,503.0,00:02:29.2,3.35,19.5,134,52
1,00:02:36.8,514.0,00:02:27.4,3.39,19.5,132,53
1,00:02:39.9,524.5,00:02:25.3,3.44,19.5,131,54
1,00:02:42.8,535.0,00:02:23.2,3.49,20,131,55
1,00:02:46.1,546.0,00:02:23.6,3.48,19,132,56
1,00:02:49.0,556.1,00:02:26.6,3.41,19,133,57
1,00:02:52.3,566.7,00:02:28.3,3.37,19.5,133,58
1,00:02:55.2,576.6,00:02:29.7,3.34,20,132,59
1,00:02:58.0,585.5,00:02:33.8,3.25,20.5,132,60
1,00:03:01.0,594.8,00:02:38.7,3.15,20.5,133,61
1,00:03:04.0,604.5,00:02:39.2,3.14,19.5,133,62
1,00:03:07.1,614.0,00:02:36.7,3.19,20,133,63
1,00:03:10.0,623.1,00:02:39.2,3.14,21,134,64
1,00:03:13.0,632.7,00:02:38.7,3.15,20,135,65
1,00:03:16.0,642.8,00:02:34.3,3.24,19,134,66
1,00:03:19.1,652.6,00:02:32.9,3.27,20.5,133,67
1,00:03:22.0,662.7,00:02:31.0,3.31,19.5,133,68
1,00:03:25.1,672.7,00:02:30.6,3.32,20,133,69
1,00:03:28.0,682.6,00:02:31.0,3.31,19.5,133,70
1,00:03:31.3,693.1,00:02:29.7,3.34,19.5,134,71
1,00:03:34.2,703.8,00:02:26.1,3.42,19.5,134,72
1,00:03:37.3,713.8,00:02:24.9,3.45,20,134,73
1,00:03:40.3,723.7,00:02:28.3,3.37,20.5,134,74
1,00:03:43.4,734.2,00:02:29.7,3.34,18.5,135,75
1,00:03:46.6,744.5,00:02:31.9,3.29,18.5,135,76
1,00:03:49.9,755.3,00:02:31.9,3.29,19,134,77
1,00:03:53.1,765.6,00:02:31.9,3.29,18.5,133,78
1,00:03:56.1,775.5,00:02:36.7,3.19,19.5,133,79
1,00:03:59.3,786.0,00:02:37.2,3.18,19,134,80
1,00:04:02.2,795.3,00:02:39.7,3.13,20,135,81
1,00:04:05.3,804.4,00:02:47.2,2.99,20,135,82
1,00:04:08.5,814.5,00:02:48.3,2.97,19,136,83
1,00:04:11.9,824.6,00:02:43.3,3.06,19,137,84
1,00:04:14.9,834.6,00:02:36.7,3.19,19.5,137,85
1,00:04:17.9,844.9,00:02:31.0,3.31,19.5,137,86
1,00:04:20.9,855.1,00:02:28.8,3.36,19.5,137,87
1,00:04:23.9,865.8,00:02:24.0,3.47,19,136,88
1,00:04:26.9,876.3,00:02:19.6,3.58,20,136,89
1,00:04:30.1,887.8,00:02:19.6,3.58,19,136,90
1,00:04:33.3,898.6,00:02:23.2,3.49,19,136,91
1,00:04:36.3,909.0,00:02:25.3,3.44,20,136,92
1,00:04:39.3,919.1,00:02:26.1,3.42,20,136,93
1,00:04:42.3,929.7,00:02:25.3,3.44,19.5,136,94
1,00:04:45.5,940.8,00:02:23.2,3.49,19.5,135,95
1,00:04:48.5,951.1,00:02:24.0,3.47,20,136,96
1,00:04:51.7,961.8,00:02:27.4,3.39,19.5,137,97
1,00:04:54.5,971.1,00:02:31.0,3.31,20,137,98
1,00:04:57.7,981.9,00:02:31.0,3.31,19.5,137,99
1,00:05:00.6,992.4,00:02:27.9,3.38,19.5,137,100
1,00:05:03.7,1003.0,00:02:24.9,3.45,19.5,137,101
1,00:05:06.9,1014.0,00:02:22.8,3.50,19.5,138,102
1,00:05:09.9,1024.8,00:02:21.2,3.54,20,138,103
1,00:05:12.9,1035.3,00:02:20.0,3.57,20,138,104
1,00:05:15.9,1046.1,00:02:20.8,3.55,19,138,105
1,00:05:19.1,1057.0,00:02:24.0,3.47,19.5,138,106
1,00:05:22.1,1067.4,00:02:26.6,3.41,19.5,138,107
1,00:05:25.3,1077.8,00:02:28.3,3.37,19.5,139,108
1,00:05:28.3,1088.0,00:02:31.5,3.30,19,140,109
1,00:05:31.3,1098.2,00:02:31.5,3.30,20,140,110
1,00:05:34.5,1109.0,00:02:28.8,3.36,18.5,141,111
1,00:05:37.7,1119.8,00:02:27.9,3.38,20,141,112
1,00:05:40.7,1130.3,00:02:27.4,3.39,19,140,113
1,00:05:43.9,1141.1,00:02:26.6,3.41,19.5,139,114
1,00:05:46.9,1151.2,00:02:27.0,3.40,19.5,139,115
1,00:05:49.9,1161.3,00:02:27.9,3.38,20,138,116
1,00:05:52.9,1171.7,00:02:27.4,3.39,19.5,139,117
1,00:05:55.9,1182.1,00:02:27.0,3.40,20,139,118
1,00:05:59.1,1193.1,00:02:26.1,3.42,19.5,140,119
1,00:06:02.1,1203.5,00:02:27.9,3.38,19,140,120
1,00:06:05.3,1214.0,00:02:30.1,3.33,18.5,139,121
1,00:06:08.5,1224.6,00:02:32.4,3.28,19,139,122
1,00:06:11.9,1235.2,00:02:33.8,3.25,19.5,140,123
1,00:06:14.9,1245.2,00:02:32.9,3.27,19.5,140,124
1,00:06:17.5,1254.8,00:02:30.6,3.32,21,140,125
1,00:06:20.5,1264.8,00:02:29.7,3.34,19.5,140,126
1,00:06:23.5,1274.6,00:02:31.0,3.31,21,140,127
1,00:06:26.5,1284.5,00:02:31.5,3.30,20.5,140,128
1,00:06:29.5,1294.1,00:02:33.8,3.25,19,140,129
1,00:06:32.5,1302.7,00:02:42.8,3.07,19.5,140,130
1,00:06:35.5,1311.4,00:02:48.3,2.97,20,139,131
1,00:06:38.5,1320.8,00:02:43.9,3.05,20.5,140,132
1,00:06:41.9,1331.7,00:02:39.2,3.14,19,141,133
1,00:06:44.9,1340.9,00:02:38.2,3.16,19.5,142,134
1,00:06:47.9,1351.5,00:02:34.3,3.24,20,142,135
1,00:06:50.9,1362.1,00:02:28.3,3.37,19,141,136
1,00:06:53.9,1372.8,00:02:28.8,3.36,19.5,141,137
1,00:06:56.9,1383.2,00:02:31.0,3.31,19.5,140,138
1,00:07:00.0,1393.6,00:02:33.3,3.26,19.5,139,139
1,00:07:02.9,1403.1,00:02:33.3,3.26,20,139,140
1,00:07:05.9,1413.6,00:02:28.8,3.36,20.5,139,141
1,00:07:08.9,1423.8,00:02:24.5,3.46,20,140,142
1,00:07:11.9,1434.0,00:02:23.6,3.48,20,141,143
1,00:07:14.9,1443.8,00:02:25.7,3.43,20,141,144
1,00:07:17.9,1453.8,00:02:27.9,3.38,20,140,145
1,00:07:20.9,1464.1,00:02:26.1,3.42,20,141,146
1,00:07:23.9,1474.1,00:02:24.9,3.45,20,142,147
1,00:07:26.9,1484.0,00:02:26.6,3.41,20,142,148
1,00:07:29.9,1493.9,00:02:28.3,3.37,19.5,142,149
1,00:07:33.0,1504.3,00:02:30.1,3.33,20,142,150
1,00:07:35.9,1513.2,00:02:32.9,3.27,20,142,151
1,00:07:38.9,1522.7,00:02:35.2,3.22,21.5,142,152
1,00:07:41.5,1531.7,00:02:32.9,3.27,22.5,142,153
1,00:07:44.3,1540.9,00:02:31.9,3.29,21,142,154
1,00:07:47.3,1550.9,00:02:33.8,3.25,19.5,142,155
1,00:07:50.3,1560.6,00:02:35.7,3.21,21,142,156
1,00:07:53.1,1570.0,00:02:35.2,3.22,20,140,157
1,00:07:56.1,1580.2,00:02:33.3,3.26,21,140,158
1,00:07:59.3,1591.0,00:02:32.9,3.27,18.5,140,159
1,00:08:02.3,1600.8,00:02:35.2,3.22,20,140,160
1,00:08:05.5,1611.1,00:02:37.2,3.18,19.5,140,161
1,00:08:08.3,1620.2,00:02:38.2,3.16,20,141,162
1,00:08:11.5,1630.1,00:02:40.7,3.11,20,141,163
1,00:08:14.9,1640.3,00:02:41.8,3.09,18.5,140,164
1,00:08:17.5,1649.5,00:02:41.2,3.10,20.5,139,165
1,00:08:20.5,1659.6,00:02:35.7,3.21,19.5,139,166
1,00:08:24.0,1670.4,00:02:31.0,3.31,20,139,167
1,00:08:26.9,1680.5,00:02:31.0,3.31,18.5,139,168
1,00:08:30.0,1690.8,00:02:28.8,3.36,20,138,169
1,00:08:32.9,1701.2,00:02:25.3,3.44,19.5,138,170
1,00:08:35.9,1711.6,00:02:24.5,3.46,20,139,171
1,00:08:38.9,1721.6,00:02:27.0,3.40,20,139,172
1,00:08:41.9,1731.3,00:02:31.0,3.31,20,140,173
1,00:08:44.9,1741.7,00:02:30.6,3.32,19.5,140,174
1,00:08:47.9,1752.0,00:02:27.0,3.40,19.5,139,175
1,00:08:50.9,1761.9,00:02:27.9,3.38,19.5,138,176
1,00:08:54.2,1772.8,00:02:28.8,3.36,19,138,177
1,00:08:57.1,1782.4,00:02:29.7,3.34,20.5,138,178
1,00:09:00.1,1792.3,00:02:30.6,3.32,20,138,179
1,00:09:03.3,1803.4,00:02:29.7,3.34,19,138,180
1,00:09:06.2,1812.5,00:02:31.0,3.31,20.5,139,181
1,00:09:09.0,1821.8,00:02:31.9,3.29,21,139,182
1,00:09:12.1,1831.8,00:02:29.2,3.35,19.5,140,183
1,00:09:15.2,1842.7,00:02:26.6,3.41,19.5,141,184
1,00:09:18.2,1852.9,00:02:24.9,3.45,19.5,140,185
1,00:09:21.3,1863.8,00:02:25.7,3.43,19.5,140,186
1,00:09:24.5,1874.7,00:02:25.7,3.43,19,139,187
1,00:09:27.5,1885.0,00:02:25.7,3.43,19.5,138,188
1,00:09:30.7,1895.8,00:02:26.6,3.41,19.5,139,189
1,00:09:33.9,1906.6,00:02:27.0,3.40,19,140,190
1,00:09:36.9,1917.0,00:02:27.9,3.38,19.5,140,191
1,00:09:39.9,1927.3,00:02:27.4,3.39,19.5,140,192
1,00:09:43.1,1938.2,00:02:26.1,3.42,19.5,139,193
1,00:09:46.1,1948.5,00:02:27.4,3.39,19,139,194
1,00:09:49.1,1958.6,00:02:30.1,3.33,20,139,195
1,00:09:52.1,1968.7,00:02:29.7,3.34,19.5,139,196
1,00:09:55.1,1978.6,00:02:30.6,3.32,20,139,197
1,00:09:58.3,1989.2,00:02:31.0,3.31,19.5,139,198
1,00:10:01.3,1999.1,00:02:30.1,3.33,20.5,139,199
1,00:10:01.6,2000.3,00:02:30.1,3.33,20.5,139,199
2,00:00:02.7,6.0,00:00:01.2,400.61,22,97,1
2,00:00:05.3,16.2,00:02:47.2,2.99,23.5,99,2
2,00:00:08.0,27.6,00:02:03.7,4.04,22.5,106,3
2,00:00:10.8,39.3,00:01:54.1,4.38,23,115,4
2,00:00:13.3,51.8,00:01:51.6,4.48,21.5,118,5
2,00:00:16.1,64.3,00:01:52.1,4.46,21,121,6
2,00:00:18.9,76.8,00:01:53.6,4.40,22,122,7
2,00:00:21.5,88.5,00:01:54.1,4.38,23.5,124,8
2,00:00:24.1,100.2,00:01:52.8,4.43,21.5,125,9
2,00:00:26.9,112.7,00:01:52.3,4.45,21.5,126,10
2,00:00:29.7,125.3,00:01:51.6,4.48,21.5,127,11
2,00:00:32.5,138.0,00:01:50.1,4.54,21.5,128,12
2,00:00:35.3,150.4,00:01:51.1,4.50,21.5,129,13
2,00:00:37.9,161.3,00:01:53.1,4.42,22,129,14
2,00:00:40.8,173.7,00:01:52.3,4.45,21.5,130,15
2,00:00:43.3,186.1,00:01:51.1,4.50,22.5,131,16
2,00:00:46.8,200.3,00:01:51.8,4.47,20,132,17
2,00:00:49.3,212.9,00:01:53.3,4.41,20.5,133,18
2,00:00:52.3,226.5,00:01:53.3,4.41,20,134,19
2,00:00:55.3,239.8,00:01:55.2,4.34,19.5,135,20
2,00:00:58.1,252.3,00:01:56.2,4.30,21,136,21
2,00:01:01.1,265.5,00:01:55.2,4.34,21.5,137,22
2,00:01:03.9,277.9,00:01:55.4,4.33,20.5,137,23
2,00:01:06.7,290.3,00:01:56.2,4.30,21.5,138,24
2,00:01:09.5,302.6,00:01:55.7,4.32,21,139,25
2,00:01:12.3,314.9,00:01:55.2,4.34,20.5,140,26
2,00:01:15.3,327.9,00:01:54.4,4.37,20.5,141,27
2,00:01:18.3,340.8,00:01:55.2,4.34,20.5,141,28
2,00:01:21.1,353.0,00:01:56.5,4.29,21,141,29
2,00:01:23.9,365.3,00:01:56.2,4.30,21,140,30
2,00:01:26.9,378.3,00:01:55.4,4.33,20.5,139,31
2,00:01:29.7,390.5,00:01:55.4,4.33,21.5,139,32
2,00:01:32.3,401.9,00:01:55.2,4.34,22,139,33
2,00:01:35.1,414.1,00:01:54.6,4.36,21,139,34
2,00:01:37.8,424.6,00:01:55.7,4.32,23,140,35
2,00:01:40.8,437.5,00:01:54.6,4.36,20.5,140,36
2,00:01:43.8,450.6,00:01:52.6,4.44,21,139,37
2,00:01:46.3,463.0,00:01:53.1,4.42,21,140,38
2,00:01:49.3,476.0,00:01:54.6,4.36,21,140,39
2,00:01:52.1,488.5,00:01:56.2,4.30,20.5,141,40
2,00:01:55.1,501.6,00:01:56.5,4.29,20.5,141,41
2,00:01:57.9,513.8,00:01:57.6,4.25,20.5,142,42
2,00:02:00.7,526.2,00:01:57.6,4.25,21,142,43
2,00:02:03.7,539.3,00:01:56.2,4.30,20.5,142,44
2,00:02:06.5,551.6,00:01:55.2,4.34,21.5,142,45
2,00:02:09.3,564.2,00:01:53.3,4.41,20.5,142,46
2,00:02:12.3,577.3,00:01:52.8,4.43,20.5,142,47
2,00:02:15.1,589.3,00:01:54.6,4.36,20.5,143,48
2,00:02:18.1,602.4,00:01:55.2,4.34,21,143,49
2,00:02:20.9,614.7,00:01:54.4,4.37,21,142,50
2,00:02:23.9,628.0,00:01:54.1,4.38,20.5,142,51
2,00:02:26.7,640.5,00:01:53.6,4.40,20.5,142,52
2,00:02:29.7,653.6,00:01:54.1,4.38,20.5,142,53
2,00:02:32.5,665.9,00:01:54.6,4.36,21,141,54
2,00:02:35.3,678.1,00:01:55.2,4.34,21,141,55
2,00:02:38.1,690.3,00:01:55.2,4.34,21,142,56
2,00:02:41.1,703.1,00:01:55.7,4.32,20.5,142,57
2,00:02:44.0,715.3,00:01:55.4,4.33,20.5,141,58
2,00:02:46.8,726.2,00:01:56.2,4.30,21,141,59
2,00:02:49.8,738.0,00:01:58.7,4.21,21,142,60
2,00:02:52.8,748.3,00:02:09.8,3.85,20,142,61
2,00:02:55.8,757.3,00:02:31.0,3.31,20.5,143,62
2,00:02:58.8,767.6,00:02:48.9,2.96,20.5,143,63
2,00:03:01.3,779.9,00:02:48.3,2.97,21,142,64
2,00:03:04.1,794.7,00:02:16.6,3.66,21,142,65
2,00:03:07.1,809.5,00:01:57.3,4.26,20,143,66
2,00:03:10.1,823.8,00:01:55.4,4.33,20.5,143,67
2,00:03:12.9,837.4,00:01:55.7,4.32,21,143,68
2,00:03:15.9,851.4,00:01:56.2,4.30,20.5,143,69
2,00:03:18.7,864.6,00:01:55.7,4.32,21,144,70
2,00:03:21.7,878.4,00:01:53.6,4.40,21,144,71
2,00:03:24.5,891.3,00:01:54.1,4.38,20.5,143,72
2,00:03:27.5,905.1,00:01:56.2,4.30,20,143,73
2,00:03:30.3,917.8,00:01:56.8,4.28,21,142,74
2,00:03:33.1,930.2,00:01:56.2,4.30,21.5,142,75
2,00:03:35.9,942.8,00:01:55.7,4.32,21,141,76
2,00:03:38.9,955.8,00:01:56.2,4.30,20.5,141,77
2,00:03:41.7,968.0,00:01:56.8,4.28,21.5,141,78
2,00:03:44.5,980.7,00:01:56.2,4.30,20.5,142,79
2,00:03:47.3,993.4,00:01:55.2,4.34,21,143,80
2,00:03:50.3,1006.5,00:01:54.1,4.38,21,143,81
2,00:03:53.0,1018.5,00:01:54.4,4.37,21,144,82
2,00:03:56.0,1031.7,00:01:54.1,4.38,20.5,144,83
2,00:03:58.9,1044.0,00:01:54.1,4.38,20.5,144,84
2,00:04:01.9,1057.3,00:01:54.1,4.38,20,144,85
2,00:04:04.9,1070.4,00:01:53.3,4.41,20.5,144,86
2,00:04:07.8,1082.8,00:01:53.3,4.41,21,144,87
2,00:04:10.8,1095.9,00:01:52.6,4.44,20.5,144,88
2,00:04:13.8,1109.1,00:01:52.1,4.46,20.5,144,89
2,00:04:16.8,1122.7,00:01:51.8,4.47,20.5,143,90
2,00:04:19.3,1135.5,00:01:52.1,4.46,20.5,143,91
2,00:04:22.1,1148.1,00:01:53.1,4.42,21.5,144,92
2,00:04:25.1,1161.6,00:01:54.1,4.38,20.5,144,93
2,00:04:27.9,1174.2,00:01:54.6,4.36,20.5,144,94
2,00:04:30.7,1186.8,00:01:54.4,4.37,21.5,143,95
2,00:04:33.7,1200.3,00:01:54.1,4.38,19.5,144,96
2,00:04:36.7,1213.3,00:01:54.6,4.36,20,144,97
2,00:04:39.7,1226.6,00:01:56.2,4.30,20.5,144,98
2,00:04:42.7,1239.8,00:01:55.2,4.34,20,144,99
2,00:04:45.7,1252.7,00:01:55.4,4.33,20,144,100
2,00:04:48.7,1265.8,00:01:55.7,4.32,20.5,144,101
2,00:04:51.7,1278.8,00:01:55.4,4.33,20,143,102
2,00:04:54.5,1291.1,00:01:55.7,4.32,21,143,103
2,00:04:57.3,1303.1,00:01:56.2,4.30,21,143,104
2,00:05:00.1,1315.5,00:01:56.2,4.30,20.5,142,105
2,00:05:03.1,1328.5,00:01:55.2,4.34,21,141,106
2,00:05:05.9,1340.6,00:01:55.2,4.34,20.5,142,107
2,00:05:08.9,1353.7,00:01:56.2,4.30,20,142,108
2,00:05:11.9,1366.7,00:01:56.2,4.30,20,143,109
2,00:05:14.9,1379.8,00:01:55.7,4.32,20,143,110
2,00:05:17.9,1392.6,00:01:56.5,4.29,20,142,111
2,00:05:20.9,1405.5,00:01:56.2,4.30,20.5,142,112
2,00:05:23.9,1418.3,00:01:55.2,4.34,19.5,142,113
2,00:05:26.9,1431.4,00:01:55.2,4.34,20,142,114
2,00:05:29.9,1444.3,00:01:55.2,4.34,20.5,142,115
2,00:05:32.7,1456.7,00:01:55.2,4.34,20.5,142,116
2,00:05:35.7,1469.8,00:01:54.6,4.36,20,141,117
2,00:05:38.7,1482.7,00:01:55.2,4.34,20,141,118
2,00:05:41.7,1495.8,00:01:55.4,4.33,20.5,142,119
2,00:05:44.7,1508.9,00:01:54.6,4.36,20,142,120
2,00:05:47.7,1521.7,00:01:55.2,4.34,20,142,121
2,00:05:50.7,1534.6,00:01:56.5,4.29,20,143,122
2,00:05:53.7,1547.5,00:01:56.5,4.29,19.5,143,123
2,00:05:56.9,1561.2,00:01:56.5,4.29,19,142,124
2,00:05:59.9,1574.0,00:01:56.8,4.28,19.5,142,125
2,00:06:03.1,1587.7,00:01:56.2,4.30,19.5,141,126
2,00:06:06.1,1600.6,00:01:56.2,4.30,19.5,141,127
2,00:06:09.1,1613.8,00:01:56.2,4.30,19.5,142,128
2,00:06:12.3,1627.4,00:01:56.2,4.30,20,143,129
2,00:06:15.3,1640.4,00:01:55.7,4.32,19.5,143,130
2,00:06:18.3,1653.1,00:01:57.3,4.26,19.5,144,131
2,00:06:21.3,1665.7,00:01:58.7,4.21,20,144,132
2,00:06:24.3,1678.4,00:01:58.4,4.22,19.5,144,133
2,00:06:27.3,1691.4,00:01:57.3,4.26,20.5,143,134
2,00:06:30.2,1703.7,00:01:55.2,4.34,20.5,143,135
2,00:06:33.1,1716.6,00:01:54.1,4.38,20.5,143,136
2,00:06:36.1,1729.5,00:01:54.6,4.36,20.5,143,137
2,00:06:38.9,1741.7,00:01:55.4,4.33,20.5,143,138
2,00:06:41.9,1754.8,00:01:55.2,4.34,20,144,139
2,00:06:44.9,1767.8,00:01:54.6,4.36,20,144,140
2,00:06:47.9,1780.6,00:01:56.2,4.30,20.5,144,141
2,00:06:50.7,1793.0,00:01:56.2,4.30,20.5,144,142
2,00:06:53.7,1806.0,00:01:55.7,4.32,20,144,143
2,00:06:56.8,1819.1,00:01:55.2,4.34,20.5,144,144
2,00:06:59.7,1831.9,00:01:55.2,4.34,19.5,144,145
2,00:07:02.8,1844.8,00:01:55.7,4.32,20,144,146
2,00:07:05.7,1857.7,00:01:56.5,4.29,20,144,147
2,00:07:08.7,1870.3,00:01:57.6,4.25,20,144,148
2,00:07:11.7,1882.9,00:01:59.0,4.20,20,144,149
2,00:07:14.5,1895.0,00:01:58.4,4.22,21.5,144,150
2,00:07:17.3,1907.2,00:01:56.2,4.30,21,144,151
2,00:07:20.3,1920.3,00:01:54.6,4.36,20.5,145,152
2,00:07:23.1,1932.7,00:01:54.4,4.37,20.5,145,153
2,00:07:26.1,1945.8,00:01:54.6,4.36,20,144,154
2,00:07:29.2,1958.8,00:01:55.4,4.33,20,144,155
2,00:07:32.0,1970.8,00:01:56.2,4.30,20.5,144,156
2,00:07:34.9,1982.8,00:01:56.5,4.29,20.5,144,157
2,00:07:38.0,1996.3,00:01:56.5,4.29,20.5,144,158
2,00:07:38.9,2000.2,00:01:56.5,4.29,20.5,144,158
3,00:00:02.8,3.7,00:07:56.1,1.05,21.5,106,1
3,00:00:04.9,10.2,00:04:12.5,1.98,27,107,2
3,00:00:07.4,18.3,00:02:48.3,2.97,25.5,110,3
3,00:00:09.7,26.8,00:02:27.0,3.40,24.5,117,4
3,00:00:12.3,34.8,00:02:22.0,3.52,24,122,5
3,00:00:14.8,44.2,00:02:20.4,3.56,24.5,125,6
3,00:00:17.4,53.2,00:02:23.6,3.48,24,127,7
3,00:00:20.0,62.1,00:02:28.8,3.36,22.5,128,8
3,00:00:22.8,71.4,00:02:29.2,3.35,22.5,128,9
3,00:00:25.2,79.7,00:02:27.4,3.39,23,128,10
3,00:00:27.8,88.5,00:02:26.1,3.42,24,128,11
3,00:00:30.3,97.1,00:02:24.5,3.46,22,129,12
3,00:00:33.2,106.6,00:02:22.8,3.50,22.5,130,13
3,00:00:35.8,116.2,00:02:22.0,3.52,23,132,14
3,00:00:38.2,124.7,00:02:24.5,3.46,23.5,133,15
3,00:00:41.0,134.3,00:02:26.6,3.41,22.5,135,16
3,00:00:43.6,143.4,00:02:24.5,3.46,22.5,136,17
3,00:00:46.3,153.2,00:02:23.2,3.49,22.5,137,18
3,00:00:49.0,162.6,00:02:22.0,3.52,22.5,138,19
3,00:00:51.8,172.2,00:02:22.0,3.52,21.5,138,20
3,00:00:54.4,181.3,00:02:23.6,3.48,21.5,138,21
3,00:00:57.2,190.6,00:02:21.6,3.53,23,139,22
3,00:00:59.8,200.5,00:02:18.8,3.60,22.5,140,23
3,00:01:02.4,209.7,00:02:21.2,3.54,22.5,140,24
3,00:01:05.0,218.8,00:02:26.1,3.42,23,142,25
3,00:01:07.7,228.3,00:02:25.7,3.43,22.5,143,26
3,00:01:10.4,237.5,00:02:23.2,3.49,23,144,27
3,00:01:13.0,246.8,00:02:22.0,3.52,23,145,28
3,00:01:15.6,255.7,00:02:23.2,3.49,22.5,145,29
3,00:01:18.2,264.2,00:02:24.0,3.47,24.5,145,30
3,00:01:20.8,273.9,00:02:22.4,3.51,21.5,146,31
3,00:01:23.4,282.9,00:02:24.5,3.46,22.5,146,32
3,00:01:26.2,292.5,00:02:29.2,3.35,22.5,147,33
