index, AverageDriveForce (lbs), Cadence (stokes/min), DragFactor, DriveLength (meters), DriveTime (ms), ElapsedTime (sec), HRCur (bpm), Horizontal (meters), PeakDriveForce (lbs), Power (watts), Stroke500mPace (sec/500m), StrokeDistance (meters), StrokeRecoveryTime (ms), lapIdx,TimeStamp (sec)
213,106.0,20,132,1.51,790.0,106.079999924,141,455.5,166.0,201.034763031,120.3,12.43,2000.0,0.0,1481734803.3
214,106.0,20,132,1.51,790.0,106.50999999,141,457.1,166.0,201.034763031,120.3,12.43,2000.0,0.0,1481734803.73
215,106.0,20,132,1.51,790.0,106.859999895,141,458.4,166.0,201.034763031,120.3,12.43,1950.0,0.0,1481734804.08
216,106.0,21,131,1.51,790.0,107.680000067,141,462.2,166.0,206.651840763,119.2,12.43,1950.0,0.0,1481734804.9
217,107.7,21,131,1.51,770.0,108.039999962,142,463.9,160.7,206.651840763,119.2,12.22,1950.0,0.0,1481734805.26
218,107.7,21,131,1.51,770.0,108.389999866,142,465.4,160.7,206.651840763,119.2,12.22,1950.0,0.0,1481734805.61
219,107.7,21,131,1.51,770.0,108.879999876,142,467.4,160.7,206.651840763,119.2,12.22,1950.0,0.0,1481734806.1
220,107.7,21,131,1.51,770.0,109.690000057,142,470.4,160.7,206.651840763,119.2,12.22,1950.0,0.0,1481734806.91
221,107.7,21,131,1.51,770.0,110.109999895,141,472.1,160.7,206.651840763,119.2,12.22,1980.0,0.0,1481734807.33
222,108.8,20,131,1.45,750.0,110.470000029,141,473.9,159.1,207.172811545,119.1,12.34,1980.0,0.0,1481734807.69
223,108.8,20,131,1.45,750.0,111.25,140,477.5,159.1,207.172811545,119.1,12.34,1980.0,0.0,1481734808.47
224,108.8,20,131,1.45,750.0,111.660000086,140,479.1,159.1,207.172811545,119.1,12.34,1980.0,0.0,1481734808.88
225,108.8,20,131,1.45,750.0,112.109999895,140,480.9,159.1,207.172811545,119.1,12.34,1980.0,0.0,1481734809.33
226,108.8,20,131,1.45,750.0,112.5,140,482.3,159.1,207.172811545,119.1,12.34,1980.0,0.0,1481734809.72
227,108.8,20,131,1.45,750.0,113.230000019,141,485.3,159.1,207.172811545,119.1,12.34,2050.0,0.0,1481734810.45
228,108.8,20,131,1.45,750.0,113.649999857,141,487.3,159.1,203.56241295,119.8,12.34,2050.0,0.0,1481734810.87
229,108.4,20,131,1.48,770.0,114.019999981,141,489.0,162.4,203.56241295,119.8,12.58,2050.0,0.0,1481734811.24
230,108.4,20,131,1.48,770.0,114.399999857,141,490.6,162.4,203.56241295,119.8,12.58,2050.0,0.0,1481734811.62
231,108.4,20,131,1.48,770.0,115.24000001,141,493.9,162.4,203.56241295,119.8,12.58,2050.0,0.0,1481734812.46
232,108.4,20,131,1.48,770.0,115.649999857,141,495.4,162.4,203.56241295,119.8,12.58,2050.0,0.0,1481734812.87
233,108.4,20,131,1.48,770.0,116.049999952,142,497.1,162.4,203.56241295,119.8,12.58,1960.0,0.0,1481734813.27
234,103.6,21,132,1.48,780.0,116.789999962,142,500.6,163.3,205.099371012,119.5,12.29,1960.0,0.0,1481734814.01
235,103.6,21,132,1.48,780.0,117.190000057,142,502.3,163.3,205.099371012,119.5,12.29,1960.0,0.0,1481734814.41
236,103.6,21,132,1.48,780.0,117.539999962,142,503.8,163.3,205.099371012,119.5,12.29,1960.0,0.0,1481734814.76
237,103.6,21,132,1.48,780.0,117.910000086,142,505.2,163.3,205.099371012,119.5,12.29,1960.0,0.0,1481734815.13
238,103.6,21,132,1.48,780.0,118.680000067,142,508.0,163.3,205.099371012,119.5,12.29,1960.0,0.0,1481734815.9
239,103.6,21,132,1.48,780.0,119.089999914,142,509.8,163.3,205.099371012,119.5,12.29,2020.0,0.0,1481734816.31
240,112.2,20,131,1.48,760.0,119.50999999,142,511.8,171.2,200.534261776,120.4,12.36,2020.0,0.0,1481734816.73
241,112.2,20,131,1.48,760.0,119.920000076,142,513.7,171.2,200.534261776,120.4,12.36,2020.0,0.0,1481734817.14
242,112.2,20,131,1.48,760.0,120.75999999,142,517.2,171.2,200.534261776,120.4,12.36,2020.0,0.0,1481734817.98
243,112.2,20,131,1.48,760.0,121.139999866,142,518.6,171.2,200.534261776,120.4,12.36,2020.0,0.0,1481734818.36
244,112.2,20,131,1.48,760.0,121.529999971,142,520.1,171.2,200.534261776,120.4,12.36,2020.0,0.0,1481734818.75
245,112.2,20,131,1.48,760.0,122.019999981,142,522.1,171.2,200.534261776,120.4,12.36,2020.0,0.0,1481734819.24
246,111.0,20,131,1.51,770.0,122.399999857,142,524.0,168.2,206.132615276,119.3,12.58,2020.0,0.0,1481734819.62
247,111.0,20,131,1.51,770.0,123.149999857,142,527.4,168.2,206.132615276,119.3,12.58,2020.0,0.0,1481734820.37
248,111.0,20,131,1.51,770.0,123.50999999,142,528.9,168.2,206.132615276,119.3,12.58,2020.0,0.0,1481734820.73
249,111.0,20,131,1.51,770.0,123.930000067,142,530.5,168.2,206.132615276,119.3,12.58,2020.0,0.0,1481734821.15
250,111.0,20,131,1.51,770.0,124.710000038,142,533.4,168.2,206.132615276,119.3,12.58,2020.0,0.0,1481734821.93
251,111.0,20,131,1.51,770.0,125.170000076,142,535.5,168.2,206.132615276,119.3,12.58,2030.0,0.0,1481734822.39
252,103.8,20,130,1.48,780.0,125.549999952,142,537.3,161.8,206.651840763,119.2,12.64,2030.0,0.0,1481734822.77
253,103.8,20,130,1.48,780.0,125.940000057,142,539.0,161.8,206.651840763,119.2,12.64,2030.0,0.0,1481734823.16
254,103.8,20,130,1.48,780.0,126.730000019,142,542.3,161.8,206.651840763,119.2,12.64,2030.0,0.0,1481734823.95
255,103.8,20,130,1.48,780.0,127.089999914,141,543.6,161.8,206.651840763,119.2,12.64,2030.0,0.0,1481734824.31
256,103.8,20,130,1.48,780.0,127.470000029,141,545.0,161.8,206.651840763,119.2,12.64,1970.0,0.0,1481734824.69
257,103.8,21,131,1.48,780.0,128.24000001,141,548.3,161.8,200.035420558,120.5,12.64,1970.0,0.0,1481734825.46
258,105.3,21,131,1.45,760.0,128.619999886,141,550.1,158.4,200.035420558,120.5,12.17,1970.0,0.0,1481734825.84
259,105.3,21,131,1.45,760.0,129.0,141,551.8,158.4,200.035420558,120.5,12.17,1970.0,0.0,1481734826.22
260,105.3,21,131,1.45,760.0,129.369999886,141,553.3,158.4,200.035420558,120.5,12.17,1970.0,0.0,1481734826.59
261,105.3,21,131,1.45,760.0,130.119999886,141,556.2,158.4,200.035420558,120.5,12.17,1970.0,0.0,1481734827.34
262,105.3,21,131,1.45,760.0,130.460000038,141,557.4,158.4,200.035420558,120.5,12.17,2040.0,0.0,1481734827.68
263,105.3,20,132,1.45,760.0,131.25999999,142,560.9,158.4,198.056519026,120.9,12.17,2040.0,0.0,1481734828.48
264,107.5,20,132,1.48,780.0,131.619999886,142,562.6,164.6,198.056519026,120.9,12.49,2040.0,0.0,1481734828.84
265,107.5,20,132,1.48,780.0,131.970000029,142,564.2,164.6,198.056519026,120.9,12.49,2040.0,0.0,1481734829.19
266,107.5,20,132,1.48,780.0,132.720000029,142,567.2,164.6,198.056519026,120.9,12.49,2040.0,0.0,1481734829.94
267,107.5,20,132,1.48,780.0,133.079999924,142,568.6,164.6,198.056519026,120.9,12.49,2040.0,0.0,1481734830.3
268,107.5,20,132,1.48,780.0,133.50999999,142,570.1,164.6,198.056519026,120.9,12.49,2040.0,0.0,1481734830.73
269,107.5,20,131,1.48,780.0,134.25999999,142,573.4,164.6,202.040773328,120.1,12.49,2040.0,0.0,1481734831.48
270,111.4,20,131,1.51,770.0,134.660000086,142,575.3,174.6,202.040773328,120.1,12.52,2040.0,0.0,1481734831.88
271,111.4,20,131,1.51,770.0,135.069999933,142,577.1,174.6,202.040773328,120.1,12.52,2040.0,0.0,1481734832.29
272,111.4,20,131,1.51,770.0,135.50999999,142,579.0,174.6,202.040773328,120.1,12.52,2040.0,0.0,1481734832.73
273,111.4,20,131,1.51,770.0,136.279999971,141,581.9,174.6,202.040773328,120.1,12.52,2040.0,0.0,1481734833.5
274,111.4,20,131,1.51,770.0,136.649999857,141,583.3,174.6,202.040773328,120.1,12.52,2040.0,0.0,1481734833.87
275,111.4,20,131,1.51,770.0,137.109999895,141,585.4,174.6,202.040773328,120.1,12.44,1980.0,0.0,1481734834.33
276,105.8,20,132,1.48,770.0,137.480000019,141,587.2,159.7,208.220018388,118.9,12.44,1980.0,0.0,1481734834.7
277,105.8,20,132,1.48,770.0,138.220000029,141,590.4,159.7,208.220018388,118.9,12.44,1980.0,0.0,1481734835.44
278,105.8,20,132,1.48,770.0,138.569999933,141,591.8,159.7,208.220018388,118.9,12.44,1980.0,0.0,1481734835.79
279,105.8,20,132,1.48,770.0,138.960000038,141,593.3,159.7,208.220018388,118.9,12.44,1980.0,0.0,1481734836.18
280,105.8,20,132,1.48,770.0,139.410000086,141,594.9,159.7,208.220018388,118.9,12.44,2000.0,0.0,1481734836.63
281,105.8,20,132,1.48,770.0,140.230000019,141,598.6,159.7,204.073020772,119.7,12.44,2000.0,0.0,1481734837.45
282,111.6,20,132,1.48,750.0,140.619999886,141,600.5,167.4,204.073020772,119.7,12.31,2000.0,0.0,1481734837.84
283,111.6,20,132,1.48,750.0,140.970000029,141,602.0,167.4,204.073020772,119.7,12.31,2000.0,0.0,1481734838.19
284,111.6,20,132,1.48,750.0,141.389999866,141,603.7,167.4,204.073020772,119.7,12.31,2000.0,0.0,1481734838.61
285,111.6,20,132,1.48,750.0,142.149999857,141,606.6,167.4,204.073020772,119.7,12.31,2000.0,0.0,1481734839.37
286,111.6,20,132,1.48,750.0,142.5,141,607.9,167.4,204.073020772,119.7,12.31,2000.0,0.0,1481734839.72
287,111.6,20,131,1.48,750.0,143.25999999,141,611.5,167.4,208.220018388,118.9,12.31,2000.0,0.0,1481734840.48
288,110.4,20,131,1.45,750.0,143.660000086,141,613.3,168.7,208.220018388,118.9,12.45,2000.0,0.0,1481734840.88
289,110.4,20,131,1.45,750.0,144.039999962,142,614.9,168.7,208.220018388,118.9,12.45,2000.0,0.0,1481734841.26
290,110.4,20,131,1.45,750.0,144.75,142,617.8,168.7,208.220018388,118.9,12.45,2000.0,0.0,1481734841.97
291,110.4,20,131,1.45,750.0,145.180000067,142,619.3,168.7,208.220018388,118.9,12.45,2000.0,0.0,1481734842.4
292,110.4,20,131,1.45,750.0,145.539999962,142,620.7,168.7,208.220018388,118.9,12.45,2000.0,0.0,1481734842.76
293,110.4,20,131,1.45,750.0,145.899999857,142,622.4,168.7,208.220018388,118.9,12.43,2000.0,0.0,1481734843.12
294,108.6,20,131,1.48,770.0,146.349999905,142,624.6,172.6,207.695534961,119.0,12.43,2000.0,0.0,1481734843.57
295,108.6,20,131,1.48,770.0,147.119999886,142,627.9,172.6,207.695534961,119.0,12.43,2000.0,0.0,1481734844.34
296,108.6,20,131,1.48,770.0,147.539999962,142,629.6,172.6,207.695534961,119.0,12.43,2000.0,0.0,1481734844.76
297,108.6,20,131,1.48,770.0,147.920000076,142,631.0,172.6,207.695534961,119.0,12.43,2000.0,0.0,1481734845.14
298,108.6,20,131,1.48,770.0,148.690000057,142,634.1,172.6,207.695534961,119.0,12.43,2020.0,0.0,1481734845.91
299,108.4,20,131,1.45,750.0,149.089999914,142,635.9,165.2,205.61512778,119.4,12.43,2020.0,0.0,1481734846.31
300,108.4,20,131,1.45,750.0,149.460000038,142,637.7,165.2,205.61512778,119.4,12.43,2020.0,0.0,1481734846.68
301,108.4,20,131,1.45,750.0,150.220000029,142,640.9,165.2,205.61512778,119.4,12.43,2020.0,0.0,1481734847.44
302,108.4,20,131,1.45,750.0,150.569999933,142,642.2,165.2,205.61512778,119.4,12.43,2020.0,0.0,1481734847.79
303,108.4,20,131,1.45,750.0,151.0,142,643.8,165.2,205.61512778,119.4,12.43,2020.0,0.0,1481734848.22
304,108.4,20,131,1.45,750.0,151.440000057,142,645.5,165.2,205.61512778,119.4,12.43,2010.0,0.0,1481734848.66
305,108.4,20,131,1.45,750.0,151.839999914,142,647.3,165.2,205.61512778,119.4,12.43,2010.0,0.0,1481734849.06
306,106.6,20,132,1.48,780.0,152.609999895,142,650.9,164.4,203.053507154,119.9,12.43,2010.0,0.0,1481734849.83
307,106.6,20,132,1.48,780.0,152.960000038,142,652.4,164.4,203.053507154,119.9,12.43,2010.0,0.0,1481734850.18
308,106.6,20,132,1.48,780.0,153.74000001,142,655.5,164.4,203.053507154,119.9,12.43,2010.0,0.0,1481734850.96
309,106.6,20,132,1.48,780.0,154.099999905,143,656.7,164.4,203.053507154,119.9,12.43,1990.0,0.0,1481734851.32
310,106.6,20,132,1.48,780.0,154.529999971,143,658.5,164.4,203.053507154,119.9,12.43,1990.0,0.0,1481734851.75
311,105.6,20,131,1.48,770.0,154.930000067,142,660.4,162.0,204.073020772,119.7,12.38,1990.0,0.0,1481734852.15
312,105.6,20,131,1.48,770.0,155.75999999,142,664.1,162.0,204.073020772,119.7,12.38,1990.0,0.0,1481734852.98
313,105.6,20,131,1.48,770.0,156.139999866,142,665.7,162.0,204.073020772,119.7,12.38,1990.0,0.0,1481734853.36
314,105.6,20,131,1.48,770.0,156.529999971,142,667.2,162.0,204.073020772,119.7,12.38,1990.0,0.0,1481734853.75
315,105.6,20,131,1.48,770.0,156.930000067,142,668.6,162.0,204.073020772,119.7,12.38,1990.0,0.0,1481734854.15
316,105.6,20,131,1.48,770.0,157.730000019,142,671.9,162.0,204.073020772,119.7,12.38,2020.0,0.0,1481734854.95
317,107.0,20,132,1.45,760.0,158.139999866,142,673.9,164.6,199.538232499,120.6,12.35,2020.0,0.0,1481734855.36
318,107.0,20,132,1.45,760.0,158.549999952,142,675.7,164.6,199.538232499,120.6,12.35,2020.0,0.0,1481734855.77
319,107.0,20,132,1.45,760.0,158.980000019,142,677.5,164.6,199.538232499,120.6,12.35,2020.0,0.0,1481734856.2
320,107.0,20,132,1.45,760.0,159.75,142,680.5,164.6,199.538232499,120.6,12.35,2020.0,0.0,1481734856.97
321,107.0,20,132,1.45,760.0,160.129999876,142,681.8,164.6,199.538232499,120.6,12.35,2020.0,0.0,1481734857.35
322,107.0,20,132,1.45,760.0,160.539999962,142,683.5,164.6,199.538232499,120.6,12.35,2040.0,0.0,1481734857.76
323,106.9,20,132,1.48,780.0,160.899999857,141,685.3,161.6,200.534261776,120.4,12.52,2040.0,0.0,1481734858.12
324,106.9,20,132,1.48,780.0,161.670000076,141,688.8,161.6,200.534261776,120.4,12.52,2040.0,0.0,1481734858.89
325,106.9,20,132,1.48,780.0,162.039999962,141,690.3,161.6,200.534261776,120.4,12.52,2040.0,0.0,1481734859.26
326,106.9,20,132,1.48,780.0,162.389999866,141,691.6,161.6,200.534261776,120.4,12.52,2040.0,0.0,1481734859.61
327,106.9,20,132,1.48,780.0,163.180000067,141,694.5,161.6,200.534261776,120.4,12.52,2040.0,0.0,1481734860.4
328,106.9,20,132,1.48,780.0,163.660000086,141,696.7,161.6,200.534261776,120.4,12.52,2000.0,0.0,1481734860.88
329,107.5,20,132,1.51,790.0,164.079999924,141,698.7,167.3,203.56241295,119.8,12.45,2000.0,0.0,1481734861.3
330,107.5,20,132,1.51,790.0,164.430000067,141,700.3,167.3,203.56241295,119.8,12.45,2000.0,0.0,1481734861.65
331,107.5,20,132,1.51,790.0,164.819999933,141,702.0,167.3,203.56241295,119.8,12.45,2000.0,0.0,1481734862.04
332,107.5,20,132,1.51,790.0,165.609999895,141,705.1,167.3,203.56241295,119.8,12.45,2000.0,0.0,1481734862.83
333,107.5,20,132,1.51,790.0,165.960000038,141,706.4,167.3,203.56241295,119.8,12.45,1980.0,0.0,1481734863.18
334,107.5,20,132,1.51,790.0,166.720000029,141,709.7,167.3,203.56241295,119.8,12.45,1980.0,0.0,1481734863.94
335,106.4,20,132,1.48,770.0,167.069999933,141,711.3,163.5,207.172811545,119.1,12.39,1980.0,0.0,1481734864.29
336,106.4,20,132,1.48,770.0,167.5,141,713.2,163.5,207.172811545,119.1,12.39,1980.0,0.0,1481734864.72
337,106.4,20,132,1.48,770.0,167.859999895,141,714.8,163.5,207.172811545,119.1,12.39,1980.0,0.0,1481734865.08
338,106.4,20,132,1.48,770.0,168.329999924,141,716.7,163.5,207.172811545,119.1,12.39,1980.0,0.0,1481734865.55
339,106.4,20,132,1.48,770.0,169.119999886,141,719.5,163.5,207.172811545,119.1,12.39,1990.0,0.0,1481734866.34
340,106.4,20,132,1.48,770.0,169.529999971,141,721.4,163.5,207.172811545,119.1,12.39,1990.0,0.0,1481734866.75
341,104.8,20,131,1.48,780.0,169.930000067,141,723.3,155.9,204.58533774,119.6,12.38,1990.0,0.0,1481734867.15
342,104.8,20,131,1.48,780.0,170.649999857,141,726.4,155.9,204.58533774,119.6,12.38,1990.0,0.0,1481734867.87
343,104.8,20,131,1.48,780.0,171.039999962,141,728.0,155.9,204.58533774,119.6,12.38,1990.0,0.0,1481734868.26
344,104.8,20,131,1.48,780.0,171.389999866,141,729.4,155.9,204.58533774,119.6,12.38,1990.0,0.0,1481734868.61
345,104.8,20,131,1.48,780.0,172.269999981,141,732.7,155.9,204.58533774,119.6,12.38,1940.0,0.0,1481734869.49
346,104.8,21,132,1.48,780.0,172.649999857,141,734.6,155.9,203.053507154,119.9,12.38,1940.0,0.0,1481734869.87
347,104.7,21,132,1.48,780.0,173.039999962,140,736.4,158.1,203.053507154,119.9,12.14,1940.0,0.0,1481734870.26
348,104.7,21,132,1.48,780.0,173.470000029,140,738.3,158.1,203.053507154,119.9,12.14,1940.0,0.0,1481734870.69
349,104.7,21,132,1.48,780.0,174.25,140,741.4,158.1,203.053507154,119.9,12.14,1940.0,0.0,1481734871.47
350,104.7,21,132,1.48,780.0,174.720000029,140,743.1,158.1,203.053507154,119.9,12.14,1940.0,0.0,1481734871.94
351,104.7,21,132,1.48,780.0,175.119999886,140,744.7,158.1,203.053507154,119.9,12.14,1970.0,0.0,1481734872.34
352,104.7,21,132,1.48,780.0,175.5,140,746.5,158.1,203.053507154,119.9,12.29,1970.0,0.0,1481734872.72
353,109.0,21,131,1.48,770.0,176.25,140,750.0,168.8,205.099371012,119.5,12.29,1970.0,0.0,1481734873.47
354,109.0,21,131,1.48,770.0,176.649999857,140,751.6,168.8,205.099371012,119.5,12.29,1970.0,0.0,1481734873.87
355,109.0,21,131,1.48,770.0,177.059999943,141,753.3,168.8,205.099371012,119.5,12.29,1970.0,0.0,1481734874.28
356,109.0,21,131,1.48,770.0,177.430000067,141,754.7,168.8,205.099371012,119.5,12.29,1970.0,0.0,1481734874.65
357,109.0,21,131,1.48,770.0,178.170000076,141,757.5,168.8,205.099371012,119.5,12.29,1980.0,0.0,1481734875.39
358,104.2,20,132,1.51,790.0,178.529999971,141,759.3,165.9,206.132615276,119.3,12.43,1980.0,0.0,1481734875.75
359,104.2,20,132,1.51,790.0,178.920000076,140,761.1,165.9,206.132615276,119.3,12.43,1980.0,0.0,1481734876.14
360,104.2,20,132,1.51,790.0,179.420000076,140,763.3,165.9,206.132615276,119.3,12.43,1980.0,0.0,1481734876.64
361,104.2,20,132,1.51,790.0,180.210000038,140,766.4,165.9,206.132615276,119.3,12.43,1980.0,0.0,1481734877.43
362,104.2,20,132,1.51,790.0,180.559999943,140,767.7,165.9,206.132615276,119.3,12.43,1980.0,0.0,1481734877.78
363,104.2,20,132,1.51,790.0,180.940000057,140,769.1,165.9,206.132615276,119.3,12.43,2060.0,0.0,1481734878.16
364,104.2,20,132,1.51,790.0,181.710000038,140,772.7,165.9,201.034763031,120.3,12.43,2060.0,0.0,1481734878.93
365,105.0,20,132,1.48,780.0,182.190000057,140,774.8,159.2,201.034763031,120.3,12.61,2060.0,0.0,1481734879.41
366,105.0,20,132,1.48,780.0,182.619999886,140,776.6,159.2,201.034763031,120.3,12.61,2060.0,0.0,1481734879.84
367,105.0,20,132,1.48,780.0,183.0,139,778.1,159.2,201.034763031,120.3,12.61,2060.0,0.0,1481734880.22
368,105.0,20,132,1.48,780.0,183.349999905,139,779.4,159.2,201.034763031,120.3,12.61,2060.0,0.0,1481734880.57
369,105.0,20,132,1.48,780.0,184.180000067,139,782.5,159.2,201.034763031,120.3,12.61,2070.0,0.0,1481734881.4
370,108.2,20,132,1.45,760.0,184.529999971,139,784.2,166.5,201.034763031,120.3,12.53,2070.0,0.0,1481734881.75
371,108.2,20,132,1.45,760.0,184.920000076,139,786.0,166.5,197.076851297,121.1,12.53,2070.0,0.0,1481734882.14
372,108.2,20,132,1.45,760.0,185.639999866,139,789.2,166.5,197.076851297,121.1,12.53,2070.0,0.0,1481734882.86
373,108.2,20,132,1.45,760.0,186.029999971,139,790.7,166.5,197.076851297,121.1,12.53,2070.0,0.0,1481734883.25
374,108.2,20,132,1.45,760.0,186.410000086,139,792.1,166.5,197.076851297,121.1,12.53,2070.0,0.0,1481734883.63
375,108.2,20,132,1.45,760.0,187.139999866,139,794.8,166.5,197.076851297,121.1,12.53,2050.0,0.0,1481734884.36
376,108.2,20,132,1.45,760.0,187.539999962,139,796.7,166.5,197.076851297,121.1,12.51,2050.0,0.0,1481734884.76
377,107.6,20,131,1.48,780.0,187.899999857,139,798.4,168.9,198.548788525,120.8,12.51,2050.0,0.0,1481734885.12
378,107.6,20,131,1.48,780.0,188.379999876,139,800.5,168.9,198.548788525,120.8,12.51,2050.0,0.0,1481734885.6
379,107.6,20,131,1.48,780.0,189.170000076,139,803.7,168.9,198.548788525,120.8,12.51,2050.0,0.0,1481734886.39
380,107.6,20,131,1.48,780.0,189.75,139,805.8,168.9,198.548788525,120.8,12.51,2050.0,0.0,1481734886.97
381,107.6,20,131,1.48,780.0,190.109999895,139,807.2,168.9,198.548788525,120.8,12.51,2040.0,0.0,1481734887.33
382,110.5,20,131,1.45,760.0,190.5,139,809.0,167.9,198.548788525,120.8,12.42,2040.0,0.0,1481734887.72
383,110.5,20,131,1.45,760.0,190.930000067,140,811.1,167.9,199.538232499,120.6,12.42,2040.0,0.0,1481734888.15
384,110.5,20,131,1.45,760.0,191.649999857,140,814.2,167.9,199.538232499,120.6,12.42,2040.0,0.0,1481734888.87
385,110.5,20,131,1.45,760.0,192.029999971,140,815.7,167.9,199.538232499,120.6,12.42,2040.0,0.0,1481734889.25
386,110.5,20,131,1.45,760.0,192.50999999,140,817.5,167.9,199.538232499,120.6,12.42,2040.0,0.0,1481734889.73
387,110.5,20,131,1.45,760.0,192.889999866,140,818.9,167.9,199.538232499,120.6,12.42,2110.0,0.0,1481734890.11
388,110.5,20,131,1.45,760.0,193.680000067,140,822.4,167.9,200.534261776,120.4,12.42,2110.0,0.0,1481734890.9
389,107.2,20,131,1.45,760.0,194.039999962,140,824.0,160.2,200.534261776,120.4,12.74,2110.0,0.0,1481734891.26
390,107.2,20,131,1.45,760.0,194.599999905,140,826.5,160.2,200.534261776,120.4,12.74,2110.0,0.0,1481734891.82
391,107.2,20,131,1.45,760.0,195.0,140,828.0,160.2,200.534261776,120.4,12.74,2110.0,0.0,1481734892.22
392,107.2,20,131,1.45,760.0,195.379999876,140,829.5,160.2,200.534261776,120.4,12.74,2110.0,0.0,1481734892.6
393,107.2,20,131,1.45,760.0,196.180000067,140,832.4,160.2,200.534261776,120.4,12.74,2050.0,0.0,1481734893.4
394,107.2,20,131,1.45,760.0,196.569999933,140,834.3,160.2,200.534261776,120.4,12.51,2050.0,0.0,1481734893.79
395,106.7,20,132,1.48,780.0,196.950000048,140,836.1,166.3,198.056519026,120.9,12.51,2050.0,0.0,1481734894.17
396,106.7,20,132,1.48,780.0,197.349999905,140,837.8,166.3,198.056519026,120.9,12.51,2050.0,0.0,1481734894.57
397,106.7,20,132,1.48,780.0,198.170000076,140,841.2,166.3,198.056519026,120.9,12.51,2050.0,0.0,1481734895.39
398,106.7,20,132,1.48,780.0,198.559999943,140,842.6,166.3,198.056519026,120.9,12.51,2050.0,0.0,1481734895.78
399,106.7,20,132,1.48,780.0,198.960000038,140,844.1,166.3,198.056519026,120.9,12.51,2040.0,0.0,1481734896.18
400,106.7,20,131,1.48,780.0,199.75,140,847.6,166.3,199.042690758,120.7,12.51,2040.0,0.0,1481734896.97
401,109.0,20,131,1.45,760.0,200.109999895,140,849.3,165.7,199.042690758,120.7,12.44,2040.0,0.0,1481734897.33
402,109.0,20,131,1.45,760.0,200.49000001,140,851.0,165.7,199.042690758,120.7,12.44,2040.0,0.0,1481734897.71
403,109.0,20,131,1.45,760.0,200.879999876,140,852.5,165.7,199.042690758,120.7,12.44,2040.0,0.0,1481734898.1
404,109.0,20,131,1.45,760.0,201.690000057,140,855.6,165.7,199.042690758,120.7,12.44,2040.0,0.0,1481734898.91
405,109.0,20,131,1.45,760.0,202.099999905,140,857.1,165.7,199.042690758,120.7,12.44,2060.0,0.0,1481734899.32
406,109.0,20,131,1.45,760.0,202.5,140,858.9,165.7,199.042690758,120.7,12.5,2060.0,0.0,1481734899.72
407,109.8,20,131,1.45,760.0,202.899999857,140,860.8,174.1,199.538232499,120.6,12.5,2060.0,0.0,1481734900.12
408,109.8,20,131,1.45,760.0,203.639999866,140,864.1,174.1,199.538232499,120.6,12.5,2060.0,0.0,1481734900.86
409,109.8,20,131,1.45,760.0,204.039999962,141,865.6,174.1,199.538232499,120.6,12.5,2060.0,0.0,1481734901.26
410,109.8,20,131,1.45,760.0,204.399999857,141,867.0,174.1,199.538232499,120.6,12.5,2060.0,0.0,1481734901.62
411,109.8,20,131,1.45,760.0,205.170000076,141,869.9,174.1,199.538232499,120.6,12.5,2050.0,0.0,1481734902.39
412,109.8,20,131,1.45,760.0,205.529999971,141,871.6,174.1,199.538232499,120.6,12.49,2050.0,0.0,1481734902.75
413,107.5,20,132,1.45,760.0,205.930000067,141,873.5,168.5,200.035420558,120.5,12.49,2050.0,0.0,1481734903.15
414,107.5,20,132,1.45,760.0,206.700000048,141,876.8,168.5,200.035420558,120.5,12.49,2050.0,0.0,1481734903.92
