index, AverageDriveForce (lbs), Cadence (stokes/min), DragFactor, DriveLength (meters), DriveTime (ms), ElapsedTime (sec), HRCur (bpm), Horizontal (meters), PeakDriveForce (lbs), Power (watts), Stroke500mPace (sec/500m), StrokeDistance (meters), StrokeRecoveryTime (ms), lapIdx,TimeStamp (sec)
1271,110.0,21,131,1.51,760.0,635.309999943,143,157.6,172.0,218.529694751,117.0,12.22,1900.0,1.0,1481735332.53
1272,110.0,21,131,1.51,760.0,635.700000048,143,159.0,172.0,218.529694751,117.0,12.22,1910.0,1.0,1481735332.92
1273,110.0,21,131,1.51,760.0,636.099999905,143,160.9,172.0,218.529694751,117.0,12.13,1910.0,1.0,1481735333.32
1274,115.8,21,131,1.45,720.0,636.849999905,143,164.5,172.7,217.412850096,117.2,12.13,1910.0,1.0,1481735334.07
1275,115.8,21,131,1.45,720.0,637.210000038,143,166.1,172.7,217.412850096,117.2,12.13,1910.0,1.0,1481735334.43
1276,115.8,21,131,1.45,720.0,637.660000086,143,167.9,172.7,217.412850096,117.2,12.13,1910.0,1.0,1481735334.88
1277,115.8,21,131,1.45,720.0,638.00999999,143,169.3,172.7,217.412850096,117.2,12.13,1910.0,1.0,1481735335.23
1278,115.8,21,131,1.45,720.0,638.799999952,143,172.5,172.7,217.412850096,117.2,12.13,1920.0,1.0,1481735336.02
1279,115.8,21,132,1.45,720.0,639.200000048,143,174.4,172.7,221.355474994,116.5,12.13,1920.0,1.0,1481735336.42
1280,116.2,21,132,1.48,730.0,639.660000086,143,176.6,174.8,221.355474994,116.5,12.28,1920.0,1.0,1481735336.88
1281,116.2,21,132,1.48,730.0,640.059999943,143,178.4,174.8,221.355474994,116.5,12.28,1920.0,1.0,1481735337.28
1282,116.2,21,132,1.48,730.0,640.480000019,143,180.1,174.8,221.355474994,116.5,12.28,1920.0,1.0,1481735337.7
1283,116.2,21,132,1.48,730.0,641.319999933,143,183.3,174.8,221.355474994,116.5,12.28,1920.0,1.0,1481735338.54
1284,116.2,21,132,1.48,730.0,641.700000048,143,185.0,174.8,221.355474994,116.5,12.28,1930.0,1.0,1481735338.92
1285,108.3,21,132,1.51,760.0,642.099999905,143,187.0,164.2,221.355474994,116.5,12.45,1930.0,1.0,1481735339.32
1286,108.3,21,132,1.51,760.0,642.849999905,143,190.4,164.2,221.355474994,116.5,12.45,1930.0,1.0,1481735340.07
1287,108.3,21,132,1.51,760.0,643.25999999,143,192.1,164.2,221.355474994,116.5,12.45,1930.0,1.0,1481735340.48
1288,108.3,21,132,1.51,760.0,643.680000067,144,193.7,164.2,221.355474994,116.5,12.45,1930.0,1.0,1481735340.9
1289,108.3,21,132,1.51,760.0,644.129999876,144,195.4,164.2,221.355474994,116.5,12.45,1860.0,1.0,1481735341.35
1290,108.3,21,132,1.51,760.0,644.559999943,144,197.3,164.2,221.355474994,116.5,12.45,1860.0,1.0,1481735341.78
1291,112.6,21,132,1.51,750.0,645.309999943,144,200.9,175.1,220.219349886,116.7,12.07,1860.0,1.0,1481735342.53
1292,112.6,21,132,1.51,750.0,645.720000029,144,202.8,175.1,220.219349886,116.7,12.07,1860.0,1.0,1481735342.94
1293,112.6,21,132,1.51,750.0,646.160000086,144,204.6,175.1,220.219349886,116.7,12.07,1860.0,1.0,1481735343.38
1294,112.6,21,132,1.51,750.0,646.609999895,144,206.3,175.1,220.219349886,116.7,12.07,1860.0,1.0,1481735343.83
1295,112.6,21,132,1.51,750.0,647.039999962,144,207.9,175.1,220.219349886,116.7,12.07,1900.0,1.0,1481735344.26
1296,112.6,21,132,1.51,750.0,647.769999981,144,211.4,175.1,222.49942868,116.3,12.07,1900.0,1.0,1481735344.99
1297,116.1,21,132,1.48,740.0,648.190000057,144,213.4,183.3,222.49942868,116.3,12.23,1900.0,1.0,1481735345.41
1298,116.1,21,132,1.48,740.0,648.599999905,144,215.2,183.3,222.49942868,116.3,12.23,1900.0,1.0,1481735345.82
1299,116.1,21,132,1.48,740.0,648.99000001,144,216.8,183.3,222.49942868,116.3,12.23,1900.0,1.0,1481735346.21
1300,116.1,21,132,1.48,740.0,649.75999999,144,219.8,183.3,222.49942868,116.3,12.23,1900.0,1.0,1481735346.98
1301,116.1,21,132,1.48,740.0,650.170000076,144,221.5,183.3,222.49942868,116.3,12.23,1910.0,1.0,1481735347.39
1302,115.9,21,132,1.48,730.0,650.589999914,144,223.6,173.0,225.394007917,115.8,12.29,1910.0,1.0,1481735347.81
1303,115.9,21,132,1.48,730.0,650.940000057,144,225.3,173.0,225.394007917,115.8,12.29,1910.0,1.0,1481735348.16
1304,115.9,21,132,1.48,730.0,651.730000019,145,228.7,173.0,225.394007917,115.8,12.29,1910.0,1.0,1481735348.95
1305,115.9,21,132,1.48,730.0,652.109999895,145,230.3,173.0,225.394007917,115.8,12.29,1910.0,1.0,1481735349.33
1306,115.9,21,132,1.48,730.0,652.559999943,145,231.9,173.0,225.394007917,115.8,12.29,1910.0,1.0,1481735349.78
1307,115.9,21,132,1.48,730.0,652.950000048,145,233.6,173.0,225.394007917,115.8,12.29,1910.0,1.0,1481735350.17
1308,111.3,21,132,1.48,740.0,653.799999952,145,237.7,162.1,224.811092668,115.9,12.29,1910.0,1.0,1481735351.02
1309,111.3,21,132,1.48,740.0,654.220000029,145,239.5,162.1,224.811092668,115.9,12.29,1910.0,1.0,1481735351.44
1310,111.3,21,132,1.48,740.0,654.639999866,145,241.3,162.1,224.811092668,115.9,12.29,1910.0,1.0,1481735351.86
1311,111.3,21,132,1.48,740.0,655.029999971,145,242.8,162.1,224.811092668,115.9,12.29,1910.0,1.0,1481735352.25
1312,111.3,21,132,1.48,740.0,655.779999971,145,245.7,162.1,224.811092668,115.9,12.29,1950.0,1.0,1481735353.0
1313,113.5,21,133,1.45,730.0,656.170000076,145,247.6,174.4,217.412850096,117.2,12.31,1950.0,1.0,1481735353.39
1314,113.5,21,133,1.45,730.0,656.609999895,145,249.7,174.4,217.412850096,117.2,12.31,1950.0,1.0,1481735353.83
1315,113.5,21,133,1.45,730.0,657.089999914,145,251.8,174.4,217.412850096,117.2,12.31,1950.0,1.0,1481735354.31
1316,113.5,21,133,1.45,730.0,657.539999962,145,253.7,174.4,217.412850096,117.2,12.31,1950.0,1.0,1481735354.76
1317,113.5,21,133,1.45,730.0,658.339999914,145,256.7,174.4,217.412850096,117.2,12.31,1950.0,1.0,1481735355.56
1318,113.5,21,133,1.45,730.0,658.769999981,145,258.5,174.4,217.412850096,117.2,12.31,1940.0,1.0,1481735355.99
1319,115.4,21,132,1.51,760.0,659.160000086,145,260.5,176.9,217.970318672,117.1,12.39,1940.0,1.0,1481735356.38
1320,115.4,21,132,1.51,760.0,659.559999943,145,262.4,176.9,217.970318672,117.1,12.39,1940.0,1.0,1481735356.78
1321,115.4,21,132,1.51,760.0,660.299999952,145,265.6,176.9,217.970318672,117.1,12.39,1940.0,1.0,1481735357.52
1322,115.4,21,132,1.51,760.0,660.700000048,145,267.2,176.9,217.970318672,117.1,12.39,1940.0,1.0,1481735357.92
1323,115.4,21,132,1.51,760.0,661.160000086,145,268.9,176.9,217.970318672,117.1,12.39,1930.0,1.0,1481735358.38
1324,115.4,21,132,1.51,760.0,661.599999905,145,270.7,176.9,217.970318672,117.1,12.39,1930.0,1.0,1481735358.82
1325,114.8,21,131,1.45,720.0,662.0,145,272.7,177.6,223.074362321,116.2,12.29,1930.0,1.0,1481735359.22
1326,114.8,21,131,1.45,720.0,662.410000086,145,274.7,177.6,223.074362321,116.2,12.29,1930.0,1.0,1481735359.63
1327,114.8,21,131,1.45,720.0,663.25,145,278.3,177.6,223.074362321,116.2,12.29,1930.0,1.0,1481735360.47
1328,114.8,21,131,1.45,720.0,663.639999866,146,279.8,177.6,223.074362321,116.2,12.29,1930.0,1.0,1481735360.86
1329,114.8,21,131,1.45,720.0,664.029999971,146,281.2,177.6,223.074362321,116.2,12.29,1930.0,1.0,1481735361.25
1330,114.8,21,131,1.45,720.0,664.819999933,146,284.6,177.6,223.074362321,116.2,12.29,2050.0,1.0,1481735362.04
1331,114.8,20,132,1.45,720.0,665.160000086,146,286.2,177.6,210.869096475,118.4,12.74,2050.0,1.0,1481735362.38
1332,110.0,20,132,1.48,750.0,665.609999895,146,288.3,169.4,210.869096475,118.4,12.74,2050.0,1.0,1481735362.83
1333,110.0,20,132,1.48,750.0,666.00999999,146,289.9,169.4,210.869096475,118.4,12.74,2050.0,1.0,1481735363.23
1334,110.0,20,132,1.48,750.0,666.829999924,146,293.1,169.4,210.869096475,118.4,12.74,2050.0,1.0,1481735364.05
1335,110.0,20,132,1.48,750.0,667.230000019,146,294.6,169.4,210.869096475,118.4,12.74,2050.0,1.0,1481735364.45
1336,110.0,20,132,1.48,750.0,667.589999914,146,296.2,169.4,210.869096475,118.4,12.74,1980.0,1.0,1481735364.81
1337,107.7,20,132,1.45,760.0,668.049999952,146,298.4,164.1,207.172811545,119.1,12.37,1980.0,1.0,1481735365.27
1338,107.7,20,132,1.45,760.0,668.769999981,146,301.6,164.1,207.172811545,119.1,12.37,1980.0,1.0,1481735365.99
1339,107.7,20,132,1.45,760.0,669.119999886,146,303.0,164.1,207.172811545,119.1,12.37,1980.0,1.0,1481735366.34
1340,107.7,20,132,1.45,760.0,669.569999933,146,304.8,164.1,207.172811545,119.1,12.37,1980.0,1.0,1481735366.79
1341,107.7,20,132,1.45,760.0,670.00999999,146,306.3,164.1,207.172811545,119.1,12.37,1980.0,1.0,1481735367.23
1342,107.7,20,132,1.45,760.0,670.799999952,146,309.7,164.1,207.172811545,119.1,12.37,2110.0,1.0,1481735368.02
1343,107.7,20,131,1.45,760.0,671.160000086,146,311.4,164.1,202.040773328,120.1,12.75,2110.0,1.0,1481735368.38
1344,114.1,20,131,1.48,760.0,671.579999924,145,313.3,167.7,202.040773328,120.1,12.75,2110.0,1.0,1481735368.8
1345,114.1,20,131,1.48,760.0,672.299999952,145,316.3,167.7,202.040773328,120.1,12.75,2110.0,1.0,1481735369.52
1346,114.1,20,131,1.48,760.0,672.710000038,145,317.9,167.7,202.040773328,120.1,12.75,2110.0,1.0,1481735369.93
1347,114.1,20,131,1.48,760.0,673.069999933,145,319.2,167.7,202.040773328,120.1,12.75,2020.0,1.0,1481735370.29
1348,114.1,20,131,1.48,760.0,673.470000029,145,320.8,167.7,202.040773328,120.1,12.75,2020.0,1.0,1481735370.69
1349,109.4,20,132,1.51,770.0,673.960000038,145,323.1,165.8,207.695534961,119.0,12.59,2020.0,1.0,1481735371.18
1350,109.4,20,132,1.51,770.0,674.730000019,145,326.6,165.8,207.695534961,119.0,12.59,2020.0,1.0,1481735371.95
1351,109.4,20,132,1.51,770.0,675.109999895,145,328.2,165.8,207.695534961,119.0,12.59,2020.0,1.0,1481735372.33
1352,109.4,20,132,1.51,770.0,675.539999962,145,329.9,165.8,207.695534961,119.0,12.59,2020.0,1.0,1481735372.76
1353,109.4,20,132,1.51,770.0,675.950000048,145,331.4,165.8,207.695534961,119.0,12.59,2020.0,1.0,1481735373.17
1354,109.4,20,132,1.51,770.0,676.779999971,145,334.8,165.8,207.695534961,119.0,12.59,2040.0,1.0,1481735374.0
1355,109.4,20,132,1.51,770.0,677.200000048,145,336.8,165.8,203.053507154,119.9,12.67,2040.0,1.0,1481735374.42
1356,102.3,20,132,1.48,780.0,677.579999924,145,338.4,157.1,203.053507154,119.9,12.67,2040.0,1.0,1481735374.8
1357,102.3,20,132,1.48,780.0,677.940000057,145,340.0,157.1,203.053507154,119.9,12.67,2040.0,1.0,1481735375.16
1358,102.3,20,132,1.48,780.0,678.730000019,145,343.0,157.1,203.053507154,119.9,12.67,2040.0,1.0,1481735375.95
1359,102.3,20,132,1.48,780.0,679.200000048,145,344.7,157.1,203.053507154,119.9,12.67,2060.0,1.0,1481735376.42
1360,102.3,20,132,1.48,780.0,679.619999886,145,346.4,157.1,203.053507154,119.9,12.67,2060.0,1.0,1481735376.84
1361,104.1,20,132,1.48,790.0,680.069999933,145,348.5,160.1,194.655786991,121.6,12.53,2060.0,1.0,1481735377.29
1362,104.1,20,132,1.48,790.0,680.49000001,145,350.4,160.1,194.655786991,121.6,12.53,2060.0,1.0,1481735377.71
1363,104.1,20,132,1.48,790.0,681.25999999,145,353.6,160.1,194.655786991,121.6,12.53,2060.0,1.0,1481735378.48
1364,104.1,20,132,1.48,790.0,681.660000086,145,355.2,160.1,194.655786991,121.6,12.53,2060.0,1.0,1481735378.88
1365,104.1,20,132,1.48,790.0,682.079999924,145,356.7,160.1,194.655786991,121.6,12.53,2060.0,1.0,1481735379.3
1366,104.1,20,132,1.48,790.0,682.529999971,145,358.3,160.1,194.655786991,121.6,12.53,2100.0,1.0,1481735379.75
1367,109.3,20,131,1.45,770.0,682.980000019,145,360.5,167.3,193.698465167,121.8,12.59,2100.0,1.0,1481735380.2
1368,109.3,20,131,1.45,770.0,683.789999962,145,364.1,167.3,193.698465167,121.8,12.59,2100.0,1.0,1481735381.01
1369,109.3,20,131,1.45,770.0,684.160000086,145,365.6,167.3,193.698465167,121.8,12.59,2100.0,1.0,1481735381.38
1370,109.3,20,131,1.45,770.0,684.559999943,145,367.2,167.3,193.698465167,121.8,12.59,2100.0,1.0,1481735381.78
1371,109.3,20,131,1.45,770.0,685.019999981,145,368.9,167.3,193.698465167,121.8,12.59,2100.0,1.0,1481735382.24
1372,109.3,20,131,1.45,770.0,685.450000048,145,370.5,167.3,193.698465167,121.8,12.59,2000.0,1.0,1481735382.67
1373,109.3,20,132,1.45,770.0,686.230000019,145,374.2,167.3,201.536931233,120.2,12.36,2000.0,1.0,1481735383.45
1374,111.9,20,132,1.51,770.0,686.609999895,145,375.9,164.1,201.536931233,120.2,12.36,2000.0,1.0,1481735383.83
1375,111.9,20,132,1.51,770.0,687.059999943,145,377.8,164.1,201.536931233,120.2,12.36,2000.0,1.0,1481735384.28
1376,111.9,20,132,1.51,770.0,687.420000076,145,379.3,164.1,201.536931233,120.2,12.36,2000.0,1.0,1481735384.64
1377,111.9,20,132,1.51,770.0,688.25999999,145,382.4,164.1,201.536931233,120.2,12.36,2000.0,1.0,1481735385.48
1378,111.9,20,132,1.51,770.0,688.660000086,145,384.1,164.1,201.536931233,120.2,12.36,2060.0,1.0,1481735385.88
1379,104.8,20,131,1.48,780.0,689.039999962,145,385.9,154.6,205.61512778,119.4,12.75,2060.0,1.0,1481735386.26
1380,104.8,20,131,1.48,780.0,689.519999981,145,388.1,154.6,205.61512778,119.4,12.75,2060.0,1.0,1481735386.74
1381,104.8,20,131,1.48,780.0,689.910000086,145,389.8,154.6,205.61512778,119.4,12.75,2060.0,1.0,1481735387.13
1382,104.8,20,131,1.48,780.0,690.75999999,145,393.1,154.6,205.61512778,119.4,12.75,2060.0,1.0,1481735387.98
1383,104.8,20,131,1.48,780.0,691.220000029,145,394.8,154.6,205.61512778,119.4,12.75,2060.0,1.0,1481735388.44
1384,104.8,20,131,1.48,780.0,691.660000086,145,396.6,154.6,205.61512778,119.4,12.75,2000.0,1.0,1481735388.88
1385,107.7,20,131,1.45,760.0,692.019999981,145,398.3,165.6,201.536931233,120.2,12.29,2000.0,1.0,1481735389.24
1386,107.7,20,131,1.45,760.0,692.440000057,145,400.3,165.6,201.536931233,120.2,12.29,2000.0,1.0,1481735389.66
1387,107.7,20,131,1.45,760.0,693.25999999,145,403.7,165.6,201.536931233,120.2,12.29,2000.0,1.0,1481735390.48
1388,107.7,20,131,1.45,760.0,693.720000029,145,405.5,165.6,201.536931233,120.2,12.29,2000.0,1.0,1481735390.94
1389,107.7,20,131,1.45,760.0,694.160000086,145,407.1,165.6,201.536931233,120.2,12.29,2020.0,1.0,1481735391.38
1390,107.7,20,131,1.45,760.0,694.559999943,145,408.6,165.6,201.536931233,120.2,12.29,2020.0,1.0,1481735391.78
1391,106.5,20,132,1.48,780.0,694.980000019,145,410.7,169.6,201.034763031,120.3,12.44,2020.0,1.0,1481735392.2
1392,106.5,20,132,1.48,780.0,695.720000029,145,414.0,169.6,201.034763031,120.3,12.44,2020.0,1.0,1481735392.94
1393,106.5,20,132,1.48,780.0,696.149999857,145,415.8,169.6,201.034763031,120.3,12.44,2020.0,1.0,1481735393.37
1394,106.5,20,132,1.48,780.0,696.5,145,417.2,169.6,201.034763031,120.3,12.44,2020.0,1.0,1481735393.72
1395,106.5,20,132,1.48,780.0,697.289999962,145,420.0,169.6,201.034763031,120.3,12.44,2020.0,1.0,1481735394.51
1396,106.5,20,132,1.48,780.0,697.660000086,145,421.6,169.6,201.034763031,120.3,12.44,2040.0,1.0,1481735394.88
1397,103.9,20,131,1.51,800.0,698.019999981,145,423.4,162.1,201.034763031,120.3,12.61,2040.0,1.0,1481735395.24
1398,103.9,20,131,1.51,800.0,698.789999962,145,426.8,162.1,201.034763031,120.3,12.61,2040.0,1.0,1481735396.01
1399,103.9,20,131,1.51,800.0,699.160000086,145,428.3,162.1,201.034763031,120.3,12.61,2040.0,1.0,1481735396.38
1400,103.9,20,131,1.51,800.0,699.569999933,145,429.9,162.1,201.034763031,120.3,12.61,2040.0,1.0,1481735396.79
1401,103.9,20,131,1.51,800.0,700.0,145,431.5,162.1,201.034763031,120.3,12.61,2040.0,1.0,1481735397.22
1402,103.9,20,131,1.51,800.0,700.410000086,145,433.0,162.1,201.034763031,120.3,12.61,2020.0,1.0,1481735397.63
1403,103.9,20,131,1.51,800.0,701.230000019,145,436.9,162.1,200.035420558,120.5,12.36,2020.0,1.0,1481735398.45
1404,112.2,20,131,1.48,760.0,701.619999886,145,438.6,171.3,200.035420558,120.5,12.36,2020.0,1.0,1481735398.84
1405,112.2,20,131,1.48,760.0,702.049999952,145,440.5,171.3,200.035420558,120.5,12.36,2020.0,1.0,1481735399.27
1406,112.2,20,131,1.48,760.0,702.450000048,145,442.1,171.3,200.035420558,120.5,12.36,2020.0,1.0,1481735399.67
1407,112.2,20,131,1.48,760.0,703.25999999,145,445.0,171.3,200.035420558,120.5,12.36,2020.0,1.0,1481735400.48
1408,112.2,20,131,1.48,760.0,703.660000086,144,446.7,171.3,200.035420558,120.5,12.36,2080.0,1.0,1481735400.88
1409,109.1,20,132,1.45,760.0,704.049999952,144,448.6,165.6,203.56241295,119.8,12.74,2080.0,1.0,1481735401.27
1410,109.1,20,132,1.45,760.0,704.829999924,144,452.1,165.6,203.56241295,119.8,12.74,2080.0,1.0,1481735402.05
1411,109.1,20,132,1.45,760.0,705.269999981,144,453.9,165.6,203.56241295,119.8,12.74,2080.0,1.0,1481735402.49
1412,109.1,20,132,1.45,760.0,705.649999857,144,455.3,165.6,203.56241295,119.8,12.74,2080.0,1.0,1481735402.87
1413,109.1,20,132,1.45,760.0,706.039999962,144,456.8,165.6,203.56241295,119.8,12.74,2080.0,1.0,1481735403.26
1414,109.1,20,132,1.45,760.0,706.399999857,144,458.1,165.6,203.56241295,119.8,12.74,2080.0,1.0,1481735403.62
1415,109.1,20,132,1.45,760.0,707.220000029,144,461.9,165.6,200.035420558,120.5,12.67,2080.0,1.0,1481735404.44
1416,105.2,20,132,1.48,780.0,707.579999924,144,463.5,164.5,200.035420558,120.5,12.67,2080.0,1.0,1481735404.8
1417,105.2,20,132,1.48,780.0,708.00999999,144,465.3,164.5,200.035420558,120.5,12.67,2080.0,1.0,1481735405.23
1418,105.2,20,132,1.48,780.0,708.389999866,144,466.8,164.5,200.035420558,120.5,12.67,2080.0,1.0,1481735405.61
1419,105.2,20,132,1.48,780.0,709.25999999,144,470.0,164.5,200.035420558,120.5,12.67,2080.0,1.0,1481735406.48
1420,105.2,20,132,1.48,780.0,709.589999914,144,471.4,164.5,200.035420558,120.5,12.67,1990.0,1.0,1481735406.81
1421,107.9,20,132,1.48,780.0,710.00999999,144,473.4,165.1,200.035420558,120.5,12.29,1990.0,1.0,1481735407.23
1422,107.9,20,132,1.48,780.0,710.49000001,144,475.6,165.1,200.035420558,120.5,12.29,1990.0,1.0,1481735407.71
1423,107.9,20,132,1.48,780.0,711.269999981,144,478.9,165.1,200.035420558,120.5,12.29,1990.0,1.0,1481735408.49
1424,107.9,20,132,1.48,780.0,711.660000086,144,480.4,165.1,200.035420558,120.5,12.29,1990.0,1.0,1481735408.88
1425,107.9,20,132,1.48,780.0,712.039999962,144,481.8,165.1,200.035420558,120.5,12.29,1990.0,1.0,1481735409.26
1426,107.9,20,132,1.48,780.0,712.5,145,483.6,165.1,200.035420558,120.5,12.29,1990.0,1.0,1481735409.72
1427,107.9,20,131,1.48,770.0,713.349999905,145,487.6,172.5,205.099371012,119.5,12.38,1990.0,1.0,1481735410.57
1428,107.9,20,131,1.48,770.0,713.730000019,145,489.3,172.5,205.099371012,119.5,12.38,1990.0,1.0,1481735410.95
1429,107.9,20,131,1.48,770.0,714.109999895,145,490.9,172.5,205.099371012,119.5,12.38,1990.0,1.0,1481735411.33
1430,107.9,20,131,1.48,770.0,714.5,145,492.4,172.5,205.099371012,119.5,12.38,1990.0,1.0,1481735411.72
1431,107.9,20,131,1.48,770.0,714.940000057,145,494.0,172.5,205.099371012,119.5,12.38,1990.0,1.0,1481735412.16
1432,107.9,20,131,1.48,770.0,715.769999981,145,497.4,172.5,205.099371012,119.5,12.38,2070.0,1.0,1481735412.99
1433,106.2,20,132,1.48,780.0,716.170000076,145,499.3,162.3,202.040773328,120.1,12.67,2070.0,1.0,1481735413.39
1434,106.2,20,132,1.48,780.0,716.559999943,145,501.0,162.3,202.040773328,120.1,12.67,2070.0,1.0,1481735413.78
1435,106.2,20,132,1.48,780.0,717.329999924,145,504.2,162.3,202.040773328,120.1,12.67,2070.0,1.0,1481735414.55
1436,106.2,20,132,1.48,780.0,717.75,145,505.8,162.3,202.040773328,120.1,12.67,2070.0,1.0,1481735414.97
1437,106.2,20,132,1.48,780.0,718.160000086,145,507.3,162.3,202.040773328,120.1,12.67,2070.0,1.0,1481735415.38
1438,106.2,20,132,1.48,780.0,718.619999886,145,509.2,162.3,202.040773328,120.1,12.67,2040.0,1.0,1481735415.84
1439,109.2,20,132,1.45,760.0,718.980000019,145,510.9,168.0,200.534261776,120.4,12.45,2040.0,1.0,1481735416.2
1440,109.2,20,132,1.45,760.0,719.789999962,145,514.5,168.0,200.534261776,120.4,12.45,2040.0,1.0,1481735417.01
1441,109.2,20,132,1.45,760.0,720.139999866,145,516.0,168.0,200.534261776,120.4,12.45,2040.0,1.0,1481735417.36
1442,109.2,20,132,1.45,760.0,720.529999971,146,517.5,168.0,200.534261776,120.4,12.45,2040.0,1.0,1481735417.75
1443,109.2,20,132,1.45,760.0,721.279999971,146,520.2,168.0,200.534261776,120.4,12.45,2040.0,1.0,1481735418.5
1444,109.2,20,132,1.45,760.0,721.660000086,146,521.8,168.0,200.534261776,120.4,12.45,2080.0,1.0,1481735418.88
1445,109.5,20,131,1.45,760.0,722.079999924,146,523.9,166.5,199.538232499,120.6,12.6,2080.0,1.0,1481735419.3
1446,109.5,20,131,1.45,760.0,722.50999999,146,525.9,166.5,199.538232499,120.6,12.6,2080.0,1.0,1481735419.73
1447,109.5,20,131,1.45,760.0,723.299999952,146,529.1,166.5,199.538232499,120.6,12.6,2080.0,1.0,1481735420.52
1448,109.5,20,131,1.45,760.0,723.660000086,146,530.5,166.5,199.538232499,120.6,12.6,2080.0,1.0,1481735420.88
1449,109.5,20,131,1.45,760.0,724.029999971,146,531.9,166.5,199.538232499,120.6,12.6,2060.0,1.0,1481735421.25
1450,109.5,20,131,1.45,760.0,724.480000019,146,533.5,166.5,199.538232499,120.6,12.6,2060.0,1.0,1481735421.7
1451,109.5,20,131,1.45,760.0,725.220000029,146,537.0,166.5,200.035420558,120.5,12.59,2060.0,1.0,1481735422.44
1452,106.1,20,131,1.48,780.0,725.609999895,146,538.7,167.8,200.035420558,120.5,12.59,2060.0,1.0,1481735422.83
1453,106.1,20,131,1.48,780.0,725.970000029,146,540.3,167.8,200.035420558,120.5,12.59,2060.0,1.0,1481735423.19
1454,106.1,20,131,1.48,780.0,726.75,146,543.3,167.8,200.035420558,120.5,12.59,2060.0,1.0,1481735423.97
1455,106.1,20,131,1.48,780.0,727.149999857,146,544.7,167.8,200.035420558,120.5,12.59,2070.0,1.0,1481735424.37
1456,106.1,20,131,1.48,780.0,727.649999857,146,546.7,167.8,200.035420558,120.5,12.59,2070.0,1.0,1481735424.87
1457,109.3,20,132,1.45,760.0,728.069999933,146,548.8,167.3,197.565875519,121.0,12.5,2070.0,1.0,1481735425.29
1458,109.3,20,132,1.45,760.0,728.470000029,145,550.6,167.3,197.565875519,121.0,12.5,2070.0,1.0,1481735425.69
1459,109.3,20,132,1.45,760.0,729.319999933,145,554.1,167.3,197.565875519,121.0,12.5,2070.0,1.0,1481735426.54
1460,109.3,20,132,1.45,760.0,729.680000067,145,555.5,167.3,197.565875519,121.0,12.5,2070.0,1.0,1481735426.9
1461,109.3,20,132,1.45,760.0,730.139999866,145,557.2,167.3,197.565875519,121.0,12.5,2080.0,1.0,1481735427.36
1462,109.3,20,132,1.45,760.0,730.559999943,145,558.8,167.3,197.565875519,121.0,12.5,2080.0,1.0,1481735427.78
1463,109.3,20,132,1.45,760.0,730.960000038,145,560.7,167.3,197.565875519,121.0,12.67,2080.0,1.0,1481735428.18
1464,108.3,20,132,1.48,770.0,731.730000019,145,564.2,167.6,200.035420558,120.5,12.67,2080.0,1.0,1481735428.95
1465,108.3,20,132,1.48,770.0,732.109999895,145,565.8,167.6,200.035420558,120.5,12.67,2080.0,1.0,1481735429.33
1466,108.3,20,132,1.48,770.0,732.5,145,567.4,167.6,200.035420558,120.5,12.67,2080.0,1.0,1481735429.72
1467,108.3,20,132,1.48,770.0,733.220000029,145,570.0,167.6,200.035420558,120.5,12.67,2080.0,1.0,1481735430.44
1468,108.3,20,132,1.48,770.0,733.619999886,145,571.5,167.6,200.035420558,120.5,12.67,2120.0,1.0,1481735430.84
1469,108.3,20,132,1.48,770.0,734.00999999,145,573.4,167.6,200.035420558,120.5,12.75,2120.0,1.0,1481735431.23
1470,111.2,20,132,1.45,760.0,734.789999962,145,576.9,171.8,198.056519026,120.9,12.75,2120.0,1.0,1481735432.01
1471,111.2,20,132,1.45,760.0,735.180000067,145,578.6,171.8,198.056519026,120.9,12.75,2120.0,1.0,1481735432.4
1472,111.2,20,132,1.45,760.0,735.549999952,144,580.0,171.8,198.056519026,120.9,12.75,2120.0,1.0,1481735432.77
1473,111.2,20,132,1.45,760.0,735.930000067,144,581.5,171.8,198.056519026,120.9,12.75,2120.0,1.0,1481735433.15
1474,111.2,20,132,1.45,760.0,736.769999981,144,584.7,171.8,198.056519026,120.9,12.75,2010.0,1.0,1481735433.99
1475,111.2,20,131,1.45,760.0,737.190000057,144,586.8,171.8,202.546296296,120.0,12.75,2010.0,1.0,1481735434.41
1476,106.4,20,131,1.48,780.0,737.589999914,144,588.6,156.8,202.546296296,120.0,12.44,2010.0,1.0,1481735434.81
1477,106.4,20,131,1.48,780.0,738.329999924,144,591.7,156.8,202.546296296,120.0,12.44,2010.0,1.0,1481735435.55
1478,106.4,20,131,1.48,780.0,738.720000029,144,593.2,156.8,202.546296296,120.0,12.44,2010.0,1.0,1481735435.94
1479,106.4,20,131,1.48,780.0,739.069999933,144,594.5,156.8,202.546296296,120.0,12.44,2010.0,1.0,1481735436.29
1480,106.4,20,131,1.48,780.0,739.5,144,596.0,156.8,202.546296296,120.0,12.44,2100.0,1.0,1481735436.72
1481,106.4,20,132,1.48,780.0,740.319999933,144,599.8,156.8,199.538232499,120.6,12.44,2100.0,1.0,1481735437.54
1482,110.4,20,132,1.48,780.0,740.730000019,144,601.7,168.9,199.538232499,120.6,12.74,2100.0,1.0,1481735437.95
1483,110.4,20,132,1.48,780.0,741.119999886,144,603.4,168.9,199.538232499,120.6,12.74,2100.0,1.0,1481735438.34
