index,index,TimeStamp (sec), HRCur (bpm),DistanceMeters, Cadence (stokes/min), lapIdx, WorkoutState, Horizontal (meters), Stroke500mPace (sec/500m), ElapsedTime (sec), Power (watts), DriveLength (meters), StrokeDistance (meters), DriveTime (ms), DragFactor, StrokeRecoveryTime (ms), AverageDriveForce (lbs), AverageBoatSpeed (m/s), PeakDriveForce (lbs), AverageDriveForce (N), PeakDriveForce (N), Calories (kCal), Stroke Number,driveenergy,hr_ut2,hr_ut1,hr_at,hr_tr,hr_an,hr_max,lim_ut2,lim_ut1,lim_at,lim_tr,lim_an,lim_max,cum_dist,pw_ut2,pw_ut1,pw_at,pw_tr,pw_an,pw_max,limpw_ut2,limpw_ut1,limpw_at,limpw_tr,limpw_an
606,606,1520273557.724,65.0,3520.5,32.0,5.0,4.0,3520.5,inf,1311.1059999465942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,3520.5,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
607,607,1520273559.6999998,65.0,3524.8,0.0,5.0,4.0,3524.8,inf,1313.0819997787476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,3524.8,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
608,608,1520273561.7259998,65.0,3530.5,37.0,5.0,4.0,3530.5,inf,1315.1079998016357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,3530.5,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
609,609,1520273563.744,65.0,3536.3,34.0,5.0,4.0,3536.3,inf,1317.1259999275208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,3536.3,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
610,610,1520273564.712,65.0,3540.5,34.0,5.0,4.0,3540.5,inf,1318.093999862671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,3540.5,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
611,611,1520273566.704,65.0,3546.1,32.0,5.0,4.0,3546.1,inf,1320.0859999656677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,3546.1,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
612,612,1520273568.704,65.0,3551.6,32.0,5.0,4.0,3551.6,inf,1322.0859999656677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,3551.6,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
613,613,1520273570.704,65.0,3557.3,32.0,5.0,4.0,3557.3,inf,1324.0859999656677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,3557.3,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
614,614,1520273572.704,65.0,3561.4,32.0,5.0,4.0,3561.4,inf,1326.0859999656677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,3561.4,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
615,615,1520273574.7340002,65.0,3566.9,32.0,5.0,4.0,3566.9,inf,1328.116000175476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,3566.9,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
616,616,1520273576.748,65.0,3572.3,32.0,5.0,4.0,3572.3,inf,1330.1299998760223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,3572.3,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
617,617,1520273578.7259998,0.0,3577.7,31.0,5.0,4.0,3577.7,inf,1332.1079998016357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,3577.7,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
