index,index,TimeStamp (sec), HRCur (bpm),DistanceMeters, Cadence (stokes/min), lapIdx, WorkoutState, Horizontal (meters), Stroke500mPace (sec/500m), ElapsedTime (sec), Power (watts), DriveLength (meters), StrokeDistance (meters), DriveTime (ms), DragFactor, StrokeRecoveryTime (ms), AverageDriveForce (lbs), AverageBoatSpeed (m/s), PeakDriveForce (lbs), AverageDriveForce (N), PeakDriveForce (N), Calories (kCal), Stroke Number,driveenergy,hr_ut2,hr_ut1,hr_at,hr_tr,hr_an,hr_max,lim_ut2,lim_ut1,lim_at,lim_tr,lim_an,lim_max,cum_dist,pw_ut2,pw_ut1,pw_at,pw_tr,pw_an,pw_max,limpw_ut2,limpw_ut1,limpw_at,limpw_tr,limpw_an
233,233,1520272805.54,86.0,1398.7,30.0,2.0,4.0,1398.7,inf,558.9219999313354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1398.7,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
234,234,1520272807.552,86.0,1404.5,30.0,2.0,4.0,1404.5,inf,560.9340000152588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1404.5,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
235,235,1520272810.54,86.0,1411.8,0.0,2.0,4.0,1411.8,inf,563.9219999313354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1411.8,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
236,236,1520272811.56,86.0,1416.1,0.0,2.0,4.0,1416.1,inf,564.941999912262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1416.1,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
237,237,1520272813.546,86.0,1421.9,33.0,2.0,4.0,1421.9,inf,566.9279999732971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1421.9,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
238,238,1520272815.5359998,83.0,1427.8,31.0,2.0,4.0,1427.8,inf,568.9179997444153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1427.8,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
239,239,1520272817.528,88.0,1433.6,31.0,2.0,4.0,1433.6,inf,570.9100000858307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1433.6,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
240,240,1520272819.534,88.0,1439.2,31.0,2.0,4.0,1439.2,inf,572.9159998893738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1439.2,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
241,241,1520272821.534,96.0,1445.0,0.0,2.0,4.0,1445.0,inf,574.9159998893738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1445.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
242,242,1520272823.5300002,96.0,1450.7,32.0,2.0,4.0,1450.7,inf,576.9120001792908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1450.7,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
243,243,1520272825.5300002,96.0,1456.5,30.0,2.0,4.0,1456.5,inf,578.9120001792908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1456.5,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
244,244,1520272827.528,96.0,1462.2,29.0,2.0,4.0,1462.2,inf,580.9100000858307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1462.2,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
245,245,1520272829.526,96.0,1467.7,30.0,2.0,4.0,1467.7,inf,582.9079999923706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1467.7,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
246,246,1520272831.54,96.0,1473.2,30.0,2.0,4.0,1473.2,inf,584.9219999313354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1473.2,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
247,247,1520272833.546,96.0,1478.8,31.0,2.0,4.0,1478.8,inf,586.9279999732971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1478.8,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
248,248,1520272835.548,96.0,1484.2,30.0,2.0,4.0,1484.2,inf,588.9300000667572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1484.2,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
249,249,1520272837.566,96.0,1489.8,30.0,2.0,4.0,1489.8,inf,590.9479999542236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1489.8,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
250,250,1520272839.572,96.0,1495.3,31.0,2.0,4.0,1495.3,inf,592.9539999961853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1495.3,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
251,251,1520272841.5900002,96.0,1500.8,29.0,2.0,4.0,1500.8,inf,594.9720001220703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1500.8,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
252,252,1520272844.5619998,96.0,1507.6,0.0,2.0,4.0,1507.6,inf,597.9439997673035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1507.6,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
253,253,1520272846.528,91.0,1513.1,0.0,2.0,4.0,1513.1,inf,599.9100000858307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1513.1,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
254,254,1520272847.5560002,87.0,1517.1,0.0,2.0,4.0,1517.1,inf,600.938000202179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1517.1,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
255,255,1520272849.538,87.0,1522.5,34.0,2.0,4.0,1522.5,inf,602.920000076294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1522.5,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
256,256,1520272851.532,87.0,1527.9,30.0,2.0,4.0,1527.9,inf,604.9140000343323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1527.9,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
257,257,1520272853.5300002,87.0,1533.5,30.0,2.0,4.0,1533.5,inf,606.9120001792908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1533.5,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
258,258,1520272855.534,87.0,1539.0,30.0,2.0,4.0,1539.0,inf,608.9159998893738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
259,259,1520272859.5300002,87.0,1550.1,31.0,2.0,4.0,1550.1,inf,612.9120001792908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1550.1,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
260,260,1520272861.538,87.0,1555.6,30.0,2.0,4.0,1555.6,inf,614.920000076294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1555.6,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
261,261,1520272863.5419998,87.0,1561.1,30.0,2.0,4.0,1561.1,inf,616.923999786377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1561.1,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
262,262,1520272865.578,87.0,1566.7,29.0,2.0,4.0,1566.7,inf,618.960000038147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1566.7,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
263,263,1520272868.546,87.0,1574.9,30.0,2.0,4.0,1574.9,inf,621.9279999732971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1574.9,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
264,264,1520272869.546,87.0,1577.9,30.0,3.0,4.0,1577.9,inf,622.9279999732971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1577.9,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
265,265,1520272871.548,87.0,1583.5,31.0,3.0,4.0,1583.5,inf,624.9300000667572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1583.5,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
266,266,1520272873.5500002,84.0,1588.9,28.0,3.0,4.0,1588.9,inf,626.9320001602173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1588.9,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
267,267,1520272875.544,81.0,1594.2,29.0,3.0,4.0,1594.2,inf,628.925999879837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1594.2,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
268,268,1520272877.54,85.0,1599.6,31.0,3.0,4.0,1599.6,inf,630.9219999313354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1599.6,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
269,269,1520272879.5419998,85.0,1604.9,30.0,3.0,4.0,1604.9,inf,632.923999786377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1604.9,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
270,270,1520272882.532,85.0,1611.7,28.0,3.0,4.0,1611.7,inf,635.9140000343323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1611.7,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
271,271,1520272884.544,85.0,1617.2,30.0,3.0,4.0,1617.2,inf,637.925999879837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1617.2,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
272,272,1520272886.528,85.0,1622.6,32.0,3.0,4.0,1622.6,inf,639.9100000858307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1622.6,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
273,273,1520272888.54,85.0,1628.1,32.0,3.0,4.0,1628.1,inf,641.9219999313354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1628.1,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
274,274,1520272890.548,85.0,1633.6,28.0,3.0,4.0,1633.6,inf,643.9300000667572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1633.6,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
275,275,1520272892.5300002,85.0,1639.1,29.0,3.0,4.0,1639.1,inf,645.9120001792908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1639.1,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
276,276,1520272894.5300002,85.0,1644.5,28.0,3.0,4.0,1644.5,inf,647.9120001792908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1644.5,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
277,277,1520272896.5419998,89.0,1649.8,29.0,3.0,4.0,1649.8,inf,649.923999786377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1649.8,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
278,278,1520272898.534,89.0,1655.2,30.0,3.0,4.0,1655.2,inf,651.9159998893738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1655.2,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
279,279,1520272900.526,89.0,1660.6,31.0,3.0,4.0,1660.6,inf,653.9079999923706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1660.6,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
280,280,1520272902.538,89.0,1665.8,31.0,3.0,4.0,1665.8,inf,655.920000076294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1665.8,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
281,281,1520272904.526,89.0,1671.2,32.0,3.0,4.0,1671.2,inf,657.9079999923706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1671.2,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
282,282,1520272906.5500002,89.0,1676.7,0.0,3.0,4.0,1676.7,inf,659.9320001602173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1676.7,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
283,283,1520272908.532,89.0,1682.1,30.0,3.0,4.0,1682.1,inf,661.9140000343323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1682.1,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
284,284,1520272910.526,89.0,1687.6,30.0,3.0,4.0,1687.6,inf,663.9079999923706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1687.6,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
285,285,1520272912.532,89.0,1693.1,30.0,3.0,4.0,1693.1,inf,665.9140000343323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1693.1,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
286,286,1520272914.532,89.0,1698.6,30.0,3.0,4.0,1698.6,inf,667.9140000343323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1698.6,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
287,287,1520272916.526,89.0,1704.2,29.0,3.0,4.0,1704.2,inf,669.9079999923706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1704.2,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
288,288,1520272918.532,89.0,1709.8,29.0,3.0,4.0,1709.8,inf,671.9140000343323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1709.8,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
289,289,1520272920.552,85.0,1715.5,31.0,3.0,4.0,1715.5,inf,673.9340000152588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1715.5,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
290,290,1520272922.5300002,82.0,1721.0,31.0,3.0,4.0,1721.0,inf,675.9120001792908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1721.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
291,291,1520272924.5619998,82.0,1726.5,31.0,3.0,4.0,1726.5,inf,677.9439997673035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1726.5,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
292,292,1520272926.54,82.0,1731.8,30.0,3.0,4.0,1731.8,inf,679.9219999313354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1731.8,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
293,293,1520272928.532,82.0,1737.2,29.0,3.0,4.0,1737.2,inf,681.9140000343323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1737.2,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
294,294,1520272930.572,82.0,1742.6,31.0,3.0,4.0,1742.6,inf,683.9539999961853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1742.6,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
295,295,1520272932.6020002,82.0,1748.1,31.0,3.0,4.0,1748.1,inf,685.9840002059937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1748.1,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
296,296,1520272933.5359998,82.0,1752.8,31.0,3.0,4.0,1752.8,inf,686.9179997444153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1752.8,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
297,297,1520272935.564,82.0,1757.9,33.0,3.0,4.0,1757.9,inf,688.9459998607635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1757.9,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
298,298,1520272938.5500002,82.0,1764.9,29.0,3.0,4.0,1764.9,inf,691.9320001602173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1764.9,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
299,299,1520272940.528,82.0,1770.7,29.0,3.0,4.0,1770.7,inf,693.9100000858307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1770.7,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
300,300,1520272942.544,82.0,1776.5,31.0,3.0,4.0,1776.5,inf,695.925999879837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1776.5,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
301,301,1520272944.574,86.0,1782.1,30.0,3.0,4.0,1782.1,inf,697.9559998512268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1782.1,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
302,302,1520272946.534,86.0,1787.8,30.0,3.0,4.0,1787.8,inf,699.9159998893738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1787.8,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
303,303,1520272948.532,89.0,1793.6,34.0,3.0,4.0,1793.6,inf,701.9140000343323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1793.6,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
