index,index, AverageDriveForce (lbs), Cadence (stokes/min), DragFactor, DriveLength (meters), DriveTime (ms), ElapsedTime (sec), HRCur (bpm), Horizontal (meters), PeakDriveForce (lbs), Power (watts), Stroke500mPace (sec/500m), StrokeDistance (meters), StrokeRecoveryTime (ms), lapIdx, latitude, longitude,TimeStamp (sec), AverageBoatSpeed (m/s), AverageDriveForce (N), PeakDriveForce (N), Calories (kCal), WorkoutState, Stroke Number,driveenergy,hr_ut2,hr_ut1,hr_at,hr_tr,hr_an,hr_max,lim_ut2,lim_ut1,lim_at,lim_tr,lim_an,lim_max,cum_dist,pw_ut2,pw_ut1,pw_at,pw_tr,pw_an,pw_max,limpw_ut2,limpw_ut1,limpw_at,limpw_tr,limpw_an
2700,2700,0.0,17.0,0.0,0.0,0.0,3251.0,135.0,8920.28201813,0.0,0.0,217.552114477,8.12559797351,0.0,0.0,49.2472,16.497573,1459591759.0,2.2982998864525443,0.0,0.0,1.0,4.0,1256,0.0,135.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,8920.28201813,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2701,2701,0.0,17.0,0.0,0.0,0.0,3252.0,135.0,8922.66003072,0.0,0.0,219.767121857,7.93689143151,0.0,0.0,49.247187,16.497599,1459591760.0,2.2751355879581676,0.0,0.0,1.0,4.0,1257,0.0,135.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,8922.66003072,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2702,2702,0.0,17.0,0.0,0.0,0.0,3253.0,135.0,8924.48409646,0.0,0.0,224.770898246,8.20115300209,0.0,0.0,49.247178,16.49762,1459591761.0,2.22448726192648,0.0,0.0,1.0,4.0,1257,0.0,135.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,8924.48409646,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2703,2703,0.0,17.0,0.0,0.0,0.0,3254.0,136.0,8926.97720145,0.0,0.0,217.278117778,8.24624794988,0.0,0.0,49.247166,16.497649,1459591762.0,2.3011981377290187,0.0,0.0,1.0,4.0,1257,0.0,136.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,8926.97720145,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2704,2704,0.0,17.0,0.0,0.0,0.0,3255.0,136.0,8929.53158526,0.0,0.0,215.991654661,8.0648265095,0.0,0.0,49.247153,16.497678,1459591763.0,2.314904253059001,0.0,0.0,1.0,4.0,1258,0.0,136.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,8929.53158526,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2705,2705,0.0,17.0,0.0,0.0,0.0,3256.0,136.0,8931.53813708,0.0,0.0,220.890915778,8.21807813962,0.0,0.0,49.247143,16.497701,1459591764.0,2.2635607183706483,0.0,0.0,1.0,4.0,1258,0.0,136.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,8931.53813708,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2706,2706,0.0,17.0,0.0,0.0,0.0,3257.0,136.0,8933.9161514,0.0,0.0,216.8093498,8.2634793712,0.0,0.0,49.24713,16.497727,1459591765.0,2.306173605802677,0.0,0.0,1.0,4.0,1258,0.0,136.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,8933.9161514,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2707,2707,0.0,16.0,0.0,0.0,0.0,3258.0,136.0,8936.35152063,0.0,0.0,215.765687863,8.24610149734,0.0,0.0,49.247119,16.497756,1459591766.0,2.3173286028567897,0.0,0.0,1.0,4.0,1258,0.0,136.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,8936.35152063,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2708,2708,0.0,16.0,0.0,0.0,0.0,3259.0,136.0,8938.55280309,0.0,0.0,217.654421599,8.19403188512,0.0,0.0,49.24711,16.497783,1459591767.0,2.2972195847286074,0.0,0.0,1.0,4.0,1259,0.0,136.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,8938.55280309,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2709,2709,0.0,16.0,0.0,0.0,0.0,3260.0,136.0,8940.56252541,0.0,0.0,218.832471323,8.44003212235,0.0,0.0,49.247101,16.497807,1459591768.0,2.2848528693074646,0.0,0.0,1.0,4.0,1259,0.0,136.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,8940.56252541,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2710,2710,0.0,18.0,0.0,0.0,0.0,3261.0,136.0,8943.17709119,0.0,0.0,212.223850197,8.30941406654,0.0,0.0,49.247088,16.497837,1459591769.0,2.3560028693093047,0.0,0.0,1.0,4.0,1259,0.0,136.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,8943.17709119,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2711,2711,0.0,18.0,0.0,0.0,0.0,3262.0,136.0,8945.7380315,0.0,0.0,212.148013567,8.06161440919,0.0,0.0,49.247074,16.497865,1459591770.0,2.356845070538883,0.0,0.0,1.0,4.0,1260,0.0,136.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,8945.7380315,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2712,2712,0.0,18.0,0.0,0.0,0.0,3263.0,136.0,8947.56210016,0.0,0.0,218.595699219,8.3014146439,0.0,0.0,49.247065,16.497886,1459591771.0,2.287327709494756,0.0,0.0,1.0,4.0,1260,0.0,136.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,8947.56210016,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2713,2713,0.0,17.0,0.0,0.0,0.0,3264.0,137.0,8949.99419206,0.0,0.0,211.972992733,8.48982963737,0.0,0.0,49.247053,16.497914,1459591772.0,2.3587910589619177,0.0,0.0,1.0,4.0,1260,0.0,137.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,8949.99419206,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2714,2714,0.0,17.0,0.0,0.0,0.0,3265.0,137.0,8952.68077601,0.0,0.0,208.754882646,8.33422479748,0.0,0.0,49.247038,16.497943,1459591773.0,2.39515355838591,0.0,0.0,1.0,4.0,1260,0.0,137.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,8952.68077601,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2715,2715,0.0,17.0,0.0,0.0,0.0,3266.0,137.0,8954.80972074,0.0,0.0,213.136817652,8.37093202523,0.0,0.0,49.247028,16.497968,1459591774.0,2.3459109763775166,0.0,0.0,1.0,4.0,1261,0.0,137.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,8954.80972074,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2716,2716,0.0,17.0,0.0,0.0,0.0,3267.0,137.0,8956.87710154,0.0,0.0,212.717760005,8.70645990755,0.0,0.0,49.247018,16.497992,1459591775.0,2.35053246136217,0.0,0.0,1.0,4.0,1261,0.0,137.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,8956.87710154,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2717,2717,0.0,16.0,0.0,0.0,0.0,3268.0,136.0,8959.67896132,0.0,0.0,205.005247771,8.75088807259,0.0,0.0,49.247003,16.498023,1459591776.0,2.4389619555423394,0.0,0.0,1.0,4.0,1261,0.0,136.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,8959.67896132,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2718,2718,0.0,16.0,0.0,0.0,0.0,3269.0,136.0,8962.2935307,0.0,0.0,205.851815884,8.55312542098,0.0,0.0,49.24699,16.498053,1459591777.0,2.428931694640751,0.0,0.0,1.0,4.0,1262,0.0,136.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,8962.2935307,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2719,2719,0.0,16.0,0.0,0.0,0.0,3270.0,136.0,8964.30008712,0.0,0.0,210.690129366,8.85312329647,0.0,0.0,49.24698,16.498076,1459591778.0,2.3731534149443982,0.0,0.0,1.0,4.0,1262,0.0,136.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,8964.30008712,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2720,2720,0.0,17.0,0.0,0.0,0.0,3271.0,137.0,8967.03682722,0.0,0.0,203.762152263,8.77403584393,0.0,0.0,49.246967,16.498108,1459591779.0,2.45384137557911,0.0,0.0,1.0,4.0,1262,0.0,137.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,8967.03682722,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2721,2721,0.0,17.0,0.0,0.0,0.0,3272.0,137.0,8969.71646286,0.0,0.0,203.954478538,8.62224513031,0.0,0.0,49.246955,16.49814,1459591780.0,2.4515274368287137,0.0,0.0,1.0,4.0,1262,0.0,137.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,8969.71646286,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2722,2722,0.0,17.0,0.0,0.0,0.0,3273.0,137.0,8972.02742656,0.0,0.0,207.324983503,8.5890268408,0.0,0.0,49.246944,16.498167,1459591781.0,2.4116726867737337,0.0,0.0,1.0,4.0,1263,0.0,137.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,8972.02742656,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2723,2723,0.0,17.0,0.0,0.0,0.0,3274.0,137.0,8974.2805998,0.0,0.0,207.973803728,8.79404313929,0.0,0.0,49.246932,16.498192,1459591782.0,2.4041489410557135,0.0,0.0,1.0,4.0,1263,0.0,137.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,8974.2805998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2724,2724,0.0,17.0,0.0,0.0,0.0,3275.0,136.0,8977.13830957,0.0,0.0,203.009678045,8.63647102474,0.0,0.0,49.246918,16.498225,1459591783.0,2.4629367664391246,0.0,0.0,1.0,4.0,1263,0.0,136.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,8977.13830957,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2725,2725,0.0,17.0,0.0,0.0,0.0,3276.0,136.0,8979.63318384,0.0,0.0,206.796896413,8.43361202623,0.0,0.0,49.246905,16.498253,1459591784.0,2.417831257009949,0.0,0.0,1.0,4.0,1264,0.0,136.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,8979.63318384,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2726,2726,0.0,17.0,0.0,0.0,0.0,3277.0,136.0,8981.64535589,0.0,0.0,211.979744982,8.61352768362,0.0,0.0,49.246894,16.498275,1459591785.0,2.358715923742888,0.0,0.0,1.0,4.0,1264,0.0,136.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,8981.64535589,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2727,2727,0.0,17.0,0.0,0.0,0.0,3278.0,137.0,8984.20009502,0.0,0.0,207.743975549,8.62226509326,0.0,0.0,49.246882,16.498305,1459591786.0,2.4068086628200027,0.0,0.0,1.0,4.0,1264,0.0,137.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,8984.20009502,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2728,2728,0.0,17.0,0.0,0.0,0.0,3279.0,137.0,8986.81466885,0.0,0.0,207.896780239,8.53005913863,0.0,0.0,49.246869,16.498335,1459591787.0,2.4050396520099806,0.0,0.0,1.0,4.0,1264,0.0,137.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,8986.81466885,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2729,2729,0.0,17.0,0.0,0.0,0.0,3280.0,137.0,8989.25073666,0.0,0.0,210.691562242,8.2976859473,0.0,0.0,49.246856,16.498362,1459591788.0,2.373137275548324,0.0,0.0,1.0,4.0,1265,0.0,137.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,8989.25073666,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2730,2730,0.0,17.0,0.0,0.0,0.0,3281.0,137.0,8991.07998511,0.0,0.0,217.414494496,8.55081795709,0.0,0.0,49.246846,16.498382,1459591789.0,2.29975467440235,0.0,0.0,1.0,4.0,1265,0.0,137.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,8991.07998511,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2731,2731,0.0,16.0,0.0,0.0,0.0,3282.0,138.0,8993.58367761,0.0,0.0,211.697478219,8.58122806962,0.0,0.0,49.246832,16.498409,1459591790.0,2.3618609168445195,0.0,0.0,1.0,4.0,1265,0.0,138.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,8993.58367761,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2732,2732,0.0,16.0,0.0,0.0,0.0,3283.0,138.0,8995.9554133,0.0,0.0,213.226215489,8.43592300001,0.0,0.0,49.24682,16.498436,1459591791.0,2.344927422987509,0.0,0.0,1.0,4.0,1265,0.0,138.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,8995.9554133,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2733,2733,0.0,16.0,0.0,0.0,0.0,3284.0,138.0,8997.86410732,0.0,0.0,217.693032258,8.57521022163,0.0,0.0,49.246813,16.49846,1459591792.0,2.296812143290937,0.0,0.0,1.0,4.0,1266,0.0,138.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,8997.86410732,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2734,2734,0.0,16.0,0.0,0.0,0.0,3285.0,138.0,8999.99305911,0.0,0.0,214.915428874,8.87051723369,0.0,0.0,49.246803,16.498485,1459591793.0,2.326496532238914,0.0,0.0,1.0,4.0,1266,0.0,138.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,8999.99305911,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2735,2735,0.0,16.0,0.0,0.0,0.0,3286.0,137.0,9002.72980627,0.0,0.0,208.386018431,8.84020252651,0.0,0.0,49.24679,16.498517,1459591794.0,2.3993932211222613,0.0,0.0,1.0,4.0,1266,0.0,137.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9002.72980627,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2736,2736,0.0,16.0,0.0,0.0,0.0,3287.0,137.0,9005.2842033,0.0,0.0,209.483042982,8.65652160215,0.0,0.0,49.246777,16.498546,1459591795.0,2.386828035732529,0.0,0.0,1.0,4.0,1267,0.0,137.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9005.2842033,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2737,2737,0.0,16.0,0.0,0.0,0.0,3288.0,137.0,9007.2939358,0.0,0.0,214.173605222,8.89169060833,0.0,0.0,49.246768,16.49857,1459591796.0,2.334554715468925,0.0,0.0,1.0,4.0,1267,0.0,137.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9007.2939358,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2738,2738,0.0,16.0,0.0,0.0,0.0,3289.0,137.0,9009.85488657,0.0,0.0,208.76554469,8.97254266448,0.0,0.0,49.246754,16.498598,1459591797.0,2.3950312334463986,0.0,0.0,1.0,4.0,1267,0.0,137.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9009.85488657,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2739,2739,0.0,16.0,0.0,0.0,0.0,3290.0,137.0,9012.59876291,0.0,0.0,207.011669367,8.72818928983,0.0,0.0,49.246739,16.498628,1459591798.0,2.4153227763869514,0.0,0.0,1.0,4.0,1267,0.0,137.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9012.59876291,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2740,2740,0.0,16.0,0.0,0.0,0.0,3291.0,137.0,9014.72771701,0.0,0.0,212.783359522,8.78598279257,0.0,0.0,49.246729,16.498653,1459591799.0,2.349807809798699,0.0,0.0,1.0,4.0,1268,0.0,137.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9014.72771701,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2741,2741,0.0,16.0,0.0,0.0,0.0,3292.0,137.0,9017.03979614,0.0,0.0,211.348039029,8.97299388205,0.0,0.0,49.246717,16.498679,1459591800.0,2.365765976808485,0.0,0.0,1.0,4.0,1268,0.0,137.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9017.03979614,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2742,2742,0.0,16.0,0.0,0.0,0.0,3293.0,136.0,9019.90032762,0.0,0.0,206.859041754,8.7572276328,0.0,0.0,49.246702,16.498711,1459591801.0,2.417104883404651,0.0,0.0,1.0,4.0,1268,0.0,136.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9019.90032762,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2743,2743,0.0,16.0,0.0,0.0,0.0,3294.0,136.0,9022.33571263,0.0,0.0,211.683347458,8.46915555838,0.0,0.0,49.246691,16.49874,1459591802.0,2.36201858107523,0.0,0.0,1.0,4.0,1268,0.0,136.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9022.33571263,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2744,2744,0.0,16.0,0.0,0.0,0.0,3295.0,136.0,9024.17835378,0.0,0.0,218.46159025,8.60803584795,0.0,0.0,49.246684,16.498763,1459591803.0,2.2887318517997466,0.0,0.0,1.0,4.0,1269,0.0,136.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9024.17835378,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2745,2745,0.0,17.0,0.0,0.0,0.0,3296.0,137.0,9026.49584452,0.0,0.0,214.544122914,8.56085002711,0.0,0.0,49.246674,16.498791,1459591804.0,2.330522939565326,0.0,0.0,1.0,4.0,1269,0.0,137.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9026.49584452,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2746,2746,0.0,17.0,0.0,0.0,0.0,3297.0,137.0,9028.89319581,0.0,0.0,213.955688817,8.47563426102,0.0,0.0,49.246665,16.498821,1459591805.0,2.336932487117268,0.0,0.0,1.0,4.0,1269,0.0,137.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9028.89319581,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2747,2747,0.0,17.0,0.0,0.0,0.0,3298.0,137.0,9031.09449433,0.0,0.0,215.906446233,8.45865105848,0.0,0.0,49.246656,16.498848,1459591806.0,2.3158178401973903,0.0,0.0,1.0,4.0,1270,0.0,137.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9031.09449433,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2748,2748,0.0,17.0,0.0,0.0,0.0,3299.0,137.0,9033.22345104,0.0,0.0,216.396193504,8.67974090677,0.0,0.0,49.246646,16.498873,1459591807.0,2.310576687619774,0.0,0.0,1.0,4.0,1270,0.0,137.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9033.22345104,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2749,2749,0.0,16.0,0.0,0.0,0.0,3300.0,137.0,9035.90309978,0.0,0.0,211.031622566,8.67276522597,0.0,0.0,49.246634,16.498905,1459591808.0,2.3693131575274946,0.0,0.0,1.0,4.0,1270,0.0,137.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9035.90309978,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2750,2750,0.0,16.0,0.0,0.0,0.0,3301.0,137.0,9038.36661709,0.0,0.0,213.146938038,8.37638086881,0.0,0.0,49.246625,16.498936,1459591809.0,2.345799590660128,0.0,0.0,1.0,4.0,1270,0.0,137.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9038.36661709,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2751,2751,0.0,16.0,0.0,0.0,0.0,3302.0,137.0,9039.98971053,0.0,0.0,221.163009118,8.73951952612,0.0,0.0,49.24662,16.498957,1459591810.0,2.260775895544216,0.0,0.0,1.0,4.0,1271,0.0,137.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9039.98971053,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2752,2752,0.0,16.0,0.0,0.0,0.0,3303.0,136.0,9042.43559956,0.0,0.0,212.520074738,8.86608973947,0.0,0.0,49.24661,16.498987,1459591811.0,2.352718916631346,0.0,0.0,1.0,4.0,1271,0.0,136.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9042.43559956,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2753,2753,0.0,16.0,0.0,0.0,0.0,3304.0,136.0,9045.06161696,0.0,0.0,209.865949723,8.79854990057,0.0,0.0,49.246599,16.499019,1459591812.0,2.3824731961518535,0.0,0.0,1.0,4.0,1271,0.0,136.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9045.06161696,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2754,2754,0.0,16.0,0.0,0.0,0.0,3305.0,136.0,9047.41469628,0.0,0.0,211.756783589,8.70597882435,0.0,0.0,49.246591,16.499049,1459591813.0,2.361199445541508,0.0,0.0,1.0,4.0,1271,0.0,136.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9047.41469628,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2755,2755,0.0,16.0,0.0,0.0,0.0,3306.0,136.0,9049.42443447,0.0,0.0,214.237954042,9.02763202806,0.0,0.0,49.246582,16.499073,1459591814.0,2.3338535052569545,0.0,0.0,1.0,4.0,1272,0.0,136.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9049.42443447,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2756,2756,0.0,16.0,0.0,0.0,0.0,3307.0,135.0,9052.1672867,0.0,0.0,206.828424533,8.99167326397,0.0,0.0,49.24657,16.499106,1459591815.0,2.417462692224026,0.0,0.0,1.0,4.0,1272,0.0,135.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9052.1672867,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2757,2757,0.0,16.0,0.0,0.0,0.0,3308.0,135.0,9054.74336171,0.0,0.0,207.803734063,8.82648288303,0.0,0.0,49.24656,16.499138,1459591816.0,2.4061165322872142,0.0,0.0,1.0,4.0,1272,0.0,135.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9054.74336171,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2758,2758,0.0,16.0,0.0,0.0,0.0,3309.0,135.0,9056.85282253,0.0,0.0,211.806478053,8.91081363881,0.0,0.0,49.246553,16.499165,1459591817.0,2.3606454561549612,0.0,0.0,1.0,4.0,1272,0.0,135.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9056.85282253,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2759,2759,0.0,16.0,0.0,0.0,0.0,3310.0,135.0,9059.11903428,0.0,0.0,209.908274071,9.16117137668,0.0,0.0,49.246544,16.499193,1459591818.0,2.3819928119216423,0.0,0.0,1.0,4.0,1273,0.0,135.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9059.11903428,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2760,2760,0.0,16.0,0.0,0.0,0.0,3311.0,135.0,9061.98011826,0.0,0.0,204.261099213,9.04342061881,0.0,0.0,49.246531,16.499227,1459591819.0,2.447847396917259,0.0,0.0,1.0,4.0,1273,0.0,135.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9061.98011826,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2761,2761,0.0,16.0,0.0,0.0,0.0,3312.0,135.0,9064.54211394,0.0,0.0,206.976223188,8.75960863009,0.0,0.0,49.24652,16.499258,1459591820.0,2.415736417925848,0.0,0.0,1.0,4.0,1273,0.0,135.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9064.54211394,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2762,2762,0.0,16.0,0.0,0.0,0.0,3313.0,135.0,9066.38476033,0.0,0.0,213.719927965,9.01751950553,0.0,0.0,49.246513,16.499281,1459591821.0,2.339510427319079,0.0,0.0,1.0,4.0,1274,0.0,135.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9066.38476033,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2763,2763,0.0,16.0,0.0,0.0,0.0,3314.0,135.0,9068.87788927,0.0,0.0,207.65068867,9.02416945763,0.0,0.0,49.246501,16.49931,1459591822.0,2.40788991937611,0.0,0.0,1.0,4.0,1274,0.0,135.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9068.87788927,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
