index, AverageDriveForce (lbs), Cadence (stokes/min), DragFactor, DriveLength (meters), DriveTime (ms), ElapsedTime (sec), HRCur (bpm), Horizontal (meters), PeakDriveForce (lbs), Power (watts), Stroke500mPace (sec/500m), StrokeDistance (meters), StrokeRecoveryTime (ms), lapIdx, latitude, longitude,TimeStamp (sec)
136,0.0,19,0.0,0.0,0.0,14581.0,132,353.752577043,0.0,0.0,162.474849188,10.3862559345,0.0,0.0,42.354846,-71.116961,1445082535.0
137,0.0,18,0.0,0.0,0.0,14582.0,132,357.236650854,0.0,0.0,160.178708655,10.4751042415,0.0,0.0,42.354818,-71.116942,1445082536.0
138,0.0,18,0.0,0.0,0.0,14583.0,131,360.742267358,0.0,0.0,159.29554243,10.5652887787,0.0,0.0,42.354791,-71.11692,1445082537.0
139,0.0,18,0.0,0.0,0.0,14584.0,131,364.537656006,0.0,0.0,157.96681536,10.4427159807,0.0,0.0,42.354761,-71.116898,1445082538.0
140,0.0,18,0.0,0.0,0.0,14585.0,132,367.414194345,0.0,0.0,159.859182465,10.4420403532,0.0,0.0,42.354738,-71.116882,1445082539.0
141,0.0,18,0.0,0.0,0.0,14586.0,133,370.085881715,0.0,0.0,159.907781394,10.5869093554,0.0,0.0,42.354718,-71.116864,1445082540.0
142,0.0,18,0.0,0.0,0.0,14587.0,133,373.372612005,0.0,0.0,157.755741909,10.5917243161,0.0,0.0,42.354692,-71.116845,1445082541.0
143,0.0,17,0.0,0.0,0.0,14588.0,134,376.415341265,0.0,0.0,157.727275365,10.4455942865,0.0,0.0,42.35467,-71.116823,1445082542.0
144,0.0,17,0.0,0.0,0.0,14589.0,134,378.133662579,0.0,0.0,160.234378383,10.6125173395,0.0,0.0,42.354655,-71.116818,1445082543.0
145,0.0,17,0.0,0.0,0.0,14590.0,134,380.297963217,0.0,0.0,157.769039136,10.9589116933,0.0,0.0,42.354637,-71.116808,1445082544.0
146,0.0,17,0.0,0.0,0.0,14591.0,134,383.79871162,0.0,0.0,152.885206982,11.1639164427,0.0,0.0,42.354611,-71.116784,1445082545.0
147,0.0,17,0.0,0.0,0.0,14592.0,135,387.877949705,0.0,0.0,150.003148674,11.2045463636,0.0,0.0,42.354585,-71.116749,1445082546.0
148,0.0,17,0.0,0.0,0.0,14593.0,135,391.750516611,0.0,0.0,149.198858796,11.2255447585,0.0,0.0,42.354557,-71.116721,1445082547.0
149,0.0,17,0.0,0.0,0.0,14594.0,135,395.446540801,0.0,0.0,148.57035039,11.0861893385,0.0,0.0,42.354531,-71.116693,1445082548.0
150,0.0,18,0.0,0.0,0.0,14595.0,135,398.120433911,0.0,0.0,149.879851381,11.1795812779,0.0,0.0,42.354514,-71.11667,1445082549.0
151,0.0,18,0.0,0.0,0.0,14596.0,135,401.231524379,0.0,0.0,147.809548103,11.3815647229,0.0,0.0,42.354493,-71.116645,1445082550.0
152,0.0,18,0.0,0.0,0.0,14597.0,135,405.255538224,0.0,0.0,144.724744997,11.3581745229,0.0,0.0,42.354465,-71.116614,1445082551.0
153,0.0,19,0.0,0.0,0.0,14598.0,136,408.900946767,0.0,0.0,144.519965508,11.3001964159,0.0,0.0,42.354439,-71.116587,1445082552.0
154,0.0,19,0.0,0.0,0.0,14599.0,136,412.17210879,0.0,0.0,144.384688738,11.4103465183,0.0,0.0,42.354415,-71.116564,1445082553.0
155,0.0,19,0.0,0.0,0.0,14600.0,136,415.919873352,0.0,0.0,142.504867589,11.6107728593,0.0,0.0,42.354389,-71.116535,1445082554.0
156,0.0,19,0.0,0.0,0.0,14601.0,136,420.772890568,0.0,0.0,139.59182297,11.5454206213,0.0,0.0,42.354355,-71.116498,1445082555.0
157,0.0,19,0.0,0.0,0.0,14602.0,137,425.211369323,0.0,0.0,140.056925041,11.3238584889,0.0,0.0,42.354324,-71.116464,1445082556.0
158,0.0,19,0.0,0.0,0.0,14603.0,137,428.361235903,0.0,0.0,142.541395974,11.1980716579,0.0,0.0,42.354299,-71.116446,1445082557.0
159,0.0,19,0.0,0.0,0.0,14604.0,138,430.767602039,0.0,0.0,143.881811241,11.3016183228,0.0,0.0,42.35428,-71.116432,1445082558.0
160,0.0,19,0.0,0.0,0.0,14605.0,138,433.715600661,0.0,0.0,142.275578861,11.5742470996,0.0,0.0,42.354258,-71.116412,1445082559.0
161,0.0,19,0.0,0.0,0.0,14606.0,138,438.196817708,0.0,0.0,138.641092263,11.4781593835,0.0,0.0,42.354223,-71.116385,1445082560.0
162,0.0,19,0.0,0.0,0.0,14607.0,139,441.93108624,0.0,0.0,139.617496604,11.5140443077,0.0,0.0,42.354196,-71.116358,1445082561.0
163,0.0,19,0.0,0.0,0.0,14608.0,139,445.816975478,0.0,0.0,138.995207118,11.3960379215,0.0,0.0,42.354169,-71.116328,1445082562.0
164,0.0,19,0.0,0.0,0.0,14609.0,140,448.881587267,0.0,0.0,140.289544175,11.4837376993,0.0,0.0,42.35415,-71.116301,1445082563.0
165,0.0,19,0.0,0.0,0.0,14610.0,140,452.378313124,0.0,0.0,139.060361236,11.5565761892,0.0,0.0,42.354127,-71.116272,1445082564.0
