index,Stroke #,TimeStamp (sec), Horizontal (meters), Stroke500mPace (sec/500m), Power (watts), Cadence (stokes/min), DragFactor, DriveLength (meters), HRCur (bpm),Work (J), PeakDriveForce (lbs), AverageDriveForce (lbs), DriveTime (ms), StrokeRecoveryTime (ms), StrokeDistance (meters), ElapsedTime (sec), AverageBoatSpeed (m/s), AverageDriveForce (N), PeakDriveForce (N), lapIdx, Calories (kCal), WorkoutState,driveenergy,hr_ut2,hr_ut1,hr_at,hr_tr,hr_an,hr_max,lim_ut2,lim_ut1,lim_at,lim_tr,lim_an,lim_max,cum_dist,pw_ut2,pw_ut1,pw_at,pw_tr,pw_an,pw_max,limpw_ut2,limpw_ut1,limpw_at,limpw_tr,limpw_an
197,198,1619444853.7,2294.8,122.8,189.1,21.0,106.0,1.45,159.0,559.4,160.1989110250842,101.90593091169052,720.0,1910.0,11.9,601.7,4.071661237785016,453.3,712.6,0,1.0,4.0,540.2857142857143,0.0,0.0,159.0,0.0,0.0,0.0,142,146,160,167,180,192,2294.8,0.0,0.0,189.1,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
198,199,1619444856.5,2306.4,121.6,194.8,21.0,106.0,1.42,160.0,557.3,150.10498581455056,98.39891012584809,700.0,1900.0,11.7,604.5,4.111842105263158,437.7,667.7,0,1.0,4.0,556.5714285714286,0.0,0.0,160.0,160.0,0.0,0.0,142,146,160,167,180,192,2306.4,0.0,0.0,194.8,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
199,200,1619444859.4,2318.1,122.2,191.7,21.0,107.0,1.45,161.0,551.1,147.40727751774867,94.10505775343846,730.0,1920.0,11.7,607.4,4.091653027823241,418.6,655.6999999999999,0,1.0,4.0,547.7142857142857,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,2318.1,0.0,0.0,191.7,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
200,201,1619444862.2,2329.8,123.0,188.0,21.0,107.0,1.45,161.0,543.9,157.41127911838893,101.70360278943038,720.0,1970.0,11.7,610.2,4.065040650406504,452.4,700.2,0,1.0,4.0,537.1428571428571,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,2329.8,0.0,0.0,188.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
201,202,1619444865.1,2341.7,122.0,192.9,21.0,106.0,1.45,162.0,567.2,148.59876534883617,95.90352995130637,720.0,2020.0,11.9,613.1,4.098360655737705,426.6,661.0,0,1.0,4.0,551.1428571428571,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,2341.7,0.0,0.0,192.9,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
202,203,1619444868.1,2353.7,123.4,186.3,20.0,106.0,1.45,162.0,556.8,152.69028959898566,101.3888701548035,730.0,1980.0,12.0,616.1,4.051863857374392,451.0,679.2,0,1.0,4.0,558.9,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,2353.7,0.0,0.0,186.3,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
203,204,1619444871.0,2365.7,122.4,191.0,21.0,106.0,1.45,161.0,562.9,157.00662287386865,101.3888701548035,720.0,1970.0,11.9,619.0,4.084967320261438,451.0,698.4,0,1.0,4.0,545.7142857142857,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,2365.7,0.0,0.0,191.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
204,205,1619444873.9,2377.6,121.8,193.6,21.0,107.0,1.42,161.0,564.9,155.41047879826087,101.00669481275656,700.0,2000.0,11.9,621.9,4.105090311986864,449.3,691.3,0,1.0,4.0,553.1428571428571,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,2377.6,0.0,0.0,193.6,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
205,206,1619444876.8,2389.7,122.6,190.1,20.0,106.0,1.45,161.0,564.4,148.50884173894278,97.09501778239385,730.0,1940.0,12.0,624.8,4.078303425774878,431.9,660.6,0,1.0,4.0,570.3,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,2389.7,0.0,0.0,190.1,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
206,207,1619444879.7,2401.3,122.7,189.6,21.0,106.0,1.42,161.0,547.5,150.6894892788576,99.99505420145586,710.0,1970.0,11.7,627.7,4.074979625101874,444.79999999999995,670.3,0,1.0,4.0,541.7142857142857,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,2401.3,0.0,0.0,189.6,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
207,208,1619444882.6,2413.1,122.6,190.0,21.0,106.0,1.42,160.0,554.5,155.29807428589413,101.70360278943038,700.0,1900.0,11.8,630.6,4.078303425774878,452.4,690.8,0,1.0,4.0,542.8571428571429,0.0,0.0,160.0,160.0,0.0,0.0,142,146,160,167,180,192,2413.1,0.0,0.0,190.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
208,209,1619444885.4,2424.7,122.0,192.7,21.0,106.0,1.45,159.0,552.6,159.59192665830378,98.60123824810823,720.0,1940.0,11.7,633.4,4.098360655737705,438.6,709.9000000000001,0,1.0,4.0,550.5714285714286,0.0,0.0,159.0,0.0,0.0,0.0,142,146,160,167,180,192,2424.7,0.0,0.0,192.7,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
209,210,1619444888.3,2436.6,122.0,192.7,21.0,107.0,1.45,158.0,559.4,151.40887815800477,99.29814622478204,720.0,1920.0,11.8,636.3,4.098360655737705,441.7,673.5,0,1.0,4.0,550.5714285714286,0.0,0.0,158.0,0.0,0.0,0.0,142,146,160,167,180,192,2436.6,0.0,0.0,192.7,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
210,211,1619444891.1,2448.3,121.9,193.5,21.0,107.0,1.45,158.0,557.9,145.20414907536048,97.00509417250046,720.0,1970.0,11.7,639.1,4.1017227235438884,431.5,645.9,0,1.0,4.0,552.8571428571429,0.0,0.0,158.0,0.0,0.0,0.0,142,146,160,167,180,192,2448.3,0.0,0.0,193.5,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
211,212,1619444894.0,2460.2,122.7,189.3,21.0,107.0,1.42,159.0,553.4,157.70353085054245,98.80356637036837,710.0,1980.0,11.8,642.0,4.074979625101874,439.5,701.5,0,1.0,4.0,540.8571428571429,0.0,0.0,159.0,0.0,0.0,0.0,142,146,160,167,180,192,2460.2,0.0,0.0,189.3,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
212,213,1619444896.9,2472.0,123.2,187.2,21.0,106.0,1.45,161.0,552.2,158.6027669494764,101.00669481275656,730.0,2000.0,11.9,644.9,4.058441558441558,449.3,705.4999999999999,0,1.0,4.0,534.8571428571429,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,2472.0,0.0,0.0,187.2,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
213,214,1619444899.9,2484.1,122.1,192.2,21.0,106.0,1.45,165.0,569.1,156.39963850708824,101.2090229350167,720.0,1980.0,12.0,647.9,4.095004095004096,450.2,695.7,0,1.0,4.0,549.1428571428571,0.0,0.0,0.0,165.0,0.0,0.0,142,146,160,167,180,192,2484.1,0.0,0.0,192.2,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
214,215,1619444902.7,2495.9,122.2,191.6,21.0,107.0,1.42,168.0,560.8,150.19490942444395,99.29814622478204,710.0,1970.0,11.9,650.7,4.091653027823241,441.7,668.1,0,1.0,4.0,547.4285714285714,0.0,0.0,0.0,0.0,168.0,0.0,142,146,160,167,180,192,2495.9,0.0,0.0,191.6,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
215,216,1619444905.6,2507.7,122.7,189.3,21.0,106.0,1.45,169.0,556.3,161.2105516363849,99.70280246930233,720.0,2000.0,11.9,653.6,4.074979625101874,443.5,717.1,0,1.0,4.0,540.8571428571429,0.0,0.0,0.0,0.0,169.0,0.0,142,146,160,167,180,192,2507.7,0.0,0.0,189.3,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
216,217,1619444908.6,2519.8,122.5,190.3,20.0,106.0,1.45,167.0,565.3,156.89421836150188,99.70280246930233,720.0,1960.0,12.0,656.6,4.081632653061225,443.5,697.9,0,1.0,4.0,570.9,0.0,0.0,0.0,167.0,167.0,0.0,142,146,160,167,180,192,2519.8,0.0,0.0,190.3,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
217,218,1619444911.5,2531.7,122.4,190.8,21.0,106.0,1.45,164.0,559.2,156.8042947516085,99.90513059156247,720.0,1980.0,11.9,659.5,4.084967320261438,444.40000000000003,697.5,0,1.0,4.0,545.1428571428571,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,2531.7,0.0,0.0,190.8,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
218,219,1619444914.4,2543.5,122.4,190.8,21.0,106.0,1.42,164.0,559.2,153.20735035587268,100.10745871382261,710.0,1980.0,11.9,662.4,4.084967320261438,445.3,681.5,0,1.0,4.0,545.1428571428571,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,2543.5,0.0,0.0,190.8,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
219,220,1619444917.3,2555.4,122.5,190.4,21.0,106.0,1.42,165.0,558.5,154.89341804137385,101.90593091169052,710.0,1960.0,11.9,665.3,4.081632653061225,453.3,689.0,0,1.0,4.0,544.0,0.0,0.0,0.0,165.0,0.0,0.0,142,146,160,167,180,192,2555.4,0.0,0.0,190.4,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
220,221,1619444920.2,2567.3,122.3,191.1,21.0,107.0,1.45,166.0,559.7,147.40727751774867,95.70120182904623,730.0,1940.0,11.9,668.2,4.088307440719542,425.7,655.6999999999999,0,1.0,4.0,546.0,0.0,0.0,0.0,166.0,0.0,0.0,142,146,160,167,180,192,2567.3,0.0,0.0,191.1,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
221,222,1619444923.0,2579.0,123.0,188.2,21.0,107.0,1.45,166.0,547.3,150.6894892788576,97.297345904654,730.0,1950.0,11.7,671.0,4.065040650406504,432.8,670.3,0,1.0,4.0,537.7142857142857,0.0,0.0,0.0,166.0,0.0,0.0,142,146,160,167,180,192,2579.0,0.0,0.0,188.2,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
222,223,1619444925.9,2590.8,122.9,188.7,21.0,106.0,1.45,165.0,552.1,154.60116630922033,98.19658200358795,730.0,1930.0,11.8,673.9,4.068348250610252,436.8,687.7,0,1.0,4.0,539.1428571428571,0.0,0.0,0.0,165.0,0.0,0.0,142,146,160,167,180,192,2590.8,0.0,0.0,188.7,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
223,224,1619444928.8,2602.6,122.4,191.0,21.0,106.0,1.45,164.0,552.8,152.69028959898566,97.58959763680754,720.0,1910.0,11.7,676.8,4.084967320261438,434.1,679.2,0,1.0,4.0,545.7142857142857,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,2602.6,0.0,0.0,191.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
224,225,1619444931.6,2614.3,122.2,191.9,21.0,106.0,1.45,165.0,551.2,156.8042947516085,101.3888701548035,720.0,1970.0,11.7,679.6,4.091653027823241,451.0,697.5,0,1.0,4.0,548.2857142857143,0.0,0.0,0.0,165.0,0.0,0.0,142,146,160,167,180,192,2614.3,0.0,0.0,191.9,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
225,226,1619444934.5,2626.1,121.7,194.1,21.0,106.0,1.45,166.0,568.9,157.50120272828232,98.51131463821483,720.0,1920.0,11.9,682.5,4.108463434675431,438.2,700.6,0,1.0,4.0,554.5714285714286,0.0,0.0,0.0,166.0,0.0,0.0,142,146,160,167,180,192,2626.1,0.0,0.0,194.1,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
226,227,1619444937.3,2637.8,121.9,193.3,21.0,106.0,1.42,166.0,553.9,150.89181740111775,98.69116185800162,700.0,1970.0,11.7,685.3,4.1017227235438884,439.0,671.2,0,1.0,4.0,552.2857142857143,0.0,0.0,0.0,166.0,0.0,0.0,142,146,160,167,180,192,2637.8,0.0,0.0,193.3,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
227,228,1619444940.2,2649.6,122.8,189.2,21.0,106.0,1.42,165.0,552.7,151.6112062802649,99.59039795693558,710.0,1970.0,11.8,688.2,4.071661237785016,443.0,674.4,0,1.0,4.0,540.5714285714286,0.0,0.0,0.0,165.0,0.0,0.0,142,146,160,167,180,192,2649.6,0.0,0.0,189.2,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
228,229,1619444943.1,2661.5,122.8,189.1,21.0,106.0,1.45,165.0,555.8,150.10498581455056,97.70200214917428,730.0,1930.0,11.9,691.1,4.071661237785016,434.6,667.7,0,1.0,4.0,540.2857142857143,0.0,0.0,0.0,165.0,0.0,0.0,142,146,160,167,180,192,2661.5,0.0,0.0,189.1,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
229,230,1619444946.0,2673.2,122.6,189.9,21.0,107.0,1.42,164.0,547.6,154.3089145770668,98.60123824810823,710.0,1950.0,11.7,694.0,4.078303425774878,438.6,686.4,0,1.0,4.0,542.5714285714286,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,2673.2,0.0,0.0,189.9,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
230,231,1619444948.9,2684.9,123.1,187.8,21.0,106.0,1.42,163.0,546.4,155.29807428589413,99.50047434704219,710.0,1990.0,11.7,696.9,4.061738424045491,442.6,690.8,0,1.0,4.0,536.5714285714286,0.0,0.0,0.0,163.0,0.0,0.0,142,146,160,167,180,192,2684.9,0.0,0.0,187.8,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
231,232,1619444951.8,2696.8,122.5,190.1,21.0,106.0,1.45,163.0,562.0,148.39643722657604,100.197382323716,720.0,1940.0,12.0,699.8,4.081632653061225,445.7,660.1000000000001,0,1.0,4.0,543.1428571428571,0.0,0.0,0.0,163.0,0.0,0.0,142,146,160,167,180,192,2696.8,0.0,0.0,190.1,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
232,233,1619444954.6,2708.6,122.5,190.4,21.0,106.0,1.42,163.0,552.0,149.2057497156166,96.80276605024032,710.0,1920.0,11.7,702.6,4.081632653061225,430.6,663.7000000000002,0,1.0,4.0,544.0,0.0,0.0,0.0,163.0,0.0,0.0,142,146,160,167,180,192,2708.6,0.0,0.0,190.4,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
233,234,1619444957.5,2720.2,123.0,188.3,21.0,107.0,1.45,164.0,544.5,156.89421836150188,99.41055073714878,730.0,1960.0,11.7,705.5,4.065040650406504,442.2,697.9,0,1.0,4.0,538.0,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,2720.2,0.0,0.0,188.3,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
234,235,1619444960.4,2732.1,122.4,190.9,21.0,107.0,1.42,164.0,556.3,150.10498581455056,97.00509417250046,710.0,1940.0,11.8,708.4,4.084967320261438,431.5,667.7,0,1.0,4.0,545.4285714285714,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,2732.1,0.0,0.0,190.9,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
235,236,1619444963.3,2743.9,123.0,188.2,21.0,107.0,1.45,163.0,547.9,147.09254488312178,98.19658200358795,720.0,1910.0,11.7,711.3,4.065040650406504,436.8,654.3,0,1.0,4.0,537.7142857142857,0.0,0.0,0.0,163.0,0.0,0.0,142,146,160,167,180,192,2743.9,0.0,0.0,188.2,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
236,237,1619444966.1,2755.5,122.5,190.3,21.0,106.0,1.45,161.0,548.6,155.20815067600074,100.10745871382261,720.0,1990.0,11.7,714.1,4.081632653061225,445.3,690.4,0,1.0,4.0,543.7142857142857,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,2755.5,0.0,0.0,190.3,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
237,238,1619444969.0,2767.6,122.0,193.0,21.0,106.0,1.45,159.0,570.6,152.60036598909227,101.29894654491011,720.0,1970.0,12.0,717.0,4.098360655737705,450.6000000000001,678.8000000000001,0,1.0,4.0,551.4285714285714,0.0,0.0,159.0,0.0,0.0,0.0,142,146,160,167,180,192,2767.6,0.0,0.0,193.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
238,239,1619444971.9,2779.4,121.6,194.8,21.0,106.0,1.45,157.0,570.4,155.59032601804768,101.59119827706363,720.0,1920.0,11.9,719.9,4.111842105263158,451.9,692.1,0,1.0,4.0,556.5714285714286,0.0,0.0,157.0,0.0,0.0,0.0,142,146,160,167,180,192,2779.4,0.0,0.0,194.8,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
239,240,1619444974.8,2791.4,121.2,196.5,21.0,107.0,1.48,156.0,570.2,155.7027305304144,96.30818619582664,740.0,1940.0,11.9,722.8,4.125412541254125,428.4,692.6,0,1.0,4.0,561.4285714285714,0.0,0.0,156.0,0.0,0.0,0.0,142,146,160,167,180,192,2791.4,0.0,0.0,196.5,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
240,241,1619444977.7,2803.1,122.0,192.7,21.0,107.0,1.45,155.0,559.9,151.0941455233779,99.0958181025219,720.0,1940.0,11.8,725.7,4.098360655737705,440.8,672.1,0,1.0,4.0,550.5714285714286,0.0,0.0,155.0,0.0,0.0,0.0,142,146,160,167,180,192,2803.1,0.0,0.0,192.7,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
241,242,1619444980.5,2814.8,122.0,192.9,21.0,106.0,1.39,154.0,553.8,157.70353085054245,101.2090229350167,690.0,1940.0,11.7,728.5,4.098360655737705,450.2,701.5,0,1.0,4.0,551.1428571428571,0.0,0.0,154.0,0.0,0.0,0.0,142,146,160,167,180,192,2814.8,0.0,0.0,192.9,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
242,243,1619444983.4,2826.5,122.5,190.5,21.0,106.0,1.42,153.0,552.4,154.19651006470002,97.70200214917428,710.0,1930.0,11.7,731.4,4.081632653061225,434.6,685.9,0,1.0,4.0,544.2857142857143,0.0,0.0,153.0,0.0,0.0,0.0,142,146,160,167,180,192,2826.5,0.0,0.0,190.5,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
243,244,1619444986.2,2838.2,122.6,189.9,21.0,106.0,1.42,153.0,547.6,152.8926177212458,100.60203856823628,710.0,1940.0,11.7,734.2,4.078303425774878,447.5,680.1,0,1.0,4.0,542.5714285714286,0.0,0.0,153.0,0.0,0.0,0.0,142,146,160,167,180,192,2838.2,0.0,0.0,189.9,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
244,245,1619444989.1,2850.0,122.1,192.4,21.0,106.0,1.42,153.0,555.6,155.90505865267454,103.09741874277802,700.0,2000.0,11.7,737.1,4.095004095004096,458.6,693.5,0,1.0,4.0,549.7142857142857,0.0,0.0,153.0,0.0,0.0,0.0,142,146,160,167,180,192,2850.0,0.0,0.0,192.4,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
245,246,1619444992.0,2862.1,121.7,194.0,20.0,106.0,1.45,154.0,575.8,157.20895099612878,101.59119827706363,720.0,1970.0,12.1,740.0,4.108463434675431,451.9,699.3,0,1.0,4.0,582.0,0.0,0.0,154.0,0.0,0.0,0.0,142,146,160,167,180,192,2862.1,0.0,0.0,194.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
246,247,1619444994.9,2874.0,121.9,193.4,21.0,106.0,1.45,155.0,567.3,152.3980378668321,97.20742229476059,720.0,1970.0,11.9,742.9,4.1017227235438884,432.4,677.9,0,1.0,4.0,552.5714285714286,0.0,0.0,155.0,0.0,0.0,0.0,142,146,160,167,180,192,2874.0,0.0,0.0,193.4,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
247,248,1619444997.8,2885.8,122.8,189.2,21.0,106.0,1.45,156.0,555.9,153.09494584350594,97.40975041702075,730.0,1990.0,11.9,745.8,4.071661237785016,433.3,681.0,0,1.0,4.0,540.5714285714286,0.0,0.0,156.0,0.0,0.0,0.0,142,146,160,167,180,192,2885.8,0.0,0.0,189.2,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
248,249,1619445000.7,2897.8,123.1,187.7,20.0,106.0,1.45,156.0,556.7,154.69108991911372,100.89429030038983,720.0,1960.0,11.9,748.7,4.061738424045491,448.80000000000007,688.1,0,1.0,4.0,563.1,0.0,0.0,156.0,0.0,0.0,0.0,142,146,160,167,180,192,2897.8,0.0,0.0,187.7,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
249,250,1619445003.6,2909.7,122.2,191.8,21.0,106.0,1.48,156.0,564.4,160.8058953918646,99.70280246930233,740.0,1970.0,11.9,751.6,4.091653027823241,443.5,715.3,0,1.0,4.0,548.0,0.0,0.0,156.0,0.0,0.0,0.0,142,146,160,167,180,192,2909.7,0.0,0.0,191.8,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
250,251,1619445006.5,2921.7,121.8,193.6,21.0,106.0,1.45,156.0,567.9,160.1989110250842,100.60203856823628,720.0,2009.9999999999998,11.9,754.5,4.105090311986864,447.5,712.6,0,1.0,4.0,553.1428571428571,0.0,0.0,156.0,0.0,0.0,0.0,142,146,160,167,180,192,2921.7,0.0,0.0,193.6,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
251,252,1619445009.5,2933.8,122.0,192.9,20.0,106.0,1.45,157.0,573.6,154.69108991911372,100.48963405586954,720.0,1990.0,12.1,757.5,4.098360655737705,447.00000000000006,688.1,0,1.0,4.0,578.7,0.0,0.0,157.0,0.0,0.0,0.0,142,146,160,167,180,192,2933.8,0.0,0.0,192.9,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
252,253,1619445012.4,2945.8,122.0,192.5,21.0,106.0,1.45,158.0,569.5,158.19811070495615,101.50127466717024,720.0,1990.0,12.0,760.4,4.098360655737705,451.5,703.7,0,1.0,4.0,550.0,0.0,0.0,158.0,0.0,0.0,0.0,142,146,160,167,180,192,2945.8,0.0,0.0,192.5,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
253,254,1619445015.3,2957.8,121.8,193.9,21.0,106.0,1.45,158.0,571.6,163.00902383425282,103.79432671945182,720.0,1960.0,12.0,763.3,4.105090311986864,461.7,725.1,0,1.0,4.0,554.0,0.0,0.0,158.0,0.0,0.0,0.0,142,146,160,167,180,192,2957.8,0.0,0.0,193.9,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
254,255,1619445018.2,2969.8,121.2,196.8,21.0,107.0,1.45,157.0,574.5,149.49800144777012,96.51051431808679,720.0,1940.0,11.9,766.2,4.125412541254125,429.3,665.0,0,1.0,4.0,562.2857142857143,0.0,0.0,157.0,0.0,0.0,0.0,142,146,160,167,180,192,2969.8,0.0,0.0,196.8,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
255,256,1619445021.1,2981.6,122.3,191.4,21.0,106.0,1.48,156.0,560.9,151.99338162231186,96.1957816834599,740.0,2009.9999999999998,11.9,769.1,4.088307440719542,427.9,676.1,0,1.0,4.0,546.8571428571429,0.0,0.0,156.0,0.0,0.0,0.0,142,146,160,167,180,192,2981.6,0.0,0.0,191.4,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
256,257,1619445024.0,2993.7,123.1,187.5,20.0,106.0,1.45,155.0,559.6,151.0941455233779,97.09501778239385,730.0,1980.0,12.0,772.0,4.061738424045491,431.9,672.1,0,1.0,4.0,562.5,0.0,0.0,155.0,0.0,0.0,0.0,142,146,160,167,180,192,2993.7,0.0,0.0,187.5,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
257,258,1619445026.9,3005.5,123.2,187.2,21.0,106.0,1.45,155.0,552.1,162.49196307736577,102.80516701062447,730.0,2050.0,11.9,774.9,4.058441558441558,457.3,722.8,0,1.0,4.0,534.8571428571429,0.0,0.0,155.0,0.0,0.0,0.0,142,146,160,167,180,192,3005.5,0.0,0.0,187.2,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
258,259,1619445029.9,3017.8,122.2,191.9,20.0,107.0,1.45,155.0,578.5,159.59192665830378,103.29974686503814,720.0,2029.9999999999998,12.2,777.9,4.091653027823241,459.5,709.9000000000001,0,1.0,4.0,575.7,0.0,0.0,155.0,0.0,0.0,0.0,142,146,160,167,180,192,3017.8,0.0,0.0,191.9,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
259,260,1619445032.9,3030.1,121.8,193.8,20.0,106.0,1.48,155.0,582.3,165.9090602533148,105.3904707950596,730.0,2000.0,12.2,780.9,4.105090311986864,468.8,738.0,0,1.0,4.0,581.4,0.0,0.0,155.0,0.0,0.0,0.0,142,146,160,167,180,192,3030.1,0.0,0.0,193.8,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
260,261,1619445035.8,3042.2,120.4,200.4,21.0,107.0,1.42,155.0,588.9,159.0074231939967,101.50127466717024,700.0,1970.0,12.1,783.8,4.152823920265781,451.5,707.3,0,1.0,4.0,572.5714285714286,0.0,0.0,155.0,0.0,0.0,0.0,142,146,160,167,180,192,3042.2,0.0,0.0,200.4,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
261,262,1619445038.7,3054.1,121.5,195.1,21.0,106.0,1.45,155.0,571.3,152.80269411135242,100.69196217812967,720.0,1950.0,11.9,786.7,4.11522633744856,447.9,679.7,0,1.0,4.0,557.4285714285714,0.0,0.0,155.0,0.0,0.0,0.0,142,146,160,167,180,192,3054.1,0.0,0.0,195.1,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
262,263,1619445041.6,3066.0,121.6,194.8,21.0,106.0,1.45,156.0,567.4,154.89341804137385,99.70280246930233,720.0,2009.9999999999998,11.9,789.6,4.111842105263158,443.5,689.0,0,1.0,4.0,556.5714285714286,0.0,0.0,156.0,0.0,0.0,0.0,142,146,160,167,180,192,3066.0,0.0,0.0,194.8,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
263,264,1619445044.5,3078.0,122.3,191.5,20.0,106.0,1.42,157.0,567.4,158.40043882721628,99.90513059156247,710.0,2020.0,12.0,792.5,4.088307440719542,444.40000000000003,704.6,0,1.0,4.0,574.5,0.0,0.0,157.0,0.0,0.0,0.0,142,146,160,167,180,192,3078.0,0.0,0.0,191.5,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
264,265,1619445047.5,3090.1,123.0,188.0,20.0,106.0,1.48,159.0,566.9,158.19811070495615,99.29814622478204,740.0,2040.0,12.2,795.5,4.065040650406504,441.7,703.7,0,1.0,4.0,564.0,0.0,0.0,159.0,0.0,0.0,0.0,142,146,160,167,180,192,3090.1,0.0,0.0,188.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
