index,Stroke, ElapsedTime (sec), Horizontal (meters), Cadence (stokes/min),Speed,Ratio, StrokeDistance (meters), HRCur (bpm), Stroke500mPace (sec/500m),TimeStamp (sec), Power (watts), DriveLength (meters), DriveTime (ms), DragFactor, StrokeRecoveryTime (ms), AverageDriveForce (lbs), AverageBoatSpeed (m/s), PeakDriveForce (lbs), AverageDriveForce (N), PeakDriveForce (N), lapIdx, Calories (kCal), WorkoutState, Stroke Number,driveenergy,hr_ut2,hr_ut1,hr_at,hr_tr,hr_an,hr_max,lim_ut2,lim_ut1,lim_at,lim_tr,lim_an,lim_max,cum_dist,pw_ut2,pw_ut1,pw_at,pw_tr,pw_an,pw_max,limpw_ut2,limpw_ut1,limpw_at,limpw_tr,limpw_an
134,135,260.92,928.34,30.93,0.0,52.13,6.75,0.0,143.49112426035504,1712903063.2926376,0.0,0.0,0.0,0.0,0.0,0.0,3.484536082474227,0.0,0.0,0.0,0,1.0,4.0,133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,928.34,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
135,136,262.88,934.65,30.61,0.0,54.45,6.31,0.0,155.30903328050687,1712903065.2126377,0.0,0.0,0.0,0.0,0.0,0.0,3.2193877551020464,0.0,0.0,0.0,0,1.0,4.0,133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,934.65,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
136,137,264.84,941.27,30.61,0.0,57.34,6.62,0.0,148.0362537764334,1712903067.1326377,0.0,0.0,0.0,0.0,0.0,0.0,3.377551020408201,0.0,0.0,0.0,0,1.0,4.0,134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,941.27,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
137,138,266.79,947.82,30.77,0.0,56.1,6.19,0.0,148.854961832063,1712903069.0326378,0.0,0.0,0.0,0.0,0.0,0.0,3.3589743589743155,0.0,0.0,0.0,0,1.0,4.0,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,947.82,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
138,139,268.69,953.37,31.58,0.0,50.0,5.91,0.0,171.17117117117053,1712903070.8326375,0.0,0.0,0.0,0.0,0.0,0.0,2.9210526315789584,0.0,0.0,0.0,0,1.0,4.0,136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,953.37,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
139,140,270.67,960.02,30.3,0.0,55.9,6.66,0.0,148.87218045112968,1712903072.7926376,0.0,0.0,0.0,0.0,0.0,0.0,3.358585858585817,0.0,0.0,0.0,0,1.0,4.0,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,960.02,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
140,141,272.51,966.71,32.61,0.0,50.0,6.75,0.0,137.5186846038834,1712903074.472638,0.0,0.0,0.0,0.0,0.0,0.0,3.6358695652174706,0.0,0.0,0.0,0,1.0,4.0,138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,966.71,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
141,142,274.41,973.23,31.58,0.0,55.9,6.46,0.0,145.70552147239565,1712903076.2726376,0.0,0.0,0.0,0.0,0.0,0.0,3.43157894736835,0.0,0.0,0.0,0,1.0,4.0,139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,973.23,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
142,143,276.37,979.64,30.61,0.0,54.26,6.41,0.0,152.88611544461693,1712903078.1926377,0.0,0.0,0.0,0.0,0.0,0.0,3.270408163265324,0.0,0.0,0.0,0,1.0,4.0,140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,979.64,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
143,144,278.25,986.05,31.91,0.0,58.85,5.62,0.0,146.64586583463375,1712903080.952638,0.0,0.0,0.0,0.0,0.0,0.0,3.409574468085098,0.0,0.0,0.0,0,1.0,4.0,142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,986.05,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
144,145,280.23,992.66,30.3,0.0,55.9,6.74,0.0,149.77307110438835,1712903082.912638,0.0,0.0,0.0,0.0,0.0,0.0,3.3383838383838147,0.0,0.0,0.0,0,1.0,4.0,143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,992.66,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
145,146,282.1,998.85,32.09,0.0,58.83,6.84,0.0,151.0500807754433,1712903084.6526377,0.0,0.0,0.0,0.0,0.0,0.0,3.310160427807508,0.0,0.0,0.0,0,1.0,4.0,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,998.85,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
146,147,284.06,1005.56,30.61,0.0,52.98,6.71,0.0,146.05067064083474,1712903086.5726378,0.0,0.0,0.0,0.0,0.0,0.0,3.423469387755098,0.0,0.0,0.0,0,1.0,4.0,145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,1005.56,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
