index, AverageDriveForce (lbs), Cadence (stokes/min), DriveLength (meters), DriveTime (ms), HRCur (bpm), Horizontal (meters), PeakDriveForce (lbs), Power (watts), Stroke500mPace (sec/500m), StrokeDistance (meters), StrokeRecoveryTime (ms), lapIdx,TimeStamp (sec)
272,0.0,22,2,533,167,2387,0.0,161,129.5,10,2171,0,1459446057.0
273,0.0,22,3,672,166,2397,0.0,163,129.0,11,1953,0,1459446059.0
274,0.0,22,2,680,166,2408,0.0,162,129.0,11,2172,0,1459446062.0
275,0.0,21,3,750,167,2419,0.0,162,129.0,11,2180,0,1459446065.0
276,0.0,21,3,671,167,2430,0.0,161,129.5,11,2101,0,1459446068.0
277,0.0,22,2,672,167,2441,0.0,159,130.0,10,2023,0,1459446071.0
278,0.0,22,3,750,167,2451,0.0,157,130.5,11,2032,0,1459446073.0
279,0.0,22,2,670,167,2462,0.0,157,130.5,10,2103,0,1459446076.0
280,0.0,22,3,672,167,2472,0.0,163,129.0,11,2032,0,1459446079.0
281,0.0,22,3,669,167,2483,0.0,163,129.0,10,2104,0,1459446082.0
282,0.0,21,3,669,166,2493,0.0,160,129.5,12,2402,0,1459446084.0
283,0.0,20,3,678,166,2505,0.0,154,131.5,12,2397,0,1459446087.0
284,0.0,20,3,675,166,2517,0.0,150,132.5,11,2247,0,1459446090.0
285,0.0,20,2,680,166,2528,0.0,147,133.5,11,2251,0,1459446093.0
286,0.0,21,2,672,166,2539,0.0,149,133.0,11,2406,0,1459446096.0
287,0.0,20,3,672,166,2550,0.0,152,132.0,11,2250,0,1459446099.0
288,0.0,20,3,671,166,2561,0.0,151,132.5,12,2258,0,1459446102.0
289,0.0,20,2,673,166,2573,0.0,153,131.5,11,2398,0,1459446105.0
290,0.0,20,3,679,166,2584,0.0,151,132.5,11,2242,0,1459446108.0
291,0.0,20,4,828,166,2595,0.0,152,132.0,12,2251,0,1459446111.0
292,0.0,20,3,678,166,2607,0.0,150,132.5,11,2244,0,1459446114.0
293,0.0,21,3,678,166,2618,0.0,151,132.5,11,2179,0,1459446117.0
294,0.0,20,3,743,166,2629,0.0,152,132.0,11,2180,0,1459446120.0
295,0.0,21,2,671,165,2640,0.0,147,133.5,10,2102,0,1459446123.0
296,0.0,21,3,671,165,2650,0.0,145,134.0,11,2259,0,1459446126.0
297,0.0,22,2,522,165,2661,0.0,156,131.0,10,2025,0,1459446129.0
298,0.0,22,3,672,165,2671,0.0,154,131.5,10,2102,0,1459446131.0
299,0.0,22,3,678,165,2681,0.0,152,132.0,11,2171,0,1459446134.0
300,0.0,21,3,750,164,2692,0.0,152,132.0,11,2024,0,1459446137.0
301,0.0,21,2,681,163,2703,0.0,145,134.0,10,2092,0,1459446140.0
302,0.0,22,3,679,163,2713,0.0,150,132.5,11,2172,0,1459446142.0
303,0.0,22,2,534,162,2724,0.0,156,131.0,10,2093,0,1459446145.0
304,0.0,22,3,680,162,2734,0.0,155,131.0,11,2249,0,1459446148.0
305,0.0,21,3,673,162,2745,0.0,153,132.0,10,2029,0,1459446151.0
306,0.0,22,3,672,162,2755,0.0,156,131.0,11,2103,0,1459446154.0
307,0.0,22,2,524,162,2766,0.0,156,131.0,10,2171,0,1459446156.0
308,0.0,22,3,677,162,2776,0.0,159,130.0,10,1947,0,1459446159.0
309,0.0,22,3,679,161,2786,0.0,156,131.0,11,2174,0,1459446162.0
310,0.0,21,3,748,162,2797,0.0,150,132.5,11,2033,0,1459446165.0
311,0.0,21,3,820,161,2808,0.0,151,132.5,10,2102,0,1459446167.0
312,0.0,21,3,672,162,2818,0.0,150,132.5,12,2250,0,1459446170.0
313,0.0,22,2,523,162,2830,0.0,153,132.0,9,2031,0,1459446173.0
314,0.0,22,3,673,162,2839,0.0,148,133.0,11,2100,0,1459446176.0
315,0.0,22,2,672,161,2850,0.0,145,134.0,10,2180,0,1459446178.0
316,0.0,21,3,748,161,2860,0.0,142,135.0,11,2173,0,1459446181.0
317,0.0,21,2,649,160,2871,0.0,141,135.5,10,2101,0,1459446184.0
318,0.0,22,3,679,160,2881,0.0,156,131.0,11,2025,0,1459446187.0
319,0.0,22,3,748,160,2892,0.0,158,130.5,10,2025,0,1459446190.0
320,0.0,22,3,678,161,2902,0.0,146,134.0,10,2094,0,1459446192.0
321,0.0,22,3,681,161,2912,0.0,149,133.0,10,1875,0,1459446195.0
322,0.0,22,3,670,161,2922,0.0,154,131.5,11,2251,0,1459446198.0
323,0.0,21,3,679,162,2933,0.0,151,132.5,11,2024,0,1459446201.0
324,0.0,22,2,673,162,2944,0.0,152,132.0,10,2102,0,1459446203.0
325,0.0,21,3,678,162,2954,0.0,149,133.0,11,2240,0,1459446206.0
326,0.0,21,3,682,163,2965,0.0,149,133.0,10,2023,0,1459446209.0
327,0.0,22,3,681,163,2975,0.0,143,135.0,10,2093,0,1459446212.0
328,0.0,21,3,828,162,2985,0.0,139,136.0,11,2250,0,1459446215.0
329,0.0,21,2,525,162,2996,0.0,123,141.5,4,520,0,1459446218.0
