index,Interval,Type, Horizontal (meters),Time,Stroke, Cadence (stokes/min),Speed(m/s),Split,TimeStamp (sec), Stroke500mPace (sec/500m), HRCur (bpm), ElapsedTime (sec), Power (watts), DriveLength (meters), StrokeDistance (meters), DriveTime (ms), DragFactor, StrokeRecoveryTime (ms), AverageDriveForce (lbs), AverageBoatSpeed (m/s), PeakDriveForce (lbs), AverageDriveForce (N), PeakDriveForce (N), lapIdx, Calories (kCal), WorkoutState, Stroke Number,driveenergy,hr_ut2,hr_ut1,hr_at,hr_tr,hr_an,hr_max,lim_ut2,lim_ut1,lim_at,lim_tr,lim_an,lim_max,cum_dist,pw_ut2,pw_ut1,pw_at,pw_tr,pw_an,pw_max,limpw_ut2,limpw_ut1,limpw_at,limpw_tr,limpw_an
249,250,D,5000.0,0:24:50.5,633,19.1,2.166,3:50.9,1712904307.7616608,230.9,155.0,1473.5999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1654395842355996,0.0,0.0,0.0,0,1.0,4.0,648,0.0,0.0,0.0,155.0,0.0,0.0,0.0,142,146,160,167,180,192,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
250,251,D,5020.0,0:24:59.3,635,19.0,2.286,3:38.8,1712904316.4616609,218.8,149.0,1482.2999999523163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.285191956124314,0.0,0.0,0.0,0,1.0,4.0,651,0.0,0.0,0.0,149.0,0.0,0.0,0.0,142,146,160,167,180,192,5020.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
251,252,D,5040.0,0:25:06.4,637,20.7,2.801,2:58.5,1712904323.661661,178.5,148.0,1489.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8011204481792715,0.0,0.0,0.0,0,1.0,4.0,653,0.0,0.0,0.0,148.0,0.0,0.0,0.0,142,146,160,167,180,192,5040.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
252,253,D,5060.0,0:25:14.8,639,15.4,2.393,3:29.0,1712904331.9616609,209.0,145.0,1497.7999999523163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3923444976076556,0.0,0.0,0.0,0,1.0,4.0,655,0.0,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5060.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
253,254,D,5080.0,0:25:21.6,642,20.3,2.922,2:51.1,1712904338.861661,171.1,147.0,1504.7000000476837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.922267679719462,0.0,0.0,0.0,0,1.0,4.0,658,0.0,0.0,0.0,147.0,0.0,0.0,0.0,142,146,160,167,180,192,5080.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
254,255,D,5100.0,0:25:29.4,644,17.6,2.555,3:15.7,1712904346.661661,195.7,144.0,1512.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.554931016862545,0.0,0.0,0.0,0,1.0,4.0,660,0.0,0.0,144.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5100.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
255,256,D,5120.0,0:25:36.2,646,21.5,2.956,2:49.2,1712904353.4616609,169.2,143.0,1519.2999999523163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.955082742316785,0.0,0.0,0.0,0,1.0,4.0,663,0.0,0.0,143.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5120.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
256,257,D,5140.0,0:25:42.8,649,21.5,3.026,2:45.2,1712904360.061661,165.2,144.0,1525.9000000953674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.026634382566586,0.0,0.0,0.0,0,1.0,4.0,665,0.0,0.0,144.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5140.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
257,258,D,5160.0,0:25:50.0,651,21.5,2.77,3:00.5,1712904367.2616608,180.5,143.0,1533.0999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.770083102493075,0.0,0.0,0.0,0,1.0,4.0,667,0.0,0.0,143.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5160.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
258,259,D,5180.0,0:25:56.7,654,21.7,2.99,2:47.2,1712904373.9616609,167.2,142.0,1539.7999999523163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9904306220095696,0.0,0.0,0.0,0,1.0,4.0,670,0.0,142.0,142.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5180.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
259,260,D,5200.0,0:26:03.8,656,20.7,2.813,2:57.7,1712904381.061661,177.7,141.0,1546.9000000953674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8137310073157007,0.0,0.0,0.0,0,1.0,4.0,672,0.0,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5200.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
260,261,D,5220.0,0:26:10.8,659,21.3,2.883,2:53.5,1712904387.9616609,173.5,141.0,1553.7999999523163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.881844380403458,0.0,0.0,0.0,0,1.0,4.0,675,0.0,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5220.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
261,262,D,5240.0,0:26:18.0,661,21.9,2.765,3:00.9,1712904395.2616608,180.9,141.0,1561.0999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7639579878385847,0.0,0.0,0.0,0,1.0,4.0,677,0.0,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5240.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
262,263,D,5260.0,0:26:31.7,664,19.7,1.466,5:41.0,1712904408.861661,341.0,136.0,1574.7000000476837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.466275659824047,0.0,0.0,0.0,0,1.0,4.0,682,0.0,136.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5260.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
263,264,D,5280.0,0:26:42.6,666,24.2,1.831,4:33.1,1712904419.7616608,273.1,138.0,1585.5999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.830831197363603,0.0,0.0,0.0,0,1.0,4.0,686,0.0,138.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5280.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
264,265,D,5300.0,0:26:50.6,668,18.8,2.48,3:21.6,1712904427.861661,201.6,135.0,1593.7000000476837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4801587301587302,0.0,0.0,0.0,0,1.0,4.0,689,0.0,135.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5300.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
265,266,D,5320.0,0:26:57.9,670,18.9,2.747,3:02.0,1712904435.161661,182.0,133.0,1601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7472527472527473,0.0,0.0,0.0,0,1.0,4.0,691,0.0,133.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5320.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
266,267,D,5340.0,0:27:04.5,673,20.9,3.055,2:43.7,1712904441.661661,163.7,134.0,1607.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0543677458766036,0.0,0.0,0.0,0,1.0,4.0,693,0.0,134.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5340.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
267,268,D,5360.0,0:27:10.8,675,20.4,3.145,2:39.0,1712904448.061661,159.0,136.0,1613.9000000953674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1446540880503147,0.0,0.0,0.0,0,1.0,4.0,696,0.0,136.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5360.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
268,269,D,5380.0,0:27:17.1,677,21.0,3.2,2:36.3,1712904454.2616608,156.3,136.0,1620.0999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.198976327575176,0.0,0.0,0.0,0,1.0,4.0,698,0.0,136.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5380.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
269,270,D,5400.0,0:27:23.4,679,20.6,3.168,2:37.8,1712904460.561661,157.8,136.0,1626.4000000953674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.168567807351077,0.0,0.0,0.0,0,1.0,4.0,700,0.0,136.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5400.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
270,271,D,5420.0,0:27:29.5,681,20.8,3.265,2:33.1,1712904466.7616608,153.1,137.0,1632.5999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2658393207054215,0.0,0.0,0.0,0,1.0,4.0,702,0.0,137.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5420.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
271,272,D,5440.0,0:27:35.8,684,21.2,3.192,2:36.7,1712904472.9616609,156.7,137.0,1638.7999999523163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1908104658583283,0.0,0.0,0.0,0,1.0,4.0,704,0.0,137.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5440.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
272,273,D,5460.0,0:27:42.4,686,19.8,3.033,2:44.9,1712904479.561661,164.9,138.0,1645.4000000953674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0321406913280775,0.0,0.0,0.0,0,1.0,4.0,706,0.0,138.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5460.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
273,274,D,5480.0,0:27:48.9,688,20.9,3.085,2:42.1,1712904486.061661,162.1,139.0,1651.9000000953674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0845157310302285,0.0,0.0,0.0,0,1.0,4.0,709,0.0,139.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5480.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
274,275,D,5500.0,0:27:55.4,690,21.6,3.055,2:43.7,1712904492.661661,163.7,139.0,1658.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0543677458766036,0.0,0.0,0.0,0,1.0,4.0,711,0.0,139.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5500.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
275,276,D,5520.0,0:28:01.7,693,20.4,3.192,2:36.7,1712904498.861661,156.7,140.0,1664.7000000476837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1908104658583283,0.0,0.0,0.0,0,1.0,4.0,713,0.0,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5520.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
276,277,D,5540.0,0:28:08.4,695,18.4,2.949,2:49.5,1712904505.661661,169.5,142.0,1671.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.949852507374631,0.0,0.0,0.0,0,1.0,4.0,715,0.0,142.0,142.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5540.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
277,278,D,5560.0,0:28:15.4,697,21.0,2.896,2:52.7,1712904512.561661,172.7,143.0,1678.4000000953674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.895193977996526,0.0,0.0,0.0,0,1.0,4.0,718,0.0,0.0,143.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5560.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
278,279,D,5580.0,0:28:21.9,699,20.4,3.047,2:44.1,1712904519.161661,164.1,143.0,1685.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0469226081657528,0.0,0.0,0.0,0,1.0,4.0,720,0.0,0.0,143.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5580.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
279,280,D,5600.0,0:28:28.5,701,21.5,3.04,2:44.5,1712904525.661661,164.5,143.0,1691.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0395136778115504,0.0,0.0,0.0,0,1.0,4.0,722,0.0,0.0,143.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
280,281,D,5620.0,0:28:35.4,704,19.8,2.889,2:53.1,1712904532.661661,173.1,143.0,1698.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8885037550548818,0.0,0.0,0.0,0,1.0,4.0,725,0.0,0.0,143.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5620.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
281,282,D,5640.0,0:28:41.8,706,21.2,3.114,2:40.6,1712904539.061661,160.6,143.0,1704.9000000953674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1133250311332503,0.0,0.0,0.0,0,1.0,4.0,727,0.0,0.0,143.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5640.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
282,283,D,5660.0,0:28:49.0,708,19.7,2.777,3:00.1,1712904546.2616608,180.1,142.0,1712.0999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77623542476402,0.0,0.0,0.0,0,1.0,4.0,729,0.0,142.0,142.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5660.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
283,284,D,5680.0,0:28:56.9,710,16.1,2.56,3:15.3,1712904554.061661,195.3,141.0,1719.9000000953674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.560163850486431,0.0,0.0,0.0,0,1.0,4.0,731,0.0,141.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5680.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
284,285,D,5700.0,0:29:05.1,713,19.1,2.433,3:25.5,1712904562.2616608,205.5,140.0,1728.0999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4330900243309004,0.0,0.0,0.0,0,1.0,4.0,734,0.0,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5700.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
285,286,D,5720.0,0:29:12.8,716,19.7,2.591,3:13.0,1712904569.9616609,193.0,139.0,1735.7999999523163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5906735751295336,0.0,0.0,0.0,0,1.0,4.0,736,0.0,139.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5720.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
286,287,D,5740.0,0:29:20.2,718,19.9,2.701,3:05.2,1712904577.361661,185.2,137.0,1743.2000000476837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.699784017278618,0.0,0.0,0.0,0,1.0,4.0,739,0.0,137.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5740.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
287,288,D,5760.0,0:29:27.2,720,19.7,2.857,2:55.0,1712904584.361661,175.0,136.0,1750.2000000476837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.857142857142857,0.0,0.0,0.0,0,1.0,4.0,741,0.0,136.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5760.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
288,289,D,5780.0,0:29:34.9,723,18.5,2.581,3:13.8,1712904592.161661,193.8,135.0,1758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5799793601651184,0.0,0.0,0.0,0,1.0,4.0,744,0.0,135.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5780.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
289,290,D,5800.0,0:29:42.4,725,19.9,2.701,3:05.2,1712904599.561661,185.2,135.0,1765.4000000953674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.699784017278618,0.0,0.0,0.0,0,1.0,4.0,746,0.0,135.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5800.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
290,291,D,5820.0,0:29:49.1,727,20.4,2.984,2:47.6,1712904606.2616608,167.6,135.0,1772.0999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.983293556085919,0.0,0.0,0.0,0,1.0,4.0,748,0.0,135.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5820.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
291,292,D,5840.0,0:29:56.2,729,18.2,2.813,2:57.7,1712904613.361661,177.7,134.0,1779.2000000476837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8137310073157007,0.0,0.0,0.0,0,1.0,4.0,750,0.0,134.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5840.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
292,293,D,5860.0,0:30:03.6,732,18.4,2.706,3:04.8,1712904620.7616608,184.8,134.0,1786.5999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7056277056277054,0.0,0.0,0.0,0,1.0,4.0,753,0.0,134.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5860.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
293,294,D,5880.0,0:30:10.8,734,16.5,2.753,3:01.7,1712904628.061661,181.7,135.0,1793.9000000953674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75178866263071,0.0,0.0,0.0,0,1.0,4.0,755,0.0,135.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5880.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
294,295,D,5900.0,0:30:19.0,736,16.1,2.433,3:25.5,1712904636.2616608,205.5,134.0,1802.0999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4330900243309004,0.0,0.0,0.0,0,1.0,4.0,757,0.0,134.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5900.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
295,296,D,5920.0,0:30:26.2,738,19.9,2.795,2:58.9,1712904643.361661,178.9,134.0,1809.2000000476837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.794857462269424,0.0,0.0,0.0,0,1.0,4.0,759,0.0,134.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5920.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
296,297,D,5940.0,0:30:32.4,740,17.2,3.224,2:35.1,1712904649.661661,155.1,136.0,1815.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2237266279819474,0.0,0.0,0.0,0,1.0,4.0,761,0.0,136.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5940.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
297,298,D,5960.0,0:30:38.4,742,19.6,3.342,2:29.6,1712904655.561661,149.6,136.0,1821.4000000953674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.342245989304813,0.0,0.0,0.0,0,1.0,4.0,763,0.0,136.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5960.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
298,299,D,5980.0,0:30:44.7,744,16.8,3.192,2:36.7,1712904661.861661,156.7,136.0,1827.7000000476837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1908104658583283,0.0,0.0,0.0,0,1.0,4.0,765,0.0,136.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5980.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
299,300,D,6000.0,0:30:52.0,746,17.6,2.723,3:03.6,1712904669.161661,183.6,137.0,1835.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7233115468409586,0.0,0.0,0.0,0,1.0,4.0,767,0.0,137.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
300,301,D,6020.0,0:31:00.1,747,11.0,2.466,3:22.7,1712904677.361661,202.7,137.0,1843.2000000476837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46669955599408,0.0,0.0,0.0,0,1.0,4.0,768,0.0,137.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,6020.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
301,302,D,6040.0,0:31:08.1,750,16.0,2.495,3:20.4,1712904685.361661,200.4,137.0,1851.2000000476837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49500998003992,0.0,0.0,0.0,0,1.0,4.0,771,0.0,137.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,6040.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
302,303,D,6060.0,0:31:15.1,752,19.6,2.876,2:53.8,1712904692.2616608,173.8,136.0,1858.0999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8768699654775602,0.0,0.0,0.0,0,1.0,4.0,773,0.0,136.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,6060.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
303,304,D,6080.0,0:31:21.4,754,20.4,3.161,2:38.2,1712904698.661661,158.2,136.0,1864.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.160556257901391,0.0,0.0,0.0,0,1.0,4.0,775,0.0,136.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,6080.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
304,305,D,6100.0,0:31:27.4,756,21.4,3.333,2:30.0,1712904704.661661,150.0,137.0,1870.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,0,1.0,4.0,777,0.0,137.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,6100.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
305,306,D,6120.0,0:31:33.4,758,20.7,3.342,2:29.6,1712904710.561661,149.6,139.0,1876.4000000953674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.342245989304813,0.0,0.0,0.0,0,1.0,4.0,779,0.0,139.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,6120.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
306,307,D,6140.0,0:31:39.3,760,21.6,3.368,2:28.5,1712904716.561661,148.5,140.0,1882.4000000953674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.367003367003367,0.0,0.0,0.0,0,1.0,4.0,781,0.0,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,6140.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
307,308,D,6160.0,0:31:45.2,762,21.0,3.395,2:27.3,1712904722.4616609,147.3,142.0,1888.2999999523163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.394433129667345,0.0,0.0,0.0,0,1.0,4.0,783,0.0,142.0,142.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,6160.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
308,309,D,6180.0,0:31:51.7,764,20.6,3.099,2:41.3,1712904728.861661,161.3,143.0,1894.7000000476837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.09981401115933,0.0,0.0,0.0,0,1.0,4.0,786,0.0,0.0,143.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,6180.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
309,310,D,6200.0,0:32:01.3,765,11.5,2.085,3:59.9,1712904738.4616609,239.9,142.0,1904.2999999523163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.084201750729471,0.0,0.0,0.0,0,1.0,4.0,787,0.0,142.0,142.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,6200.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
310,311,D,6220.0,0:32:10.7,768,20.2,2.126,3:55.2,1712904747.861661,235.2,143.0,1913.7000000476837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1258503401360547,0.0,0.0,0.0,0,1.0,4.0,791,0.0,0.0,143.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,6220.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
311,312,D,6240.0,0:32:17.1,770,21.4,3.092,2:41.7,1712904754.361661,161.7,143.0,1920.2000000476837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0921459492888066,0.0,0.0,0.0,0,1.0,4.0,793,0.0,0.0,143.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,6240.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
