index,Interval,Type, Horizontal (meters),Time,Stroke, Cadence (stokes/min),Speed(m/s),Split,TimeStamp (sec), Stroke500mPace (sec/500m), HRCur (bpm), ElapsedTime (sec), Power (watts), DriveLength (meters), StrokeDistance (meters), DriveTime (ms), DragFactor, StrokeRecoveryTime (ms), AverageDriveForce (lbs), AverageBoatSpeed (m/s), PeakDriveForce (lbs), AverageDriveForce (N), PeakDriveForce (N), lapIdx, Calories (kCal), WorkoutState, Stroke Number,driveenergy,hr_ut2,hr_ut1,hr_at,hr_tr,hr_an,hr_max,lim_ut2,lim_ut1,lim_at,lim_tr,lim_an,lim_max,cum_dist,pw_ut2,pw_ut1,pw_at,pw_tr,pw_an,pw_max,limpw_ut2,limpw_ut1,limpw_at,limpw_tr,limpw_an
123,124,D,2480.0,0:12:38.1,316,27.4,3.368,2:28.5,1712903575.2616608,148.5,179.0,741.0999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.367003367003367,0.0,0.0,0.0,0,1.0,4.0,324,0.0,0.0,0.0,0.0,0.0,179.0,0.0,142,146,160,167,180,192,2480.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
124,125,D,2500.0,0:12:43.9,319,28.8,3.432,2:25.7,1712903581.061661,145.7,179.0,746.9000000953674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.431708991077557,0.0,0.0,0.0,0,1.0,4.0,327,0.0,0.0,0.0,0.0,0.0,179.0,0.0,142,146,160,167,180,192,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
125,126,D,2520.0,0:12:49.4,321,27.5,3.606,2:18.7,1712903586.661661,138.7,180.0,752.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6049026676279743,0.0,0.0,0.0,0,1.0,4.0,329,0.0,0.0,0.0,0.0,0.0,180.0,180.0,142,146,160,167,180,192,2520.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
126,127,D,2540.0,0:12:55.5,324,25.8,3.316,2:30.8,1712903592.661661,150.8,179.0,758.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.315649867374005,0.0,0.0,0.0,0,1.0,4.0,332,0.0,0.0,0.0,0.0,0.0,179.0,0.0,142,146,160,167,180,192,2540.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
127,128,D,2560.0,0:13:01.3,327,26.1,3.432,2:25.7,1712903598.561661,145.7,179.0,764.4000000953674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.431708991077557,0.0,0.0,0.0,0,1.0,4.0,334,0.0,0.0,0.0,0.0,0.0,179.0,0.0,142,146,160,167,180,192,2560.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
128,129,D,2580.0,0:13:07.5,329,25.4,3.208,2:35.9,1712903604.7616608,155.9,178.0,770.5999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.207184092366902,0.0,0.0,0.0,0,1.0,4.0,337,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,2580.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
129,130,D,2600.0,0:13:13.5,332,25.9,3.351,2:29.2,1712903610.7616608,149.2,179.0,776.5999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3512064343163543,0.0,0.0,0.0,0,1.0,4.0,340,0.0,0.0,0.0,0.0,0.0,179.0,0.0,142,146,160,167,180,192,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
130,131,D,2620.0,0:13:19.4,334,25.6,3.414,2:26.5,1712903616.561661,146.5,178.0,782.4000000953674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4129692832764507,0.0,0.0,0.0,0,1.0,4.0,342,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,2620.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
131,132,D,2640.0,0:13:25.2,337,25.2,3.45,2:24.9,1712903622.361661,144.9,178.0,788.2000000476837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4506556245686677,0.0,0.0,0.0,0,1.0,4.0,345,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,2640.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
132,133,D,2660.0,0:13:31.2,339,25.5,3.333,2:30.0,1712903628.361661,150.0,178.0,794.2000000476837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,0,1.0,4.0,347,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,2660.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
133,134,D,2680.0,0:13:37.0,342,26.6,3.441,2:25.3,1712903634.161661,145.3,178.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4411562284927735,0.0,0.0,0.0,0,1.0,4.0,350,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,2680.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
134,135,D,2700.0,0:13:42.7,344,26.2,3.507,2:22.6,1712903639.861661,142.6,178.0,805.7000000476837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.506311360448808,0.0,0.0,0.0,0,1.0,4.0,352,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,2700.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
135,136,D,2720.0,0:13:48.8,347,25.9,3.291,2:31.10,1712903645.9616609,152.0,178.0,811.7999999523163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.289473684210526,0.0,0.0,0.0,0,1.0,4.0,355,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,2720.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
136,137,D,2740.0,0:13:54.6,349,25.9,3.422,2:26.1,1712903651.7616608,146.1,178.0,817.5999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4223134839151266,0.0,0.0,0.0,0,1.0,4.0,357,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,2740.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
137,138,D,2760.0,0:14:00.6,352,26.2,3.351,2:29.2,1712903657.7616608,149.2,178.0,823.5999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3512064343163543,0.0,0.0,0.0,0,1.0,4.0,360,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,2760.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
138,139,D,2780.0,0:14:06.3,355,26.0,3.488,2:23.4,1712903663.561661,143.4,178.0,829.4000000953674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.486750348675035,0.0,0.0,0.0,0,1.0,4.0,362,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,2780.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
139,140,D,2800.0,0:14:12.2,357,26.6,3.414,2:26.5,1712903669.361661,146.5,178.0,835.2000000476837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4129692832764507,0.0,0.0,0.0,0,1.0,4.0,365,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
140,141,D,2820.0,0:14:17.7,360,26.2,3.595,2:19.1,1712903674.9616609,139.1,177.0,840.7999999523163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5945363048166787,0.0,0.0,0.0,0,1.0,4.0,367,0.0,0.0,0.0,0.0,0.0,177.0,0.0,142,146,160,167,180,192,2820.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
141,142,D,2840.0,0:14:23.6,362,25.9,3.432,2:25.7,1712903680.7616608,145.7,178.0,846.5999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.431708991077557,0.0,0.0,0.0,0,1.0,4.0,370,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,2840.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
142,143,D,2860.0,0:14:29.1,365,27.4,3.606,2:18.7,1712903686.2616608,138.7,178.0,852.0999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6049026676279743,0.0,0.0,0.0,0,1.0,4.0,372,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,2860.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
143,144,D,2880.0,0:14:34.7,367,28.1,3.586,2:19.5,1712903691.861661,139.5,178.0,857.7000000476837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5842293906810037,0.0,0.0,0.0,0,1.0,4.0,375,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
144,145,D,2900.0,0:14:40.6,370,28.9,3.36,2:28.8,1712903697.861661,148.8,178.0,863.7000000476837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3602150537634405,0.0,0.0,0.0,0,1.0,4.0,378,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,2900.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
145,146,D,2920.0,0:14:46.7,373,28.0,3.282,2:32.4,1712903703.9616609,152.4,178.0,869.7999999523163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2808398950131235,0.0,0.0,0.0,0,1.0,4.0,381,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,2920.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
146,147,D,2940.0,0:14:52.4,376,27.6,3.545,2:21.0,1712903709.561661,141.0,178.0,875.4000000953674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5460992907801416,0.0,0.0,0.0,0,1.0,4.0,383,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,2940.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
147,148,D,2960.0,0:14:58.1,378,26.8,3.497,2:23.0,1712903715.2616608,143.0,178.0,881.0999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4965034965034967,0.0,0.0,0.0,0,1.0,4.0,386,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,2960.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
148,149,D,2980.0,0:15:04.1,381,27.5,3.316,2:30.8,1712903721.361661,150.8,178.0,887.2000000476837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.315649867374005,0.0,0.0,0.0,0,1.0,4.0,389,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,2980.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
149,150,D,3000.0,0:15:10.0,384,27.1,3.386,2:27.7,1712903727.2616608,147.7,178.0,893.0999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3852403520649967,0.0,0.0,0.0,0,1.0,4.0,391,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
150,151,D,3020.0,0:15:15.8,386,26.7,3.432,2:25.7,1712903733.061661,145.7,179.0,898.9000000953674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.431708991077557,0.0,0.0,0.0,0,1.0,4.0,394,0.0,0.0,0.0,0.0,0.0,179.0,0.0,142,146,160,167,180,192,3020.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
151,152,D,3040.0,0:15:21.6,389,26.4,3.497,2:23.0,1712903738.7616608,143.0,178.0,904.5999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4965034965034967,0.0,0.0,0.0,0,1.0,4.0,397,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,3040.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
152,153,D,3060.0,0:15:27.3,391,26.5,3.478,2:23.8,1712903744.561661,143.8,179.0,910.4000000953674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.477051460361613,0.0,0.0,0.0,0,1.0,4.0,399,0.0,0.0,0.0,0.0,0.0,179.0,0.0,142,146,160,167,180,192,3060.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
153,154,D,3080.0,0:15:32.8,394,26.1,3.647,2:17.1,1712903750.061661,137.1,178.0,915.9000000953674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6469730123997084,0.0,0.0,0.0,0,1.0,4.0,401,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,3080.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
154,155,D,3100.0,0:15:38.6,396,26.5,3.478,2:23.8,1712903755.7616608,143.8,178.0,921.5999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.477051460361613,0.0,0.0,0.0,0,1.0,4.0,404,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,3100.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
155,156,D,3120.0,0:15:44.0,399,26.9,3.647,2:17.1,1712903761.2616608,137.1,178.0,927.0999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6469730123997084,0.0,0.0,0.0,0,1.0,4.0,406,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,3120.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
156,157,D,3140.0,0:15:49.7,401,26.6,3.536,2:21.4,1712903766.861661,141.4,178.0,932.7000000476837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.536067892503536,0.0,0.0,0.0,0,1.0,4.0,409,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,3140.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
157,158,D,3160.0,0:15:55.3,404,26.2,3.586,2:19.5,1712903772.4616609,139.5,178.0,938.2999999523163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5842293906810037,0.0,0.0,0.0,0,1.0,4.0,411,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,3160.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
158,159,D,3180.0,0:16:01.0,406,26.4,3.469,2:24.2,1712903778.2616608,144.2,178.0,944.0999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4674063800277395,0.0,0.0,0.0,0,1.0,4.0,414,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,3180.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
159,160,D,3200.0,0:16:06.6,409,26.4,3.626,2:17.9,1712903783.7616608,137.9,178.0,949.5999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.625815808556925,0.0,0.0,0.0,0,1.0,4.0,416,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,3200.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
160,161,D,3220.0,0:16:12.3,411,26.8,3.497,2:23.0,1712903789.4616609,143.0,178.0,955.2999999523163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4965034965034967,0.0,0.0,0.0,0,1.0,4.0,419,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,3220.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
161,162,D,3240.0,0:16:18.0,414,26.7,3.478,2:23.8,1712903795.2616608,143.8,179.0,961.0999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.477051460361613,0.0,0.0,0.0,0,1.0,4.0,421,0.0,0.0,0.0,0.0,0.0,179.0,0.0,142,146,160,167,180,192,3240.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
162,163,D,3260.0,0:16:24.1,416,26.3,3.299,2:31.6,1712903801.2616608,151.6,178.0,967.0999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2981530343007917,0.0,0.0,0.0,0,1.0,4.0,424,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,3260.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
163,164,D,3280.0,0:16:30.0,419,26.6,3.36,2:28.8,1712903807.2616608,148.8,178.0,973.0999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3602150537634405,0.0,0.0,0.0,0,1.0,4.0,427,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,3280.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
164,165,D,3300.0,0:16:35.8,421,27.1,3.488,2:23.4,1712903812.9616609,143.4,177.0,978.7999999523163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.486750348675035,0.0,0.0,0.0,0,1.0,4.0,429,0.0,0.0,0.0,0.0,0.0,177.0,0.0,142,146,160,167,180,192,3300.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
165,166,D,3320.0,0:16:41.8,424,26.9,3.342,2:29.6,1712903818.9616609,149.6,177.0,984.7999999523163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.342245989304813,0.0,0.0,0.0,0,1.0,4.0,432,0.0,0.0,0.0,0.0,0.0,177.0,0.0,142,146,160,167,180,192,3320.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
166,167,D,3340.0,0:16:47.3,427,27.3,3.575,2:19.9,1712903824.561661,139.9,177.0,990.4000000953674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5739814152966405,0.0,0.0,0.0,0,1.0,4.0,435,0.0,0.0,0.0,0.0,0.0,177.0,0.0,142,146,160,167,180,192,3340.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
167,168,D,3360.0,0:16:52.9,429,26.4,3.595,2:19.1,1712903830.161661,139.1,178.0,996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5945363048166787,0.0,0.0,0.0,0,1.0,4.0,437,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,3360.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
168,169,D,3380.0,0:16:58.5,432,26.8,3.566,2:20.2,1712903835.7616608,140.2,178.0,1001.5999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.566333808844508,0.0,0.0,0.0,0,1.0,4.0,440,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,3380.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
169,170,D,3400.0,0:17:04.2,434,27.3,3.507,2:22.6,1712903841.4616609,142.6,178.0,1007.2999999523163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.506311360448808,0.0,0.0,0.0,0,1.0,4.0,442,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,3400.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
170,171,D,3420.0,0:17:10.0,437,27.3,3.46,2:24.5,1712903847.2616608,144.5,178.0,1013.0999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4602076124567476,0.0,0.0,0.0,0,1.0,4.0,445,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,3420.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
171,172,D,3440.0,0:17:15.6,439,27.0,3.586,2:19.5,1712903852.7616608,139.5,179.0,1018.5999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5842293906810037,0.0,0.0,0.0,0,1.0,4.0,447,0.0,0.0,0.0,0.0,0.0,179.0,0.0,142,146,160,167,180,192,3440.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
172,173,D,3460.0,0:17:21.4,442,26.6,3.432,2:25.7,1712903858.661661,145.7,178.0,1024.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.431708991077557,0.0,0.0,0.0,0,1.0,4.0,450,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,3460.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
173,174,D,3480.0,0:17:26.8,444,26.3,3.743,2:13.6,1712903863.9616609,133.6,178.0,1029.7999999523163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7425149700598803,0.0,0.0,0.0,0,1.0,4.0,452,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,3480.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
174,175,D,3500.0,0:17:32.3,447,27.0,3.616,2:18.3,1712903869.4616609,138.3,178.0,1035.2999999523163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.615328994938539,0.0,0.0,0.0,0,1.0,4.0,455,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
175,176,D,3520.0,0:17:37.7,449,26.6,3.678,2:15.10,1712903874.9616609,136.0,178.0,1040.7999999523163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.676470588235294,0.0,0.0,0.0,0,1.0,4.0,457,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,3520.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
176,177,D,3540.0,0:17:43.2,452,27.0,3.678,2:15.10,1712903880.361661,136.0,178.0,1046.2000000476837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.676470588235294,0.0,0.0,0.0,0,1.0,4.0,460,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,3540.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
177,178,D,3560.0,0:17:48.9,454,27.1,3.507,2:22.6,1712903886.061661,142.6,178.0,1051.9000000953674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.506311360448808,0.0,0.0,0.0,0,1.0,4.0,462,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,3560.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
178,179,D,3580.0,0:17:54.5,457,27.2,3.526,2:21.8,1712903891.7616608,141.8,178.0,1057.5999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5260930888575457,0.0,0.0,0.0,0,1.0,4.0,465,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,3580.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
179,180,D,3600.0,0:18:00.0,459,27.8,3.647,2:17.1,1712903897.2616608,137.1,178.0,1063.0999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6469730123997084,0.0,0.0,0.0,0,1.0,4.0,467,0.0,0.0,0.0,0.0,0.0,178.0,0.0,142,146,160,167,180,192,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
180,181,D,3620.0,0:18:05.6,462,27.5,3.566,2:20.2,1712903902.861661,140.2,179.0,1068.7000000476837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.566333808844508,0.0,0.0,0.0,0,1.0,4.0,470,0.0,0.0,0.0,0.0,0.0,179.0,0.0,142,146,160,167,180,192,3620.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
181,182,D,3640.0,0:18:11.1,464,27.7,3.668,2:16.3,1712903908.2616608,136.3,179.0,1074.0999999046326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.668378576669112,0.0,0.0,0.0,0,1.0,4.0,472,0.0,0.0,0.0,0.0,0.0,179.0,0.0,142,146,160,167,180,192,3640.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
182,183,D,3660.0,0:18:16.7,467,27.7,3.556,2:20.6,1712903913.9616609,140.6,179.0,1079.7999999523163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5561877667140824,0.0,0.0,0.0,0,1.0,4.0,475,0.0,0.0,0.0,0.0,0.0,179.0,0.0,142,146,160,167,180,192,3660.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
183,184,D,3680.0,0:18:22.2,470,27.6,3.626,2:17.9,1712903919.4616609,137.9,179.0,1085.2999999523163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.625815808556925,0.0,0.0,0.0,0,1.0,4.0,477,0.0,0.0,0.0,0.0,0.0,179.0,0.0,142,146,160,167,180,192,3680.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
184,185,D,3700.0,0:18:27.9,472,26.9,3.545,2:21.0,1712903925.061661,141.0,179.0,1090.9000000953674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5460992907801416,0.0,0.0,0.0,0,1.0,4.0,480,0.0,0.0,0.0,0.0,0.0,179.0,0.0,142,146,160,167,180,192,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
185,186,D,3720.0,0:18:33.3,475,27.6,3.668,2:16.3,1712903930.561661,136.3,179.0,1096.4000000953674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.668378576669112,0.0,0.0,0.0,0,1.0,4.0,482,0.0,0.0,0.0,0.0,0.0,179.0,0.0,142,146,160,167,180,192,3720.0,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
