Total elapsed time (s),Total distance (m),Stroke rate (/min),Speed (m/s),Current heart rate (bpm),Workout type,Interval type,Workout state,Rowing state,Stroke state,Total work distance (m),Piece duration (s),Piece distance (m),Drag factor,Current pace (/500m),Average pace (/500m),Rest distance (m),Rest time (s),Interval count,Total average power (W),Total average calories (cal),Split average pace (/500m),Split average power (W),Split average calories (cal/hr),Last split time (s),Last split distance (m),Drive length (m),Drive time (s),Stroke recovery time (s),Stroke distance (m),Peak drive force (lbs),Ave. drive force (lbs),Work per stroke (J),Stroke count,Stroke power (W),Stroke calories (cal/hr),Projected work time (s),Projected work distance (m),Split/interval time (s),Split/interval distance (m),Split/interval rest time (s),Split/interval rest distance (s),Split/interval type,Split/interval number,Split/interval ave. stroke rate (/min),Split/interval ave. pace (/500m,Split/interval total calories (cals),Split/interval average calories (cal/hr),Split/interval speed (m/s),Split/interval power (W),Split/interval ave. drag factor
547.17,2269.9,18,4.002,139,6,0,4,1,4,0.00,600.00,600.00,132,124.9,120.6,0.0,0.00,0,200,149,0.0,0.0,0,0.0,0,1.51,0.82,2.38,13.59,166.6,109.1,6.1,177,182,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
547.56,2271.6,18,4.002,139,6,0,4,1,4,0.00,600.00,600.00,132,124.9,120.6,0.0,0.00,0,200,149,0.0,0.0,0,0.0,0,1.51,0.82,2.38,13.59,166.6,109.1,6.1,177,182,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
548.30,2274.5,18,4.002,139,6,0,4,1,4,0.00,600.00,600.00,132,124.9,120.6,0.0,0.00,0,200,149,0.0,0.0,0,0.0,0,1.51,0.82,2.38,13.59,166.6,109.1,6.1,177,182,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
548.77,2276.1,18,4.002,139,6,0,4,1,4,0.00,600.00,600.00,132,124.9,120.6,0.0,0.00,0,200,149,0.0,0.0,0,0.0,0,1.51,0.82,2.38,13.59,166.6,109.1,6.1,177,182,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
549.12,2277.3,18,4.002,139,6,0,4,1,2,0.00,600.00,600.00,132,124.9,120.6,0.0,0.00,0,200,149,0.0,0.0,0,0.0,0,1.51,0.82,2.25,13.59,166.6,109.1,6.1,177,182,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
549.48,2278.8,18,4.002,139,6,0,4,1,3,0.00,600.00,600.00,132,124.9,120.6,0.0,0.00,0,200,149,0.0,0.0,0,0.0,0,1.51,0.82,2.25,13.59,166.6,109.1,6.1,177,182,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
550.33,2282.7,19,4.047,139,6,0,4,1,4,0.00,600.00,600.00,131,123.5,120.6,0.0,0.00,0,200,150,0.0,0.0,0,0.0,0,1.45,0.78,2.25,13.05,165.2,109.1,6.0,178,188,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
550.74,2284.5,19,4.047,139,6,0,4,1,4,0.00,600.00,600.00,131,123.5,120.6,0.0,0.00,0,200,150,0.0,0.0,0,0.0,0,1.45,0.78,2.25,13.05,165.2,109.1,6.0,178,188,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
551.17,2286.2,19,4.047,139,6,0,4,1,4,0.00,600.00,600.00,131,123.5,120.6,0.0,0.00,0,200,150,0.0,0.0,0,0.0,0,1.45,0.78,2.25,13.05,165.2,109.1,6.0,178,188,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
551.64,2288.0,19,4.047,139,6,0,4,1,4,0.00,600.00,600.00,131,123.5,120.6,0.0,0.00,0,200,150,0.0,0.0,0,0.0,0,1.45,0.78,2.25,13.05,165.2,109.1,6.0,178,188,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
552.08,2289.5,19,4.047,139,6,0,4,1,4,0.00,600.00,600.00,131,123.5,120.6,0.0,0.00,0,200,150,0.0,0.0,0,0.0,0,1.45,0.78,2.25,13.05,165.2,109.1,6.0,178,188,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
552.85,2292.4,19,4.047,139,6,0,4,1,2,0.00,600.00,600.00,131,123.5,120.6,0.0,0.00,0,200,150,0.0,0.0,0,0.0,0,1.45,0.78,2.39,13.05,165.2,109.1,6.0,178,188,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
553.25,2294.2,18,4.018,139,6,0,4,1,4,0.00,600.00,600.00,131,124.4,120.6,0.0,0.00,0,200,151,0.0,0.0,0,0.0,0,1.45,0.78,2.39,13.05,165.2,109.1,6.0,179,184,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
553.59,2295.8,18,4.018,139,6,0,4,1,4,0.00,600.00,600.00,131,124.4,120.6,0.0,0.00,0,200,151,0.0,0.0,0,0.0,0,1.48,0.80,2.39,13.64,175.1,110.3,6.2,179,184,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
554.34,2299.0,18,4.018,139,6,0,4,1,4,0.00,600.00,600.00,131,124.4,120.6,0.0,0.00,0,200,151,0.0,0.0,0,0.0,0,1.48,0.80,2.39,13.64,175.1,110.3,6.2,179,184,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
554.85,2301.0,18,4.018,139,6,0,4,1,4,0.00,600.00,600.00,131,124.4,120.6,0.0,0.00,0,200,151,0.0,0.0,0,0.0,0,1.48,0.80,2.39,13.64,175.1,110.3,6.2,179,184,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
555.29,2302.6,18,4.018,139,6,0,4,1,4,0.00,600.00,600.00,131,124.4,120.6,0.0,0.00,0,200,151,0.0,0.0,0,0.0,0,1.48,0.80,2.39,13.64,175.1,110.3,6.2,179,184,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
555.69,2304.0,18,4.018,139,6,0,4,1,2,0.00,600.00,600.00,131,124.4,120.6,0.0,0.00,0,200,151,0.0,0.0,0,0.0,0,1.48,0.80,2.35,13.64,175.1,110.3,6.2,179,184,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
556.06,2305.3,18,4.018,139,6,0,4,1,2,0.00,600.00,600.00,131,124.4,120.6,0.0,0.00,0,200,151,0.0,0.0,0,0.0,0,1.48,0.80,2.35,13.64,175.1,110.3,6.2,179,184,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
556.83,2308.9,18,4.024,139,6,0,4,1,4,0.00,600.00,600.00,132,124.2,120.6,0.0,0.00,0,200,152,0.0,0.0,0,0.0,0,1.48,0.80,2.35,13.42,175.1,110.3,6.1,180,185,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
557.28,2310.9,18,4.024,138,6,0,4,1,4,0.00,600.00,600.00,132,124.2,120.6,0.0,0.00,0,200,152,0.0,0.0,0,0.0,0,1.45,0.78,2.35,13.42,167.3,110.3,6.1,180,185,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
557.67,2312.5,18,4.024,138,6,0,4,1,4,0.00,600.00,600.00,132,124.2,120.6,0.0,0.00,0,200,152,0.0,0.0,0,0.0,0,1.45,0.78,2.35,13.42,167.3,110.3,6.1,180,185,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
558.10,2314.1,18,4.024,138,6,0,4,1,4,0.00,600.00,600.00,132,124.2,120.6,0.0,0.00,0,200,152,0.0,0.0,0,0.0,0,1.45,0.78,2.35,13.42,167.3,110.3,6.1,180,185,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
558.47,2315.5,18,4.024,138,6,0,4,1,4,0.00,600.00,600.00,132,124.2,120.6,0.0,0.00,0,200,152,0.0,0.0,0,0.0,0,1.45,0.78,2.35,13.42,167.3,110.3,6.1,180,185,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
559.24,2318.2,18,4.024,138,6,0,4,1,2,0.00,600.00,600.00,132,124.2,120.6,0.0,0.00,0,200,152,0.0,0.0,0,0.0,0,1.45,0.78,2.35,13.42,167.3,110.3,6.1,180,185,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
559.59,2319.7,18,4.024,138,6,0,4,1,2,0.00,600.00,600.00,132,124.2,120.6,0.0,0.00,0,200,152,0.0,0.0,0,0.0,0,1.45,0.78,2.34,13.42,167.3,110.3,6.1,180,185,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
560.34,2323.2,18,4.025,138,6,0,4,1,4,0.00,600.00,600.00,132,124.2,120.6,0.0,0.00,0,200,153,0.0,0.0,0,0.0,0,1.48,0.80,2.34,13.43,162.2,108.0,6.1,181,185,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
560.74,2324.8,18,4.025,138,6,0,4,1,4,0.00,600.00,600.00,132,124.2,120.6,0.0,0.00,0,200,153,0.0,0.0,0,0.0,0,1.48,0.80,2.34,13.43,162.2,108.0,6.1,181,185,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
561.09,2326.3,18,4.025,137,6,0,4,1,4,0.00,600.00,600.00,132,124.2,120.6,0.0,0.00,0,200,153,0.0,0.0,0,0.0,0,1.48,0.80,2.34,13.43,162.2,108.0,6.1,181,185,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
561.49,2327.8,18,4.025,137,6,0,4,1,4,0.00,600.00,600.00,132,124.2,120.6,0.0,0.00,0,200,153,0.0,0.0,0,0.0,0,1.48,0.80,2.34,13.43,162.2,108.0,6.1,181,185,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
562.24,2330.5,18,4.025,137,6,0,4,1,4,0.00,600.00,600.00,132,124.2,120.6,0.0,0.00,0,200,153,0.0,0.0,0,0.0,0,1.48,0.80,2.34,13.43,162.2,108.0,6.1,181,185,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
562.65,2331.9,18,4.025,137,6,0,4,1,2,0.00,600.00,600.00,132,124.2,120.6,0.0,0.00,0,200,153,0.0,0.0,0,0.0,0,1.48,0.80,2.34,13.43,162.2,108.0,6.1,181,185,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
563.13,2334.1,18,4.025,136,6,0,4,1,3,0.00,600.00,600.00,132,124.2,120.7,0.0,0.00,0,199,154,0.0,0.0,0,0.0,0,1.48,0.80,2.34,13.44,162.2,108.0,6.1,181,185,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
563.53,2336.0,18,4.023,136,6,0,4,1,4,0.00,600.00,600.00,132,124.3,120.7,0.0,0.00,0,199,154,0.0,0.0,0,0.0,0,1.48,0.80,2.34,13.44,168.1,110.8,6.1,182,185,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
564.28,2339.2,18,4.023,136,6,0,4,1,4,0.00,600.00,600.00,132,124.3,120.7,0.0,0.00,0,199,154,0.0,0.0,0,0.0,0,1.48,0.80,2.34,13.44,168.1,110.8,6.1,182,185,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
564.62,2340.6,18,4.023,136,6,0,4,1,4,0.00,600.00,600.00,132,124.3,120.7,0.0,0.00,0,199,154,0.0,0.0,0,0.0,0,1.48,0.80,2.34,13.44,168.1,110.8,6.1,182,185,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
565.05,2342.2,18,4.023,136,6,0,4,1,4,0.00,600.00,600.00,132,124.3,120.7,0.0,0.00,0,199,154,0.0,0.0,0,0.0,0,1.48,0.80,2.34,13.44,168.1,110.8,6.1,182,185,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
565.79,2344.7,18,4.023,136,6,0,4,1,2,0.00,600.00,600.00,132,124.3,120.7,0.0,0.00,0,199,154,0.0,0.0,0,0.0,0,1.48,0.80,2.34,13.44,168.1,110.8,6.1,182,185,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
566.21,2346.4,18,4.023,136,6,0,4,1,2,0.00,600.00,600.00,132,124.3,120.7,0.0,0.00,0,199,154,0.0,0.0,0,0.0,0,1.48,0.80,2.36,13.44,168.1,110.8,6.1,182,185,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
566.64,2348.5,18,4.042,136,6,0,4,1,4,0.00,600.00,600.00,132,123.7,120.7,0.0,0.00,0,199,155,0.0,0.0,0,0.0,0,1.48,0.80,2.36,13.59,162.7,107.5,6.3,183,187,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
567.09,2350.5,18,4.042,136,6,0,4,1,4,0.00,600.00,600.00,132,123.7,120.7,0.0,0.00,0,199,155,0.0,0.0,0,0.0,0,1.48,0.80,2.36,13.59,162.7,107.5,6.3,183,187,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
567.51,2352.3,18,4.042,136,6,0,4,1,4,0.00,600.00,600.00,132,123.7,120.7,0.0,0.00,0,199,155,0.0,0.0,0,0.0,0,1.48,0.80,2.36,13.59,162.7,107.5,6.3,183,187,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
568.27,2355.2,18,4.042,136,6,0,4,1,4,0.00,600.00,600.00,132,123.7,120.7,0.0,0.00,0,199,155,0.0,0.0,0,0.0,0,1.48,0.80,2.36,13.59,162.7,107.5,6.3,183,187,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
568.65,2356.6,18,4.042,136,6,0,4,1,4,0.00,600.00,600.00,132,123.7,120.7,0.0,0.00,0,199,155,0.0,0.0,0,0.0,0,1.48,0.80,2.36,13.59,162.7,107.5,6.3,183,187,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
569.05,2357.9,18,4.042,136,6,0,4,1,2,0.00,600.00,600.00,132,123.7,120.7,0.0,0.00,0,199,155,0.0,0.0,0,0.0,0,1.48,0.80,2.41,13.59,162.7,107.5,6.3,183,187,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
569.45,2359.4,18,4.042,136,6,0,4,1,2,0.00,600.00,600.00,132,123.7,120.7,0.0,0.00,0,199,155,0.0,0.0,0,0.0,0,1.48,0.80,2.41,13.59,162.7,107.5,6.3,183,187,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
570.27,2363.2,18,4.004,136,6,0,4,1,4,0.00,600.00,600.00,132,124.9,120.7,0.0,0.00,0,199,156,0.0,0.0,0,0.0,0,1.48,0.80,2.41,13.74,162.7,107.5,6.2,184,182,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
570.67,2364.9,18,4.004,136,6,0,4,1,4,0.00,600.00,600.00,132,124.9,120.7,0.0,0.00,0,199,156,0.0,0.0,0,0.0,0,1.51,0.82,2.41,13.74,172.7,109.2,6.2,184,182,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
571.09,2366.7,18,4.004,136,6,0,4,1,4,0.00,600.00,600.00,132,124.9,120.7,0.0,0.00,0,199,156,0.0,0.0,0,0.0,0,1.51,0.82,2.41,13.74,172.7,109.2,6.2,184,182,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
571.48,2368.2,18,4.004,136,6,0,4,1,4,0.00,600.00,600.00,132,124.9,120.7,0.0,0.00,0,199,156,0.0,0.0,0,0.0,0,1.51,0.82,2.41,13.74,172.7,109.2,6.2,184,182,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
572.31,2371.2,18,4.004,137,6,0,4,1,4,0.00,600.00,600.00,132,124.9,120.7,0.0,0.00,0,199,156,0.0,0.0,0,0.0,0,1.51,0.82,2.41,13.74,172.7,109.2,6.2,184,182,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
572.69,2372.5,18,4.004,137,6,0,4,1,2,0.00,600.00,600.00,132,124.9,120.7,0.0,0.00,0,199,156,0.0,0.0,0,0.0,0,1.51,0.82,2.41,13.74,172.7,109.2,6.2,184,182,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
573.09,2374.3,18,4.004,137,6,0,4,1,3,0.00,600.00,600.00,132,124.9,120.7,0.0,0.00,0,199,156,0.0,0.0,0,0.0,0,1.51,0.82,2.31,13.36,172.7,109.2,6.1,184,182,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
573.51,2376.3,18,4.029,137,6,0,4,1,4,0.00,600.00,600.00,132,124.1,120.7,0.0,0.00,0,199,156,0.0,0.0,0,0.0,0,1.48,0.80,2.31,13.36,160.8,104.0,6.1,185,185,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
574.35,2379.8,18,4.029,137,6,0,4,1,4,0.00,600.00,600.00,132,124.1,120.7,0.0,0.00,0,199,156,0.0,0.0,0,0.0,0,1.48,0.80,2.31,13.36,160.8,104.0,6.1,185,185,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
574.74,2381.3,18,4.029,137,6,0,4,1,4,0.00,600.00,600.00,132,124.1,120.7,0.0,0.00,0,199,156,0.0,0.0,0,0.0,0,1.48,0.80,2.31,13.36,160.8,104.0,6.1,185,185,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
575.14,2382.8,18,4.029,137,6,0,4,1,4,0.00,600.00,600.00,132,124.1,120.7,0.0,0.00,0,199,156,0.0,0.0,0,0.0,0,1.48,0.80,2.31,13.36,160.8,104.0,6.1,185,185,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
575.51,2384.1,18,4.029,137,6,0,4,1,2,0.00,600.00,600.00,132,124.1,120.7,0.0,0.00,0,199,156,0.0,0.0,0,0.0,0,1.48,0.80,2.31,13.36,160.8,104.0,6.1,185,185,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
576.27,2387.0,18,4.029,137,6,0,4,1,2,0.00,600.00,600.00,132,124.1,120.7,0.0,0.00,0,199,156,0.0,0.0,0,0.0,0,1.48,0.80,2.30,13.36,160.8,104.0,6.1,185,185,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
576.71,2389.0,18,3.994,137,6,0,4,1,4,0.00,600.00,600.00,131,125.2,120.8,0.0,0.00,0,199,157,0.0,0.0,0,0.0,0,1.48,0.81,2.30,13.20,169.0,106.0,5.9,186,181,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
577.09,2390.7,18,3.994,137,6,0,4,1,4,0.00,600.00,600.00,131,125.2,120.8,0.0,0.00,0,199,157,0.0,0.0,0,0.0,0,1.48,0.81,2.30,13.20,169.0,106.0,5.9,186,181,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
577.47,2392.3,18,3.994,137,6,0,4,1,4,0.00,600.00,600.00,131,125.2,120.8,0.0,0.00,0,199,157,0.0,0.0,0,0.0,0,1.48,0.81,2.30,13.20,169.0,106.0,5.9,186,181,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
578.30,2395.5,18,3.994,137,6,0,4,1,4,0.00,600.00,600.00,131,125.2,120.8,0.0,0.00,0,199,157,0.0,0.0,0,0.0,0,1.48,0.81,2.30,13.20,169.0,106.0,5.9,186,181,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
578.70,2397.0,18,3.994,137,6,0,4,1,4,0.00,600.00,600.00,131,125.2,120.8,0.0,0.00,0,199,157,0.0,0.0,0,0.0,0,1.48,0.81,2.30,13.20,169.0,106.0,5.9,186,181,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
579.08,2398.3,18,3.994,137,6,0,4,1,2,0.00,600.00,600.00,131,125.2,120.8,0.0,0.00,0,199,157,0.0,0.0,0,0.0,0,1.48,0.81,2.40,13.20,169.0,106.0,5.9,186,181,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
579.85,2401.4,18,3.994,137,6,0,4,1,2,0.00,600.00,600.00,131,125.2,120.8,0.0,0.00,0,199,157,0.0,0.0,0,0.0,0,1.48,0.81,2.40,13.20,169.0,106.0,5.9,186,181,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
580.20,2403.0,18,3.984,137,6,0,4,1,4,0.00,600.00,600.00,132,125.5,120.8,0.0,0.00,0,199,158,0.0,0.0,0,0.0,0,1.48,0.81,2.40,13.65,169.0,106.0,6.1,187,179,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
580.60,2404.8,18,3.984,137,6,0,4,1,4,0.00,600.00,600.00,132,125.5,120.8,0.0,0.00,0,199,158,0.0,0.0,0,0.0,0,1.51,0.82,2.40,13.65,166.8,106.4,6.1,187,179,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
580.94,2406.2,18,3.984,137,6,0,4,1,4,0.00,600.00,600.00,132,125.5,120.8,0.0,0.00,0,199,158,0.0,0.0,0,0.0,0,1.51,0.82,2.40,13.65,166.8,106.4,6.1,187,179,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
581.69,2409.1,18,3.984,137,6,0,4,1,4,0.00,600.00,600.00,132,125.5,120.8,0.0,0.00,0,199,158,0.0,0.0,0,0.0,0,1.51,0.82,2.40,13.65,166.8,106.4,6.1,187,179,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
582.09,2410.6,18,3.984,137,6,0,4,1,4,0.00,600.00,600.00,132,125.5,120.8,0.0,0.00,0,199,158,0.0,0.0,0,0.0,0,1.51,0.82,2.40,13.65,166.8,106.4,6.1,187,179,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
582.45,2411.8,18,3.984,137,6,0,4,1,2,0.00,600.00,600.00,132,125.5,120.8,0.0,0.00,0,199,158,0.0,0.0,0,0.0,0,1.51,0.82,2.33,13.65,166.8,106.4,6.1,187,179,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
583.24,2415.1,18,3.984,137,6,0,4,1,3,0.00,600.00,600.00,132,125.5,120.8,0.0,0.00,0,199,159,0.0,0.0,0,0.0,0,1.51,0.82,2.33,13.65,166.8,106.4,6.1,187,183,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
583.63,2416.9,18,4.015,137,6,0,4,1,4,0.00,600.00,600.00,132,124.5,120.8,0.0,0.00,0,199,159,0.0,0.0,0,0.0,0,1.48,0.80,2.33,13.36,174.9,113.2,6.1,188,183,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
584.02,2418.7,18,4.015,137,6,0,4,1,4,0.00,600.00,600.00,132,124.5,120.8,0.0,0.00,0,199,159,0.0,0.0,0,0.0,0,1.48,0.80,2.33,13.36,174.9,113.2,6.1,188,183,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
584.73,2421.6,18,4.015,137,6,0,4,1,4,0.00,600.00,600.00,132,124.5,120.8,0.0,0.00,0,199,159,0.0,0.0,0,0.0,0,1.48,0.80,2.33,13.36,174.9,113.2,6.1,188,183,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
585.11,2423.0,18,4.015,138,6,0,4,1,4,0.00,600.00,600.00,132,124.5,120.8,0.0,0.00,0,199,159,0.0,0.0,0,0.0,0,1.48,0.80,2.33,13.36,174.9,113.2,6.1,188,183,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
585.83,2425.5,18,4.015,138,6,0,4,1,4,0.00,600.00,600.00,132,124.5,120.8,0.0,0.00,0,199,159,0.0,0.0,0,0.0,0,1.48,0.80,2.33,13.36,174.9,113.2,6.1,188,183,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
585.83,2425.5,18,4.015,138,6,0,4,1,2,0.00,600.00,600.00,132,124.5,120.8,0.0,0.00,0,199,159,0.0,0.0,0,0.0,0,1.48,0.80,2.40,13.36,174.9,113.2,6.1,188,183,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
586.72,2429.3,18,4.050,138,6,0,4,1,4,0.00,600.00,600.00,132,123.5,120.8,0.0,0.00,0,199,160,0.0,0.0,0,0.0,0,1.48,0.80,2.40,13.36,174.9,113.2,6.1,189,188,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
587.13,2431.2,18,4.050,138,6,0,4,1,4,0.00,600.00,600.00,132,123.5,120.8,0.0,0.00,0,199,160,0.0,0.0,0,0.0,0,1.48,0.80,2.40,13.74,168.8,109.2,6.4,189,188,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
587.55,2433.0,18,4.050,138,6,0,4,1,4,0.00,600.00,600.00,132,123.5,120.8,0.0,0.00,0,199,160,0.0,0.0,0,0.0,0,1.48,0.80,2.40,13.74,168.8,109.2,6.4,189,188,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
588.31,2436.0,18,4.050,138,6,0,4,1,4,0.00,600.00,600.00,132,123.5,120.8,0.0,0.00,0,199,160,0.0,0.0,0,0.0,0,1.48,0.80,2.40,13.74,168.8,109.2,6.4,189,188,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
588.68,2437.4,18,4.050,138,6,0,4,1,4,0.00,600.00,600.00,132,123.5,120.8,0.0,0.00,0,199,160,0.0,0.0,0,0.0,0,1.48,0.80,2.40,13.74,168.8,109.2,6.4,189,188,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
589.06,2438.7,18,4.050,138,6,0,4,1,2,0.00,600.00,600.00,132,123.5,120.8,0.0,0.00,0,199,160,0.0,0.0,0,0.0,0,1.48,0.80,2.40,13.74,168.8,109.2,6.4,189,188,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
589.85,2441.7,18,4.050,138,6,0,4,1,2,0.00,600.00,600.00,132,123.5,120.8,0.0,0.00,0,199,160,0.0,0.0,0,0.0,0,1.48,0.80,2.42,13.74,168.8,109.2,6.4,189,188,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
590.28,2443.7,18,4.006,139,6,0,4,1,4,0.00,600.00,600.00,131,124.8,120.8,0.0,0.00,0,199,160,0.0,0.0,0,0.0,0,1.48,0.80,2.42,13.74,168.8,109.2,6.4,190,188,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
590.68,2445.5,18,4.006,139,6,0,4,1,4,0.00,600.00,600.00,131,124.8,120.8,0.0,0.00,0,199,161,0.0,0.0,0,0.0,0,1.48,0.81,2.42,13.74,167.2,105.9,6.2,190,182,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
591.09,2447.2,18,4.006,139,6,0,4,1,4,0.00,600.00,600.00,131,124.8,120.8,0.0,0.00,0,199,161,0.0,0.0,0,0.0,0,1.48,0.81,2.42,13.74,167.2,105.9,6.2,190,182,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
591.83,2450.0,18,4.006,139,6,0,4,1,4,0.00,600.00,600.00,131,124.8,120.8,0.0,0.00,0,199,161,0.0,0.0,0,0.0,0,1.48,0.81,2.42,13.74,167.2,105.9,6.2,190,182,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
