Total elapsed time (s),Total distance (m),Stroke rate (/min),Speed (m/s),Current heart rate (bpm),Workout type,Interval type,Workout state,Rowing state,Stroke state,Total work distance (m),Piece duration (s),Piece distance (m),Drag factor,Current pace (/500m),Average pace (/500m),Rest distance (m),Rest time (s),Interval count,Total average power (W),Total average calories (cal),Split average pace (/500m),Split average power (W),Split average calories (cal/hr),Last split time (s),Last split distance (m),Drive length (m),Drive time (s),Stroke recovery time (s),Stroke distance (m),Peak drive force (lbs),Ave. drive force (lbs),Work per stroke (J),Stroke count,Stroke power (W),Stroke calories (cal/hr),Projected work time (s),Projected work distance (m),Split/interval time (s),Split/interval distance (m),Split/interval rest time (s),Split/interval rest distance (s),Split/interval type,Split/interval number,Split/interval ave. stroke rate (/min),Split/interval ave. pace (/500m,Split/interval total calories (cals),Split/interval average calories (cal/hr),Split/interval speed (m/s),Split/interval power (W),Split/interval ave. drag factor
592.26,2451.5,18,4.006,138,6,0,4,1,4,0.00,600.00,600.00,131,124.8,120.8,0.0,0.00,0,199,161,0.0,0.0,0,0.0,0,1.48,0.81,2.42,13.74,167.2,105.9,6.2,190,182,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
592.61,2452.7,18,4.006,138,6,0,4,1,4,0.00,600.00,600.00,131,124.8,120.8,0.0,0.00,0,199,161,0.0,0.0,0,0.0,0,1.48,0.81,2.42,13.74,167.2,105.9,6.2,190,182,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
593.02,2454.2,18,4.006,138,6,0,4,1,2,0.00,600.00,600.00,131,124.8,120.8,0.0,0.00,0,199,161,0.0,0.0,0,0.0,0,1.48,0.81,2.45,13.74,167.2,105.9,6.2,190,182,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
593.85,2458.0,17,3.957,138,6,0,4,1,4,0.00,600.00,600.00,131,126.4,120.8,0.0,0.00,0,199,162,0.0,0.0,0,0.0,0,1.48,0.81,2.45,13.63,167.2,105.9,6.0,191,175,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
594.26,2459.8,17,3.957,138,6,0,4,1,4,0.00,600.00,600.00,131,126.4,120.8,0.0,0.00,0,199,162,0.0,0.0,0,0.0,0,1.45,0.79,2.45,13.63,174.3,110.7,6.0,191,175,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
594.69,2461.5,17,3.957,138,6,0,4,1,4,0.00,600.00,600.00,131,126.4,120.8,0.0,0.00,0,199,162,0.0,0.0,0,0.0,0,1.45,0.79,2.45,13.63,174.3,110.7,6.0,191,175,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
595.09,2463.0,17,3.957,139,6,0,4,1,4,0.00,600.00,600.00,131,126.4,120.8,0.0,0.00,0,199,162,0.0,0.0,0,0.0,0,1.45,0.79,2.45,13.63,174.3,110.7,6.0,191,175,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
595.55,2464.7,17,3.957,139,6,0,4,1,4,0.00,600.00,600.00,131,126.4,120.8,0.0,0.00,0,199,162,0.0,0.0,0,0.0,0,1.45,0.79,2.45,13.63,174.3,110.7,6.0,191,175,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
595.97,2466.2,17,3.957,139,6,0,4,1,2,0.00,600.00,600.00,131,126.4,120.8,0.0,0.00,0,199,162,0.0,0.0,0,0.0,0,1.45,0.79,2.37,13.63,174.3,110.7,6.0,191,175,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
596.80,2469.6,17,3.957,139,6,0,4,1,2,0.00,600.00,600.00,131,126.4,120.8,0.0,0.00,0,199,162,0.0,0.0,0,0.0,0,1.45,0.79,2.37,13.63,174.3,110.7,6.0,191,175,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
597.24,2471.6,18,4.000,138,6,0,4,1,4,0.00,600.00,600.00,131,125.0,120.9,0.0,0.00,0,198,162,0.0,0.0,0,0.0,0,1.45,0.79,2.37,13.48,174.3,110.7,6.1,192,181,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
597.66,2473.4,18,4.000,138,6,0,4,1,4,0.00,600.00,600.00,131,125.0,120.9,0.0,0.00,0,198,162,0.0,0.0,0,0.0,0,1.48,0.80,2.37,13.48,171.3,109.1,6.1,192,181,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
598.05,2475.0,18,4.000,138,6,0,4,1,4,0.00,600.00,600.00,131,125.0,120.9,0.0,0.00,0,198,162,0.0,0.0,0,0.0,0,1.48,0.80,2.37,13.48,171.3,109.1,6.1,192,181,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
598.48,2476.7,18,4.000,138,6,0,4,1,4,0.00,600.00,600.00,131,125.0,120.9,0.0,0.00,0,198,162,0.0,0.0,0,0.0,0,1.48,0.80,2.37,13.48,171.3,109.1,6.1,192,181,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
598.94,2478.4,18,4.000,138,6,0,4,1,4,0.00,600.00,600.00,131,125.0,120.9,0.0,0.00,0,198,162,0.0,0.0,0,0.0,0,1.48,0.80,2.37,13.48,171.3,109.1,6.1,192,181,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
599.71,2481.1,18,4.000,138,6,0,4,1,2,0.00,600.00,600.00,131,125.0,120.9,0.0,0.00,0,198,162,0.0,0.0,0,0.0,0,1.48,0.80,2.34,13.48,171.3,109.1,6.1,192,181,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.000,0,0
0.00,0.0,0,0.000,138,6,0,4,1,4,0.00,600.00,600.00,132,0.0,0.0,0.0,0.00,1,0,162,0.0,0.0,0,0.0,0,1.27,0.06,0.00,0.30,47.2,31.6,655.3,193,0,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
0.92,4.2,0,0.000,138,6,0,4,1,4,0.00,600.00,600.00,132,0.0,0.0,0.0,0.00,1,0,162,0.0,0.0,0,0.0,0,1.27,0.06,0.00,0.30,47.2,31.6,655.3,193,0,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
1.71,7.4,0,0.000,138,6,0,4,1,4,0.00,600.00,600.00,132,0.0,0.0,0.0,0.00,1,0,162,0.0,0.0,0,0.0,0,1.27,0.06,0.00,0.30,47.2,31.6,655.3,193,0,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
2.06,8.7,0,0.000,138,6,0,4,1,2,0.00,600.00,600.00,132,0.0,0.0,0.0,0.00,1,0,162,0.0,0.0,0,0.0,0,1.27,0.06,1.93,0.30,47.2,31.6,655.3,193,0,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
2.49,10.4,0,0.000,138,6,0,4,1,2,0.00,600.00,600.00,132,0.0,0.0,0.0,0.00,1,0,162,0.0,0.0,0,0.0,0,1.27,0.06,1.93,0.30,47.2,31.6,655.3,193,0,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
2.97,12.7,21,4.268,138,6,0,4,1,4,0.00,600.00,600.00,131,117.2,120.9,0.0,0.00,1,223,0,0.0,0.0,0,0.0,0,1.51,0.74,1.93,12.29,188.1,123.4,6.3,194,220,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
3.37,14.7,21,4.268,138,6,0,4,1,4,0.00,600.00,600.00,131,117.2,120.9,0.0,0.00,1,223,0,0.0,0.0,0,0.0,0,1.51,0.74,1.93,12.29,188.1,123.4,6.3,194,220,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
4.13,18.1,21,4.268,138,6,0,4,1,4,0.00,600.00,600.00,131,117.2,120.9,0.0,0.00,1,223,0,0.0,0.0,0,0.0,0,1.51,0.74,1.93,12.29,188.1,123.4,6.3,194,220,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
4.51,19.6,21,4.268,138,6,0,4,1,4,0.00,600.00,600.00,131,117.2,120.9,0.0,0.00,1,223,0,0.0,0.0,0,0.0,0,1.51,0.74,1.93,12.29,188.1,123.4,6.3,194,220,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
4.92,21.2,21,4.268,138,6,0,4,1,2,0.00,600.00,600.00,131,117.2,120.9,0.0,0.00,1,223,0,0.0,0.0,0,0.0,0,1.51,0.74,1.93,12.29,188.1,123.4,6.3,194,220,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
5.68,24.3,21,4.268,138,6,0,4,1,2,0.00,600.00,600.00,131,117.2,120.9,0.0,0.00,1,223,0,0.0,0.0,0,0.0,0,1.51,0.74,2.02,12.29,188.1,123.4,6.3,194,220,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
6.16,26.7,20,4.329,138,6,0,4,1,4,0.00,600.00,600.00,132,115.5,120.8,0.0,0.00,1,226,1,0.0,0.0,0,0.0,0,1.51,0.74,2.02,12.29,188.1,123.4,6.3,195,230,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
6.55,28.6,20,4.329,138,6,0,4,1,4,0.00,600.00,600.00,132,115.5,120.8,0.0,0.00,1,226,1,0.0,0.0,0,0.0,0,1.48,0.73,2.02,12.81,182.6,120.9,6.8,195,230,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
6.92,30.2,20,4.329,138,6,0,4,1,4,0.00,600.00,600.00,132,115.5,120.8,0.0,0.00,1,226,1,0.0,0.0,0,0.0,0,1.48,0.73,2.02,12.81,182.6,120.9,6.8,195,230,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
7.38,32.1,20,4.329,138,6,0,4,1,4,0.00,600.00,600.00,132,115.5,120.8,0.0,0.00,1,226,1,0.0,0.0,0,0.0,0,1.48,0.73,2.02,12.81,182.6,120.9,6.8,195,230,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
7.77,33.7,20,4.329,138,6,0,4,1,2,0.00,600.00,600.00,132,115.5,120.8,0.0,0.00,1,226,1,0.0,0.0,0,0.0,0,1.48,0.73,2.02,12.81,182.6,120.9,6.8,195,230,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
8.64,37.4,20,4.329,138,6,0,4,1,2,0.00,600.00,600.00,132,115.5,120.8,0.0,0.00,1,226,1,0.0,0.0,0,0.0,0,1.48,0.73,1.92,12.81,182.6,120.9,6.8,195,230,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
9.00,39.1,21,4.355,139,6,0,4,1,4,0.00,600.00,600.00,132,114.8,120.8,0.0,0.00,1,229,2,0.0,0.0,0,0.0,0,1.48,0.73,1.92,12.46,168.2,112.5,6.7,196,234,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
9.39,40.9,21,4.355,139,6,0,4,1,4,0.00,600.00,600.00,132,114.8,120.8,0.0,0.00,1,229,2,0.0,0.0,0,0.0,0,1.48,0.73,1.92,12.46,168.2,112.5,6.7,196,234,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
10.14,44.1,21,4.355,139,6,0,4,1,4,0.00,600.00,600.00,132,114.8,120.8,0.0,0.00,1,229,2,0.0,0.0,0,0.0,0,1.48,0.73,1.92,12.46,168.2,112.5,6.7,196,234,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
10.53,45.7,21,4.355,139,6,0,4,1,4,0.00,600.00,600.00,132,114.8,120.8,0.0,0.00,1,229,2,0.0,0.0,0,0.0,0,1.48,0.73,1.92,12.46,168.2,112.5,6.7,196,234,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
10.92,47.1,21,4.355,139,6,0,4,1,2,0.00,600.00,600.00,132,114.8,120.8,0.0,0.00,1,229,2,0.0,0.0,0,0.0,0,1.48,0.73,1.89,12.46,168.2,112.5,6.7,196,234,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
11.68,50.7,21,4.312,139,6,0,4,1,3,0.00,600.00,600.00,132,116.0,120.8,0.0,0.00,1,229,2,0.0,0.0,0,0.0,0,1.48,0.73,1.89,12.46,168.2,112.5,6.7,196,234,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
12.15,52.9,21,4.312,139,6,0,4,1,4,0.00,600.00,600.00,132,116.0,120.8,0.0,0.00,1,229,3,0.0,0.0,0,0.0,0,1.51,0.75,1.89,12.30,173.6,111.0,6.4,197,227,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
12.53,54.5,21,4.312,139,6,0,4,1,4,0.00,600.00,600.00,132,116.0,120.8,0.0,0.00,1,229,3,0.0,0.0,0,0.0,0,1.51,0.75,1.89,12.30,173.6,111.0,6.4,197,227,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
12.93,56.2,21,4.312,140,6,0,4,1,4,0.00,600.00,600.00,132,116.0,120.8,0.0,0.00,1,229,3,0.0,0.0,0,0.0,0,1.51,0.75,1.89,12.30,173.6,111.0,6.4,197,227,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
13.67,59.0,21,4.312,140,6,0,4,1,4,0.00,600.00,600.00,132,116.0,120.8,0.0,0.00,1,229,3,0.0,0.0,0,0.0,0,1.51,0.75,1.89,12.30,173.6,111.0,6.4,197,227,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
14.10,60.8,21,4.312,140,6,0,4,1,2,0.00,600.00,600.00,132,116.0,120.8,0.0,0.00,1,229,3,0.0,0.0,0,0.0,0,1.51,0.75,1.95,12.30,173.6,111.0,6.4,197,227,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
14.52,62.8,21,4.270,140,6,0,4,1,4,0.00,600.00,600.00,132,117.1,120.8,0.0,0.00,1,227,4,0.0,0.0,0,0.0,0,1.45,0.73,1.95,12.29,166.7,112.6,6.3,198,221,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
14.97,64.9,21,4.270,141,6,0,4,1,4,0.00,600.00,600.00,132,117.1,120.8,0.0,0.00,1,227,4,0.0,0.0,0,0.0,0,1.45,0.73,1.95,12.29,166.7,112.6,6.3,198,221,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
15.35,66.6,21,4.270,141,6,0,4,1,4,0.00,600.00,600.00,132,117.1,120.8,0.0,0.00,1,227,4,0.0,0.0,0,0.0,0,1.45,0.73,1.95,12.29,166.7,112.6,6.3,198,221,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
16.14,69.8,21,4.270,141,6,0,4,1,4,0.00,600.00,600.00,132,117.1,120.8,0.0,0.00,1,227,4,0.0,0.0,0,0.0,0,1.45,0.73,1.95,12.29,166.7,112.6,6.3,198,221,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
16.53,71.2,21,4.270,141,6,0,4,1,2,0.00,600.00,600.00,132,117.1,120.8,0.0,0.00,1,227,4,0.0,0.0,0,0.0,0,1.45,0.73,1.98,12.29,166.7,112.6,6.3,198,221,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
16.96,72.9,21,4.270,141,6,0,4,1,2,0.00,600.00,600.00,132,117.1,120.8,0.0,0.00,1,227,4,0.0,0.0,0,0.0,0,1.45,0.73,1.98,12.29,166.7,112.6,6.3,198,221,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
17.37,74.9,21,4.239,141,6,0,4,1,4,0.00,600.00,600.00,132,117.9,120.7,0.0,0.00,1,225,5,0.0,0.0,0,0.0,0,1.48,0.74,1.98,12.45,178.3,113.9,6.3,199,216,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
18.18,78.7,21,4.239,141,6,0,4,1,4,0.00,600.00,600.00,132,117.9,120.7,0.0,0.00,1,225,5,0.0,0.0,0,0.0,0,1.48,0.74,1.98,12.45,178.3,113.9,6.3,199,216,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
18.56,80.3,21,4.239,141,6,0,4,1,4,0.00,600.00,600.00,132,117.9,120.7,0.0,0.00,1,225,5,0.0,0.0,0,0.0,0,1.48,0.74,1.98,12.45,178.3,113.9,6.3,199,216,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
18.98,81.9,21,4.239,142,6,0,4,1,4,0.00,600.00,600.00,132,117.9,120.7,0.0,0.00,1,225,5,0.0,0.0,0,0.0,0,1.48,0.74,1.98,12.45,178.3,113.9,6.3,199,216,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
19.71,84.7,21,4.239,142,6,0,4,1,2,0.00,600.00,600.00,132,117.9,120.7,0.0,0.00,1,225,5,0.0,0.0,0,0.0,0,1.48,0.74,1.98,12.45,178.3,113.9,6.3,199,216,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
20.14,86.7,21,4.239,142,6,0,4,1,2,0.00,600.00,600.00,132,117.9,120.7,0.0,0.00,1,225,5,0.0,0.0,0,0.0,0,1.48,0.74,1.95,12.45,178.3,113.9,6.3,199,216,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
20.56,88.7,21,4.262,142,6,0,4,1,4,0.00,600.00,600.00,132,117.3,120.7,0.0,0.00,1,224,6,0.0,0.0,0,0.0,0,1.51,0.76,1.95,12.45,170.4,112.6,6.4,200,220,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
20.97,90.6,21,4.262,142,6,0,4,1,4,0.00,600.00,600.00,132,117.3,120.7,0.0,0.00,1,224,6,0.0,0.0,0,0.0,0,1.51,0.76,1.95,12.45,170.4,112.6,6.4,200,220,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
21.75,93.9,21,4.262,142,6,0,4,1,4,0.00,600.00,600.00,132,117.3,120.7,0.0,0.00,1,224,6,0.0,0.0,0,0.0,0,1.51,0.76,1.95,12.45,170.4,112.6,6.4,200,220,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
22.17,95.5,21,4.262,142,6,0,4,1,4,0.00,600.00,600.00,132,117.3,120.7,0.0,0.00,1,224,6,0.0,0.0,0,0.0,0,1.51,0.76,1.95,12.45,170.4,112.6,6.4,200,220,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
22.56,96.9,21,4.262,142,6,0,4,1,2,0.00,600.00,600.00,132,117.3,120.7,0.0,0.00,1,224,6,0.0,0.0,0,0.0,0,1.51,0.76,1.95,12.45,170.4,112.6,6.4,200,220,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
23.04,99.0,21,4.262,143,6,0,4,1,2,0.00,600.00,600.00,132,117.3,120.7,0.0,0.00,1,224,6,0.0,0.0,0,0.0,0,1.51,0.76,1.99,12.45,170.4,112.6,6.4,200,220,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
23.43,100.9,20,4.258,143,6,0,4,1,4,0.00,600.00,600.00,131,117.4,120.7,0.0,0.00,1,224,6,0.0,0.0,0,0.0,0,1.51,0.76,1.99,12.60,171.4,110.0,6.4,201,219,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
24.17,104.3,20,4.258,142,6,0,4,1,4,0.00,600.00,600.00,131,117.4,120.7,0.0,0.00,1,224,6,0.0,0.0,0,0.0,0,1.51,0.76,1.99,12.60,171.4,110.0,6.4,201,219,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
24.54,105.8,20,4.258,142,6,0,4,1,4,0.00,600.00,600.00,131,117.4,120.7,0.0,0.00,1,224,6,0.0,0.0,0,0.0,0,1.51,0.76,1.99,12.60,171.4,110.0,6.4,201,219,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
24.95,107.4,20,4.258,142,6,0,4,1,4,0.00,600.00,600.00,131,117.4,120.7,0.0,0.00,1,224,6,0.0,0.0,0,0.0,0,1.51,0.76,1.99,12.60,171.4,110.0,6.4,201,219,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
25.68,110.1,20,4.258,142,6,0,4,1,2,0.00,600.00,600.00,131,117.4,120.7,0.0,0.00,1,224,6,0.0,0.0,0,0.0,0,1.51,0.76,1.99,12.60,171.4,110.0,6.4,201,219,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
26.11,112.2,20,4.258,142,6,0,4,1,3,0.00,600.00,600.00,131,117.4,120.7,0.0,0.00,1,223,7,0.0,0.0,0,0.0,0,1.51,0.76,1.99,12.51,171.4,110.0,6.3,201,215,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
26.47,113.9,20,4.232,142,6,0,4,1,4,0.00,600.00,600.00,132,118.2,120.7,0.0,0.00,1,223,7,0.0,0.0,0,0.0,0,1.51,0.76,1.99,12.51,172.9,113.6,6.3,202,215,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
26.85,115.6,20,4.232,142,6,0,4,1,4,0.00,600.00,600.00,132,118.2,120.7,0.0,0.00,1,223,7,0.0,0.0,0,0.0,0,1.51,0.76,1.99,12.51,172.9,113.6,6.3,202,215,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
27.69,119.1,20,4.232,142,6,0,4,1,4,0.00,600.00,600.00,132,118.2,120.7,0.0,0.00,1,223,7,0.0,0.0,0,0.0,0,1.51,0.76,1.99,12.51,172.9,113.6,6.3,202,215,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
28.11,120.7,20,4.232,142,6,0,4,1,4,0.00,600.00,600.00,132,118.2,120.7,0.0,0.00,1,223,7,0.0,0.0,0,0.0,0,1.51,0.76,1.99,12.51,172.9,113.6,6.3,202,215,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
28.49,122.2,20,4.232,143,6,0,4,1,2,0.00,600.00,600.00,132,118.2,120.7,0.0,0.00,1,223,7,0.0,0.0,0,0.0,0,1.51,0.76,1.93,12.51,172.9,113.6,6.3,202,215,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
28.86,123.8,20,4.232,143,6,0,4,1,3,0.00,600.00,600.00,132,118.2,120.7,0.0,0.00,1,223,7,0.0,0.0,0,0.0,0,1.51,0.76,1.93,12.51,172.9,113.6,6.3,202,215,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
29.63,127.6,21,4.269,143,6,0,4,1,4,0.00,600.00,600.00,131,117.1,120.7,0.0,0.00,1,222,8,0.0,0.0,0,0.0,0,1.48,0.74,1.93,12.30,167.6,112.6,6.3,203,221,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
30.00,129.2,21,4.269,143,6,0,4,1,4,0.00,600.00,600.00,131,117.1,120.7,0.0,0.00,1,222,8,0.0,0.0,0,0.0,0,1.48,0.74,1.93,12.30,167.6,112.6,6.3,203,221,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
30.36,130.7,21,4.269,143,6,0,4,1,4,0.00,600.00,600.00,131,117.1,120.7,0.0,0.00,1,222,8,0.0,0.0,0,0.0,0,1.48,0.74,1.93,12.30,167.6,112.6,6.3,203,221,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
31.16,133.7,21,4.269,143,6,0,4,1,4,0.00,600.00,600.00,131,117.1,120.7,0.0,0.00,1,222,8,0.0,0.0,0,0.0,0,1.48,0.74,1.93,12.30,167.6,112.6,6.3,203,221,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
31.55,135.3,21,4.269,143,6,0,4,1,2,0.00,600.00,600.00,131,117.1,120.7,0.0,0.00,1,222,8,0.0,0.0,0,0.0,0,1.48,0.74,1.95,12.30,167.6,112.6,6.3,203,221,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
31.96,137.3,21,4.265,143,6,0,4,1,4,0.00,600.00,600.00,132,117.2,120.7,0.0,0.00,1,222,9,0.0,0.0,0,0.0,0,1.51,0.76,1.95,12.43,165.5,110.9,6.4,204,220,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
32.40,139.4,21,4.265,143,6,0,4,1,4,0.00,600.00,600.00,132,117.2,120.7,0.0,0.00,1,222,9,0.0,0.0,0,0.0,0,1.51,0.76,1.95,12.43,165.5,110.9,6.4,204,220,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
33.18,142.7,21,4.265,143,6,0,4,1,4,0.00,600.00,600.00,132,117.2,120.7,0.0,0.00,1,222,9,0.0,0.0,0,0.0,0,1.51,0.76,1.95,12.43,165.5,110.9,6.4,204,220,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
33.56,144.3,21,4.265,143,6,0,4,1,4,0.00,600.00,600.00,132,117.2,120.7,0.0,0.00,1,222,9,0.0,0.0,0,0.0,0,1.51,0.76,1.95,12.43,165.5,110.9,6.4,204,220,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
33.92,145.6,21,4.265,143,6,0,4,1,2,0.00,600.00,600.00,132,117.2,120.7,0.0,0.00,1,222,9,0.0,0.0,0,0.0,0,1.51,0.76,1.95,12.43,165.5,110.9,6.4,204,220,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
34.69,148.9,21,4.265,143,6,0,4,1,2,0.00,600.00,600.00,132,117.2,120.7,0.0,0.00,1,222,9,0.0,0.0,0,0.0,0,1.51,0.76,1.90,12.43,165.5,110.9,6.4,204,220,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
35.07,150.8,21,4.272,143,6,0,4,1,4,0.00,600.00,600.00,131,117.0,120.6,0.0,0.00,1,222,10,0.0,0.0,0,0.0,0,1.51,0.76,1.90,12.22,172.0,110.0,6.3,205,221,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
35.49,152.7,21,4.272,143,6,0,4,1,4,0.00,600.00,600.00,131,117.0,120.6,0.0,0.00,1,222,10,0.0,0.0,0,0.0,0,1.51,0.76,1.90,12.22,172.0,110.0,6.3,205,221,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
36.23,155.8,21,4.272,143,6,0,4,1,4,0.00,600.00,600.00,131,117.0,120.6,0.0,0.00,1,222,10,0.0,0.0,0,0.0,0,1.51,0.76,1.90,12.22,172.0,110.0,6.3,205,221,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
36.71,157.6,21,4.272,143,6,0,4,1,4,0.00,600.00,600.00,131,117.0,120.6,0.0,0.00,1,222,10,0.0,0.0,0,0.0,0,1.51,0.76,1.90,12.22,172.0,110.0,6.3,205,221,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
37.10,159.0,21,4.272,143,6,0,4,1,2,0.00,600.00,600.00,131,117.0,120.6,0.0,0.00,1,222,10,0.0,0.0,0,0.0,0,1.51,0.76,1.91,12.22,172.0,110.0,6.3,205,221,0,0,0,0.0,2483,0,0,0,1,19,0.0,0,0,0.000,0,0
