index, Cadence (stokes/min), ElapsedTime (sec), HRCur (bpm), Horizontal (meters), Power (watts), Stroke500mPace (sec/500m), lapIdx,TimeStamp (sec)
658,19.0,1873.63800001,156.0,2725.825,170.9199,126.98675,1.0,1452628464.52
659,19.0,1876.73799992,157.0,2737.975,168.994,127.46735,1.0,1452628467.62
660,20.0,1879.8499999,158.0,2750.249,170.555,127.07725,1.0,1452628470.73
661,19.0,1882.94199991,159.0,2762.398,170.2385,127.15595,1.0,1452628473.82
662,20.0,1886.04399991,159.0,2774.688,173.5179,126.3498,1.0,1452628476.92
663,20.0,1889.04200006,159.0,2786.535,172.6916,126.551,1.0,1452628479.92
664,20.0,1892.05200005,160.0,2798.466,174.7524,126.05155,1.0,1452628482.93
665,20.0,1895.13999987,160.0,2810.76,176.1849,125.70905,1.0,1452628486.02
666,19.0,1898.23399997,161.0,2822.984,173.5573,126.34025,1.0,1452628489.11
667,19.0,1901.34599996,161.0,2835.277,172.0016,126.72,1.0,1452628492.22
668,20.0,1904.34500003,160.0,2847.137,173.0764,126.45715,1.0,1452628495.22
669,20.0,1907.34699988,160.0,2858.987,172.1334,126.68765,1.0,1452628498.22
670,19.0,1910.44499993,160.0,2871.275,174.3216,126.15535,1.0,1452628501.32
671,20.0,1913.43599987,160.0,2883.208,177.776,125.33285,1.0,1452628504.31
672,19.0,1916.546,160.0,2895.581,176.2891,125.68425,1.0,1452628507.42
673,20.0,1919.44199991,160.0,2907.149,180.5438,124.6891,1.0,1452628510.32
674,22.0,1922.24300003,160.0,2918.646,193.1671,121.9116,1.0,1452628513.12
675,21.0,1925.14499998,160.0,2930.502,191.3551,122.2952,1.0,1452628516.02
676,21.0,1928.03699994,161.0,2942.358,191.9628,122.166,1.0,1452628518.91
677,21.0,1930.94899988,161.0,2954.362,195.4478,121.43555,1.0,1452628521.83
678,21.0,1933.74600005,162.0,2965.863,195.7657,121.36975,1.0,1452628524.62
679,22.0,1936.54399991,162.0,2977.572,203.8654,119.7406,1.0,1452628527.42
680,21.0,1939.34699988,162.0,2989.353,208.4614,118.8541,1.0,1452628530.22
681,21.0,1942.24199986,162.0,3001.294,196.462,121.2262,1.0,1452628533.12
682,21.0,1945.03999996,163.0,3012.798,194.6279,121.6058,1.0,1452628535.92
683,21.0,1947.84100008,162.0,3024.366,198.248,120.86105,1.0,1452628538.72
684,22.0,1950.64400005,162.0,3035.855,191.8753,122.18455,1.0,1452628541.52
685,22.0,1953.44199991,162.0,3047.277,190.2026,122.5417,1.0,1452628544.32
686,21.0,1956.24099994,162.0,3058.628,187.3536,123.1597,1.0,1452628547.12
687,22.0,1958.94000006,162.0,3069.769,197.1784,121.0792,1.0,1452628549.82
688,22.0,1961.74600005,163.0,3081.333,194.4285,121.64735,1.0,1452628552.62
689,21.0,1964.54200006,163.0,3092.667,187.8015,123.0617,1.0,1452628555.42
690,22.0,1967.33500004,164.0,3104.087,190.2084,122.54045,1.0,1452628558.21
691,21.0,1970.13999987,165.0,3115.656,197.3115,121.05195,1.0,1452628561.02
692,21.0,1972.93899989,165.0,3127.153,195.032,121.52175,1.0,1452628563.82
693,21.0,1975.83399987,166.0,3139.155,197.7503,120.96235,1.0,1452628566.71
694,21.0,1978.63999987,165.0,3150.794,200.0455,120.49795,1.0,1452628569.52
695,21.0,1981.54299998,165.0,3162.875,201.0397,120.299,1.0,1452628572.42
696,21.0,1984.33500004,166.0,3174.443,200.3592,120.43505,1.0,1452628575.21
697,21.0,1987.2349999,166.0,3186.446,198.3173,120.847,1.0,1452628578.11
698,21.0,1990.14299989,166.0,3198.456,196.3042,121.25865,1.0,1452628581.02
699,21.0,1992.93199992,166.0,3209.875,194.5739,121.61705,1.0,1452628583.81
700,21.0,1995.84800005,166.0,3221.887,194.4776,121.6371,1.0,1452628586.73
701,21.0,1998.74300003,166.0,3233.742,191.2767,122.3119,1.0,1452628589.62
702,21.0,2001.63199997,167.0,3245.597,193.8573,121.7667,1.0,1452628592.51
703,21.0,2004.53999996,167.0,3257.54,193.2594,121.89215,1.0,1452628595.42
704,21.0,2007.33899999,167.0,3269.105,199.5054,120.6066,1.0,1452628598.22
705,21.0,2010.23799992,167.0,3281.112,197.6424,120.9844,1.0,1452628601.12
706,21.0,2013.13199997,168.0,3293.044,196.2676,121.2662,1.0,1452628604.01
707,21.0,2015.93799996,168.0,3304.609,196.9163,121.1329,1.0,1452628606.82
708,21.0,2018.73600006,168.0,3316.113,195.0753,121.51275,1.0,1452628609.61
709,21.0,2021.52900004,168.0,3327.697,199.72,120.5634,1.0,1452628612.41
710,22.0,2024.33299994,168.0,3339.338,198.8887,120.73115,1.0,1452628615.21
711,22.0,2027.02900004,168.0,3350.47,199.577,120.5922,1.0,1452628617.91
712,21.0,2029.93199992,168.0,3362.48,197.2461,121.06535,1.0,1452628620.81
713,22.0,2032.7349999,168.0,3374.126,200.0575,120.49555,1.0,1452628623.61
714,21.0,2035.53999996,168.0,3385.632,195.1511,121.49705,1.0,1452628626.42
715,21.0,2038.44199991,168.0,3397.488,190.1144,122.56065,1.0,1452628629.32
716,22.0,2041.23699999,168.0,3409.061,197.0297,121.10965,1.0,1452628632.12
717,22.0,2043.84299994,169.0,3420.043,211.4413,118.2931,1.0,1452628634.72
718,22.0,2046.6329999,168.0,3431.747,205.3212,119.45695,1.0,1452628637.51
719,22.0,2049.34200001,168.0,3443.159,208.7069,118.80745,1.0,1452628640.22
720,22.0,2052.03699994,169.0,3454.574,212.9769,118.0081,1.0,1452628642.91
721,22.0,2054.74099994,169.0,3465.985,210.2814,118.5102,1.0,1452628645.62
722,23.0,2057.33500004,169.0,3476.969,213.5649,117.8997,1.0,1452628648.21
723,23.0,2059.94400001,169.0,3488.102,216.5156,117.36165,1.0,1452628650.82
724,23.0,2062.43700004,170.0,3498.722,219.0544,116.9065,1.0,1452628653.32
725,23.0,2065.14100003,170.0,3510.349,219.7982,116.7745,1.0,1452628656.02
726,22.0,2067.83899999,170.0,3521.765,212.7671,118.0469,1.0,1452628658.72
727,22.0,2070.53900003,170.0,3533.037,205.6714,119.3891,1.0,1452628661.42
728,23.0,2073.23000002,170.0,3544.383,208.326,118.87985,1.0,1452628664.11
729,22.0,2075.93899989,170.0,3555.802,209.8362,118.59395,1.0,1452628666.82
730,23.0,2078.523,170.0,3566.644,207.7617,118.98735,1.0,1452628669.4
731,23.0,2081.23600006,170.0,3578.073,207.7661,118.98655,1.0,1452628672.11
732,22.0,2083.829,170.0,3588.848,203.2688,119.85765,1.0,1452628674.71
733,23.0,2086.43599987,170.0,3599.678,201.1425,120.2785,1.0,1452628677.31
734,23.0,2089.13199997,170.0,3610.948,203.4824,119.8157,1.0,1452628680.01
735,23.0,2091.8269999,170.0,3622.216,203.4962,119.813,1.0,1452628682.7
736,23.0,2094.43199992,170.0,3633.057,202.7255,119.96465,1.0,1452628685.31
737,23.0,2097.03399992,170.0,3643.961,207.2456,119.08605,1.0,1452628687.91
738,23.0,2099.727,169.0,3655.304,207.6502,119.00865,1.0,1452628690.61
739,22.0,2102.43400002,168.0,3666.566,200.7469,120.3575,1.0,1452628693.31
740,22.0,2105.04200006,168.0,3677.403,202.5809,119.99315,1.0,1452628695.92
741,23.0,2107.727,168.0,3688.672,206.0695,119.31215,1.0,1452628698.61
742,23.0,2110.33100009,168.0,3699.654,211.8096,118.2245,1.0,1452628701.21
743,23.0,2113.03500009,169.0,3711.079,209.0953,118.73385,1.0,1452628703.91
744,22.0,2115.72399998,169.0,3722.362,207.1397,119.10635,1.0,1452628706.6
745,23.0,2118.329,170.0,3733.417,213.8825,117.84135,1.0,1452628709.21
746,23.0,2120.93000007,170.0,3744.478,216.2326,117.41285,1.0,1452628711.81
747,22.0,2123.62999988,170.0,3755.894,212.7197,118.05565,1.0,1452628714.51
748,23.0,2126.32599998,171.0,3767.314,210.8979,118.3946,1.0,1452628717.2
749,22.0,2129.03900003,171.0,3778.796,211.7747,118.231,1.0,1452628719.92
750,22.0,2131.72799993,171.0,3790.13,211.0475,118.36665,1.0,1452628722.61
751,22.0,2134.43199992,171.0,3801.619,214.8993,117.65515,1.0,1452628725.31
752,23.0,2137.13899994,171.0,3813.172,216.0445,117.4469,1.0,1452628728.02
753,23.0,2139.72600007,171.0,3824.221,219.3131,116.8605,1.0,1452628730.6
754,23.0,2142.329,171.0,3835.332,216.9221,117.2883,1.0,1452628733.21
755,23.0,2144.93599987,171.0,3846.444,216.1404,117.42955,1.0,1452628735.81
756,23.0,2147.5309999,171.0,3857.5,216.9731,117.2791,1.0,1452628738.41
757,23.0,2150.12800002,171.0,3868.548,217.0136,117.27185,1.0,1452628741.01
758,22.0,2152.83100009,172.0,3880.019,214.0107,117.8178,1.0,1452628743.71
759,23.0,2155.52900004,172.0,3891.502,214.6766,117.69585,1.0,1452628746.41
760,23.0,2158.02699995,172.0,3902.048,213.079,117.98925,1.0,1452628748.9
761,23.0,2160.73600006,172.0,3913.54,212.3393,118.1261,1.0,1452628751.61
762,21.0,2163.62899995,172.0,3925.313,188.5668,122.895,1.0,1452628754.51
763,21.0,2166.52900004,171.0,3936.942,180.4565,124.7092,1.0,1452628757.41
764,21.0,2169.42599988,171.0,3948.576,181.7403,124.41485,1.0,1452628760.3
765,21.0,2172.329,172.0,3960.225,181.4539,124.4803,1.0,1452628763.21
766,21.0,2175.23600006,172.0,3971.875,179.7362,124.8756,1.0,1452628766.11
767,20.0,2178.23600006,172.0,3983.955,182.6975,124.1972,1.0,1452628769.11
768,20.0,2181.12899995,173.0,3995.513,180.4063,124.72075,1.0,1452628772.01
769,20.0,2184.1329999,173.0,4007.58,180.1206,124.78665,1.0,1452628775.01
770,20.0,2187.13100004,173.0,4019.653,182.2005,124.31,1.0,1452628778.01
771,20.0,2190.02699995,173.0,4031.219,179.0744,125.0292,1.0,1452628780.9
772,21.0,2192.92000008,173.0,4042.853,183.0002,124.1287,1.0,1452628783.8
773,20.0,2195.93199992,173.0,4055.006,182.699,124.19685,1.0,1452628786.81
774,21.0,2198.82999992,173.0,4066.798,188.9668,122.80825,1.0,1452628789.71
775,21.0,2201.72799993,173.0,4078.657,190.9621,122.379,1.0,1452628792.61
776,20.0,2204.63100004,173.0,4090.507,191.3303,122.30045,1.0,1452628795.51
777,21.0,2207.52600002,173.0,4102.287,188.1709,122.98115,1.0,1452628798.4
778,20.0,2210.4289999,173.0,4114.066,188.3907,122.9333,1.0,1452628801.31
779,20.0,2213.41799998,172.0,4126.278,190.4022,122.49885,1.0,1452628804.3
780,21.0,2216.33399987,173.0,4138.275,194.57,121.61785,1.0,1452628807.21
781,21.0,2219.227,172.0,4150.124,193.3442,121.87435,1.0,1452628810.11
782,21.0,2222.12899995,172.0,4162.12,196.6614,121.1852,1.0,1452628813.01
783,21.0,2225.02200007,172.0,4173.896,189.0914,122.78125,1.0,1452628815.9
784,22.0,2227.82800007,172.0,4185.392,192.325,122.08925,1.0,1452628818.71
785,21.0,2230.61899996,171.0,4196.8,191.8462,122.19075,1.0,1452628821.5
786,22.0,2233.41599989,171.0,4208.289,193.2426,121.8957,1.0,1452628824.29
787,22.0,2236.12400007,171.0,4219.486,199.2646,120.6552,1.0,1452628827.0
788,21.0,2239.01799989,171.0,4231.496,199.3028,120.6475,1.0,1452628829.9
789,21.0,2241.82800007,171.0,4243.122,199.0527,120.698,1.0,1452628832.71
790,21.0,2244.62700009,171.0,4254.751,200.8988,120.32715,1.0,1452628835.51
791,21.0,2247.52699995,171.0,4266.816,199.7667,120.554,1.0,1452628838.4
792,21.0,2250.32999992,171.0,4278.447,201.4568,120.21595,1.0,1452628841.21
793,21.0,2253.12299991,171.0,4290.005,199.4079,120.62625,1.0,1452628844.0
794,21.0,2255.92499995,172.0,4301.565,196.6001,121.1978,1.0,1452628846.8
795,22.0,2258.73099995,172.0,4313.19,197.3778,121.0384,1.0,1452628849.61
796,22.0,2261.43000007,172.0,4324.313,196.3342,121.2525,1.0,1452628852.31
797,21.0,2264.227,171.0,4335.879,197.8917,120.93355,1.0,1452628855.11
798,21.0,2267.02200007,172.0,4347.439,199.0053,120.70755,1.0,1452628857.9
799,21.0,2269.93099999,172.0,4359.499,198.5278,120.80425,1.0,1452628860.81
800,21.0,2272.71899986,172.0,4370.979,196.4351,121.23175,1.0,1452628863.6
801,21.0,2275.62599993,171.0,4382.899,193.069,121.9322,1.0,1452628866.5
802,21.0,2278.52799988,170.0,4394.818,194.0857,121.71895,1.0,1452628869.41
803,22.0,2281.31599998,170.0,4406.371,199.1753,120.6732,1.0,1452628872.19
804,19.0,2284.52600002,169.0,4419.239,179.3513,124.96485,1.0,1452628875.4
805,20.0,2287.61800003,169.0,4431.46,172.5484,126.586,1.0,1452628878.5
806,19.0,2290.71199989,169.0,4443.604,170.5755,127.0722,1.0,1452628881.59
807,20.0,2293.72600007,168.0,4455.238,161.8662,129.31155,1.0,1452628884.6
808,20.0,2296.81599998,168.0,4467.155,159.8493,129.85315,1.0,1452628887.69
809,20.0,2299.92599988,167.0,4479.207,160.9373,129.55985,1.0,1452628890.8
810,20.0,2302.921,167.0,4491.049,175.2319,125.9365,1.0,1452628893.8
811,19.0,2306.12100005,167.0,4503.542,166.2164,128.17345,1.0,1452628897.0
812,20.0,2309.12199998,166.0,4515.243,166.3454,128.1403,1.0,1452628900.0
813,19.0,2312.22199988,166.0,4527.324,166.2079,128.17565,1.0,1452628903.1
814,19.0,2315.42599988,166.0,4539.757,161.6165,129.3781,1.0,1452628906.3
815,19.0,2318.523,166.0,4551.824,165.6157,128.32825,1.0,1452628909.4
816,19.0,2321.62100005,166.0,4563.895,166.076,128.20955,1.0,1452628912.5
817,20.0,2324.61199999,165.0,4575.523,164.5595,128.6022,1.0,1452628915.49
818,20.0,2327.62599993,165.0,4587.222,163.746,128.8148,1.0,1452628918.5
819,20.0,2330.61899996,165.0,4598.858,164.8667,128.5223,1.0,1452628921.5
820,20.0,2333.62700009,164.0,4610.569,165.2412,128.4251,1.0,1452628924.51
821,20.0,2336.62599993,164.0,4622.273,165.6719,128.3137,1.0,1452628927.5
822,21.0,2339.51699996,164.0,4633.549,166.4475,128.1141,1.0,1452628930.39
823,19.0,2342.62800002,164.0,4645.691,165.9057,128.2534,1.0,1452628933.51
824,20.0,2345.52699995,164.0,4656.959,165.797,128.28145,1.0,1452628936.4
825,21.0,2348.4230001,164.0,4668.381,171.4574,126.85395,1.0,1452628939.3
826,21.0,2351.30900002,164.0,4679.726,170.42,127.1108,1.0,1452628942.19
827,21.0,2354.21700001,164.0,4691.22,172.1372,126.6867,1.0,1452628945.1
828,21.0,2357.125,165.0,4702.71,172.7533,126.53595,1.0,1452628948.0
829,20.0,2360.01300001,165.0,4714.053,170.8541,127.00305,1.0,1452628950.89
830,21.0,2362.92400002,165.0,4725.463,168.6165,127.5624,1.0,1452628953.8
831,21.0,2365.72199988,165.0,4736.522,173.2049,126.42585,1.0,1452628956.6
832,20.0,2368.71499991,164.0,4748.239,167.2797,127.9013,1.0,1452628959.59
833,21.0,2371.61199999,164.0,4759.584,168.1087,127.6907,1.0,1452628962.49
834,20.0,2374.61599994,164.0,4771.296,165.621,128.32685,1.0,1452628965.49
835,20.0,2377.51499987,164.0,4782.564,165.5826,128.33675,1.0,1452628968.39
836,20.0,2380.51399994,163.0,4794.2,162.4973,129.1439,1.0,1452628971.39
837,20.0,2383.51399994,162.0,4805.841,163.5131,128.87595,1.0,1452628974.39
838,21.0,2386.31999993,162.0,4816.826,168.3203,127.6372,1.0,1452628977.2
839,21.0,2389.2249999,162.0,4828.315,172.3601,126.6321,1.0,1452628980.1
