index, Cadence (stokes/min), ElapsedTime (sec), HRCur (bpm), Horizontal (meters), Power (watts), Stroke500mPace (sec/500m), lapIdx,TimeStamp (sec)
1480,20.0,4212.66400003,139.0,2177.133,145.7124,133.9236,3.0,1452630803.54
1481,20.0,4215.66299987,139.0,2188.271,142.3915,134.95675,3.0,1452630806.54
1482,20.0,4218.66199994,140.0,2199.414,143.839,134.50255,3.0,1452630809.54
1483,20.0,4221.66799998,141.0,2210.555,144.0084,134.44975,3.0,1452630812.55
1484,20.0,4224.67400002,141.0,2221.773,145.4728,133.9971,3.0,1452630815.55
1485,20.0,4227.66299987,142.0,2232.985,147.4055,133.4089,3.0,1452630818.54
1486,20.0,4230.773,142.0,2244.632,146.0073,133.8334,3.0,1452630821.65
1487,20.0,4233.77399993,142.0,2255.914,148.8663,132.9711,3.0,1452630824.65
1488,20.0,4236.77099991,143.0,2267.197,149.6315,132.74405,3.0,1452630827.65
1489,20.0,4239.76699996,143.0,2278.48,150.1109,132.60255,3.0,1452630830.64
1490,20.0,4242.76399994,143.0,2289.542,140.5271,135.551,3.0,1452630833.64
1491,20.0,4245.75999999,143.0,2300.604,140.6982,135.496,3.0,1452630836.64
1492,20.0,4248.66499996,143.0,2311.448,146.3458,133.73015,3.0,1452630839.54
1493,20.0,4251.66899991,143.0,2322.657,145.8732,133.8744,3.0,1452630842.55
1494,21.0,4254.57099986,143.0,2333.576,149.1095,132.89875,3.0,1452630845.45
1495,20.0,4257.57599998,144.0,2344.707,141.4707,135.24895,3.0,1452630848.45
1496,20.0,4260.55800009,144.0,2355.695,139.6265,135.8418,3.0,1452630851.44
1497,20.0,4263.47000003,144.0,2366.396,140.2325,135.6458,3.0,1452630854.35
1498,21.0,4266.46300006,145.0,2377.535,143.1453,134.71945,3.0,1452630857.34
1499,20.0,4269.36999989,145.0,2388.23,140.4249,135.58385,3.0,1452630860.25
1500,20.0,4272.3599999,145.0,2399.292,141.1876,135.3393,3.0,1452630863.24
1501,20.0,4275.37400007,144.0,2410.344,138.3507,136.25805,3.0,1452630866.25
1502,21.0,4278.26300001,144.0,2421.11,144.7712,134.2132,3.0,1452630869.14
1503,19.0,4281.36899996,144.0,2432.681,144.6071,134.264,3.0,1452630872.25
1504,20.0,4284.375,145.0,2443.743,139.8827,135.7588,3.0,1452630875.25
1505,20.0,4287.35800004,145.0,2454.803,142.9185,134.79065,3.0,1452630878.24
1506,20.0,4290.35899997,145.0,2465.937,142.6989,134.8598,3.0,1452630881.24
1507,20.0,4293.37100005,145.0,2477.148,145.0172,134.13725,3.0,1452630884.25
1508,20.0,4296.47000003,145.0,2488.641,141.74,135.16325,3.0,1452630887.35
1509,20.0,4299.46000004,144.0,2499.623,138.6173,136.17065,3.0,1452630890.34
1510,20.0,4302.46899986,144.0,2510.751,141.471,135.2488,3.0,1452630893.35
1511,20.0,4305.47199988,144.0,2521.885,143.8067,134.5126,3.0,1452630896.35
1512,20.0,4308.47300005,144.0,2533.096,146.1861,133.7788,3.0,1452630899.35
1513,20.0,4311.56999993,145.0,2544.667,145.1597,134.0934,3.0,1452630902.45
1514,19.0,4314.66599989,145.0,2556.167,143.4623,134.62015,3.0,1452630905.54
1515,19.0,4317.76699996,145.0,2567.663,142.3858,134.95855,3.0,1452630908.64
1516,19.0,4320.87100005,146.0,2579.09,139.6621,135.83025,3.0,1452630911.75
1517,20.0,4323.76600003,146.0,2589.579,134.7433,137.46335,3.0,1452630914.64
1518,20.0,4326.86800003,146.0,2600.942,136.6462,136.8223,3.0,1452630917.75
1519,19.0,4329.96099997,146.0,2612.231,136.1882,136.9755,3.0,1452630920.84
1520,20.0,4332.97000003,146.0,2623.221,137.0726,136.68025,3.0,1452630923.85
1521,20.0,4335.96499991,146.0,2634.281,140.9559,135.4134,3.0,1452630926.84
1522,20.0,4338.95600009,147.0,2645.417,144.4652,134.3079,3.0,1452630929.83
1523,20.0,4341.97099996,147.0,2656.69,145.1694,134.0904,3.0,1452630932.85
1524,20.0,4344.96899986,148.0,2667.824,143.7329,134.5356,3.0,1452630935.85
1525,20.0,4347.95700002,148.0,2678.882,142.4763,134.93,3.0,1452630938.84
1526,20.0,4351.06500006,147.0,2690.45,143.6137,134.57285,3.0,1452630941.94
1527,20.0,4354.06699991,147.0,2701.434,137.884,136.4116,3.0,1452630944.94
1528,20.0,4357.05800009,146.0,2712.35,137.0043,136.703,3.0,1452630947.94
1529,20.0,4360.16299987,146.0,2723.925,143.8755,134.49115,3.0,1452630951.04
1530,20.0,4363.16400003,145.0,2734.991,141.3509,135.28715,3.0,1452630954.04
1531,19.0,4366.27099991,145.0,2746.49,141.8661,135.12315,3.0,1452630957.15
1532,20.0,4369.26900005,145.0,2757.622,143.3678,134.6497,3.0,1452630960.15
1533,20.0,4372.27200007,145.0,2768.755,143.0869,134.7378,3.0,1452630963.15
1534,19.0,4375.46199989,145.0,2780.686,145.5266,133.9806,3.0,1452630966.34
1535,19.0,4378.56099987,145.0,2792.251,145.4288,134.01065,3.0,1452630969.44
1536,19.0,4381.66899991,145.0,2803.817,144.6016,134.26565,3.0,1452630972.55
1537,20.0,4384.75900006,146.0,2815.384,145.9325,133.85625,3.0,1452630975.64
1538,19.0,4387.86500001,146.0,2826.883,142.3778,134.9611,3.0,1452630978.74
1539,20.0,4390.86699986,146.0,2837.943,140.3755,135.59975,3.0,1452630981.74
1540,20.0,4393.86199999,146.0,2849.142,146.0754,133.8126,3.0,1452630984.74
1541,20.0,4396.87199998,146.0,2860.417,147.1358,133.49035,3.0,1452630987.75
1542,20.0,4399.85899997,146.0,2871.55,146.4567,133.69635,3.0,1452630990.74
1543,20.0,4402.96700001,146.0,2883.197,146.2073,133.77235,3.0,1452630993.85
1544,20.0,4405.95300007,147.0,2894.468,151.6397,132.15545,3.0,1452630996.83
1545,20.0,4408.96899986,147.0,2905.889,152.095,132.02345,3.0,1452630999.85
1546,20.0,4411.96099997,147.0,2917.24,152.1596,132.00475,3.0,1452631002.84
1547,20.0,4414.87299991,147.0,2928.226,151.0326,132.33225,3.0,1452631005.75
1548,20.0,4417.86199999,148.0,2939.501,150.2345,132.5662,3.0,1452631008.74
1549,21.0,4420.75999999,147.0,2950.479,151.5831,132.1719,3.0,1452631011.64
1550,20.0,4423.75900006,147.0,2961.83,151.4874,132.1997,3.0,1452631014.64
1551,20.0,4426.66400003,147.0,2972.812,151.9094,132.07715,3.0,1452631017.54
1552,20.0,4429.65299988,147.0,2984.084,149.2709,132.85085,3.0,1452631020.53
1553,20.0,4432.66100001,146.0,2995.225,142.4539,134.93705,3.0,1452631023.54
1554,53.0,4446.22300005,141.0,3015.32,23.97532,244.4,3.0,1452631037.1
1555,22.0,4449.0250001,140.0,3022.242,41.06805,204.2622,3.0,1452631039.9
1556,21.0,4451.83299994,139.0,3031.068,86.63585,159.26615,3.0,1452631042.71
1557,14.0,4456.13499999,137.0,3044.774,90.77243,156.80915,3.0,1452631047.01
1558,22.0,4458.94000006,137.0,3054.681,122.8035,141.78135,3.0,1452631049.82
1559,21.0,4461.74600005,138.0,3065.09,142.7957,134.8293,3.0,1452631052.62
1560,21.0,4464.648,137.0,3075.935,145.9945,133.8373,3.0,1452631055.53
1561,21.0,4467.54299998,137.0,3086.559,138.1063,136.3384,3.0,1452631058.42
1562,20.0,4470.43400002,137.0,3097.044,134.4377,137.56745,3.0,1452631061.31
1563,21.0,4473.33399987,136.0,3107.823,144.1268,134.41295,3.0,1452631064.21
1564,20.0,4476.33800006,135.0,3119.175,150.1153,132.60125,3.0,1452631067.22
1565,20.0,4479.24600005,135.0,3130.101,149.4319,132.8031,3.0,1452631070.12
1566,20.0,4482.24699998,135.0,3141.39,148.1457,133.18635,3.0,1452631073.12
1567,21.0,4485.14899993,135.0,3152.314,148.8655,132.9713,3.0,1452631076.03
1568,20.0,4488.14700007,135.0,3163.606,150.7012,132.4292,3.0,1452631079.03
1569,20.0,4491.14899993,134.0,3174.972,150.9221,132.36455,3.0,1452631082.03
1570,21.0,4494.03299999,135.0,3185.892,152.3814,131.9407,3.0,1452631084.91
1571,20.0,4497.03799987,136.0,3197.245,150.4057,132.51585,3.0,1452631087.92
1572,20.0,4500.03999996,137.0,3208.451,145.8341,133.88635,3.0,1452631090.92
1573,20.0,4502.9289999,138.0,3219.14,142.993,134.7673,3.0,1452631093.81
1574,20.0,4505.94000006,139.0,3230.345,143.1115,134.73005,3.0,1452631096.82
1575,20.0,4508.83800006,140.0,3241.12,144.7979,134.20495,3.0,1452631099.72
1576,20.0,4511.75,140.0,3252.046,148.6283,133.042,3.0,1452631102.63
1577,20.0,4514.73799992,141.0,3263.255,147.4729,133.3886,3.0,1452631105.62
1578,20.0,4517.74699998,141.0,3274.609,148.9179,132.95575,3.0,1452631108.62
1579,20.0,4520.63700008,141.0,3285.456,149.8447,132.68105,3.0,1452631111.52
1580,20.0,4523.74499989,142.0,3297.1,145.9687,133.8452,3.0,1452631114.62
1581,20.0,4526.7349999,142.0,3308.308,148.3935,133.11215,3.0,1452631117.61
1582,20.0,4529.83299994,142.0,3319.812,143.1151,134.72895,3.0,1452631120.71
1583,20.0,4532.74499989,142.0,3330.444,136.7269,136.79535,3.0,1452631123.62
1584,21.0,4535.65199995,142.0,3341.286,145.5037,133.9876,3.0,1452631126.53
1585,20.0,4538.7349999,142.0,3352.713,141.1229,135.35995,3.0,1452631129.61
1586,20.0,4541.64100003,141.0,3363.252,135.2055,137.30655,3.0,1452631132.52
1587,21.0,4544.54399991,140.0,3373.724,130.4644,138.95005,3.0,1452631135.42
1588,20.0,4547.53699994,140.0,3384.641,136.7674,136.78185,3.0,1452631138.41
1589,20.0,4550.53900003,140.0,3395.684,139.3985,135.9158,3.0,1452631141.42
1590,20.0,4553.63899994,141.0,3407.021,136.3991,136.90485,3.0,1452631144.52
1591,19.0,4556.84699988,142.0,3418.516,128.0075,139.8334,3.0,1452631147.72
1592,20.0,4559.74600005,142.0,3429.063,135.1893,137.312,3.0,1452631150.62
1593,20.0,4562.63999987,142.0,3439.752,142.0788,135.0557,3.0,1452631153.52
1594,20.0,4565.74600005,143.0,3451.173,138.2208,136.30075,3.0,1452631156.62
1595,20.0,4568.74499989,143.0,3462.298,142.2227,135.01015,3.0,1452631159.62
1596,20.0,4571.73300004,144.0,3473.419,145.24,134.06865,3.0,1452631162.61
1597,20.0,4574.63499999,144.0,3484.244,146.0241,133.82825,3.0,1452631165.51
1598,20.0,4577.63100004,144.0,3495.367,143.2965,134.67205,3.0,1452631168.51
1599,19.0,4580.83699989,144.0,3507.138,137.4477,136.5558,3.0,1452631171.71
1600,20.0,4583.73600006,144.0,3517.612,132.6085,138.1971,3.0,1452631174.61
1601,20.0,4586.63199997,144.0,3528.298,141.4024,135.2707,3.0,1452631177.51
1602,20.0,4589.63100004,143.0,3539.42,141.9482,135.0971,3.0,1452631180.51
1603,20.0,4592.54399991,144.0,3550.176,141.4952,135.2411,3.0,1452631183.42
1604,20.0,4595.546,144.0,3561.445,148.0331,133.2201,3.0,1452631186.42
1605,20.0,4598.53500009,145.0,3572.708,149.1515,132.8863,3.0,1452631189.41
1606,21.0,4601.44400001,146.0,3583.684,150.3887,132.52085,3.0,1452631192.32
1607,20.0,4604.44300008,146.0,3595.009,150.4518,132.50235,3.0,1452631195.32
1608,21.0,4607.33200002,146.0,3605.9,150.6333,132.4491,3.0,1452631198.21
1609,21.0,4610.23699999,146.0,3616.939,153.9836,131.48145,3.0,1452631201.12
1610,20.0,4613.23199987,145.0,3628.411,156.0407,130.90115,3.0,1452631204.11
1611,21.0,4616.14599991,145.0,3639.523,155.4514,131.0663,3.0,1452631207.02
1612,21.0,4618.94099998,145.0,3650.121,153.5914,131.59325,3.0,1452631209.82
1613,20.0,4621.93000007,145.0,3661.39,148.9944,132.93295,3.0,1452631212.81
1614,21.0,4624.72900009,145.0,3672.012,154.8561,131.23405,3.0,1452631215.61
1615,20.0,4627.72900009,145.0,3683.495,156.2087,130.85415,3.0,1452631218.61
1616,20.0,4630.63999987,145.0,3694.609,156.5354,130.7631,3.0,1452631221.52
1617,21.0,4633.53600001,146.0,3705.729,158.6096,130.19055,3.0,1452631224.41
1618,20.0,4636.54200006,146.0,3717.291,157.856,130.3974,3.0,1452631227.42
1619,20.0,4639.44099998,146.0,3728.41,159.0687,130.0652,3.0,1452631230.32
1620,20.0,4642.42799997,146.0,3739.887,158.4467,130.23515,3.0,1452631233.31
1621,20.0,4645.33100009,146.0,3751.002,157.9328,130.37625,3.0,1452631236.21
1622,20.0,4648.33399987,146.0,3762.472,155.5715,131.0326,3.0,1452631239.21
1623,21.0,4651.23799992,147.0,3773.585,157.253,130.56385,3.0,1452631242.12
1624,20.0,4654.23799992,147.0,3784.992,152.9715,131.7708,3.0,1452631245.12
1625,20.0,4657.23900008,146.0,3796.318,150.4904,132.491,3.0,1452631248.12
1626,21.0,4660.13899994,146.0,3807.285,150.7026,132.4288,3.0,1452631251.02
1627,20.0,4663.04299998,146.0,3818.262,152.6959,131.85,3.0,1452631253.92
1628,21.0,4665.93899989,147.0,3829.236,151.9153,132.07545,3.0,1452631256.82
1629,20.0,4668.93400002,147.0,3840.564,151.623,132.1603,3.0,1452631259.81
1630,20.0,4671.93099999,148.0,3851.896,150.4076,132.51535,3.0,1452631262.81
1631,20.0,4674.8269999,148.0,3862.794,150.1267,132.5979,3.0,1452631265.7
1632,21.0,4677.73099995,148.0,3873.764,151.3939,132.2269,3.0,1452631268.61
1633,21.0,4680.63400006,148.0,3884.663,148.5166,133.07535,3.0,1452631271.51
1634,20.0,4683.63100004,148.0,3895.925,148.1286,133.19145,3.0,1452631274.51
1635,21.0,4686.5250001,147.0,3906.678,144.041,134.4396,3.0,1452631277.4
1636,21.0,4689.5309999,147.0,3917.864,142.6693,134.8691,3.0,1452631280.41
1637,20.0,4692.43300009,146.0,3928.61,143.8193,134.50865,3.0,1452631283.31
1638,21.0,4695.32500005,145.0,3939.431,146.3706,133.7226,3.0,1452631286.2
1639,20.0,4698.23799992,146.0,3950.248,143.6411,134.56425,3.0,1452631289.12
1640,22.0,4701.02799988,146.0,3960.63,144.3642,134.33925,3.0,1452631291.91
1641,21.0,4703.93599987,146.0,3971.385,141.5831,135.21315,3.0,1452631294.81
1642,20.0,4706.93300009,145.0,3982.577,144.4872,134.3011,3.0,1452631297.81
1643,21.0,4709.74000001,145.0,3993.117,148.6951,133.0221,3.0,1452631300.62
1644,20.0,4712.73199987,145.0,4004.235,144.2376,134.3785,3.0,1452631303.61
1645,20.0,4715.73099995,145.0,4015.498,147.9099,133.25705,3.0,1452631306.61
1646,21.0,4718.6329999,145.0,4026.476,151.4469,132.2115,3.0,1452631309.51
1647,21.0,4721.5250001,145.0,4037.228,143.9608,134.4646,3.0,1452631312.4
1648,21.0,4724.32599998,145.0,4047.614,143.0505,134.7492,3.0,1452631315.2
1649,20.0,4727.329,145.0,4058.728,142.5693,134.90065,3.0,1452631318.21
1650,21.0,4730.23300004,144.0,4069.693,149.78,132.70015,3.0,1452631321.11
1651,20.0,4733.12599993,144.0,4080.523,147.8475,133.2758,3.0,1452631324.0
1652,20.0,4736.13800001,144.0,4091.787,145.4723,133.99725,3.0,1452631327.02
1653,21.0,4739.03600001,145.0,4102.612,146.3792,133.71995,3.0,1452631329.91
1654,20.0,4742.03399992,145.0,4113.797,144.8076,134.20195,3.0,1452631332.91
1655,20.0,4745.02900004,145.0,4124.833,140.1039,135.68735,3.0,1452631335.91
1656,20.0,4747.93599987,144.0,4135.514,139.4827,135.88845,3.0,1452631338.81
1657,21.0,4750.82500005,144.0,4146.186,141.5532,135.22265,3.0,1452631341.7
1658,20.0,4753.829,143.0,4157.303,141.2413,135.3221,3.0,1452631344.71
1659,20.0,4756.83599997,143.0,4168.35,138.1979,136.30825,3.0,1452631347.71
1660,20.0,4759.8269999,144.0,4179.319,139.0789,136.01985,3.0,1452631350.7
1661,20.0,4762.82599998,143.0,4190.304,138.1607,136.3205,3.0,1452631353.7
1662,20.0,4765.93400002,143.0,4201.719,138.1482,136.3246,3.0,1452631356.81
1663,20.0,4768.93799996,143.0,4212.689,137.064,136.6831,3.0,1452631359.82
1664,20.0,4772.0309999,143.0,4224.093,140.0586,135.70195,3.0,1452631362.91
1665,19.0,4775.11999989,143.0,4235.417,137.8236,136.43155,3.0,1452631366.0
1666,19.0,4778.3269999,142.0,4247.107,135.3891,137.24445,3.0,1452631369.2
1667,19.0,4781.43000007,142.0,4258.431,136.6649,136.816,3.0,1452631372.31
1668,19.0,4784.62999988,143.0,4270.056,133.5663,137.866,3.0,1452631375.51
1669,19.0,4787.829,143.0,4281.679,133.7125,137.8157,3.0,1452631378.71
1670,19.0,4791.02900004,142.0,4293.296,134.3519,137.59675,3.0,1452631381.91
1671,19.0,4794.13100004,142.0,4304.548,133.979,137.72425,3.0,1452631385.01
1672,19.0,4797.23000002,142.0,4315.73,131.7348,138.50195,3.0,1452631388.11
-1,19.0,4800.0,142.0,4325.383,131.7348,138.50195,3.0,1452631390.88
1673,19.0,4800.0,142.0,4325.383,131.7348,138.50195,3.0,1452631390.88
