index, AverageDriveForce (lbs), Cadence (stokes/min), DriveLength (meters), DriveTime (ms), ElapsedTime (sec), HRCur (bpm), Horizontal (meters), PeakDriveForce (lbs), Power (watts), Stroke500mPace (sec/500m), StrokeDistance (meters), StrokeRecoveryTime (ms), lapIdx,TimeStamp (sec)
1512,110.5,20,1.45,760.0,756.73,145,663.8,164.8,200.534261776,120.4,12.73,2110.0,1,1464704378.73
1513,110.5,20,1.45,760.0,757.19,145,665.9,164.8,200.534261776,120.4,12.73,2110.0,1,1464704379.19
1514,110.5,20,1.45,760.0,757.58,145,667.5,164.8,200.534261776,120.4,12.73,2110.0,1,1464704379.58
1515,110.5,20,1.45,760.0,758.38,145,670.5,164.8,200.534261776,120.4,12.73,2110.0,1,1464704380.38
1516,110.5,20,1.45,760.0,758.75,145,671.8,164.8,200.534261776,120.4,12.73,2090.0,1,1464704380.75
1517,110.5,20,1.45,760.0,759.12,145,673.4,164.8,200.534261776,120.4,12.73,2090.0,1,1464704381.12
1518,107.5,20,1.48,780.0,759.91,145,677.1,162.5,200.534261776,120.4,12.75,2090.0,1,1464704381.91
1519,107.5,20,1.48,780.0,760.29,145,678.8,162.5,200.534261776,120.4,12.75,2090.0,1,1464704382.29
1520,107.5,20,1.48,780.0,760.68,145,680.4,162.5,200.534261776,120.4,12.75,2090.0,1,1464704382.68
1521,107.5,20,1.48,780.0,761.12,145,682.0,162.5,200.534261776,120.4,12.75,2090.0,1,1464704383.12
1522,107.5,20,1.48,780.0,761.93,145,685.0,162.5,200.534261776,120.4,12.75,2090.0,1,1464704383.93
1523,107.5,20,1.48,780.0,762.3,145,686.7,162.5,200.534261776,120.4,12.68,2100.0,1,1464704384.3
1524,109.9,20,1.45,760.0,762.66,145,688.4,164.8,198.548788525,120.8,12.68,2100.0,1,1464704384.66
1525,109.9,20,1.45,760.0,763.08,145,690.3,164.8,198.548788525,120.8,12.68,2100.0,1,1464704385.08
1526,109.9,20,1.45,760.0,763.79,145,693.3,164.8,198.548788525,120.8,12.68,2100.0,1,1464704385.79
1527,109.9,20,1.45,760.0,764.21,145,694.9,164.8,198.548788525,120.8,12.68,2100.0,1,1464704386.21
1528,109.9,20,1.45,760.0,764.94,145,697.5,164.8,198.548788525,120.8,12.68,2100.0,1,1464704386.94
1529,109.9,20,1.45,760.0,765.36,145,699.5,164.8,198.548788525,120.8,12.68,2060.0,1,1464704387.36
1530,109.9,20,1.45,760.0,765.8,144,701.6,164.8,200.534261776,120.4,12.52,2060.0,1,1464704387.8
1531,114.6,20,1.48,760.0,766.23,144,703.5,169.5,200.534261776,120.4,12.52,2060.0,1,1464704388.23
1532,114.6,20,1.48,760.0,766.68,144,705.4,169.5,200.534261776,120.4,12.52,2060.0,1,1464704388.68
1533,114.6,20,1.48,760.0,767.43,144,708.3,169.5,200.534261776,120.4,12.52,2060.0,1,1464704389.43
1534,114.6,20,1.48,760.0,767.85,144,709.8,169.5,200.534261776,120.4,12.52,2060.0,1,1464704389.85
1535,114.6,20,1.48,760.0,768.26,144,711.6,169.5,200.534261776,120.4,12.52,2050.0,1,1464704390.26
1536,108.6,20,1.48,770.0,768.68,144,713.7,171.4,207.172811545,119.1,12.74,2050.0,1,1464704390.68
1537,108.6,20,1.48,770.0,769.44,144,717.0,171.4,207.172811545,119.1,12.74,2050.0,1,1464704391.44
1538,108.6,20,1.48,770.0,769.79,144,718.5,171.4,207.172811545,119.1,12.74,2050.0,1,1464704391.79
1539,108.6,20,1.48,770.0,770.21,144,720.1,171.4,207.172811545,119.1,12.74,2050.0,1,1464704392.21
1540,108.6,20,1.48,770.0,770.58,144,721.4,171.4,207.172811545,119.1,12.74,2050.0,1,1464704392.58
1541,108.6,20,1.48,770.0,771.45,144,725.2,171.4,203.053507154,119.9,12.74,2050.0,1,1464704393.45
1542,111.2,20,1.45,760.0,771.84,144,727.0,165.4,203.053507154,119.9,12.52,2050.0,1,1464704393.84
1543,111.2,20,1.45,760.0,772.19,144,728.6,165.4,203.053507154,119.9,12.52,2050.0,1,1464704394.19
1544,111.2,20,1.45,760.0,772.61,144,730.3,165.4,203.053507154,119.9,12.52,2050.0,1,1464704394.61
1545,111.2,20,1.45,760.0,773.4,144,733.4,165.4,203.053507154,119.9,12.52,2050.0,1,1464704395.4
1546,111.2,20,1.45,760.0,773.82,144,734.9,165.4,203.053507154,119.9,12.52,2050.0,1,1464704395.82
1547,111.2,20,1.45,760.0,774.24,144,736.8,165.4,203.053507154,119.9,12.52,2040.0,1,1464704396.24
1548,111.8,20,1.48,750.0,774.66,144,738.8,173.8,207.172811545,119.1,12.54,2040.0,1,1464704396.66
1549,111.8,20,1.48,750.0,775.4,144,742.1,173.8,207.172811545,119.1,12.54,2040.0,1,1464704397.4
1550,111.8,20,1.48,750.0,775.83,145,743.8,173.8,207.172811545,119.1,12.54,2040.0,1,1464704397.83
1551,111.8,20,1.48,750.0,776.21,145,745.3,173.8,207.172811545,119.1,12.54,2040.0,1,1464704398.21
1552,111.8,20,1.48,750.0,776.56,145,746.6,173.8,207.172811545,119.1,12.54,2040.0,1,1464704398.56
1553,111.8,20,1.48,750.0,777.33,145,749.6,173.8,207.172811545,119.1,12.54,2170.0,1,1464704399.33
1554,111.4,19,1.45,770.0,777.7,145,751.4,174.9,198.548788525,120.8,13.06,2170.0,1,1464704399.7
1555,111.4,19,1.45,770.0,778.07,145,753.1,174.9,198.548788525,120.8,13.06,2170.0,1,1464704400.07
1556,111.4,19,1.45,770.0,778.83,145,756.3,174.9,198.548788525,120.8,13.06,2170.0,1,1464704400.83
1557,111.4,19,1.45,770.0,779.18,145,757.7,174.9,198.548788525,120.8,13.06,2170.0,1,1464704401.18
1558,111.4,19,1.45,770.0,779.93,145,760.4,174.9,198.548788525,120.8,13.06,2170.0,1,1464704401.93
1559,111.4,19,1.45,770.0,780.32,145,762.0,174.9,198.548788525,120.8,13.06,2140.0,1,1464704402.32
1560,111.4,19,1.45,770.0,780.84,144,764.5,174.9,200.035420558,120.5,13.06,2140.0,1,1464704402.84
1561,110.8,19,1.48,780.0,781.22,144,766.3,173.2,200.035420558,120.5,12.92,2140.0,1,1464704403.22
1562,110.8,19,1.48,780.0,781.65,144,768.1,173.2,200.035420558,120.5,12.92,2140.0,1,1464704403.65
1563,110.8,19,1.48,780.0,782.04,144,769.7,173.2,200.035420558,120.5,12.92,2140.0,1,1464704404.04
1564,110.8,19,1.48,780.0,782.4,144,771.0,173.2,200.035420558,120.5,12.92,2140.0,1,1464704404.4
1565,110.8,19,1.48,780.0,783.3,144,774.4,173.2,200.035420558,120.5,12.92,2090.0,1,1464704405.3
1566,110.8,19,1.48,780.0,783.68,144,776.2,173.2,200.035420558,120.5,12.75,2090.0,1,1464704405.68
1567,107.5,20,1.48,780.0,784.44,144,779.7,168.4,200.534261776,120.4,12.75,2090.0,1,1464704406.44
1568,107.5,20,1.48,780.0,784.8,144,781.2,168.4,200.534261776,120.4,12.75,2090.0,1,1464704406.8
1569,107.5,20,1.48,780.0,785.18,144,782.7,168.4,200.534261776,120.4,12.75,2090.0,1,1464704407.18
1570,107.5,20,1.48,780.0,785.92,144,785.5,168.4,200.534261776,120.4,12.75,2090.0,1,1464704407.92
1571,107.5,20,1.48,780.0,786.33,144,787.0,168.4,200.534261776,120.4,12.75,2090.0,1,1464704408.33
1572,107.5,20,1.48,780.0,786.69,144,788.7,168.4,200.534261776,120.4,12.84,2120.0,1,1464704408.69
1573,109.5,19,1.48,780.0,787.44,144,792.2,164.5,199.538232499,120.6,12.84,2120.0,1,1464704409.44
1574,109.5,19,1.48,780.0,787.83,144,793.8,164.5,199.538232499,120.6,12.84,2120.0,1,1464704409.83
1575,109.5,19,1.48,780.0,788.19,144,795.3,164.5,199.538232499,120.6,12.84,2120.0,1,1464704410.19
1576,109.5,19,1.48,780.0,788.6,144,796.9,164.5,199.538232499,120.6,12.84,2120.0,1,1464704410.6
1577,109.5,19,1.48,780.0,789.35,144,799.7,164.5,199.538232499,120.6,12.84,2030.0,1,1464704411.35
1578,109.4,19,1.48,770.0,789.79,144,801.7,164.5,199.538232499,120.6,12.52,2030.0,1,1464704411.79
1579,109.4,20,1.48,770.0,790.19,144,803.6,164.5,203.56241295,119.8,12.52,2030.0,1,1464704412.19
1580,109.4,20,1.48,770.0,790.58,144,805.4,164.5,203.56241295,119.8,12.52,2030.0,1,1464704412.58
1581,109.4,20,1.48,770.0,791.38,144,808.6,164.5,203.56241295,119.8,12.52,2030.0,1,1464704413.38
1582,109.4,20,1.48,770.0,791.75,144,810.0,164.5,203.56241295,119.8,12.52,2030.0,1,1464704413.75
1583,109.4,20,1.48,770.0,792.13,144,811.4,164.5,203.56241295,119.8,12.52,2050.0,1,1464704414.13
1584,109.4,20,1.48,770.0,792.89,144,814.9,164.5,205.099371012,119.5,12.52,2050.0,1,1464704414.89
1585,112.3,20,1.48,750.0,793.32,144,816.8,167.5,205.099371012,119.5,12.52,2050.0,1,1464704415.32
1586,112.3,20,1.48,750.0,793.74,144,818.7,167.5,205.099371012,119.5,12.52,2050.0,1,1464704415.74
1587,112.3,20,1.48,750.0,794.15,144,820.3,167.5,205.099371012,119.5,12.52,2050.0,1,1464704416.15
1588,112.3,20,1.48,750.0,794.54,144,821.8,167.5,205.099371012,119.5,12.52,2050.0,1,1464704416.54
1589,112.3,20,1.48,750.0,795.36,144,824.9,167.5,205.099371012,119.5,12.52,2040.0,1,1464704417.36
1590,112.3,20,1.48,750.0,795.84,144,827.2,167.5,203.56241295,119.8,12.52,2040.0,1,1464704417.84
1591,104.2,20,1.45,770.0,796.2,144,828.8,159.7,203.56241295,119.8,12.6,2040.0,1,1464704418.2
1592,104.2,20,1.45,770.0,796.58,144,830.5,159.7,203.56241295,119.8,12.6,2040.0,1,1464704418.58
1593,104.2,20,1.45,770.0,797.01,144,832.3,159.7,203.56241295,119.8,12.6,2040.0,1,1464704419.01
1594,104.2,20,1.45,770.0,797.75,145,835.1,159.7,203.56241295,119.8,12.6,2040.0,1,1464704419.75
1595,104.2,20,1.45,770.0,798.13,145,836.4,159.7,203.56241295,119.8,12.6,2010.0,1,1464704420.13
1596,104.2,20,1.45,770.0,798.87,145,839.8,159.7,198.548788525,120.8,12.6,2010.0,1,1464704420.87
1597,105.3,20,1.51,800.0,799.28,145,841.7,159.8,198.548788525,120.8,12.45,2010.0,1,1464704421.28
1598,105.3,20,1.51,800.0,799.7,145,843.5,159.8,198.548788525,120.8,12.45,2010.0,1,1464704421.7
1599,105.3,20,1.51,800.0,800.11,145,845.2,159.8,198.548788525,120.8,12.45,2010.0,1,1464704422.11
1600,105.3,20,1.51,800.0,800.9,145,848.1,159.8,198.548788525,120.8,12.45,2010.0,1,1464704422.9
1601,105.3,20,1.51,800.0,801.29,145,849.6,159.8,198.548788525,120.8,12.45,2040.0,1,1464704423.29
1602,105.3,20,1.51,800.0,801.69,145,851.5,159.8,198.548788525,120.8,12.52,2040.0,1,1464704423.69
1603,112.0,20,1.51,770.0,802.05,145,853.2,170.4,202.546296296,120.0,12.52,2040.0,1,1464704424.05
1604,112.0,20,1.51,770.0,802.83,145,856.6,170.4,202.546296296,120.0,12.52,2040.0,1,1464704424.83
