index, AverageDriveForce (lbs), Cadence (stokes/min), DriveLength (meters), DriveTime (ms), ElapsedTime (sec), HRCur (bpm), Horizontal (meters), PeakDriveForce (lbs), Power (watts), Stroke500mPace (sec/500m), StrokeDistance (meters), StrokeRecoveryTime (ms), lapIdx,TimeStamp (sec)
524,107.0,20,1.48,780.0,262.47,140,1104.8,158.5,196.10363404,121.3,12.67,2090.0,0,1464703884.47
525,107.0,20,1.48,780.0,263.25,140,1107.8,158.5,196.10363404,121.3,12.67,2090.0,0,1464703885.25
526,107.0,20,1.48,780.0,263.65,140,1109.2,158.5,196.10363404,121.3,12.67,2090.0,0,1464703885.65
527,107.0,20,1.48,780.0,264.03,140,1110.7,158.5,196.10363404,121.3,12.67,2090.0,0,1464703886.03
528,107.5,20,1.45,770.0,264.8,140,1114.4,160.6,195.619427755,121.4,12.59,2090.0,0,1464703886.8
529,107.5,20,1.45,770.0,265.26,140,1116.4,160.6,195.619427755,121.4,12.59,2090.0,0,1464703887.26
530,107.5,20,1.45,770.0,265.71,140,1118.2,160.6,195.619427755,121.4,12.59,2090.0,0,1464703887.71
531,107.5,20,1.45,770.0,266.09,140,1119.6,160.6,195.619427755,121.4,12.59,2090.0,0,1464703888.09
532,107.5,20,1.45,770.0,266.81,140,1122.2,160.6,195.619427755,121.4,12.59,2090.0,0,1464703888.81
533,107.5,20,1.45,770.0,267.2,139,1124.0,160.6,195.619427755,121.4,12.59,2100.0,0,1464703889.2
534,109.9,20,1.45,760.0,267.57,139,1125.7,171.9,196.589439684,121.2,12.61,2100.0,0,1464703889.57
535,109.9,20,1.45,760.0,268.35,140,1129.2,171.9,196.589439684,121.2,12.61,2100.0,0,1464703890.35
536,109.9,20,1.45,760.0,268.73,140,1130.7,171.9,196.589439684,121.2,12.61,2100.0,0,1464703890.73
537,109.9,20,1.45,760.0,269.12,140,1132.2,171.9,196.589439684,121.2,12.61,2100.0,0,1464703891.12
538,109.9,20,1.45,760.0,269.52,140,1133.6,171.9,196.589439684,121.2,12.61,2100.0,0,1464703891.52
539,109.9,20,1.45,760.0,270.36,140,1137.1,171.9,196.589439684,121.2,12.61,2080.0,0,1464703892.36
540,109.9,20,1.45,760.0,270.75,140,1139.0,171.9,197.565875519,121.0,12.49,2080.0,0,1464703892.75
541,112.5,20,1.42,740.0,271.14,139,1140.8,173.2,197.565875519,121.0,12.49,2080.0,0,1464703893.14
542,112.5,20,1.42,740.0,271.49,139,1142.2,173.2,197.565875519,121.0,12.49,2080.0,0,1464703893.49
543,112.5,20,1.42,740.0,272.25,138,1145.2,173.2,197.565875519,121.0,12.49,2080.0,0,1464703894.25
544,112.5,20,1.42,740.0,272.6,138,1146.4,173.2,197.565875519,121.0,12.49,2080.0,0,1464703894.6
545,112.5,20,1.42,740.0,273.03,138,1148.0,173.2,197.565875519,121.0,12.49,2220.0,0,1464703895.03
546,112.5,19,1.42,740.0,273.78,138,1151.4,173.2,192.747410576,122.0,12.49,2220.0,0,1464703895.78
547,107.6,19,1.45,770.0,274.13,138,1153.0,161.5,192.747410576,122.0,13.1,2220.0,0,1464703896.13
548,107.6,19,1.45,770.0,274.88,138,1156.1,161.5,192.747410576,122.0,13.1,2220.0,0,1464703896.88
549,107.6,19,1.45,770.0,275.27,139,1157.6,161.5,192.747410576,122.0,13.1,2220.0,0,1464703897.27
550,107.6,19,1.45,770.0,275.63,139,1158.9,161.5,192.747410576,122.0,13.1,2220.0,0,1464703897.63
551,107.6,19,1.45,770.0,276.02,139,1160.2,161.5,192.747410576,122.0,13.1,2260.0,0,1464703898.02
552,107.6,19,1.45,770.0,276.78,139,1163.5,161.5,192.747410576,122.0,13.1,2260.0,0,1464703898.78
553,114.0,19,1.48,780.0,277.13,139,1165.2,172.6,189.004847959,122.8,13.19,2260.0,0,1464703899.13
554,114.0,19,1.48,780.0,277.52,139,1166.9,172.6,189.004847959,122.8,13.19,2260.0,0,1464703899.52
555,114.0,19,1.48,780.0,278.28,139,1170.0,172.6,189.004847959,122.8,13.19,2260.0,0,1464703900.28
556,114.0,19,1.48,780.0,278.7,139,1171.6,172.6,189.004847959,122.8,13.19,2260.0,0,1464703900.7
557,114.0,19,1.48,780.0,279.14,139,1173.2,172.6,189.004847959,122.8,13.19,2180.0,0,1464703901.14
558,114.0,19,1.48,780.0,279.54,139,1174.7,172.6,189.004847959,122.8,13.19,2180.0,0,1464703901.54
559,109.8,19,1.48,780.0,280.32,139,1178.5,162.6,199.042690758,120.7,13.05,2180.0,0,1464703902.32
560,109.8,19,1.48,780.0,280.7,139,1180.1,162.6,199.042690758,120.7,13.05,2180.0,0,1464703902.7
561,109.8,19,1.48,780.0,281.1,139,1181.8,162.6,199.042690758,120.7,13.05,2180.0,0,1464703903.1
562,109.8,19,1.48,780.0,281.85,139,1184.7,162.6,199.042690758,120.7,13.05,2180.0,0,1464703903.85
563,109.8,19,1.48,780.0,282.23,139,1186.0,162.6,199.042690758,120.7,13.05,2180.0,0,1464703904.23
564,109.8,19,1.48,780.0,282.62,139,1187.4,162.6,199.042690758,120.7,13.05,2320.0,0,1464703904.62
565,109.8,19,1.48,780.0,282.99,139,1189.0,162.6,199.042690758,120.7,13.05,2320.0,0,1464703904.99
566,113.3,18,1.45,770.0,283.82,139,1192.9,165.4,189.931340667,122.6,13.42,2320.0,0,1464703905.82
567,113.3,18,1.45,770.0,284.21,139,1194.5,165.4,189.931340667,122.6,13.42,2320.0,0,1464703906.21
568,113.3,18,1.45,770.0,284.63,139,1196.2,165.4,189.931340667,122.6,13.42,2320.0,0,1464703906.63
569,113.3,18,1.45,770.0,285.38,139,1199.0,165.4,189.931340667,122.6,13.42,2320.0,0,1464703907.38
570,113.3,18,1.45,770.0,285.78,139,1200.4,165.4,189.931340667,122.6,13.42,2320.0,0,1464703907.78
571,113.3,18,1.45,770.0,286.17,139,1202.0,165.4,189.931340667,122.6,13.42,2260.0,0,1464703908.17
572,114.0,19,1.45,770.0,286.53,139,1203.7,172.2,191.33246788,122.3,13.2,2260.0,0,1464703908.53
573,114.0,19,1.45,770.0,287.32,139,1207.3,172.2,191.33246788,122.3,13.2,2260.0,0,1464703909.32
574,114.0,19,1.45,770.0,287.66,139,1208.7,172.2,191.33246788,122.3,13.2,2260.0,0,1464703909.66
575,114.0,19,1.45,770.0,288.05,139,1210.2,172.2,191.33246788,122.3,13.2,2260.0,0,1464703910.05
576,114.0,19,1.45,770.0,288.8,139,1213.0,172.2,191.33246788,122.3,13.2,2260.0,0,1464703910.8
577,114.0,19,1.45,770.0,289.2,139,1214.4,172.2,191.33246788,122.3,13.2,2260.0,0,1464703911.2
578,113.9,19,1.45,770.0,289.71,139,1216.8,166.1,193.22215768,121.9,13.35,2290.0,0,1464703911.71
579,113.9,19,1.45,770.0,290.06,139,1218.4,166.1,193.22215768,121.9,13.35,2290.0,0,1464703912.06
580,113.9,19,1.45,770.0,290.85,139,1221.9,166.1,193.22215768,121.9,13.35,2290.0,0,1464703912.85
581,113.9,19,1.45,770.0,291.2,140,1223.2,166.1,193.22215768,121.9,13.35,2290.0,0,1464703913.2
582,113.9,19,1.45,770.0,291.6,140,1224.7,166.1,193.22215768,121.9,13.35,2290.0,0,1464703913.6
583,113.9,19,1.45,770.0,292.34,140,1227.4,166.1,193.22215768,121.9,13.35,2290.0,0,1464703914.34
584,113.9,19,1.45,770.0,292.74,140,1229.2,166.1,193.22215768,121.9,13.35,2230.0,0,1464703914.74
585,114.8,19,1.45,760.0,293.17,140,1231.3,175.7,195.619427755,121.4,13.12,2230.0,0,1464703915.17
586,114.8,19,1.45,760.0,293.57,140,1233.1,175.7,195.619427755,121.4,13.12,2230.0,0,1464703915.57
587,114.8,19,1.45,760.0,294.38,140,1236.4,175.7,195.619427755,121.4,13.12,2230.0,0,1464703916.38
588,114.8,19,1.45,760.0,294.74,140,1237.8,175.7,195.619427755,121.4,13.12,2230.0,0,1464703916.74
589,114.8,19,1.45,760.0,295.12,140,1239.1,175.7,195.619427755,121.4,13.12,2230.0,0,1464703917.12
590,114.8,19,1.45,760.0,295.53,140,1240.6,175.7,195.619427755,121.4,13.12,2260.0,0,1464703917.53
591,114.8,19,1.45,760.0,296.28,141,1244.1,175.7,195.136814254,121.5,13.12,2260.0,0,1464703918.28
592,114.1,19,1.45,770.0,296.66,141,1245.8,177.2,195.136814254,121.5,13.26,2260.0,0,1464703918.66
593,114.1,19,1.45,770.0,297.03,141,1247.4,177.2,195.136814254,121.5,13.26,2260.0,0,1464703919.03
594,114.1,19,1.45,770.0,297.81,141,1250.5,177.2,195.136814254,121.5,13.26,2260.0,0,1464703919.81
595,114.1,19,1.45,770.0,298.16,141,1251.8,177.2,195.136814254,121.5,13.26,2260.0,0,1464703920.16
596,114.1,19,1.45,770.0,298.55,141,1253.2,177.2,195.136814254,121.5,13.26,2260.0,0,1464703920.55
597,114.1,19,1.45,770.0,299.0,141,1255.0,177.2,195.136814254,121.5,13.26,2260.0,0,1464703921.0
598,108.6,19,1.48,790.0,299.81,141,1258.8,167.3,195.619427755,121.4,13.36,2260.0,0,1464703921.81
599,108.6,19,1.48,790.0,300.2,141,1260.5,167.3,195.619427755,121.4,13.36,2260.0,0,1464703922.2
600,108.6,19,1.48,790.0,300.59,141,1262.1,167.3,195.619427755,121.4,13.36,2260.0,0,1464703922.59
601,108.6,19,1.48,790.0,301.33,140,1264.9,167.3,195.619427755,121.4,13.36,2260.0,0,1464703923.33
602,108.6,19,1.48,790.0,301.7,140,1266.2,167.3,195.619427755,121.4,13.36,2220.0,0,1464703923.7
603,108.6,19,1.48,790.0,302.1,140,1267.7,167.3,195.619427755,121.4,13.36,2220.0,0,1464703924.1
604,112.6,19,1.45,770.0,302.85,140,1271.3,168.5,192.274217472,122.1,13.06,2220.0,0,1464703924.85
605,112.6,19,1.45,770.0,303.21,140,1272.9,168.5,192.274217472,122.1,13.06,2220.0,0,1464703925.21
606,112.6,19,1.45,770.0,303.59,140,1274.4,168.5,192.274217472,122.1,13.06,2220.0,0,1464703925.59
607,112.6,19,1.45,770.0,304.33,141,1277.3,168.5,192.274217472,122.1,13.06,2220.0,0,1464703926.33
608,112.6,19,1.45,770.0,304.74,141,1278.8,168.5,192.274217472,122.1,13.06,2220.0,0,1464703926.74
609,112.6,19,1.45,770.0,305.09,141,1280.1,168.5,192.274217472,122.1,13.06,2190.0,0,1464703927.09
610,112.6,19,1.45,770.0,305.85,141,1283.6,168.5,195.136814254,121.5,13.06,2190.0,0,1464703927.85
611,108.4,19,1.48,790.0,306.2,141,1285.1,164.7,195.136814254,121.5,13.05,2190.0,0,1464703928.2
612,108.4,19,1.48,790.0,306.57,141,1286.7,164.7,195.136814254,121.5,13.05,2190.0,0,1464703928.57
613,108.4,19,1.48,790.0,307.34,141,1289.8,164.7,195.136814254,121.5,13.05,2190.0,0,1464703929.34
614,108.4,19,1.48,790.0,307.69,141,1291.1,164.7,195.136814254,121.5,13.05,2190.0,0,1464703929.69
615,108.4,19,1.48,790.0,308.08,141,1292.4,164.7,195.136814254,121.5,13.05,2150.0,0,1464703930.08
616,108.4,19,1.48,790.0,308.84,141,1295.8,164.7,194.655786991,121.6,13.05,2150.0,0,1464703930.84
617,112.9,19,1.45,770.0,309.27,141,1297.8,167.5,194.655786991,121.6,12.82,2150.0,0,1464703931.27
618,112.9,19,1.45,770.0,309.65,141,1299.5,167.5,194.655786991,121.6,12.82,2150.0,0,1464703931.65
619,112.9,19,1.45,770.0,310.04,141,1301.1,167.5,194.655786991,121.6,12.82,2150.0,0,1464703932.04
620,112.9,19,1.45,770.0,310.88,141,1304.3,167.5,194.655786991,121.6,12.82,2150.0,0,1464703932.88
621,112.9,19,1.45,770.0,311.28,141,1305.6,167.5,194.655786991,121.6,12.82,2150.0,0,1464703933.28
622,112.9,19,1.45,770.0,311.7,141,1307.3,167.5,194.655786991,121.6,12.82,2310.0,0,1464703933.7
623,107.3,18,1.48,790.0,312.08,141,1309.1,166.5,191.802572014,122.2,13.5,2310.0,0,1464703934.08
624,107.3,18,1.48,790.0,312.44,141,1310.8,166.5,191.802572014,122.2,13.5,2310.0,0,1464703934.44
625,107.3,18,1.48,790.0,313.27,141,1314.3,166.5,191.802572014,122.2,13.5,2310.0,0,1464703935.27
626,107.3,18,1.48,790.0,313.7,141,1315.9,166.5,191.802572014,122.2,13.5,2310.0,0,1464703935.7
627,107.3,18,1.48,790.0,314.08,141,1317.3,166.5,191.802572014,122.2,13.5,2310.0,0,1464703936.08
628,107.3,18,1.48,790.0,314.85,141,1320.1,166.5,191.802572014,122.2,13.5,2240.0,0,1464703936.85
629,107.3,18,1.48,790.0,315.24,140,1321.9,166.5,191.802572014,122.2,13.5,2240.0,0,1464703937.24
630,109.6,19,1.48,790.0,315.59,140,1323.6,172.4,187.16986231,123.2,13.11,2240.0,0,1464703937.59
631,109.6,19,1.48,790.0,315.98,140,1325.3,172.4,187.16986231,123.2,13.11,2240.0,0,1464703937.98
632,109.6,19,1.48,790.0,316.79,140,1328.6,172.4,187.16986231,123.2,13.11,2240.0,0,1464703938.79
633,109.6,19,1.48,790.0,317.24,140,1330.3,172.4,187.16986231,123.2,13.11,2240.0,0,1464703939.24
634,109.6,19,1.48,790.0,317.65,140,1331.7,172.4,187.16986231,123.2,13.11,2180.0,0,1464703939.65
635,109.6,19,1.48,790.0,318.05,140,1333.3,172.4,187.16986231,123.2,13.11,2180.0,0,1464703940.05
636,107.7,19,1.48,790.0,318.45,140,1335.2,175.4,192.747410576,122.0,12.96,2180.0,0,1464703940.45
637,107.7,19,1.48,790.0,319.31,140,1339.1,175.4,192.747410576,122.0,12.96,2180.0,0,1464703941.31
638,107.7,19,1.48,790.0,319.71,140,1340.7,175.4,192.747410576,122.0,12.96,2180.0,0,1464703941.71
639,107.7,19,1.48,790.0,320.06,140,1342.0,175.4,192.747410576,122.0,12.96,2180.0,0,1464703942.06
640,107.7,19,1.48,790.0,320.83,140,1344.8,175.4,192.747410576,122.0,12.96,2180.0,0,1464703942.83
641,107.7,19,1.48,790.0,321.24,141,1346.4,175.4,192.747410576,122.0,12.96,2180.0,0,1464703943.24
642,111.9,19,1.48,780.0,321.63,141,1348.3,171.6,193.698465167,121.8,12.97,2180.0,0,1464703943.63
643,111.9,19,1.48,780.0,322.05,141,1350.3,171.6,193.698465167,121.8,12.97,2180.0,0,1464703944.05
644,111.9,19,1.48,780.0,322.49,141,1352.2,171.6,193.698465167,121.8,12.97,2180.0,0,1464703944.49
645,111.9,19,1.48,780.0,323.3,141,1355.4,171.6,193.698465167,121.8,12.97,2180.0,0,1464703945.3
646,111.9,19,1.48,780.0,323.71,141,1356.9,171.6,193.698465167,121.8,12.97,2180.0,0,1464703945.71
647,111.9,19,1.48,780.0,324.13,141,1358.4,171.6,193.698465167,121.8,12.97,2160.0,0,1464703946.13
648,111.9,19,1.48,780.0,324.57,141,1360.4,171.6,193.698465167,121.8,12.99,2160.0,0,1464703946.57
649,113.5,19,1.51,780.0,325.31,141,1363.9,173.1,199.538232499,120.6,12.99,2160.0,0,1464703947.31
650,113.5,19,1.51,780.0,325.73,141,1365.7,173.1,199.538232499,120.6,12.99,2160.0,0,1464703947.73
651,113.5,19,1.51,780.0,326.09,141,1367.2,173.1,199.538232499,120.6,12.99,2160.0,0,1464703948.09
652,113.5,19,1.51,780.0,326.8,141,1369.8,173.1,199.538232499,120.6,12.99,2160.0,0,1464703948.8
653,113.5,19,1.51,780.0,327.19,140,1371.2,173.1,199.538232499,120.6,12.99,2230.0,0,1464703949.19
654,113.5,19,1.51,780.0,327.59,140,1372.9,173.1,199.538232499,120.6,12.99,2230.0,0,1464703949.59
655,113.5,19,1.45,760.0,327.98,140,1374.8,176.1,198.548788525,120.8,13.29,2230.0,0,1464703949.98
656,113.5,19,1.45,760.0,328.74,140,1378.2,176.1,198.548788525,120.8,13.29,2230.0,0,1464703950.74
657,113.5,19,1.45,760.0,329.12,139,1379.8,176.1,198.548788525,120.8,13.29,2230.0,0,1464703951.12
658,113.5,19,1.45,760.0,329.51,139,1381.3,176.1,198.548788525,120.8,13.29,2230.0,0,1464703951.51
659,113.5,19,1.45,760.0,330.26,139,1384.0,176.1,198.548788525,120.8,13.29,2230.0,0,1464703952.26
660,113.5,19,1.45,760.0,330.71,139,1385.7,176.1,198.548788525,120.8,13.29,2280.0,0,1464703952.71
661,113.5,19,1.45,760.0,331.1,139,1387.5,176.1,198.548788525,120.8,13.43,2280.0,0,1464703953.1
662,110.8,18,1.48,790.0,331.5,139,1389.4,167.2,194.176339455,121.7,13.43,2280.0,0,1464703953.5
663,110.8,18,1.48,790.0,332.27,139,1392.7,167.2,194.176339455,121.7,13.43,2280.0,0,1464703954.27
664,110.8,18,1.48,790.0,332.66,139,1394.3,167.2,194.176339455,121.7,13.43,2280.0,0,1464703954.66
665,110.8,18,1.48,790.0,333.04,139,1395.7,167.2,194.176339455,121.7,13.43,2280.0,0,1464703955.04
666,110.8,18,1.48,790.0,333.81,139,1398.4,167.2,194.176339455,121.7,13.43,2280.0,0,1464703955.81
667,110.8,18,1.48,790.0,334.19,139,1400.2,167.2,194.176339455,121.7,13.43,2250.0,0,1464703956.19
668,114.4,19,1.51,780.0,334.55,139,1401.9,172.9,194.176339455,121.7,13.27,2250.0,0,1464703956.55
669,114.4,19,1.51,780.0,334.95,139,1403.8,172.9,194.176339455,121.7,13.27,2250.0,0,1464703956.95
670,114.4,19,1.51,780.0,335.78,139,1407.2,172.9,194.176339455,121.7,13.27,2250.0,0,1464703957.78
671,114.4,19,1.51,780.0,336.2,139,1408.8,172.9,194.176339455,121.7,13.27,2250.0,0,1464703958.2
672,114.4,19,1.51,780.0,336.56,139,1410.1,172.9,194.176339455,121.7,13.27,2250.0,0,1464703958.56
673,114.4,19,1.51,780.0,337.35,139,1413.3,172.9,194.176339455,121.7,13.27,2190.0,0,1464703959.35
674,114.4,19,1.51,780.0,337.74,139,1415.2,172.9,200.035420558,120.5,13.27,2190.0,0,1464703959.74
675,114.8,19,1.54,790.0,338.09,139,1416.9,173.2,200.035420558,120.5,13.28,2190.0,0,1464703960.09
676,114.8,19,1.54,790.0,338.54,139,1418.8,173.2,200.035420558,120.5,13.28,2190.0,0,1464703960.54
677,114.8,19,1.54,790.0,339.37,139,1422.1,173.2,200.035420558,120.5,13.28,2190.0,0,1464703961.37
678,114.8,19,1.54,790.0,339.8,139,1423.7,173.2,200.035420558,120.5,13.28,2190.0,0,1464703961.8
679,114.8,19,1.54,790.0,340.19,139,1425.1,173.2,200.035420558,120.5,13.28,2280.0,0,1464703962.19
680,114.8,19,1.54,790.0,340.59,139,1426.8,173.2,200.035420558,120.5,13.28,2280.0,0,1464703962.59
681,109.7,18,1.48,780.0,341.06,139,1429.1,168.5,200.534261776,120.4,13.57,2280.0,0,1464703963.06
682,109.7,18,1.48,780.0,341.45,139,1430.8,168.5,200.534261776,120.4,13.57,2280.0,0,1464703963.45
683,109.7,18,1.48,780.0,341.99,139,1433.1,168.5,200.534261776,120.4,13.57,2280.0,0,1464703963.99
684,109.7,18,1.48,780.0,342.77,139,1436.1,168.5,200.534261776,120.4,13.57,2280.0,0,1464703964.77
685,109.7,18,1.48,780.0,343.15,139,1437.4,168.5,200.534261776,120.4,13.57,2210.0,0,1464703965.15
686,109.7,18,1.48,780.0,343.55,139,1439.0,168.5,200.534261776,120.4,13.57,2210.0,0,1464703965.55
687,109.7,19,1.48,780.0,344.31,139,1442.5,168.5,194.655786991,121.6,13.13,2210.0,0,1464703966.31
688,111.0,19,1.48,780.0,344.7,139,1444.3,166.7,194.655786991,121.6,13.13,2210.0,0,1464703966.7
689,111.0,19,1.48,780.0,345.06,140,1445.8,166.7,194.655786991,121.6,13.13,2210.0,0,1464703967.06
690,111.0,19,1.48,780.0,345.82,140,1448.7,166.7,194.655786991,121.6,13.13,2210.0,0,1464703967.82
691,111.0,19,1.48,780.0,346.26,140,1450.3,166.7,194.655786991,121.6,13.13,2210.0,0,1464703968.26
692,111.0,19,1.48,780.0,346.69,140,1452.0,166.7,194.655786991,121.6,13.13,2140.0,0,1464703968.69
693,110.6,19,1.48,780.0,347.09,140,1453.9,169.1,198.056519026,120.9,12.89,2140.0,0,1464703969.09
694,110.6,19,1.48,780.0,347.48,140,1455.7,169.1,198.056519026,120.9,12.89,2140.0,0,1464703969.48
695,110.6,19,1.48,780.0,348.23,139,1459.0,169.1,198.056519026,120.9,12.89,2140.0,0,1464703970.23
696,110.6,19,1.48,780.0,348.59,139,1460.4,169.1,198.056519026,120.9,12.89,2140.0,0,1464703970.59
697,110.6,19,1.48,780.0,349.0,139,1461.9,169.1,198.056519026,120.9,12.89,2140.0,0,1464703971.0
698,110.6,19,1.48,780.0,349.48,139,1463.7,169.1,198.056519026,120.9,12.89,2090.0,0,1464703971.48
699,110.6,19,1.48,780.0,349.95,139,1465.7,169.1,198.056519026,120.9,12.66,2090.0,0,1464703971.95
700,111.2,20,1.45,760.0,350.78,139,1469.6,165.1,202.040773328,120.1,12.66,2090.0,0,1464703972.78
701,111.2,20,1.45,760.0,351.17,139,1471.3,165.1,202.040773328,120.1,12.66,2090.0,0,1464703973.17
702,111.2,20,1.45,760.0,351.58,139,1472.9,165.1,202.040773328,120.1,12.66,2090.0,0,1464703973.58
703,111.2,20,1.45,760.0,351.94,140,1474.3,165.1,202.040773328,120.1,12.66,2090.0,0,1464703973.94
704,111.2,20,1.45,760.0,352.76,140,1477.3,165.1,202.040773328,120.1,12.66,2130.0,0,1464703974.76
705,111.2,20,1.45,760.0,353.12,140,1479.0,165.1,202.040773328,120.1,12.88,2130.0,0,1464703975.12
706,108.1,19,1.48,780.0,353.49,140,1480.7,159.1,199.538232499,120.6,12.88,2130.0,0,1464703975.49
707,108.1,19,1.48,780.0,353.98,140,1482.9,159.1,199.538232499,120.6,12.88,2130.0,0,1464703975.98
708,108.1,19,1.48,780.0,354.83,140,1486.4,159.1,199.538232499,120.6,12.88,2130.0,0,1464703976.83
709,108.1,19,1.48,780.0,355.22,140,1487.8,159.1,199.538232499,120.6,12.88,2130.0,0,1464703977.22
710,108.1,19,1.48,780.0,355.58,140,1489.1,159.1,199.538232499,120.6,12.88,2210.0,0,1464703977.58
711,108.1,19,1.48,780.0,355.94,140,1490.4,159.1,199.538232499,120.6,12.88,2210.0,0,1464703977.94
712,110.5,19,1.48,780.0,356.78,140,1494.4,170.5,195.136814254,121.5,13.11,2210.0,0,1464703978.78
713,110.5,19,1.48,780.0,357.17,140,1496.1,170.5,195.136814254,121.5,13.11,2210.0,0,1464703979.17
714,110.5,19,1.48,780.0,357.62,140,1498.0,170.5,195.136814254,121.5,13.11,2210.0,0,1464703979.62
715,110.5,19,1.48,780.0,358.0,140,1499.5,170.5,195.136814254,121.5,13.11,2210.0,0,1464703980.0
716,110.5,19,1.48,780.0,358.85,140,1502.5,170.5,195.136814254,121.5,13.11,2210.0,0,1464703980.85
717,110.5,19,1.48,780.0,359.24,140,1504.1,170.5,195.136814254,121.5,13.11,2190.0,0,1464703981.24
718,112.2,19,1.48,780.0,359.66,140,1506.2,171.1,195.619427755,121.4,13.05,2190.0,0,1464703981.66
719,112.2,19,1.48,780.0,360.05,140,1508.0,171.1,195.619427755,121.4,13.05,2190.0,0,1464703982.05
720,112.2,19,1.48,780.0,360.8,140,1511.2,171.1,195.619427755,121.4,13.05,2190.0,0,1464703982.8
721,112.2,19,1.48,780.0,361.23,140,1512.8,171.1,195.619427755,121.4,13.05,2190.0,0,1464703983.23
722,112.2,19,1.48,780.0,361.58,140,1514.1,171.1,195.619427755,121.4,13.05,2190.0,0,1464703983.58
723,112.2,19,1.48,780.0,362.03,140,1515.7,171.1,195.619427755,121.4,13.05,2190.0,0,1464703984.03
724,112.2,19,1.48,780.0,362.85,140,1519.4,171.1,198.548788525,120.8,13.05,2190.0,0,1464703984.85
725,109.1,19,1.48,780.0,363.23,140,1521.2,172.6,198.548788525,120.8,13.11,2190.0,0,1464703985.23
726,109.1,19,1.48,780.0,363.61,140,1522.8,172.6,198.548788525,120.8,13.11,2190.0,0,1464703985.61
727,109.1,19,1.48,780.0,363.98,140,1524.4,172.6,198.548788525,120.8,13.11,2190.0,0,1464703985.98
728,109.1,19,1.48,780.0,364.4,140,1526.0,172.6,198.548788525,120.8,13.11,2190.0,0,1464703986.4
729,109.1,19,1.48,780.0,365.27,140,1529.1,172.6,198.548788525,120.8,13.11,2190.0,0,1464703987.27
730,109.1,19,1.48,780.0,365.66,140,1530.7,172.6,198.548788525,120.8,13.11,2230.0,0,1464703987.66
731,106.2,19,1.45,770.0,366.06,140,1532.6,156.8,192.274217472,122.1,13.11,2230.0,0,1464703988.06
732,106.2,19,1.45,770.0,366.8,140,1535.9,156.8,192.274217472,122.1,13.11,2230.0,0,1464703988.8
733,106.2,19,1.45,770.0,367.22,141,1537.6,156.8,192.274217472,122.1,13.11,2230.0,0,1464703989.22
734,106.2,19,1.45,770.0,367.57,141,1538.9,156.8,192.274217472,122.1,13.11,2230.0,0,1464703989.57
735,106.2,19,1.45,770.0,368.32,141,1541.6,156.8,192.274217472,122.1,13.11,2230.0,0,1464703990.32
736,106.2,19,1.45,770.0,368.75,141,1543.4,156.8,192.274217472,122.1,13.11,2160.0,0,1464703990.75
737,112.4,19,1.48,780.0,369.19,141,1545.5,169.8,191.802572014,122.2,12.82,2160.0,0,1464703991.19
738,112.4,19,1.48,780.0,369.59,141,1547.3,169.8,191.802572014,122.2,12.82,2160.0,0,1464703991.59
739,112.4,19,1.48,780.0,370.02,141,1549.2,169.8,191.802572014,122.2,12.82,2160.0,0,1464703992.02
740,112.4,19,1.48,780.0,370.79,141,1552.2,169.8,191.802572014,122.2,12.82,2160.0,0,1464703992.79
741,112.4,19,1.48,780.0,371.17,141,1553.6,169.8,191.802572014,122.2,12.82,2160.0,0,1464703993.17
742,112.4,19,1.48,780.0,371.65,141,1555.3,169.8,191.802572014,122.2,12.82,2180.0,0,1464703993.65
743,112.4,19,1.48,780.0,372.02,142,1557.0,169.8,191.802572014,122.2,13.05,2180.0,0,1464703994.02
744,108.0,19,1.48,790.0,372.8,142,1560.6,163.6,195.619427755,121.4,13.05,2180.0,0,1464703994.8
745,108.0,19,1.48,790.0,373.2,142,1562.3,163.6,195.619427755,121.4,13.05,2180.0,0,1464703995.2
746,108.0,19,1.48,790.0,373.58,142,1563.8,163.6,195.619427755,121.4,13.05,2180.0,0,1464703995.58
747,108.0,19,1.48,790.0,374.12,142,1565.9,163.6,195.619427755,121.4,13.05,2180.0,0,1464703996.12
748,108.0,19,1.48,790.0,374.83,142,1568.4,163.6,195.619427755,121.4,13.05,2150.0,0,1464703996.83
749,108.0,19,1.48,790.0,375.23,142,1570.3,163.6,195.619427755,121.4,13.05,2150.0,0,1464703997.23
750,104.6,19,1.48,790.0,375.6,142,1572.0,159.0,193.698465167,121.8,12.89,2150.0,0,1464703997.6
751,104.6,19,1.48,790.0,375.97,142,1573.7,159.0,193.698465167,121.8,12.89,2150.0,0,1464703997.97
752,104.6,19,1.48,790.0,376.72,142,1576.7,159.0,193.698465167,121.8,12.89,2150.0,0,1464703998.72
753,104.6,19,1.48,790.0,377.08,142,1578.1,159.0,193.698465167,121.8,12.89,2150.0,0,1464703999.08
754,104.6,19,1.48,790.0,377.84,142,1580.7,159.0,193.698465167,121.8,12.89,2150.0,0,1464703999.84
755,104.6,19,1.48,790.0,378.26,142,1582.5,159.0,193.698465167,121.8,12.89,2280.0,0,1464704000.26
756,109.5,18,1.48,790.0,378.68,142,1584.4,162.1,186.261272335,123.4,13.27,2280.0,0,1464704000.68
757,109.5,18,1.48,790.0,379.09,142,1586.3,162.1,186.261272335,123.4,13.27,2280.0,0,1464704001.09
