# RitmoTime: Sat Apr 6, 2019 - 7:22:46 AM
# Full Workout
# Boating: M2x
# Duration: 1h 31m,  Strokes: 1012,  Intervals: 8
#
"Stroke Count","Time","Rate (spm)","Distance (m)","Split (/500m)","Heart Rate (bpm)","State","Piece#","Count","Piece Time","Piece Distance (m)","Total Time (sec)","Distance (m)","Speed (m/s)","Latitude (deg)","Longitude (deg)"
905,1:15:37.2,18.0,10136,2:39,0,"Rest",7,125,0:08:18.8,1451,4537.2,10136,3.13,37.80809402,-122.26167298,
906,1:15:40.4,18.5,10152,1:52,0,"Rest",7,126,0:08:22.1,1467,4540.4,10152,4.46,37.80823898,-122.26166535,
907,1:15:43.8,18.5,10167,1:51,0,"Rest",7,127,0:08:25.4,1482,4543.8,10167,4.47,37.80837249,-122.26168061,
908,1:15:47.0,18.5,10180,1:55,0,"Rest",7,128,0:08:28.6,1495,4547.0,10180,4.32,37.80849456,-122.26168824,
909,1:15:50.4,18.0,10194,1:59,0,"Rest",7,129,0:08:32.1,1509,4550.4,10194,4.19,37.80861663,-122.26165009,
910,1:15:53.8,18.0,10206,2:10,0,"Rest",7,130,0:08:35.5,1522,4553.8,10206,3.83,37.80871963,-122.26161194,
911,1:15:57.1,18.0,10219,2:10,0,"Rest",7,131,0:08:38.8,1534,4557.1,10219,3.84,37.80882644,-122.26158143,
912,1:16:00.5,18.0,10233,2:03,0,"Rest",7,132,0:08:42.2,1548,4560.5,10233,4.05,37.80894851,-122.26152802,
913,1:16:03.7,18.0,10244,2:15,0,"Rest",7,133,0:08:45.4,1559,4563.7,10244,3.68,37.80904769,-122.26150513,
914,1:16:07.0,18.5,10255,2:23,0,"Rest",7,134,0:08:48.7,1570,4567.0,10255,3.49,37.80914688,-122.26152039,
915,1:16:10.4,18.0,10267,2:20,0,"Rest",7,135,0:08:52.1,1582,4570.4,10267,3.56,37.80925750,-122.26152039,
916,1:16:13.7,18.0,10280,2:20,0,"Rest",7,136,0:08:55.4,1595,4573.7,10280,3.56,37.80936813,-122.26151276,
917,1:16:17.1,18.0,10292,2:21,0,"Rest",7,137,0:08:58.7,1607,4577.1,10292,3.52,37.80947113,-122.26148224,
918,1:16:20.3,18.0,10302,2:30,0,"Rest",7,138,0:09:02.0,1617,4580.3,10302,3.32,37.80956649,-122.26146698,
918,1:16:26.3,0.0,10321,2:33,0,"Rest",7,138,0:09:08.0,1636,4586.3,10321,3.26,37.80973052,-122.26143647,
918,1:18:56.1,0.0,10401,0:00,0,"Rest",7,138,0:11:37.7,1716,4736.1,10401,0.00,37.80991744,-122.26176453,
919,1:19:00.0,15.5,10401,0:00,0,"Rest",7,139,0:11:41.7,1716,4740.0,10401,0.00,37.80990600,-122.26176453,
920,1:19:03.0,20.0,10406,5:15,0,"Rest",7,140,0:11:44.7,1721,4743.0,10406,1.58,37.80984878,-122.26177979,
921,1:19:06.1,19.5,10418,2:39,0,"Rest",7,141,0:11:47.8,1733,4746.1,10418,3.13,37.80974578,-122.26181794,
922,1:19:09.1,20.0,10429,2:27,0,"Rest",7,142,0:11:50.8,1745,4749.1,10429,3.39,37.80964660,-122.26184845,
923,1:19:12.2,19.5,10441,2:22,0,"Rest",7,143,0:11:53.9,1756,4752.2,10441,3.52,37.80954360,-122.26187897,
924,1:19:15.3,19.5,10452,2:21,0,"Rest",7,144,0:11:57.0,1768,4755.3,10452,3.52,37.80944442,-122.26190949,
925,1:19:18.3,20.0,10463,2:24,0,"Rest",7,145,0:12:00.0,1778,4758.3,10463,3.45,37.80935668,-122.26194001,
926,1:19:21.3,20.0,10473,2:25,0,"Rest",7,146,0:12:02.9,1788,4761.3,10473,3.43,37.80926895,-122.26197053,
927,1:19:24.3,20.0,10483,2:25,0,"Rest",7,147,0:12:06.0,1799,4764.3,10483,3.43,37.80917739,-122.26200104,
928,1:19:27.4,19.5,10494,2:26,0,"Rest",7,148,0:12:09.1,1809,4767.4,10494,3.42,37.80908203,-122.26201630,
929,1:19:30.5,19.5,10504,2:26,0,"Rest",7,149,0:12:12.2,1820,4770.5,10504,3.42,37.80899047,-122.26203919,
930,1:19:33.5,19.5,10515,2:26,0,"Rest",7,150,0:12:15.2,1830,4773.5,10515,3.42,37.80889892,-122.26205445,
931,1:19:36.4,20.5,10524,2:26,0,"Rest",7,151,0:12:18.0,1840,4776.4,10524,3.41,37.80881118,-122.26205445,
932,1:19:39.2,21.0,10534,2:27,0,"Rest",7,152,0:12:20.9,1849,4779.2,10534,3.39,37.80872726,-122.26206208,
933,1:19:41.8,22.5,10543,2:27,0,"Rest",7,153,0:12:23.5,1858,4781.8,10543,3.40,37.80864334,-122.26206971,
934,1:19:44.1,26.0,10551,2:24,0,"Piece",8,1,0:00:02.2,8,4784.1,10551,3.46,37.80857086,-122.26206971,
935,1:19:46.1,31.0,10558,2:22,0,"Piece",8,2,0:00:04.2,15,4786.1,10558,3.50,37.80850601,-122.26207734,
936,1:19:47.8,35.0,10565,2:21,0,"Piece",8,3,0:00:05.9,22,4787.8,10565,3.53,37.80845260,-122.26208497,
937,1:19:49.4,36.0,10572,2:12,0,"Piece",8,4,0:00:07.5,29,4789.4,10572,3.78,37.80838775,-122.26208497,
938,1:19:51.0,37.5,10580,2:00,0,"Piece",8,5,0:00:09.1,37,4791.0,10580,4.17,37.80831527,-122.26208497,
939,1:19:52.5,39.0,10587,1:55,0,"Piece",8,6,0:00:10.6,44,4792.5,10587,4.33,37.80825042,-122.26209260,
940,1:19:53.9,41.5,10595,1:49,0,"Piece",8,7,0:00:12.0,52,4793.9,10595,4.58,37.80818176,-122.26210022,
941,1:19:55.4,41.0,10602,1:46,0,"Piece",8,8,0:00:13.5,59,4795.4,10602,4.67,37.80811309,-122.26210022,
942,1:19:56.9,40.5,10610,1:44,0,"Piece",8,9,0:00:15.0,67,4796.9,10610,4.78,37.80804061,-122.26210785,
943,1:19:58.4,40.0,10618,1:44,0,"Piece",8,10,0:00:16.5,75,4798.4,10618,4.80,37.80797576,-122.26210785,
944,1:19:59.9,40.0,10626,1:42,0,"Piece",8,11,0:00:18.0,83,4799.9,10626,4.86,37.80789947,-122.26210785,
945,1:20:01.4,39.5,10634,1:42,0,"Piece",8,12,0:00:19.5,91,4801.4,10634,4.90,37.80783081,-122.26210785,
946,1:20:03.0,39.5,10642,1:40,0,"Piece",8,13,0:00:21.1,99,4803.0,10642,4.96,37.80775451,-122.26211548,
947,1:20:04.5,39.0,10650,1:40,0,"Piece",8,14,0:00:22.6,107,4804.5,10650,4.99,37.80768203,-122.26211548,
948,1:20:06.1,39.0,10659,1:38,0,"Piece",8,15,0:00:24.2,116,4806.1,10659,5.07,37.80760574,-122.26212311,
949,1:20:07.6,39.0,10667,1:37,0,"Piece",8,16,0:00:25.7,124,4807.6,10667,5.11,37.80753326,-122.26213074,
950,1:20:09.2,38.0,10676,1:37,0,"Piece",8,17,0:00:27.3,133,4809.2,10676,5.15,37.80745697,-122.26214600,
951,1:20:11.1,31.5,10686,1:37,0,"Piece",8,18,0:00:29.2,143,4811.1,10686,5.14,37.80736541,-122.26216126,
952,1:20:13.5,25.0,10698,1:38,0,"Piece",8,19,0:00:31.6,155,4813.5,10698,5.09,37.80725860,-122.26218415,
953,1:20:16.0,25.0,10710,1:43,0,"Piece",8,20,0:00:34.1,167,4816.0,10710,4.82,37.80715560,-122.26221467,
954,1:20:18.8,23.0,10720,2:02,0,"Piece",8,21,0:00:36.9,177,4818.8,10720,4.09,37.80706787,-122.26223755,
955,1:20:21.6,21.5,10727,2:28,0,"Rest",8,1,0:00:02.8,7,4821.6,10727,3.37,37.80700302,-122.26223755,
956,1:20:24.6,21.0,10735,2:34,0,"Rest",8,2,0:00:05.7,16,4824.6,10735,3.23,37.80692672,-122.26223755,
957,1:20:27.5,20.5,10744,2:38,0,"Rest",8,3,0:00:08.7,24,4827.5,10744,3.15,37.80685043,-122.26224518,
958,1:20:30.5,20.0,10752,2:46,0,"Rest",8,4,0:00:11.6,32,4830.5,10752,3.00,37.80678176,-122.26222992,
959,1:20:33.5,20.0,10760,2:51,0,"Rest",8,5,0:00:14.7,40,4833.5,10760,2.91,37.80670928,-122.26221467,
960,1:20:36.6,19.5,10768,2:54,0,"Rest",8,6,0:00:17.8,48,4836.6,10768,2.87,37.80663681,-122.26219941,
961,1:20:39.8,19.5,10776,2:57,0,"Rest",8,7,0:00:21.0,57,4839.8,10776,2.82,37.80656051,-122.26217652,
962,1:20:43.1,18.5,10785,3:01,0,"Rest",8,8,0:00:24.3,65,4843.1,10785,2.75,37.80649566,-122.26212311,
963,1:20:46.3,18.5,10794,3:03,0,"Rest",8,9,0:00:27.5,74,4846.3,10794,2.73,37.80642318,-122.26208497,
964,1:20:49.7,18.5,10803,3:07,0,"Rest",8,10,0:00:30.9,83,4849.7,10803,2.66,37.80635452,-122.26203919,
965,1:20:53.0,18.0,10811,3:09,0,"Rest",8,11,0:00:34.2,91,4853.0,10811,2.64,37.80628967,-122.26198578,
966,1:20:56.3,18.0,10820,3:09,0,"Rest",8,12,0:00:37.5,100,4856.3,10820,2.64,37.80622100,-122.26194001,
967,1:20:59.5,18.5,10828,3:09,0,"Rest",8,13,0:00:40.6,108,4859.5,10828,2.63,37.80615615,-122.26189423,
968,1:21:02.8,18.5,10837,3:08,0,"Rest",8,14,0:00:43.9,117,4862.8,10837,2.65,37.80608749,-122.26184083,
969,1:21:06.0,18.5,10846,3:01,0,"Rest",8,15,0:00:47.2,126,4866.0,10846,2.76,37.80601501,-122.26178742,
970,1:21:09.2,18.5,10855,2:59,0,"Rest",8,16,0:00:50.4,136,4869.2,10855,2.79,37.80594635,-122.26172638,
971,1:21:12.4,19.0,10864,2:59,0,"Rest",8,17,0:00:53.6,145,4872.4,10864,2.78,37.80587768,-122.26167298,
972,1:21:15.5,19.0,10873,3:00,0,"Rest",8,18,0:00:56.7,154,4875.5,10873,2.77,37.80581283,-122.26161957,
973,1:21:18.7,19.0,10882,2:59,0,"Rest",8,19,0:00:59.8,162,4878.7,10882,2.79,37.80574798,-122.26155854,
974,1:21:21.9,19.0,10891,3:02,0,"Rest",8,20,0:01:03.1,171,4881.9,10891,2.75,37.80568313,-122.26149750,
975,1:21:25.1,18.5,10900,2:58,0,"Rest",8,21,0:01:06.3,180,4885.1,10900,2.80,37.80561828,-122.26143647,
976,1:21:28.3,19.0,10909,2:56,0,"Rest",8,22,0:01:09.5,190,4888.3,10909,2.83,37.80554962,-122.26137543,
977,1:21:31.6,18.5,10919,2:57,0,"Rest",8,23,0:01:12.8,199,4891.6,10919,2.81,37.80547714,-122.26132203,
978,1:21:35.0,18.0,10929,2:42,0,"Rest",8,24,0:01:16.1,210,4895.0,10929,3.08,37.80539703,-122.26125336,
979,1:21:38.2,18.0,10942,2:23,0,"Rest",8,25,0:01:19.4,222,4898.2,10942,3.48,37.80531311,-122.26116181,
980,1:21:41.5,18.5,10954,2:21,0,"Rest",8,26,0:01:22.7,235,4901.5,10954,3.54,37.80522155,-122.26107789,
981,1:21:44.8,18.5,10965,2:28,0,"Rest",8,27,0:01:25.9,246,4904.8,10965,3.36,37.80513763,-122.26101685,
982,1:21:48.1,18.0,10976,2:30,0,"Rest",8,28,0:01:29.3,257,4908.1,10976,3.32,37.80504989,-122.26095582,
983,1:21:51.4,18.0,10988,2:23,0,"Rest",8,29,0:01:32.6,268,4911.4,10988,3.48,37.80496215,-122.26087952,
984,1:21:54.7,18.0,11000,2:23,0,"Rest",8,30,0:01:35.9,280,4914.7,11000,3.48,37.80486679,-122.26081849,
985,1:21:58.1,18.0,11011,2:28,0,"Rest",8,31,0:01:39.2,291,4918.1,11011,3.36,37.80477905,-122.26075745,
986,1:22:01.5,18.0,11023,2:26,0,"Rest",8,32,0:01:42.7,303,4921.5,11023,3.42,37.80468750,-122.26068879,
987,1:22:05.0,17.5,11035,2:25,0,"Rest",8,33,0:01:46.1,315,4925.0,11035,3.43,37.80459594,-122.26062012,
988,1:22:08.4,17.0,11047,2:25,0,"Rest",8,34,0:01:49.6,327,4928.4,11047,3.43,37.80450057,-122.26055146,
989,1:22:11.9,17.5,11058,2:32,0,"Rest",8,35,0:01:53.0,338,4931.9,11058,3.29,37.80440902,-122.26050568,
990,1:22:15.4,17.5,11069,2:35,0,"Rest",8,36,0:01:56.5,349,4935.4,11069,3.22,37.80431365,-122.26046753,
991,1:22:18.9,17.0,11081,2:31,0,"Rest",8,37,0:02:00.0,361,4938.9,11081,3.30,37.80421066,-122.26042939,
992,1:22:22.3,17.5,11092,2:31,0,"Rest",8,38,0:02:03.5,373,4942.3,11092,3.30,37.80411148,-122.26039124,
993,1:22:25.8,17.5,11104,2:31,0,"Rest",8,39,0:02:06.9,384,4945.8,11104,3.30,37.80400848,-122.26037598,
994,1:22:29.3,17.5,11116,2:35,0,"Rest",8,40,0:02:10.4,396,4949.3,11116,3.21,37.80390548,-122.26039124,
995,1:22:32.7,17.0,11127,2:35,0,"Rest",8,41,0:02:13.9,407,4952.7,11127,3.22,37.80380630,-122.26039124,
996,1:22:36.1,17.5,11138,2:35,0,"Rest",8,42,0:02:17.3,418,4956.1,11138,3.21,37.80370712,-122.26039124,
997,1:22:39.5,17.5,11149,2:28,0,"Rest",8,43,0:02:20.7,430,4959.5,11149,3.37,37.80360031,-122.26039887,
998,1:22:42.9,17.5,11162,2:24,0,"Rest",8,44,0:02:24.1,442,4962.9,11162,3.45,37.80348968,-122.26040650,
999,1:22:46.4,17.5,11174,2:22,0,"Rest",8,45,0:02:27.5,455,4966.4,11174,3.50,37.80337905,-122.26039887,
1000,1:22:49.8,17.5,11187,2:22,0,"Rest",8,46,0:02:31.0,467,4969.8,11187,3.52,37.80326461,-122.26039887,
1001,1:22:53.3,17.5,11199,2:22,0,"Rest",8,47,0:02:34.5,480,4973.3,11199,3.51,37.80315399,-122.26039124,
1002,1:22:56.8,17.5,11212,2:22,0,"Rest",8,48,0:02:37.9,492,4976.8,11212,3.50,37.80304336,-122.26039124,
1003,1:23:00.3,17.5,11224,2:23,0,"Rest",8,49,0:02:41.4,504,4980.3,11224,3.49,37.80293655,-122.26039124,
1004,1:23:03.7,17.5,11236,2:17,0,"Rest",8,50,0:02:44.8,516,4983.7,11236,3.62,37.80282211,-122.26039124,
1005,1:23:07.2,17.5,11250,2:13,0,"Rest",8,51,0:02:48.3,530,4987.2,11250,3.75,37.80270004,-122.26040650,
1006,1:23:10.5,17.5,11263,2:12,0,"Rest",8,52,0:02:51.7,543,4990.5,11263,3.76,37.80258178,-122.26042176,
1007,1:23:13.9,17.5,11276,2:13,0,"Rest",8,53,0:02:55.1,556,4993.9,11276,3.74,37.80246734,-122.26043702,
1008,1:23:17.3,17.5,11289,2:13,0,"Rest",8,54,0:02:58.5,569,4997.3,11289,3.75,37.80235290,-122.26045990,
1009,1:23:20.7,17.5,11302,2:13,0,"Rest",8,55,0:03:01.9,582,5000.7,11302,3.75,37.80223846,-122.26048279,
1010,1:23:24.1,17.5,11314,2:15,0,"Rest",8,56,0:03:05.3,594,5004.1,11314,3.69,37.80213165,-122.26050568,
1010,1:23:30.1,0.0,11336,2:14,0,"Rest",8,56,0:03:11.3,617,5010.1,11336,3.72,37.80193328,-122.26056672,
1010,1:28:15.5,0.0,11405,0:00,0,"Rest",8,56,0:07:56.7,685,5295.5,11405,0.00,37.80182266,-122.26074219,
1011,1:28:17.6,29.5,11405,0:00,0,"Rest",8,59,0:07:58.7,685,5297.6,11405,0.00,37.80181503,-122.26074219,
1012,1:28:17.8,314.0,11405,0:00,0,"Rest",8,60,0:07:58.9,685,5297.8,11405,0.00,37.80181503,-122.26074219,
1012,1:28:23.8,0.0,11405,0:00,0,"Rest",8,61,0:08:04.9,685,5303.8,11405,0.00,37.80181121,-122.26074219,
1012,1:30:52.3,0.0,11417,0:00,0,"Rest",8,61,0:10:33.4,698,5452.3,11417,0.00,37.80182647,-122.26081086,
