index,index, AverageDriveForce (lbs), Cadence (stokes/min), DriveLength (meters), DriveTime (ms), HRCur (bpm), Horizontal (meters), PeakDriveForce (lbs), Power (watts), Stroke500mPace (sec/500m), StrokeDistance (meters), StrokeRecoveryTime (ms), longitude,TimeStamp (sec), ElapsedTime (sec), DragFactor, AverageBoatSpeed (m/s), AverageDriveForce (N), PeakDriveForce (N), lapIdx, Calories (kCal), WorkoutState, Stroke Number,driveenergy,hr_ut2,hr_ut1,hr_at,hr_tr,hr_an,hr_max,lim_ut2,lim_ut1,lim_at,lim_tr,lim_an,lim_max,cum_dist,pw_ut2,pw_ut1,pw_at,pw_tr,pw_an,pw_max,limpw_ut2,limpw_ut1,limpw_at,limpw_tr,limpw_an
1584,1584,0.0,25.0,0.0,0.0,161.0,5120.5021170179125,0.0,0.0,139.53101924033777,8.607768723439337,0.0,16.513987,1458986438.0,1633.0,0.0,3.583432578090509,0.0,0.0,0,1.0,4.0,581,0.0,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,5120.5021170179125,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1585,1585,0.0,25.0,0.0,0.0,161.0,5123.838218574011,0.0,0.0,139.40895004908143,8.849029537692294,0.0,16.514007,1458986439.0,1634.0,0.0,3.586570301433057,0.0,0.0,0,1.0,4.0,582,0.0,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,5123.838218574011,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1586,1586,0.0,25.0,0.0,0.0,161.0,5127.318776755903,0.0,0.0,136.72044700121,8.932690017608952,0.0,16.514025,1458986440.0,1635.0,0.0,3.657097463962906,0.0,0.0,0,1.0,4.0,582,0.0,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,5127.318776755903,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1587,1587,0.0,24.0,0.0,0.0,161.0,5131.266374243598,0.0,0.0,136.64225993700157,8.791797871045404,0.0,16.514045,1458986441.0,1636.0,0.0,3.659190064849068,0.0,0.0,0,1.0,4.0,583,0.0,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,5131.266374243598,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1588,1588,0.0,24.0,0.0,0.0,161.0,5134.866155452664,0.0,0.0,138.87017984381063,9.20468155151064,0.0,16.514067,1458986442.0,1637.0,0.0,3.600485003780923,0.0,0.0,0,1.0,4.0,583,0.0,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,5134.866155452664,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1589,1589,0.0,25.0,0.0,0.0,162.0,5138.798067342158,0.0,0.0,132.5374065995272,8.89347327572914,0.0,16.51409,1458986443.0,1638.0,0.0,3.7725198706414376,0.0,0.0,0,1.0,4.0,583,0.0,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,5138.798067342158,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1590,1590,0.0,25.0,0.0,0.0,162.0,5141.840643592916,0.0,0.0,136.26786244003404,8.770218785459807,0.0,16.514107,1458986444.0,1639.0,0.0,3.6692437310376813,0.0,0.0,0,1.0,4.0,584,0.0,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,5141.840643592916,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1591,1591,0.0,26.0,0.0,0.0,162.0,5146.181376109111,0.0,0.0,136.02370797057492,8.57560069550743,0.0,16.514126,1458986445.0,1640.0,0.0,3.675829805405405,0.0,0.0,0,1.0,4.0,584,0.0,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,5146.181376109111,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1592,1592,0.0,26.0,0.0,0.0,162.0,5149.612592898787,0.0,0.0,136.7230751912778,8.951738232055302,0.0,16.514137,1458986446.0,1641.0,0.0,3.657027164584266,0.0,0.0,0,1.0,4.0,585,0.0,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,5149.612592898787,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1593,1593,0.0,26.0,0.0,0.0,162.0,5153.245304479691,0.0,0.0,131.10451675750502,9.143139809427444,0.0,16.514147,1458986447.0,1642.0,0.0,3.8137511381458773,0.0,0.0,0,1.0,4.0,585,0.0,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,5153.245304479691,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1594,1594,0.0,25.0,0.0,0.0,163.0,5157.083203165079,0.0,0.0,128.41910092162993,9.403755086761526,0.0,16.514156,1458986448.0,1643.0,0.0,3.8935017953842705,0.0,0.0,0,1.0,4.0,586,0.0,0.0,0.0,0.0,163.0,0.0,0.0,142,146,160,167,180,192,5157.083203165079,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1595,1595,0.0,25.0,0.0,0.0,163.0,5160.909399283645,0.0,0.0,126.74399882731602,9.920590906707648,0.0,16.514164,1458986449.0,1644.0,0.0,3.9449599557074997,0.0,0.0,0,1.0,4.0,586,0.0,0.0,0.0,0.0,163.0,0.0,0.0,142,146,160,167,180,192,5160.909399283645,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1596,1596,0.0,24.0,0.0,0.0,163.0,5165.648885086031,0.0,0.0,122.07608210859644,10.23597589678144,0.0,16.514175,1458986450.0,1645.0,0.0,4.095806413210493,0.0,0.0,0,1.0,4.0,586,0.0,0.0,0.0,0.0,163.0,0.0,0.0,142,146,160,167,180,192,5165.648885086031,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1597,1597,0.0,24.0,0.0,0.0,163.0,5169.337392677324,0.0,0.0,119.11300277941116,10.33986536401672,0.0,16.51418,1458986451.0,1646.0,0.0,4.197694528161334,0.0,0.0,0,1.0,4.0,587,0.0,0.0,0.0,0.0,163.0,0.0,0.0,142,146,160,167,180,192,5169.337392677324,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1598,1598,0.0,25.0,0.0,0.0,163.0,5173.724336545743,0.0,0.0,117.8972282483888,9.862167436568209,0.0,16.514189,1458986452.0,1647.0,0.0,4.240981806176033,0.0,0.0,0,1.0,4.0,587,0.0,0.0,0.0,0.0,163.0,0.0,0.0,142,146,160,167,180,192,5173.724336545743,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1599,1599,0.0,25.0,0.0,0.0,163.0,5178.071675805885,0.0,0.0,123.70294361543728,9.402676144581562,0.0,16.514203,1458986453.0,1648.0,0.0,4.0419410030724885,0.0,0.0,0,1.0,4.0,588,0.0,0.0,0.0,0.0,163.0,0.0,0.0,142,146,160,167,180,192,5178.071675805885,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1600,1600,0.0,25.0,0.0,0.0,163.0,5182.114308314525,0.0,0.0,128.06382335739207,9.34950540744443,0.0,16.514218,1458986454.0,1649.0,0.0,3.9043032363998145,0.0,0.0,0,1.0,4.0,588,0.0,0.0,0.0,0.0,163.0,0.0,0.0,142,146,160,167,180,192,5182.114308314525,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1601,1601,0.0,26.0,0.0,0.0,163.0,5185.858590101394,0.0,0.0,126.44212571445044,8.93345335291519,0.0,16.514234,1458986455.0,1650.0,0.0,3.9543783147807163,0.0,0.0,0,1.0,4.0,589,0.0,0.0,0.0,0.0,163.0,0.0,0.0,142,146,160,167,180,192,5185.858590101394,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1602,1602,0.0,26.0,0.0,0.0,163.0,5188.858908859323,0.0,0.0,132.23933347619254,8.902573936456836,0.0,16.514245,1458986456.0,1651.0,0.0,3.781023292060199,0.0,0.0,0,1.0,4.0,589,0.0,0.0,0.0,0.0,163.0,0.0,0.0,142,146,160,167,180,192,5188.858908859323,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1603,1603,0.0,25.0,0.0,0.0,162.0,5193.496228119647,0.0,0.0,132.6908665016047,8.769922951385155,0.0,16.514263,1458986457.0,1652.0,0.0,3.7681568685358857,0.0,0.0,0,1.0,4.0,589,0.0,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,5193.496228119647,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1604,1604,0.0,25.0,0.0,0.0,162.0,5196.976792266186,0.0,0.0,134.6661466397463,9.42146827711729,0.0,16.514281,1458986458.0,1653.0,0.0,3.712885624756018,0.0,0.0,0,1.0,4.0,590,0.0,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,5196.976792266186,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1605,1605,0.0,25.0,0.0,0.0,163.0,5200.955092657204,0.0,0.0,126.22171676034252,9.487868753670613,0.0,16.514298,1458986459.0,1654.0,0.0,3.961283468750082,0.0,0.0,0,1.0,4.0,590,0.0,0.0,0.0,0.0,163.0,0.0,0.0,142,146,160,167,180,192,5200.955092657204,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1606,1606,0.0,25.0,0.0,0.0,163.0,5204.423018225173,0.0,0.0,126.4772976055082,9.309359712803335,0.0,16.514311,1458986460.0,1655.0,0.0,3.9532786473627546,0.0,0.0,0,1.0,4.0,591,0.0,0.0,0.0,0.0,163.0,0.0,0.0,142,146,160,167,180,192,5204.423018225173,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1607,1607,0.0,25.0,0.0,0.0,163.0,5208.665326203072,0.0,0.0,128.08134110869034,9.099190386984898,0.0,16.514316,1458986461.0,1656.0,0.0,3.9037692428259163,0.0,0.0,0,1.0,4.0,591,0.0,0.0,0.0,0.0,163.0,0.0,0.0,142,146,160,167,180,192,5208.665326203072,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1608,1608,0.0,26.0,0.0,0.0,162.0,5213.26262135646,0.0,0.0,130.05517062947456,9.119168778214108,0.0,16.514324,1458986462.0,1657.0,0.0,3.844522271432739,0.0,0.0,0,1.0,4.0,591,0.0,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,5213.26262135646,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1609,1609,0.0,26.0,0.0,0.0,162.0,5216.495638480315,0.0,0.0,129.77417783924903,9.252637194391705,0.0,16.514327,1458986463.0,1658.0,0.0,3.852846601111577,0.0,0.0,0,1.0,4.0,592,0.0,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,5216.495638480315,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1610,1610,0.0,25.0,0.0,0.0,164.0,5220.177704014368,0.0,0.0,127.92767468913708,8.829757615233245,0.0,16.514331,1458986464.0,1659.0,0.0,3.9084584411855747,0.0,0.0,0,1.0,4.0,592,0.0,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,5220.177704014368,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1611,1611,0.0,25.0,0.0,0.0,164.0,5223.687251230732,0.0,0.0,133.96713662464074,8.976813185714116,0.0,16.51434,1458986465.0,1660.0,0.0,3.7322586165362166,0.0,0.0,0,1.0,4.0,593,0.0,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,5223.687251230732,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1612,1612,0.0,25.0,0.0,0.0,164.0,5228.207618409001,0.0,0.0,132.67306694384382,9.312251624027365,0.0,16.514351,1458986466.0,1661.0,0.0,3.768662408412053,0.0,0.0,0,1.0,4.0,593,0.0,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,5228.207618409001,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1613,1613,0.0,25.0,0.0,0.0,164.0,5231.923914439141,0.0,0.0,128.8624973259715,9.199892986888608,0.0,16.514359,1458986467.0,1662.0,0.0,3.880104843344735,0.0,0.0,0,1.0,4.0,594,0.0,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,5231.923914439141,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1614,1614,0.0,25.0,0.0,0.0,164.0,5235.338950522376,0.0,0.0,130.43629982546554,8.704551487630166,0.0,16.514369,1458986468.0,1663.0,0.0,3.8332887445369193,0.0,0.0,0,1.0,4.0,594,0.0,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,5235.338950522376,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1615,1615,0.0,25.0,0.0,0.0,163.0,5239.578228231092,0.0,0.0,137.85891228345216,10.363275224898434,0.0,16.514383,1458986469.0,1664.0,0.0,3.626896453179236,0.0,0.0,0,1.0,4.0,594,0.0,0.0,0.0,0.0,163.0,0.0,0.0,142,146,160,167,180,192,5239.578228231092,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1616,1616,0.0,25.0,0.0,0.0,163.0,5242.853694953416,0.0,0.0,142.25679278725673,25.318342746458743,0.0,16.514401,1458986470.0,1665.0,0.0,3.5147706496359987,0.0,0.0,0,1.0,4.0,595,0.0,0.0,0.0,0.0,163.0,0.0,0.0,142,146,160,167,180,192,5242.853694953416,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1617,1617,0.0,11.0,0.0,0.0,132.0,5246.342100674898,0.0,0.0,145.33951926268887,25.162175560767253,0.0,16.514415,1458986471.0,1666.0,0.0,3.4402205438445987,0.0,0.0,0,1.0,4.0,595,0.0,132.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5246.342100674898,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1618,1618,0.0,11.0,0.0,0.0,132.0,5249.497767687322,0.0,0.0,164.97702175139943,25.268301736601742,0.0,16.514422,1458986472.0,1667.0,0.0,3.030725095482933,0.0,0.0,0,1.0,4.0,595,0.0,132.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5249.497767687322,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1619,1619,0.0,14.0,0.0,0.0,161.0,5264.709195458709,0.0,0.0,180.6850044278025,24.954065173992944,0.0,16.514444,1458986477.0,1672.0,0.0,2.7672467982797557,0.0,0.0,0,1.0,4.0,596,0.0,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,5264.709195458709,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1620,1620,0.0,14.0,0.0,0.0,161.0,5266.900995925616,0.0,0.0,209.4727577650138,22.91562710379199,0.0,16.514452,1458986478.0,1673.0,0.0,2.386945230180715,0.0,0.0,0,1.0,4.0,597,0.0,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,5266.900995925616,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1621,1621,0.0,14.0,0.0,0.0,161.0,5268.859071161925,0.0,0.0,239.9880614132892,7.507016406939376,0.0,16.514459,1458986479.0,1674.0,0.0,2.0834369720539474,0.0,0.0,0,1.0,4.0,597,0.0,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,5268.859071161925,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1622,1622,0.0,14.0,0.0,0.0,161.0,5270.445969042911,0.0,0.0,285.4472438446142,6.6789151841421095,0.0,16.514468,1458986480.0,1675.0,0.0,1.751637161619187,0.0,0.0,0,1.0,4.0,597,0.0,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,5270.445969042911,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1623,1623,0.0,14.0,0.0,0.0,161.0,5272.084094764702,0.0,0.0,320.83910092839244,5.953963552262189,0.0,16.514475,1458986481.0,1676.0,0.0,1.558413542966492,0.0,0.0,0,1.0,4.0,597,0.0,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,5272.084094764702,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1624,1624,0.0,14.0,0.0,0.0,161.0,5273.467381266805,0.0,0.0,359.9043098009848,5.460812117123606,0.0,16.51448,1458986482.0,1677.0,0.0,1.3892581621945108,0.0,0.0,0,1.0,4.0,598,0.0,0.0,0.0,0.0,161.0,0.0,0.0,142,146,160,167,180,192,5273.467381266805,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1625,1625,0.0,14.0,0.0,0.0,161.0,5274.6930636404495,0.0,0.0,392.406311899604,4.749727937066291,0.0,16.514481,1458986483.0,1678.0,0.0,1.274189493995508,0.0,0.0,0,1.0,4.0,598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5274.6930636404495,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1626,1626,0.0,14.0,0.0,0.0,161.0,5275.805361972898,0.0,0.0,451.153660009566,3.81309448061542,0.0,16.514481,1458986484.0,1679.0,0.0,1.1082698519821346,0.0,0.0,0,1.0,4.0,598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5275.805361972898,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1627,1627,0.0,14.0,0.0,0.0,161.0,5276.816916512888,0.0,0.0,561.9732618089478,3.1983307928908795,0.0,16.514479,1458986485.0,1680.0,0.0,0.8897220454769312,0.0,0.0,0,1.0,4.0,598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5276.816916512888,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1628,1628,0.0,14.0,0.0,0.0,161.0,5277.625444024612,0.0,0.0,669.9923433874318,2.431712738179485,0.0,16.514482,1458986486.0,1681.0,0.0,0.7462771850078718,0.0,0.0,0,1.0,4.0,598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5277.625444024612,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1629,1629,0.0,14.0,0.0,0.0,161.0,5277.915991494189,0.0,0.0,881.213109267752,1.8137066774292965,0.0,16.514486,1458986487.0,1682.0,0.0,0.5673996389085465,0.0,0.0,0,1.0,4.0,599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5277.915991494189,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1630,1630,0.0,14.0,0.0,0.0,161.0,5278.424449565488,0.0,0.0,1268.5735731642967,1.3697237837650482,0.0,16.514493,1458986488.0,1683.0,0.0,0.39414347782195486,0.0,0.0,0,1.0,4.0,599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5278.424449565488,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1631,1631,0.0,7.0,0.0,0.0,157.0,5278.64236016744,0.0,0.0,1912.0991033038115,1.6665947809401946,0.0,16.514496,1458986489.0,1684.0,0.0,0.26149272238874927,0.0,0.0,0,1.0,4.0,599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5278.64236016744,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1632,1632,0.0,7.0,0.0,0.0,157.0,5278.787633901998,0.0,0.0,1810.469526167465,1.9069880322561368,0.0,16.514498,1458986490.0,1685.0,0.0,0.27617145319117126,0.0,0.0,0,1.0,4.0,599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5278.787633901998,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1633,1633,0.0,8.0,0.0,0.0,157.0,5278.932907636556,0.0,0.0,1889.3465192022777,1.994656446385061,0.0,16.514496,1458986491.0,1686.0,0.0,0.2646417663029388,0.0,0.0,0,1.0,4.0,599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5278.932907636556,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1634,1634,0.0,8.0,0.0,0.0,157.0,5279.296848760146,0.0,0.0,1940.595751305076,2.3993476706306884,0.0,16.514494,1458986492.0,1687.0,0.0,0.2576528365908992,0.0,0.0,0,1.0,4.0,599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5279.296848760146,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1635,1635,0.0,8.0,0.0,0.0,157.0,5279.747658397003,0.0,0.0,1583.4693671307373,2.259262301551661,0.0,16.514495,1458986493.0,1688.0,0.0,0.3157623446205373,0.0,0.0,0,1.0,4.0,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5279.747658397003,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1636,1636,0.0,8.0,0.0,0.0,157.0,5279.930624350395,0.0,0.0,1659.8338304607216,2.0451919674675185,0.0,16.514497,1458986494.0,1689.0,0.0,0.3012349735402215,0.0,0.0,0,1.0,4.0,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5279.930624350395,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1637,1637,0.0,8.0,0.0,0.0,157.0,5280.366445625101,0.0,0.0,1577.5967338749233,1.720004500566131,0.0,16.514503,1458986495.0,1690.0,0.0,0.3169377758357108,0.0,0.0,0,1.0,4.0,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5280.366445625101,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1638,1638,0.0,16.0,0.0,0.0,154.0,5280.439082504257,0.0,0.0,1560.6318974448502,1.4455555704782477,0.0,16.514502,1458986496.0,1691.0,0.0,0.32038304536683293,0.0,0.0,0,1.0,4.0,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5280.439082504257,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1639,1639,0.0,16.0,0.0,0.0,154.0,5280.881537639324,0.0,0.0,1761.8670707905062,1.1633866140897882,0.0,16.514498,1458986497.0,1692.0,0.0,0.2837898546884484,0.0,0.0,0,1.0,4.0,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5280.881537639324,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1640,1640,0.0,16.0,0.0,0.0,154.0,5281.349573623837,0.0,0.0,1690.851166829044,1.2178643096716313,0.0,16.514496,1458986498.0,1693.0,0.0,0.2957090545927117,0.0,0.0,0,1.0,4.0,601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5281.349573623837,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1641,1641,0.0,16.0,0.0,0.0,154.0,5281.349573623837,0.0,0.0,1539.5803827320876,1.2575859140417522,0.0,16.514496,1458986499.0,1694.0,0.0,0.324763815912435,0.0,0.0,0,1.0,4.0,601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5281.349573623837,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1642,1642,0.0,16.0,0.0,0.0,154.0,5281.844990898065,0.0,0.0,1490.9518141579229,1.1734576680400082,0.0,16.514499,1458986500.0,1695.0,0.0,0.33535624374446726,0.0,0.0,0,1.0,4.0,601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5281.844990898065,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1643,1643,0.0,16.0,0.0,0.0,154.0,5282.062901583819,0.0,0.0,1720.1017245244277,1.6561360309071649,0.0,16.514502,1458986501.0,1696.0,0.0,0.29068048294541393,0.0,0.0,0,1.0,4.0,601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5282.062901583819,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1644,1644,0.0,11.0,0.0,0.0,147.0,5282.558318858047,0.0,0.0,1318.6644532085204,1.7193434647785402,0.0,16.514499,1458986502.0,1697.0,0.0,0.37917151613772593,0.0,0.0,0,1.0,4.0,602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5282.558318858047,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1645,1645,0.0,11.0,0.0,0.0,147.0,5282.802976038564,0.0,0.0,1389.6765033273816,1.8228092231957445,0.0,16.514496,1458986503.0,1698.0,0.0,0.35979596604160863,0.0,0.0,0,1.0,4.0,602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5282.802976038564,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1646,1646,0.0,11.0,0.0,0.0,147.0,5283.245431204526,0.0,0.0,1369.31802303051,1.7682072909848925,0.0,16.514492,1458986504.0,1699.0,0.0,0.36514527055842266,0.0,0.0,0,1.0,4.0,602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5283.245431204526,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1647,1647,0.0,11.0,0.0,0.0,147.0,5283.6439707282725,0.0,0.0,1542.3942323830336,2.0629517380582247,0.0,16.514489,1458986505.0,1700.0,0.0,0.3241713366805637,0.0,0.0,0,1.0,4.0,602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5283.6439707282725,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1648,1648,0.0,11.0,0.0,0.0,147.0,5283.888627936612,0.0,0.0,1355.5752548954254,2.1747741042637623,0.0,16.514486,1458986506.0,1701.0,0.0,0.3688470988197347,0.0,0.0,0,1.0,4.0,602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,5283.888627936612,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
