index,TimeStamp (sec), Horizontal (meters), Stroke500mPace (sec/500m), Power (watts),Cals, Cadence (stokes/min), HRCur (bpm),DutyCycle,Rowfile_Id, lapIdx, ElapsedTime (sec), DriveLength (meters), StrokeDistance (meters), DriveTime (ms), DragFactor, StrokeRecoveryTime (ms), AverageDriveForce (lbs), AverageBoatSpeed (m/s), PeakDriveForce (lbs), AverageDriveForce (N), PeakDriveForce (N), Calories (kCal), WorkoutState, Stroke Number,driveenergy,hr_ut2,hr_ut1,hr_at,hr_tr,hr_an,hr_max,lim_ut2,lim_ut1,lim_at,lim_tr,lim_an,lim_max,cum_dist,pw_ut2,pw_ut1,pw_at,pw_tr,pw_an,pw_max,limpw_ut2,limpw_ut1,limpw_at,limpw_tr,limpw_an
796,1452628851.54,4324.313,121.2525,196.3342,280.5778,22.0,172.0,0.3333333,,1.0,2260.661999940872,0.0,0.0,0.0,0.0,0.0,0.0,4.123626316983155,0.0,0.0,0.0,1.0,4.0,795,535.4569090909091,0.0,0.0,0.0,0.0,172.0,0.0,142,146,160,167,180,192,9277.038,0.0,0.0,196.3342,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
797,1452628854.337,4335.879,120.93355,197.8917,281.3399,21.0,171.0,0.3333333,,1.0,2263.4589998722076,0.0,0.0,0.0,0.0,0.0,0.0,4.134501964095159,0.0,0.0,0.0,1.0,4.0,796,565.404857142857,0.0,0.0,0.0,0.0,171.0,0.0,142,146,160,167,180,192,9288.604,0.0,0.0,197.8917,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
798,1452628857.132,4347.439,120.70755,199.0053,282.1018,21.0,172.0,0.3333333,,1.0,2266.2539999485016,0.0,0.0,0.0,0.0,0.0,0.0,4.142242966574999,0.0,0.0,0.0,1.0,4.0,797,568.5865714285715,0.0,0.0,0.0,0.0,172.0,0.0,142,146,160,167,180,192,9300.164,0.0,0.0,199.0053,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
799,1452628860.041,4359.499,120.80425,198.5278,282.8983,21.0,172.0,0.3333333,,1.0,2269.162999868393,0.0,0.0,0.0,0.0,0.0,0.0,4.1389272314508805,0.0,0.0,0.0,1.0,4.0,798,567.2222857142858,0.0,0.0,0.0,0.0,172.0,0.0,142,146,160,167,180,192,9312.224,0.0,0.0,198.5278,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
800,1452628862.829,4370.979,121.23175,196.4351,283.6515,21.0,172.0,0.3333333,,1.0,2271.9509999752045,0.0,0.0,0.0,0.0,0.0,0.0,4.12433211596797,0.0,0.0,0.0,1.0,4.0,799,561.2431428571429,0.0,0.0,0.0,0.0,172.0,0.0,142,146,160,167,180,192,9323.704000000002,0.0,0.0,196.4351,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
801,1452628865.736,4382.899,121.93220000000001,193.069,284.4302,21.0,171.0,0.3333333,,1.0,2274.8580000400543,0.0,0.0,0.0,0.0,0.0,0.0,4.100639535741994,0.0,0.0,0.0,1.0,4.0,800,551.6257142857143,0.0,0.0,0.0,0.0,171.0,0.0,142,146,160,167,180,192,9335.624000000002,0.0,0.0,193.069,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
802,1452628868.638,4394.818,121.71895,194.0857,285.2104,21.0,170.0,0.3333333,,1.0,2277.7599999904633,0.0,0.0,0.0,0.0,0.0,0.0,4.107823802292083,0.0,0.0,0.0,1.0,4.0,801,554.5305714285714,0.0,0.0,0.0,0.0,170.0,0.0,142,146,160,167,180,192,9347.543000000001,0.0,0.0,194.0857,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
803,1452628871.426,4406.371,120.6732,199.1753,285.9731,22.0,170.0,0.3333333,,1.0,2280.548000097275,0.0,0.0,0.0,0.0,0.0,0.0,4.14342206886036,0.0,0.0,0.0,1.0,4.0,802,543.2053636363636,0.0,0.0,0.0,0.0,170.0,0.0,142,146,160,167,180,192,9359.096000000001,0.0,0.0,199.1753,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
804,1452628874.636,4419.239,124.96485,179.3513,286.7937,19.0,169.0,0.3333333,,1.0,2283.757999897003,0.0,0.0,0.0,0.0,0.0,0.0,4.001125116382727,0.0,0.0,0.0,1.0,4.0,803,566.3725263157895,0.0,0.0,0.0,0.0,169.0,0.0,142,146,160,167,180,192,9371.964,0.0,0.0,179.3513,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
805,1452628877.728,4431.46,126.586,172.5484,287.5611,20.0,169.0,0.3333333,,1.0,2286.8499999046326,0.0,0.0,0.0,0.0,0.0,0.0,3.9498838734141217,0.0,0.0,0.0,1.0,4.0,804,517.6451999999999,0.0,0.0,0.0,0.0,169.0,0.0,142,146,160,167,180,192,9384.185000000001,0.0,0.0,172.5484,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
806,1452628880.822,4443.604,127.0722,170.5755,288.3173,19.0,169.0,0.3333333,,1.0,2289.944000005722,0.0,0.0,0.0,0.0,0.0,0.0,3.9347709412444267,0.0,0.0,0.0,1.0,4.0,805,538.6594736842105,0.0,0.0,0.0,0.0,169.0,0.0,142,146,160,167,180,192,9396.329000000002,0.0,0.0,170.5755,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
807,1452628883.836,4455.238,129.31155,161.8662,289.0281,20.0,168.0,0.3333333,,1.0,2292.957999944687,0.0,0.0,0.0,0.0,0.0,0.0,3.866630629669198,0.0,0.0,0.0,1.0,4.0,806,485.5986,0.0,0.0,0.0,0.0,168.0,0.0,142,146,160,167,180,192,9407.963000000002,0.0,161.8662,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
808,1452628886.926,4467.155,129.85315,159.8493,289.7553,20.0,168.0,0.3333333,,1.0,2296.048000097275,0.0,0.0,0.0,0.0,0.0,0.0,3.850503434071488,0.0,0.0,0.0,1.0,4.0,807,479.5479,0.0,0.0,0.0,0.0,168.0,0.0,142,146,160,167,180,192,9419.880000000001,0.0,159.8493,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
809,1452628890.036,4479.207,129.55985,160.9373,290.4951,20.0,167.0,0.3333333,,1.0,2299.1579999923706,0.0,0.0,0.0,0.0,0.0,0.0,3.8592202754171137,0.0,0.0,0.0,1.0,4.0,808,482.8119,0.0,0.0,0.0,167.0,167.0,0.0,142,146,160,167,180,192,9431.932,0.0,160.9373,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
810,1452628893.031,4491.049,125.93650000000001,175.2319,291.239,20.0,167.0,0.3333333,,1.0,2302.1529998779297,0.0,0.0,0.0,0.0,0.0,0.0,3.9702548506588635,0.0,0.0,0.0,1.0,4.0,809,525.6957,0.0,0.0,0.0,167.0,167.0,0.0,142,146,160,167,180,192,9443.774000000001,0.0,0.0,175.2319,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
811,1452628896.231,4503.542,128.17345,166.2164,292.0124,19.0,167.0,0.3333333,,1.0,2305.3529999256134,0.0,0.0,0.0,0.0,0.0,0.0,3.9009638891673744,0.0,0.0,0.0,1.0,4.0,810,524.8938947368421,0.0,0.0,0.0,167.0,167.0,0.0,142,146,160,167,180,192,9456.267000000002,0.0,166.2164,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
812,1452628899.232,4515.243,128.14030000000002,166.3454,292.7357,20.0,166.0,0.3333333,,1.0,2308.3540000915527,0.0,0.0,0.0,0.0,0.0,0.0,3.901973071703437,0.0,0.0,0.0,1.0,4.0,811,499.0362,0.0,0.0,0.0,166.0,0.0,0.0,142,146,160,167,180,192,9467.968,0.0,166.3454,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
813,1452628902.332,4527.324,128.17565,166.2079,293.4823,19.0,166.0,0.3333333,,1.0,2311.4539999961853,0.0,0.0,0.0,0.0,0.0,0.0,3.9008969332318584,0.0,0.0,0.0,1.0,4.0,812,524.867052631579,0.0,0.0,0.0,166.0,0.0,0.0,142,146,160,167,180,192,9480.048999999999,0.0,166.2079,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
814,1452628905.536,4539.757,129.3781,161.6165,294.2466,19.0,166.0,0.3333333,,1.0,2314.6579999923706,0.0,0.0,0.0,0.0,0.0,0.0,3.8646416974743025,0.0,0.0,0.0,1.0,4.0,813,510.3678947368421,0.0,0.0,0.0,166.0,0.0,0.0,142,146,160,167,180,192,9492.482,0.0,161.6165,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
815,1452628908.633,4551.824,128.32825,165.6157,294.9922,19.0,166.0,0.3333333,,1.0,2317.7549998760223,0.0,0.0,0.0,0.0,0.0,0.0,3.896258228410346,0.0,0.0,0.0,1.0,4.0,814,522.996947368421,0.0,0.0,0.0,166.0,0.0,0.0,142,146,160,167,180,192,9504.548999999999,0.0,165.6157,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
816,1452628911.731,4563.895,128.20955,166.076,295.7378,19.0,166.0,0.3333333,,1.0,2320.8529999256134,0.0,0.0,0.0,0.0,0.0,0.0,3.8998654936391244,0.0,0.0,0.0,1.0,4.0,815,524.4505263157895,0.0,0.0,0.0,166.0,0.0,0.0,142,146,160,167,180,192,9516.619999999999,0.0,166.076,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
817,1452628914.722,4575.523,128.6022,164.5595,296.4544,20.0,165.0,0.3333333,,1.0,2323.843999862671,0.0,0.0,0.0,0.0,0.0,0.0,3.8879583708521315,0.0,0.0,0.0,1.0,4.0,816,493.6785000000001,0.0,0.0,0.0,165.0,0.0,0.0,142,146,160,167,180,192,9528.248,0.0,164.5595,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
818,1452628917.736,4587.222,128.81480000000002,163.746,297.174,20.0,165.0,0.3333333,,1.0,2326.8580000400543,0.0,0.0,0.0,0.0,0.0,0.0,3.8815415619944287,0.0,0.0,0.0,1.0,4.0,817,491.238,0.0,0.0,0.0,165.0,0.0,0.0,142,146,160,167,180,192,9539.947,0.0,163.746,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
819,1452628920.729,4598.858,128.5223,164.8667,297.8911,20.0,165.0,0.3333333,,1.0,2329.851000070572,0.0,0.0,0.0,0.0,0.0,0.0,3.890375444572654,0.0,0.0,0.0,1.0,4.0,818,494.6001,0.0,0.0,0.0,165.0,0.0,0.0,142,146,160,167,180,192,9551.583,0.0,164.8667,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
820,1452628923.737,4610.569,128.4251,165.2412,298.614,20.0,164.0,0.3333333,,1.0,2332.858999967575,0.0,0.0,0.0,0.0,0.0,0.0,3.893319919548438,0.0,0.0,0.0,1.0,4.0,819,495.7236,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,9563.294000000002,0.0,165.2412,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
821,1452628926.736,4622.273,128.3137,165.6719,299.3383,20.0,164.0,0.3333333,,1.0,2335.8580000400543,0.0,0.0,0.0,0.0,0.0,0.0,3.896700040603614,0.0,0.0,0.0,1.0,4.0,820,497.01570000000004,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,9574.998000000001,0.0,165.6719,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
822,1452628929.627,4633.549,128.1141,166.4475,300.036,21.0,164.0,0.3333333,,1.0,2338.7490000724792,0.0,0.0,0.0,0.0,0.0,0.0,3.9027710454977242,0.0,0.0,0.0,1.0,4.0,821,475.56428571428563,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,9586.274000000001,0.0,166.4475,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
823,1452628932.738,4645.691,128.2534,165.9057,300.7876,19.0,164.0,0.3333333,,1.0,2341.859999895096,0.0,0.0,0.0,0.0,0.0,0.0,3.898532124684414,0.0,0.0,0.0,1.0,4.0,822,523.9127368421053,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,9598.416000000001,0.0,165.9057,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
824,1452628935.637,4656.959,128.28144999999998,165.797,301.4819,20.0,164.0,0.3333333,,1.0,2344.7590000629425,0.0,0.0,0.0,0.0,0.0,0.0,3.897679672314275,0.0,0.0,0.0,1.0,4.0,823,497.39099999999996,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,9609.684000000001,0.0,165.797,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
825,1452628938.533,4668.381,126.85395,171.4574,302.1975,21.0,164.0,0.3333333,,1.0,2347.6549999713898,0.0,0.0,0.0,0.0,0.0,0.0,3.94154064575837,0.0,0.0,0.0,1.0,4.0,824,489.8782857142857,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,9621.106000000002,0.0,0.0,171.4574,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
826,1452628941.419,4679.726,127.1108,170.42,302.9055,21.0,164.0,0.3333333,,1.0,2350.540999889374,0.0,0.0,0.0,0.0,0.0,0.0,3.93357606120015,0.0,0.0,0.0,1.0,4.0,825,486.91428571428565,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,9632.451000000001,0.0,0.0,170.42,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
827,1452628944.327,4691.22,126.68670000000002,172.1372,303.6274,21.0,164.0,0.3333333,,1.0,2353.4489998817444,0.0,0.0,0.0,0.0,0.0,0.0,3.946744212296949,0.0,0.0,0.0,1.0,4.0,826,491.82057142857144,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,9643.945000000002,0.0,0.0,172.1372,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
828,1452628947.235,4702.71,126.53595000000001,172.7533,304.3488,21.0,165.0,0.3333333,,1.0,2356.356999874115,0.0,0.0,0.0,0.0,0.0,0.0,3.9514462095554657,0.0,0.0,0.0,1.0,4.0,827,493.58085714285716,0.0,0.0,0.0,165.0,0.0,0.0,142,146,160,167,180,192,9655.435000000001,0.0,0.0,172.7533,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
829,1452628950.123,4714.053,127.00305,170.8541,305.0561,20.0,165.0,0.3333333,,1.0,2359.244999885559,0.0,0.0,0.0,0.0,0.0,0.0,3.9369133260972866,0.0,0.0,0.0,1.0,4.0,828,512.5622999999999,0.0,0.0,0.0,165.0,0.0,0.0,142,146,160,167,180,192,9666.778000000002,0.0,0.0,170.8541,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
830,1452628953.034,4725.463,127.5624,168.6165,305.766,21.0,165.0,0.3333333,,1.0,2362.1559998989105,0.0,0.0,0.0,0.0,0.0,0.0,3.9196503044784357,0.0,0.0,0.0,1.0,4.0,829,481.76142857142855,0.0,0.0,0.0,165.0,0.0,0.0,142,146,160,167,180,192,9678.188000000002,0.0,168.6165,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
831,1452628955.832,4736.522,126.42585000000001,173.2049,306.4604,21.0,165.0,0.3333333,,1.0,2364.9539999961853,0.0,0.0,0.0,0.0,0.0,0.0,3.954887390513886,0.0,0.0,0.0,1.0,4.0,830,494.87114285714284,0.0,0.0,0.0,165.0,0.0,0.0,142,146,160,167,180,192,9689.247000000003,0.0,0.0,173.2049,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
832,1452628958.825,4748.239,127.90129999999999,167.2797,307.1884,20.0,164.0,0.3333333,,1.0,2367.947000026703,0.0,0.0,0.0,0.0,0.0,0.0,3.90926440935315,0.0,0.0,0.0,1.0,4.0,831,501.8391,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,9700.964000000004,0.0,167.2797,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
833,1452628961.722,4759.584,127.69069999999999,168.1087,307.8935,21.0,164.0,0.3333333,,1.0,2370.843999862671,0.0,0.0,0.0,0.0,0.0,0.0,3.9157119508311884,0.0,0.0,0.0,1.0,4.0,832,480.31057142857145,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,9712.309000000005,0.0,168.1087,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
834,1452628964.726,4771.296,128.32684999999998,165.621,308.6178,20.0,164.0,0.3333333,,1.0,2373.848000049591,0.0,0.0,0.0,0.0,0.0,0.0,3.896300735192986,0.0,0.0,0.0,1.0,4.0,833,496.863,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,9724.021000000004,0.0,165.621,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
835,1452628967.625,4782.564,128.33675,165.5826,309.3123,20.0,164.0,0.3333333,,1.0,2376.746999979019,0.0,0.0,0.0,0.0,0.0,0.0,3.896000171424008,0.0,0.0,0.0,1.0,4.0,834,496.7478,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,9735.289000000004,0.0,165.5826,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
836,1452628970.624,4794.2,129.1439,162.4973,310.028,20.0,163.0,0.3333333,,1.0,2379.7460000514984,0.0,0.0,0.0,0.0,0.0,0.0,3.8716501514976702,0.0,0.0,0.0,1.0,4.0,835,487.4919,0.0,0.0,0.0,163.0,0.0,0.0,142,146,160,167,180,192,9746.925000000003,0.0,162.4973,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
837,1452628973.624,4805.841,128.87595,163.5131,310.7439,20.0,162.0,0.3333333,,1.0,2382.7460000514984,0.0,0.0,0.0,0.0,0.0,0.0,3.8796998198655377,0.0,0.0,0.0,1.0,4.0,836,490.5393,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,9758.566000000003,0.0,163.5131,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
838,1452628976.43,4816.826,127.6372,168.3203,311.4265,21.0,162.0,0.3333333,,1.0,2385.5520000457764,0.0,0.0,0.0,0.0,0.0,0.0,3.917353248112619,0.0,0.0,0.0,1.0,4.0,837,480.9151428571429,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,9769.551000000003,0.0,168.3203,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
839,1452628979.335,4828.315,126.6321,172.3601,312.1485,21.0,162.0,0.3333333,,1.0,2388.457000017166,0.0,0.0,0.0,0.0,0.0,0.0,3.9484459311659528,0.0,0.0,0.0,1.0,4.0,838,492.4574285714286,0.0,0.0,0.0,162.0,0.0,0.0,142,146,160,167,180,192,9781.040000000003,0.0,0.0,172.3601,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
840,1452628982.122,4839.298,126.62049999999999,172.4074,312.8362,21.0,163.0,0.3333333,,1.0,2391.2439999580383,0.0,0.0,0.0,0.0,0.0,0.0,3.9488076575278095,0.0,0.0,0.0,1.0,4.0,839,492.59257142857143,0.0,0.0,0.0,163.0,0.0,0.0,142,146,160,167,180,192,9792.023000000003,0.0,0.0,172.4074,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
841,1452628985.016,4850.431,129.78414999999998,160.1043,313.5141,20.0,164.0,0.3333333,,1.0,2394.138000011444,0.0,0.0,0.0,0.0,0.0,0.0,3.8525505618367117,0.0,0.0,0.0,1.0,4.0,840,480.3129,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,9803.156000000003,0.0,160.1043,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
842,1452628988.024,4861.842,132.0328,152.0627,314.1977,20.0,164.0,0.3333333,,1.0,2397.1459999084473,0.0,0.0,0.0,0.0,0.0,0.0,3.7869377912155158,0.0,0.0,0.0,1.0,4.0,841,456.1881,0.0,0.0,0.0,164.0,0.0,0.0,142,146,160,167,180,192,9814.567000000003,0.0,152.0627,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
843,1452628988.865,3.756018,112.8022,243.8457,0.2703401,0.0,123.0,0.3333333,,2.0,2397.986999988556,0.0,0.0,0.0,0.0,0.0,0.0,4.432537663272525,0.0,0.0,0.0,1.0,4.0,841,inf,123.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9818.323018000003,0.0,0.0,0.0,0.0,243.8457,0.0,124.30000000000001,169.5,203.4,237.3,271.2
844,1452628991.868,16.63964,116.44555,221.6661,1.154884,20.0,125.0,0.3333333,,2.0,2400.9900000095367,0.0,0.0,0.0,0.0,0.0,0.0,4.29385236275667,0.0,0.0,0.0,1.0,4.0,842,664.9983,125.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9831.206640000002,0.0,0.0,0.0,221.6661,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
845,1452628994.666,27.97715,123.35459999999999,186.4669,1.882112,21.0,127.0,0.3333333,,2.0,2403.787999868393,0.0,0.0,0.0,0.0,0.0,0.0,4.053355124170481,0.0,0.0,0.0,1.0,4.0,843,532.7625714285715,127.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9842.544150000002,0.0,0.0,186.4669,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
846,1452628997.556,39.81491,122.12465,192.1578,2.653542,21.0,129.0,0.3333333,,2.0,2406.677999973297,0.0,0.0,0.0,0.0,0.0,0.0,4.09417754728468,0.0,0.0,0.0,1.0,4.0,844,549.0222857142858,129.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9854.381910000002,0.0,0.0,192.1578,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
847,1452629000.374,51.22314,123.45455,186.0145,3.387853,21.0,132.0,0.3333333,,2.0,2409.4960000514984,0.0,0.0,0.0,0.0,0.0,0.0,4.05007348858345,0.0,0.0,0.0,1.0,4.0,845,531.4699999999999,132.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9865.790140000001,0.0,0.0,186.0145,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
848,1452629003.164,62.48399,123.73475,184.7537,4.110402,21.0,136.0,0.3333333,,2.0,2412.2860000133514,0.0,0.0,0.0,0.0,0.0,0.0,4.040902010146705,0.0,0.0,0.0,1.0,4.0,846,527.8677142857143,136.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9877.050990000002,0.0,0.0,184.7537,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
849,1452629005.964,73.88334,122.89285,188.5769,4.849288,22.0,137.0,0.3333333,,2.0,2415.0859999656677,0.0,0.0,0.0,0.0,0.0,0.0,4.068584950222897,0.0,0.0,0.0,1.0,4.0,847,514.3006363636364,137.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9888.450340000001,0.0,0.0,188.5769,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
850,1452629008.764,85.21001,123.40175,186.2533,5.578382,21.0,140.0,0.3333333,,2.0,2417.885999917984,0.0,0.0,0.0,0.0,0.0,0.0,4.051806396586758,0.0,0.0,0.0,1.0,4.0,848,532.1522857142858,140.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9899.777010000002,0.0,0.0,186.2533,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
851,1452629011.665,96.91775,124.08225,183.2056,6.330138,21.0,142.0,0.3333333,,2.0,2420.786999940872,0.0,0.0,0.0,0.0,0.0,0.0,4.02958521464593,0.0,0.0,0.0,1.0,4.0,849,523.4445714285714,142.0,142.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9911.484750000001,0.0,0.0,183.2056,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
852,1452629014.559,108.6169,123.76729999999999,184.6078,7.082605,21.0,145.0,0.3333333,,2.0,2423.680999994278,0.0,0.0,0.0,0.0,0.0,0.0,4.0398392790341235,0.0,0.0,0.0,1.0,4.0,850,527.4508571428572,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9923.183900000002,0.0,0.0,184.6078,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
853,1452629017.367,119.8817,124.46435,181.5236,7.80147,21.0,146.0,0.3333333,,2.0,2426.489000082016,0.0,0.0,0.0,0.0,0.0,0.0,4.017214567866221,0.0,0.0,0.0,1.0,4.0,851,518.6388571428571,0.0,146.0,146.0,0.0,0.0,0.0,142,146,160,167,180,192,9934.448700000003,0.0,0.0,181.5236,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
854,1452629020.163,131.2167,123.13504999999999,187.4661,8.533117,21.0,148.0,0.3333333,,2.0,2429.2850000858307,0.0,0.0,0.0,0.0,0.0,0.0,4.06058226313304,0.0,0.0,0.0,1.0,4.0,852,535.6174285714286,0.0,0.0,148.0,0.0,0.0,0.0,142,146,160,167,180,192,9945.783700000002,0.0,0.0,187.4661,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
855,1452629023.071,143.0455,123.27895,186.8105,9.299202,21.0,150.0,0.3333333,,2.0,2432.1930000782013,0.0,0.0,0.0,0.0,0.0,0.0,4.055842461344779,0.0,0.0,0.0,1.0,4.0,853,533.7442857142856,0.0,0.0,150.0,0.0,0.0,0.0,142,146,160,167,180,192,9957.612500000001,0.0,0.0,186.8105,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
856,1452629025.857,154.2823,123.70644999999999,184.8804,10.02039,21.0,151.0,0.3333333,,2.0,2434.9790000915527,0.0,0.0,0.0,0.0,0.0,0.0,4.041826436697521,0.0,0.0,0.0,1.0,4.0,854,528.2297142857143,0.0,0.0,151.0,0.0,0.0,0.0,142,146,160,167,180,192,9968.849300000002,0.0,0.0,184.8804,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
857,1452629028.76,165.9872,124.06245,183.2936,10.77162,21.0,153.0,0.3333333,,2.0,2437.8819999694824,0.0,0.0,0.0,0.0,0.0,0.0,4.030228324525269,0.0,0.0,0.0,1.0,4.0,855,523.696,0.0,0.0,153.0,0.0,0.0,0.0,142,146,160,167,180,192,9980.554200000002,0.0,0.0,183.2936,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
858,1452629031.574,177.2472,124.66595,180.6444,11.48827,21.0,154.0,0.3333333,,2.0,2440.6959998607635,0.0,0.0,0.0,0.0,0.0,0.0,4.010718243433753,0.0,0.0,0.0,1.0,4.0,856,516.126857142857,0.0,0.0,154.0,0.0,0.0,0.0,142,146,160,167,180,192,9991.814200000003,0.0,0.0,180.6444,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
859,1452629034.365,188.6567,122.42665,190.7394,12.23114,22.0,155.0,0.3333333,,2.0,2443.486999988556,0.0,0.0,0.0,0.0,0.0,0.0,4.084078099008672,0.0,0.0,0.0,1.0,4.0,857,520.1983636363636,0.0,0.0,155.0,0.0,0.0,0.0,142,146,160,167,180,192,10003.223700000002,0.0,0.0,190.7394,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
